HRG,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Mid Ulster,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Northern Ireland Total
FZ69E,"Complex Small Intestine Procedures, 19 years and over, with CC Score 0-2",.,.,.,.,"5,026",.,.,.,.,.,.,.,.,.,.,.,"1,347","6,372"
FZ70Z,"Therapeutic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over","24,045","17,613","18,801","1,201","8,024","6,314",.,.,687,.,"11,939",.,"10,059",.,.,.,"6,876","105,560"
FZ71D,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 7+,"1,393",.,.,.,.,.,.,.,.,.,901,.,.,.,.,.,.,"2,294"
FZ71E,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 4-6,"1,393",.,"2,614",.,.,.,.,.,.,.,"2,801",.,.,.,.,.,"2,549","9,358"
FZ71F,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 1-3,"2,787",475,"42,109",454,.,.,.,.,.,.,.,.,.,.,.,.,"3,427","49,252"
FZ71G,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 0,"2,695","1,385","50,171",.,.,"1,487",.,.,.,.,.,.,.,.,.,.,.,"55,738"
FZ73C,Very Complex Large Intestine Procedures with CC Score 9+,.,.,.,.,.,"7,773",.,.,.,.,.,.,.,.,.,.,.,"7,773"
FZ73D,Very Complex Large Intestine Procedures with CC Score 6-8,.,.,.,.,.,.,.,.,.,.,"9,027",.,.,.,.,.,.,"9,027"
FZ73E,Very Complex Large Intestine Procedures with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,575","2,575"
FZ73F,Very Complex Large Intestine Procedures with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,"10,828",.,.,.,"2,575","13,403"
FZ74C,"Complex Large Intestine Procedures, 19 years and over, with CC Score 9+",.,805,.,.,"2,270",.,.,.,.,.,.,.,.,.,.,.,"3,255","6,330"
FZ74D,"Complex Large Intestine Procedures, 19 years and over, with CC Score 6-8",.,452,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,693","6,145"
FZ74E,"Complex Large Intestine Procedures, 19 years and over, with CC Score 3-5","7,439","3,188",.,.,"4,755","18,190",.,.,.,.,.,.,"25,426",.,.,.,"13,389","72,386"
FZ74F,"Complex Large Intestine Procedures, 19 years and over, with CC Score 0-2",.,"2,547",.,573,"32,249",.,.,.,.,.,.,.,"61,991",.,.,.,"16,129","113,489"
FZ75D,"Proximal Colon Procedures, 19 years and over, with CC Score 3-5",.,.,.,"1,855","4,600",.,.,.,.,.,.,.,"4,432",.,.,.,"1,347","12,234"
FZ75E,"Proximal Colon Procedures, 19 years and over, with CC Score 0-2",.,.,.,.,"7,806",.,.,.,.,.,.,.,"11,452",.,.,.,.,"19,258"
FZ76C,"Distal Colon Procedures, 19 years and over, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,.,.,"4,229",.,.,.,.,"4,229"
FZ76D,"Distal Colon Procedures, 19 years and over, with CC Score 0-2",.,.,"4,838",.,.,"4,717",.,.,.,.,.,.,"4,828",.,.,.,.,"14,383"
FZ77D,"Major Large Intestine Procedures, 19 years and over, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,347","1,347"
FZ77E,"Major Large Intestine Procedures, 19 years and over, with CC Score 0",.,452,.,.,"4,406",.,.,.,.,.,.,.,.,.,.,.,.,"4,858"
FZ78A,"Complex or Major, Large Intestine Procedures, between 2 and 18 years, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,257","3,257"
FZ78C,"Complex or Major, Large Intestine Procedures, 1 year and under, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,"3,051",.,.,.,.,"3,051"
FZ78D,"Complex or Major, Large Intestine Procedures, 1 year and under, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"9,584",.,.,.,.,"9,584"
FZ80E,"Very Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 0-2",.,.,.,.,"9,509",.,.,.,.,.,.,.,.,.,.,.,.,"9,509"
FZ81C,"Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 4+",.,.,"5,488",.,.,"2,665",.,.,.,.,.,.,.,.,.,.,.,"8,154"
FZ81D,"Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,210","2,210"
FZ81E,"Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,"3,593",.,.,.,.,.,.,.,"7,340",.,502,.,.,"11,436"
FZ82C,"Very Complex or Complex, Oesophageal, Stomach or Duodenum Procedures, 18 years and under, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,"7,544",.,.,.,.,"7,544"
FZ83E,"Major, Oesophageal, Stomach or Duodenum Procedures, 1 year and under, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,"4,623",.,.,.,.,"4,623"
FZ83F,"Major, Oesophageal, Stomach or Duodenum Procedures, 1 year and under, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"31,872",.,.,.,.,"31,872"
FZ83G,"Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 7+",.,.,.,.,327,.,.,.,.,.,.,.,.,.,.,.,.,327
FZ83H,"Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 4-6",.,.,.,.,.,.,.,.,.,.,.,.,"9,650",.,.,.,"2,502","12,152"
FZ83J,"Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 2-3",.,904,.,.,"4,871",.,.,.,.,.,.,.,"20,833",.,.,.,"5,004","31,612"
FZ83K,"Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 0-1",.,"1,486","2,833",.,"6,231","2,753",.,.,.,.,.,.,"1,171",.,.,.,.,"14,473"
FZ87E,Complex Hernia Procedures with CC Score 3-4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,965","3,965"
FZ87F,Complex Hernia Procedures with CC Score 1-2,.,.,.,.,.,"2,360",.,.,.,.,.,.,.,.,.,.,"1,551","3,911"
FZ87G,Complex Hernia Procedures with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,"5,459",.,.,.,.,"5,459"
FZ88A,"Insertion of Gastrostomy Tube, 19 years and over","3,506","32,904","9,720",.,.,.,.,.,"2,061",.,"11,430",.,"3,456",.,.,.,"1,641","64,718"
FZ89Z,"Complex Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures",877,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,877
FZ90B,Abdominal Pain without Interventions,"241,556","167,903","36,509","84,492","169,866","81,836","3,866",.,"5,637",.,"72,468",.,"413,594",.,"131,986","49,684","178,075","1,637,471"
FZ91B,"Non-Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 5-7",.,.,"6,254",.,.,.,.,.,.,.,"1,057",.,.,.,.,.,.,"7,311"
FZ91G,"Non-Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 3-4",438,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,438
FZ91H,"Non-Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 0-2",.,.,584,.,.,.,.,.,.,.,.,.,.,.,"2,636",.,.,"3,220"
FZ91J,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 11+",914,.,.,.,438,"1,623",.,.,.,.,525,.,.,.,.,.,734,"4,234"
FZ91K,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 6-10","14,017","12,423","26,849","2,146","4,759","2,607",.,.,"3,286",.,839,.,"16,536",.,"6,818",.,"22,956","113,236"
FZ91L,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 3-5","54,999","70,580","24,713","11,432","24,388","9,858","3,165",.,"3,758",.,"15,182",.,"96,215",.,"22,116",552,"63,132","400,089"
FZ91M,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2","180,311","252,867","74,035","48,549","154,679","58,754","11,937",.,"19,444",.,"96,987",.,"438,156",.,"123,090","4,968","174,676","1,638,454"
FZ92G,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 9+",438,407,404,.,876,301,.,.,.,.,.,.,.,.,.,.,"1,555","3,981"
FZ92H,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 5-8","1,333","5,669","8,486",573,"1,892",788,528,.,752,.,"1,685",.,"4,790",.,"1,796",.,"9,537","37,827"
FZ92J,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 3-4","4,420","3,217","11,903",547,"3,206",697,.,.,376,.,773,.,"4,641",.,"2,511",.,"6,411","38,701"
FZ92K,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2","13,307","19,858","29,510","1,145","4,707",791,.,.,"1,503",.,"2,268",.,"15,741",.,"2,009",.,"10,988","101,826"
GA03D,"Very Complex Open, Hepatobiliary or Pancreatic Procedures, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,210","2,210"
GA03E,"Very Complex Open, Hepatobiliary or Pancreatic Procedures, with CC Score 0-1",.,.,"2,973",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,973"
GA06C,"Major Open, Hepatobiliary or Pancreatic Procedures, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,"3,996",.,.,.,.,.,.,"3,996"
GA06D,"Major Open, Hepatobiliary or Pancreatic Procedures, with CC Score 0-1",.,.,.,.,.,301,.,.,.,.,.,.,.,.,.,.,.,301
GA07C,"Intermediate Open, Hepatobiliary or Pancreatic Procedures, with CC Score 3+",.,.,.,.,"3,574",.,.,.,.,.,.,.,.,.,.,.,.,"3,574"
GA07D,"Intermediate Open, Hepatobiliary or Pancreatic Procedures, with CC Score 1-2",.,.,.,.,"6,303",358,.,.,.,.,.,.,"7,443",.,.,.,"1,347","15,451"
GA07E,"Intermediate Open, Hepatobiliary or Pancreatic Procedures, with CC Score 0",.,.,"1,172",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,172"
GA10G,"Open or Laparoscopic Cholecystectomy, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"2,610",.,.,.,.,"2,610"
GA10J,"Laparoscopic Cholecystectomy, 19 years and over, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,.,"10,387",.,.,.,.,"10,387"
GA10K,"Laparoscopic Cholecystectomy, 19 years and over, with CC Score 0","4,470",370,"1,946",.,"2,180","2,687",.,.,.,.,.,.,"40,057",.,.,.,"2,712","54,424"
GA10L,"Open Cholecystectomy, 19 years and over, with CC Score 3+",.,.,.,.,.,"3,975",.,.,.,.,.,.,.,.,.,.,"5,424","9,400"
GA10M,"Open Cholecystectomy, 19 years and over, with CC Score 1-2","4,470",.,.,.,"3,013","4,892",.,.,.,.,.,.,.,.,.,.,.,"12,375"
GA11Z,Pancreatic Necrosectomy,.,.,.,.,.,.,.,.,.,.,"10,592",.,.,.,.,.,.,"10,592"
GB01C,"Very Major, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 7+",.,.,.,.,.,.,.,.,.,.,.,.,"1,528",.,.,.,.,"1,528"
GB01F,"Very Major, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 0-1",.,.,"2,817",.,.,.,.,.,.,.,.,.,"8,181",.,.,.,.,"10,998"
GB03C,"Intermediate, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 8+",.,627,.,.,.,"4,870",.,.,.,.,.,.,"4,500",.,.,.,.,"9,998"
GB03D,"Intermediate, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 5-7",.,.,.,.,.,.,.,.,.,.,"3,135",.,"12,913",.,.,.,.,"16,048"
GB03E,"Intermediate, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 2-4",877,"3,544",879,"1,755",.,"1,401",.,.,.,.,.,.,"13,664",.,.,.,"2,607","24,727"
GB03F,"Intermediate, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 0-1","1,315",.,.,.,.,"7,583",.,.,.,.,"2,361",.,"11,138",.,.,.,.,"22,398"
GB04D,"Minor, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, 19 years and over","3,483",.,"4,052",.,"1,406",.,.,.,.,.,420,.,"1,937",.,"5,127",.,.,"16,425"
GB05G,Major Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 2-4,.,.,"1,431",.,.,.,.,.,.,.,"2,349",.,.,.,.,.,"2,852","6,631"
GB05H,Major Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 0-1,"1,315",.,"7,690","1,412",.,.,.,.,.,.,"9,371",.,.,.,.,.,.,"19,788"
GB06E,Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 6+,877,.,.,.,.,.,.,.,998,.,"1,419",.,"2,246",.,.,.,"5,098","10,639"
GB06F,Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 4-5,"2,457",374,"7,376",.,"1,406",.,.,.,.,.,"4,375",.,.,.,.,.,"5,098","21,086"
GB06G,Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 2-3,"6,229",374,"11,594",907,.,.,.,.,"1,310",.,"18,401",.,"1,382",.,.,.,"8,177","48,374"
GB06H,Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 0-1,"32,382","3,068","24,727","2,204","1,406",904,.,.,"1,050",.,"22,276",.,"3,609",.,.,.,"20,025","111,652"
GB07Z,Minor Diagnostic Endoscopic Retrograde Cholangiopancreatography,"4,228","2,866","13,523","1,093","5,834","3,109",.,.,"3,151",.,"2,348",.,"1,766",.,"3,299",.,"5,456","46,672"
GB09D,Complex Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 5+,"1,142",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,577","2,719"
GB09E,Complex Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 2-4,"1,142",.,.,454,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,596"
GB09F,Complex Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 0-1,"1,142","1,349","3,553",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"6,044"
GC01E,"Liver Failure Disorders without Interventions, with CC Score 5+","1,315","2,341",808,454,.,.,.,.,376,.,.,.,772,.,502,.,"3,668","10,236"
GC01F,"Liver Failure Disorders without Interventions, with CC Score 0-4","10,081","10,611",.,.,.,"1,299",.,.,"1,503",.,692,.,386,.,"2,009",.,"8,069","34,650"
GC12G,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 6+",.,"1,626",808,.,.,.,.,.,.,.,387,.,"2,970",.,502,.,367,"6,660"
GC12H,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 3-5","3,087","2,813","6,464",.,438,.,.,.,.,.,525,.,"8,804",.,"1,651",.,"4,035","27,818"
GC12J,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 1-2","2,648","4,846","8,792",454,"3,066",.,.,.,376,.,"1,300",.,"7,728",.,"1,004",.,"4,122","34,336"
GC12K,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 0","1,315","1,687","2,324",454,"1,314",301,.,.,376,.,525,.,"4,251",.,502,.,"2,934","15,983"
GC17C,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Multiple Interventions, with CC Score 0-3",.,.,.,.,438,.,.,.,.,.,.,.,.,.,.,.,.,438
GC17E,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 4-8",.,.,793,.,.,.,.,.,.,.,.,.,.,.,.,.,.,793
GC17F,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 0-3",.,.,791,.,.,.,.,.,.,.,.,.,.,.,.,.,.,791
GC17G,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 8+",877,"2,440","1,108",.,876,"1,200",.,.,376,.,.,.,"11,780",.,502,.,"3,389","22,547"
GC17H,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 5-7","4,439","7,783","5,748","1,454","3,171","5,050",.,.,.,.,"3,375",.,"30,186",.,"2,299",.,"14,010","77,514"
GC17J,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 2-4","29,261","35,302","15,443","5,640","18,420","13,797","1,929",.,376,.,"20,462",.,"85,276",.,"15,581",.,"45,492","286,981"
GC17K,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 0-1","67,156","64,860","15,868","18,485","61,668","27,332","1,055",.,"3,758",.,"39,164",.,"180,976",.,"27,795",552,"65,083","573,752"
HA11A,"Major Hip Procedures for Trauma, Category 2, with Major CC",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,066","2,066"
HA12B,"Major Hip Procedures for Trauma, Category 1, with CC","3,748",457,.,.,"13,945",.,.,.,.,.,.,.,.,.,.,.,"7,998","26,147"
HA12C,"Major Hip Procedures for Trauma, Category 1, without CC",.,.,.,.,"22,796",.,.,.,.,.,.,.,.,.,.,.,"1,931","24,727"
HA13A,"Intermediate Hip Procedures for Trauma, with Major CC","2,305",.,.,.,.,.,.,.,.,.,.,.,"10,005",.,.,.,"6,186","18,496"
HA13B,"Intermediate Hip Procedures for Trauma, with Intermediate CC","3,198",.,.,.,"12,575",.,.,.,.,.,.,.,.,.,.,.,.,"15,773"
HA13C,"Intermediate Hip Procedures for Trauma, without CC","4,610",.,.,.,"14,321",.,.,.,.,.,.,.,"14,501",.,.,.,"6,396","39,828"
HA14C,"Minor Hip Procedures for Trauma, without CC","1,859",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,859"
HA19Z,Minimal Hip Procedures for Trauma,"5,054",.,.,.,363,.,.,.,.,.,.,.,"4,829",.,.,.,817,"11,062"
HA21C,"Major Knee Procedures for Trauma, Category 2, without CC","7,604",.,.,.,"4,031",.,.,.,.,.,.,.,"8,593",.,.,.,.,"20,227"
HA22B,"Major Knee Procedures for Trauma, Category 1, with CC",.,.,.,.,.,.,.,.,.,.,.,.,"4,804",.,.,.,.,"4,804"
HA22C,"Major Knee Procedures for Trauma, Category 1, without CC","10,945",.,.,.,"1,386",.,.,.,.,.,.,.,"10,298",.,.,.,.,"22,629"
HA23B,"Intermediate Knee Procedures for Trauma, Category 2, with CC",.,.,.,.,.,.,.,.,.,.,.,.,"2,316",.,.,.,.,"2,316"
HA23C,"Intermediate Knee Procedures for Trauma, Category 2, without CC","6,469",.,.,.,"15,821",.,.,.,.,.,.,.,"14,496",.,.,.,.,"36,786"
HA24Z,"Intermediate Knee Procedures for Trauma, Category 1",.,.,.,.,.,.,.,.,.,.,.,.,863,.,.,.,"2,171","3,034"
HA25C,"Minor Knee Procedures for Trauma, Category 2, without CC",.,.,.,.,847,.,.,.,.,.,.,.,"12,175",.,.,.,.,"13,022"
HA26C,"Minor Knee Procedures for Trauma, Category 1, without CC","3,718",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,718"
HA29Z,Minimal Knee Procedures for Trauma,"4,390",.,.,.,.,.,.,.,687,.,.,.,"3,586",.,.,.,"3,132","11,795"
HA31B,"Major Foot Procedures for Trauma, with CC","4,954",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,954"
HA31C,"Major Foot Procedures for Trauma, without CC","57,052",.,.,.,"8,882",.,.,.,.,.,.,.,"23,404",.,.,.,"4,009","93,347"
HA32Z,"Intermediate Foot Procedures for Trauma, Category 2","20,437",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,171","22,608"
HA33Z,"Intermediate Foot Procedures for Trauma, Category 1","11,153",.,.,.,"5,934",.,.,"2,273",.,.,.,.,"8,844",.,.,.,"10,022","38,225"
HA34Z,"Minor Foot Procedures for Trauma, Category 2","8,774",.,.,.,"5,852",.,.,.,.,.,.,.,"21,554",.,.,.,.,"36,181"
HA35Z,"Minor Foot Procedures for Trauma, Category 1","11,672",.,.,.,"2,206",.,.,.,.,.,.,.,.,.,.,.,956,"14,834"
HA39Z,Minimal Foot Procedures for Trauma,"1,412",.,.,.,.,.,.,.,687,.,.,.,.,.,.,.,.,"2,099"
HA51Z,"Major Hand Procedures for Trauma, Category 2","27,187",.,.,.,"28,061",.,.,.,.,.,.,.,"3,628",.,.,.,"94,506","153,382"
HA52Z,"Major Hand Procedures for Trauma, Category 1","4,610",.,.,.,"15,449",.,.,.,.,.,.,.,.,.,.,.,"88,829","108,889"
HA53Z,"Intermediate Hand Procedures for Trauma, Category 2","11,005",.,.,.,"76,568",.,.,.,.,.,.,.,.,.,.,.,"80,230","167,804"
HA54Z,"Intermediate Hand Procedures for Trauma, Category 1","3,718",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"367,317","371,034"
HA55Z,"Minor Hand Procedures for Trauma, Category 2","8,702",.,.,"1,008","20,109",.,.,.,.,.,.,.,.,.,.,.,"182,649","212,468"
HA56A,"Minor Hand Procedures for Trauma, Category 1, 19 years and over","16,210",.,.,.,"62,330",.,.,.,.,.,.,.,"1,220",.,.,.,"46,111","125,870"
HA56B,"Minor Hand Procedures for Trauma, Category 1, 18 years and under","14,351",.,.,.,"19,173",.,.,.,.,.,.,.,"16,581",.,.,.,"18,957","69,062"
HA59Z,Minimal Hand Procedures for Trauma,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,792,792
HA61B,"Major, Shoulder or Upper Arm Procedures for Trauma, with CC",.,.,.,.,.,.,.,.,.,.,.,.,"8,024",.,.,.,.,"8,024"
HA61C,"Major, Shoulder or Upper Arm Procedures for Trauma, without CC","19,987",.,.,.,"50,766",.,.,.,.,.,.,.,"3,703",.,.,.,"5,241","79,696"
HA62Z,"Intermediate, Shoulder or Upper Arm Procedures for Trauma","6,023",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"6,023"
HA63Z,"Minor, Shoulder or Upper Arm Procedures for Trauma","26,015",913,.,.,"9,083",.,.,.,.,.,.,.,"5,852",.,.,.,"1,061","42,923"
HA69Z,"Minimal, Shoulder or Upper Arm Procedures for Trauma",.,.,.,.,673,.,.,.,687,.,.,.,.,.,.,.,.,"1,360"
HA71B,"Major, Elbow or Lower Arm Procedures for Trauma, with CC","2,305",.,.,.,"2,776",.,.,.,.,.,.,.,"3,144",.,.,.,"7,088","15,313"
HA71C,"Major, Elbow or Lower Arm Procedures for Trauma, without CC","235,339",.,.,.,"70,868",.,.,"2,601",.,.,.,.,"328,816",.,.,.,"68,560","706,184"
HA72Z,"Intermediate, Elbow or Lower Arm Procedures for Trauma","10,633",.,.,.,"4,609",.,.,.,791,.,908,.,"3,709",.,.,.,"46,814","67,465"
HA73B,"Minor, Elbow or Lower Arm Procedures for Trauma, 18 years and under","141,242",913,.,.,"6,759",.,.,.,.,.,.,.,"212,576",.,.,.,"67,542","429,032"
HA73C,"Minor, Elbow or Lower Arm Procedures for Trauma, 19 years and over","11,153","1,827",.,.,"6,976",.,"1,538",.,791,.,602,.,"2,753",.,.,.,"9,371","35,012"
HA79Z,"Minimal, Elbow or Lower Arm Procedures for Trauma","5,054",.,.,.,.,.,.,"2,052",.,.,.,.,"5,258",.,.,.,.,"12,364"
HA81A,"Sprains, Strains or Minor Open Wounds, with Major CC","3,079","13,272",997,454,"12,686","2,598",.,.,"2,630",.,773,.,"30,276",.,"1,506",.,"27,299","95,571"
HA81B,"Sprains, Strains or Minor Open Wounds, with Intermediate CC","3,778","11,698","2,523",573,"13,179",711,528,.,752,.,"2,057",.,"59,526",.,"1,973",.,"15,318","112,615"
HA81C,"Sprains, Strains or Minor Open Wounds, without CC","27,614","73,333","6,039","8,442","98,029","10,286","3,771","1,796","4,509",.,"14,833",.,"140,178",.,"11,618",.,"67,002","467,450"
HA83A,Head Injury with Major CC,877,"5,784","1,581",907,"3,688",998,528,.,.,.,"1,475",.,"21,384",.,.,.,"3,966","41,187"
HA83B,Head Injury with Intermediate CC,"3,091","17,322",.,"3,770","11,965","1,882",.,.,.,.,"4,001",.,"22,639",.,.,.,"4,035","68,704"
HA83C,Head Injury without CC,"13,973","94,560",.,"6,751","44,359","9,694",.,.,.,.,"26,824",.,"83,329",.,502,.,"9,210","289,202"
HA91Z,Hip Trauma Diagnosis without Procedure,"50,771","28,819","9,639","20,566","51,094","13,957","1,055","4,863",752,360,"1,161",.,"47,895",814,"22,214",.,"34,924","288,884"
HA92Z,Knee Trauma Diagnosis without Procedure,"28,323","7,113",499,"6,298","16,719","2,499",.,"6,078",.,.,918,.,"12,958",.,"2,440",.,"10,507","94,351"
HA93Z,Foot Trauma Diagnosis without Procedure,"20,407","9,179","1,607","2,171","16,558",904,.,"2,431","1,493",.,"2,077",.,"21,354",.,647,.,"9,571","88,400"
HA94Z,Arm Trauma Diagnosis without Procedure,"26,637","33,044","1,900","1,145","70,764","3,836",823,608,"2,136",360,"9,061",.,"87,758",.,"4,527",.,"33,274","275,874"
HA95Z,Hand Trauma Diagnosis without Procedure,"3,286","4,874",.,454,"12,077",697,.,.,376,.,388,.,"12,526",.,"1,294",.,"6,123","42,094"
HA96Z,Multiple Trauma Diagnoses without Procedure,"2,597","1,234",404,.,"2,489","1,048",.,.,.,.,.,.,"5,436",.,.,.,"3,701","16,909"
