HRG,HRG Label,Altnagelvin,Antrim,Banbridge,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Whiteabbey,Northern Ireland Average
PT53B,Paediatric Eating Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,472,.,.,.,.,472
PV08B,"Paediatric Intermediate Injury without Intracranial Injury, with CC Score 0",410,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,410
PV31B,"Paediatric Major Injury without Intracranial Injury, with CC Score 0",.,.,.,.,.,.,.,.,275,.,.,.,.,.,.,.,.,.,275
PV32B,"Paediatric Minor Injury without Intracranial Injury, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,354,.,.,.,.,.,354
PV32C,"Paediatric Minor Injury without Intracranial Injury, with CC Score 0",205,.,.,.,.,.,.,.,.,.,.,.,311,472,.,.,434,.,356
PW16C,Paediatric Major Infections with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,.,771,.,.,.,.,.,771
PW16D,Paediatric Major Infections with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,.,722,.,.,.,.,.,722
PW16E,Paediatric Major Infections with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,722,.,.,.,.,.,722
PW17A,Paediatric Intermediate Infections with CC Score 6+,.,.,.,.,.,.,.,.,.,.,.,.,744,.,.,.,.,.,744
PW17B,Paediatric Intermediate Infections with CC Score 3-5,430,.,.,.,.,.,.,.,.,.,.,.,511,.,.,.,.,.,457
PW17C,Paediatric Intermediate Infections with CC Score 1-2,430,.,.,.,.,.,.,.,.,.,.,.,722,472,.,.,.,.,555
PW17D,Paediatric Intermediate Infections with CC Score 0,360,331,.,.,.,275,.,.,.,.,.,.,.,472,.,.,.,.,424
PW18C,Paediatric Minor Infections with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,472,.,.,.,.,472
PW19B,Paediatric Viral Infections with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,.,.,472,.,.,.,.,472
PW19C,Paediatric Viral Infections with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,472,.,.,.,.,472
PW20B,Paediatric Fever Unspecified with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,.,276,.,.,.,.,.,276
PW20C,Paediatric Fever Unspecified with CC Score 0,661,.,.,.,.,.,.,.,.,.,.,.,.,472,.,.,.,.,535
PX22B,Paediatric Chest Pain with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,137,472,.,.,.,.,271
PX29A,Paediatric Abdominal Pain with CC Score 3+,.,.,.,.,.,.,293,.,.,.,.,.,.,.,.,.,.,.,293
PX29B,Paediatric Abdominal Pain with CC Score 1-2,430,.,.,.,.,.,.,.,.,.,.,.,276,472,.,.,.,.,410
PX29C,Paediatric Abdominal Pain with CC Score 0,163,.,.,.,.,.,293,.,.,.,.,.,.,472,.,.,696,.,448
PX30C,Paediatric Faltering Growth (Failure to Thrive) with CC Score 0,545,.,.,.,.,.,.,.,.,.,.,.,136,472,.,.,333,.,417
PX50C,"Paediatric Ingestion Poisoning or Allergies, with CC Score 0",545,.,.,.,.,809,.,.,.,.,.,.,.,472,.,.,333,.,438
PX55Z,Paediatric Respite Care,430,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,430
PX56A,"Paediatric Admission for Unexplained Symptoms, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,511,472,.,.,.,.,477
PX56B,"Paediatric Admission for Unexplained Symptoms, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,552,472,.,.,333,.,474
PX57A,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,.,273,.,.,.,333,.,279
PX57B,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",535,.,.,.,.,.,376,.,275,.,.,.,269,472,.,.,333,.,321
PX57C,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",526,.,.,237,.,769,376,.,.,.,.,.,672,472,.,.,353,.,461
PX59A,Paediatric Major Congenital Conditions with CC Score 6+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,333,.,333
PX59B,Paediatric Major Congenital Conditions with CC Score 3-5,.,.,.,.,.,.,.,.,275,.,.,.,.,.,.,.,333,.,286
PX59C,Paediatric Major Congenital Conditions with CC Score 1-2,.,.,.,.,.,.,.,.,275,.,.,.,607,.,.,.,333,.,425
PX59D,Paediatric Major Congenital Conditions with CC Score 0,.,.,.,.,.,.,.,.,"1,428",.,.,.,695,472,.,.,333,.,737
PX60A,Paediatric Other Congenital Conditions with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,.,137,.,.,.,.,.,137
PX60B,Paediatric Other Congenital Conditions with CC Score 1-2,.,.,.,.,.,.,.,.,331,.,.,.,311,472,.,.,.,.,349
PX60C,Paediatric Other Congenital Conditions with CC Score 0,661,.,.,.,.,.,.,.,275,.,.,.,656,472,.,.,628,.,606
SA01K,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 0-1",.,220,.,262,.,.,.,.,.,.,.,.,.,.,.,.,511,.,316
SA02H,Coagulation Defect with CC Score 2-4,.,.,.,244,.,.,.,.,.,.,.,.,.,.,.,.,.,.,244
SA02J,Coagulation Defect with CC Score 0-1,323,.,.,243,.,.,.,.,.,.,.,.,"1,043",.,.,.,.,.,271
SA03G,Haemolytic Anaemia with CC Score 3+,.,223,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,223
SA03H,Haemolytic Anaemia with CC Score 0-2,.,220,.,245,.,.,751,.,.,.,.,.,.,.,.,.,511,.,301
SA04G,Iron Deficiency Anaemia with CC Score 14+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,860,.,860
SA04H,Iron Deficiency Anaemia with CC Score 10-13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,845,.,845
SA04J,Iron Deficiency Anaemia with CC Score 6-9,.,.,.,.,.,.,.,.,.,552,.,.,.,.,.,.,737,.,696
SA04K,Iron Deficiency Anaemia with CC Score 2-5,.,220,.,286,.,900,638,.,.,550,.,.,148,106,"1,077",512,821,340,607
SA04L,Iron Deficiency Anaemia with CC Score 0-1,352,215,.,249,314,710,533,.,.,550,.,.,138,.,.,310,769,375,488
SA05J,Megaloblastic Anaemia with CC Score 0-3,331,220,.,.,314,.,.,.,.,.,.,.,136,.,.,.,696,.,336
SA06H,Myelodysplastic Syndrome with CC Score 5-7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,511,.,511
SA06J,Myelodysplastic Syndrome with CC Score 2-4,.,.,.,241,.,.,.,.,.,.,.,.,.,.,.,.,.,.,241
SA06K,Myelodysplastic Syndrome with CC Score 0-1,323,220,.,241,.,944,.,.,.,.,.,.,.,.,.,.,511,.,325
SA07H,Myeloproliferative Disorder with CC Score 4-6,.,220,.,246,.,958,.,.,.,.,.,.,.,.,.,.,511,.,352
SA07J,Myeloproliferative Disorder with CC Score 0-3,323,220,.,258,314,958,688,.,.,.,.,.,.,.,.,.,527,205,526
SA08H,"Other Haematological or Splenic Disorders, with CC Score 3-5",.,.,.,188,314,.,.,.,.,.,.,.,.,.,.,.,.,.,251
SA08J,"Other Haematological or Splenic Disorders, with CC Score 0-2",327,220,.,248,.,404,.,.,.,.,.,.,.,.,.,.,.,.,262
SA09H,Other Red Blood Cell Disorders with CC Score 10-13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,860,.,860
SA09J,Other Red Blood Cell Disorders with CC Score 6-9,.,.,.,251,.,958,.,.,.,.,.,.,.,.,.,.,511,280,556
SA09K,Other Red Blood Cell Disorders with CC Score 2-5,335,.,.,355,.,.,692,.,.,863,.,.,137,.,"1,117",.,649,474,353
SA09L,Other Red Blood Cell Disorders with CC Score 0-1,347,381,.,239,314,754,496,.,871,589,.,.,178,.,972,.,736,500,594
SA11Z,Thalassaemia,.,.,.,.,.,958,.,.,.,.,.,.,.,.,.,.,.,.,958
SA12H,Thrombocytopenia with CC Score 5-7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,511,.,511
SA12J,Thrombocytopenia with CC Score 2-4,.,220,.,209,.,.,.,.,.,.,.,.,.,.,.,.,503,.,439
SA12K,Thrombocytopenia with CC Score 0-1,323,220,.,242,314,958,.,.,.,.,.,.,.,.,.,.,504,.,380
SA13A,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 19 years and over",331,221,.,806,303,997,441,.,.,550,532,.,781,.,.,.,581,.,732
SA13B,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 18 years and under",323,.,.,714,.,.,.,.,.,"1,157",.,.,411,.,.,.,511,.,446
SA14Z,"Plasma Exchanges, 2 to 9",.,.,.,251,.,.,.,.,.,.,.,.,.,.,.,.,.,.,251
SA17G,"Malignant Disorders of Lymphatic or Haematological Systems, with CC Score 3+",.,220,.,240,.,.,.,.,.,.,.,.,.,.,.,.,.,.,238
SA17H,"Malignant Disorders of Lymphatic or Haematological Systems, with CC Score 0-2",.,224,.,138,314,958,.,.,.,.,.,.,136,.,.,.,.,.,187
SA24H,Acute Lymphoblastic Leukaemia with CC Score 2-4,.,.,.,251,.,.,.,.,.,.,.,.,.,.,.,.,.,.,251
SA24J,Acute Lymphoblastic Leukaemia with CC Score 0-1,.,.,.,246,.,.,.,.,.,.,.,.,.,.,.,.,.,.,246
SA25L,Acute Myeloid Leukaemia with CC Score 2-3,.,220,.,266,.,.,.,.,.,.,.,.,.,.,.,.,511,.,306
SA25M,Acute Myeloid Leukaemia with CC Score 0-1,323,220,.,246,.,.,.,.,.,.,.,.,.,.,.,.,511,.,277
SA30C,Plasma Cell Disorders with CC Score 5-7,.,.,.,246,.,958,.,.,.,.,.,.,.,.,.,.,511,.,506
SA30D,Plasma Cell Disorders with CC Score 2-4,.,220,.,248,.,958,.,.,.,.,.,.,.,.,.,.,511,.,470
SA30E,Plasma Cell Disorders with CC Score 0-1,323,220,.,251,314,958,.,.,.,.,.,.,.,.,.,.,511,.,371
SA31B,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 10-14",.,.,.,.,.,958,.,.,.,.,.,.,.,.,.,.,.,.,958
SA31C,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 6-9",.,.,.,251,.,.,.,.,.,.,.,.,.,.,.,.,.,.,251
SA31D,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 4-5",.,220,.,251,.,958,.,.,.,.,.,.,.,.,.,.,511,.,485
SA31E,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 2-3",.,220,.,162,.,958,751,.,.,.,.,.,.,.,.,.,511,.,660
SA31F,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 0-1",323,220,.,246,.,"1,220",.,.,.,.,.,.,511,.,.,.,511,.,586
SA32C,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 3-4",.,220,.,240,.,.,.,.,.,.,.,.,.,.,.,.,511,.,460
SA32D,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 0-2",323,220,.,250,.,958,.,.,.,.,.,.,.,.,.,.,511,.,464
SA33Z,Diagnostic Bone Marrow Extraction,323,220,.,251,314,958,751,.,.,.,.,.,298,.,.,.,568,.,345
SA34Z,Peripheral Blood Stem Cell Harvest,.,.,.,511,.,.,.,.,.,.,.,.,.,.,.,.,.,.,511
SA35C,Agranulocytosis with CC Score 5-8,.,.,.,.,.,"2,350",.,.,.,.,.,.,.,.,.,.,.,.,"2,350"
SA35D,Agranulocytosis with CC Score 2-4,.,.,.,143,.,.,.,.,.,.,.,.,.,.,.,.,511,.,327
SA35E,Agranulocytosis with CC Score 0-1,323,220,.,.,.,"2,350",376,.,.,.,.,.,.,.,.,.,511,.,479
UZ01Z,Data Invalid for Grouping,340,997,365,286,702,585,402,.,203,.,260,.,387,444,"1,175",321,554,.,319
VA10D,"Multiple Trauma with Diagnosis Score >=51, with No Interventions",.,.,.,.,.,.,376,.,.,.,.,.,.,.,.,.,.,.,376
VA11C,"Multiple Trauma with Diagnosis Score 33-50, with Intervention Score 1-8",.,.,.,.,.,.,.,.,697,.,.,.,.,.,.,.,.,.,697
WA02Z,Disorders of Immunity without HIV or AIDS,325,220,.,251,.,.,.,.,.,.,.,.,993,.,.,.,.,.,437
WA03B,Septicaemia with CC Score 2-3,.,.,.,116,.,"2,350",.,.,.,.,.,.,.,.,.,.,.,.,"1,233"
WA03C,Septicaemia with CC Score 0-1,.,236,.,155,.,"2,350",.,.,.,.,.,.,.,.,.,.,636,.,438
WA04Z,Acute Febrile Illness with length of stay 4 days or less,.,233,.,251,.,"2,350",.,.,.,.,.,.,.,.,.,.,511,.,417
WA06A,Other Viral Illness with CC Score 2+,.,.,.,.,.,244,.,.,.,.,.,.,.,.,.,.,.,.,244
WA06C,Other Viral Illness with CC Score 0,.,.,.,518,.,.,.,.,.,.,.,.,.,.,.,.,.,.,518
WA08Z,Malaria,.,.,.,.,.,.,376,.,.,.,.,.,.,.,.,.,.,.,376
WA09C,Other Non-Viral Infections with CC Score 0,.,220,.,.,.,244,.,.,.,.,.,.,.,.,.,.,.,.,232
WA11C,"Poisoning, Toxic, Environmental or Unspecified Effects, with CC Score 0-1",.,.,.,163,.,"1,009",376,.,.,.,.,.,.,.,.,.,700,.,663
WA12C,"Complications of Procedures, with CC Score 1",.,.,.,383,.,.,.,.,.,.,171,.,.,.,.,.,820,.,400
WA12D,"Complications of Procedures, with CC Score 0",163,388,.,321,291,.,.,.,697,.,.,.,.,.,.,.,636,.,351
WA14A,Procedure Not Carried Out for Medical or Patient Reasons,329,265,365,212,246,401,311,404,272,501,241,316,366,156,813,313,504,267,344
WA14B,Procedure Not Carried Out for Other or Unspecified Reasons,311,318,365,203,242,338,282,405,272,505,229,338,342,173,733,293,441,252,334
WA17C,Neoplasm Related Admission with CC Score 1,.,.,.,.,.,737,.,.,.,.,.,.,.,.,.,.,.,.,737
WA17D,Neoplasm Related Admission with CC Score 0,155,233,.,148,853,448,803,.,.,.,.,.,268,104,"1,117",.,575,.,281
WA18E,"Admission for Unexplained Symptoms without Interventions, with CC Score 1-2",.,240,.,.,.,.,.,.,.,.,.,.,.,265,.,.,443,.,331
WA18F,"Admission for Unexplained Symptoms without Interventions, with CC Score 0",.,309,.,379,411,229,376,.,.,.,.,.,.,575,.,.,533,.,425
WA19Z,Abnormal Findings without Diagnosis,.,.,.,251,573,786,495,.,.,.,.,.,.,.,856,.,721,.,580
WA20Z,"Examination, Follow-Up or Special Screening",341,934,365,196,249,312,430,.,.,872,.,.,322,106,885,461,629,310,434
WA21Z,Other Procedures or Health Care Problems,163,.,.,232,291,404,293,.,275,552,.,.,.,.,.,289,666,.,321
WA22C,"Other Specified Admissions or Counselling, with CC Score 0-1",154,.,.,163,.,244,376,.,.,396,.,.,520,.,.,.,448,.,224
WA24B,Procedures on the Lymphatic System with CC Score 0,.,"1,086",.,604,"1,949","1,154",675,.,.,863,.,.,"1,289",.,"1,283",964,995,.,"1,058"
YQ05B,"Single Open Procedure on Aorta or Abdominal Blood Vessel, with CC Score 0-3","1,539",.,.,"1,439",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,489"
YQ12D,Single Open Procedure on Blood Vessel of Lower Limb with CC Score 0-3,.,.,.,.,.,.,.,.,.,.,.,.,572,.,.,.,.,.,572
YQ14Z,"Open Treatment of Primary or Recurrent, Bilateral Varicose Veins",360,.,.,.,"2,105","1,726",.,"1,191",.,"1,249",.,.,803,885,"1,614","1,069",933,.,"1,393"
YQ15Z,Open Treatment of Recurrent Unilateral Varicose Veins,.,.,.,.,"1,977","1,455",.,"1,191",.,"1,209",.,.,741,.,"1,448",.,.,.,"1,301"
YQ16Z,Open Treatment of Primary Unilateral Varicose Veins,557,"1,580",.,.,"1,813","1,427",992,"1,191",.,"1,216",.,.,745,"1,070","1,625","1,056","1,695",.,"1,381"
YQ22B,Amputation of Single Limb with CC Score 0-9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,142",.,"1,142"
YQ26C,"Single Amputation Stump or Partial Foot Amputation Procedure, for Diabetes or Arterial Disease, with CC Score 0-4",.,.,.,.,.,.,.,.,581,.,.,.,"2,448",.,.,.,"1,298",.,"1,442"
YQ31B,Single Open Procedure on Carotid Artery with CC Score 0-4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,933,.,933
YQ40Z,Sympathectomy,.,.,365,.,.,.,.,.,.,.,.,910,.,587,.,.,.,.,612
YQ41Z,Open Operations on Other or Unspecified Blood Vessels,.,"1,170",.,972,881,.,.,.,.,.,.,.,"1,501",.,"1,006",.,933,.,"1,100"
YQ42Z,"Open Arteriovenous Fistula, Graft or Shunt Procedures",533,.,.,"1,752",.,"1,663",688,.,.,.,.,.,.,.,"1,106",773,.,.,"1,500"
YQ50C,Peripheral Vascular Disorders with CC Score 8-10,.,.,.,529,.,.,.,.,.,.,.,.,.,.,.,.,.,.,529
YQ50D,Peripheral Vascular Disorders with CC Score 5-7,.,.,.,197,.,.,.,.,.,.,.,.,.,.,.,.,.,.,197
YQ50E,Peripheral Vascular Disorders with CC Score 2-4,329,388,.,196,.,351,532,.,.,.,.,.,400,.,.,.,267,.,305
YQ50F,Peripheral Vascular Disorders with CC Score 0-1,333,.,365,214,.,386,649,.,.,.,.,.,404,.,.,.,296,.,363
YQ51E,Deep Vein Thrombosis with CC Score 0-2,.,.,.,205,.,.,376,.,.,.,.,.,148,.,.,.,267,.,274
YR10C,Percutaneous Transluminal Angioplasty of Multiple Blood Vessels with CC Score 0-2,.,.,.,"2,490",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,490"
YR11B,Percutaneous Transluminal Angioplasty of Single Blood Vessel with CC Score 6-8,.,.,.,"2,490",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,490"
YR11C,Percutaneous Transluminal Angioplasty of Single Blood Vessel with CC Score 3-5,.,.,.,"2,339",.,"2,418",.,.,.,.,.,.,"2,777",.,.,.,.,.,"2,356"
YR11D,Percutaneous Transluminal Angioplasty of Single Blood Vessel with CC Score 0-2,.,.,.,"2,248",.,"2,418",.,.,.,.,.,.,"2,984",.,.,.,696,.,"2,555"
YR12Z,Percutaneous Transluminal Angioplasty with Insertion of Stent Graft into Peripheral Blood Vessel,.,.,.,"3,940",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,940"
YR13Z,"Percutaneous Transluminal Angioplasty with Insertion of Drug-Eluting, Coated or Embolic Protection Stent, into Peripheral Blood Vessel",.,.,.,"4,032",.,.,.,.,.,.,.,.,"4,226",.,.,.,.,.,"4,097"
YR14A,"Percutaneous Transluminal Angioplasty with Insertion of Multiple Metal Stents into Peripheral Blood Vessels, with CC Score 3+",.,.,.,"4,221",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,221"
YR14B,"Percutaneous Transluminal Angioplasty with Insertion of Multiple Metal Stents into Peripheral Blood Vessels, with CC Score 0-2",.,.,.,"4,221",.,.,.,.,.,.,.,.,"3,804",.,.,.,.,.,"4,013"
YR15A,"Percutaneous Transluminal Angioplasty with Insertion of Single Metal Stent into Peripheral Blood Vessel, with CC Score 6+",.,.,.,"2,812",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,812"
YR15B,"Percutaneous Transluminal Angioplasty with Insertion of Single Metal Stent into Peripheral Blood Vessel, with CC Score 3-5",.,.,.,"3,038",.,.,.,.,.,.,.,.,"3,099",.,.,.,.,.,"3,044"
YR15C,"Percutaneous Transluminal Angioplasty with Insertion of Single Metal Stent into Peripheral Blood Vessel, with CC Score 0-2",.,.,.,"3,094",.,"2,350",.,.,.,.,.,.,"3,451",.,.,.,.,.,"3,252"
YR20Z,Percutaneous Transluminal Embolisation of Aneurysm of Blood Vessel,374,.,.,.,.,.,.,.,.,.,.,.,"5,277",.,.,.,.,.,"2,825"
YR21B,Percutaneous Transluminal Embolisation of Blood Vessel with CC Score 0-2,.,.,.,"2,675",.,.,.,.,.,.,.,.,"4,432",.,.,.,.,.,"3,847"
YR22C,Inferior Vena Cava Filter Procedures with CC Score 0-2,.,.,.,"2,396",.,.,.,.,.,.,.,.,"1,764",.,.,.,.,.,"2,143"
YR23B,"Percutaneous Transluminal, Embolectomy or Thrombolysis, of Blood Vessel, with CC Score 0-4",.,.,.,"2,211",.,.,.,.,.,.,.,.,"4,975",.,.,.,.,.,"3,593"
YR24A,Percutaneous Transluminal Other Procedures on Blood Vessel with CC Score 2+,.,.,.,.,.,929,.,.,.,552,.,.,.,.,.,.,.,.,866
YR24B,Percutaneous Transluminal Other Procedures on Blood Vessel with CC Score 0-1,.,.,.,"1,813",.,"1,411",.,.,.,.,.,.,.,.,.,.,.,.,"1,456"
YR25Z,Arteriography,"1,388",.,.,"1,164",.,"1,423",.,.,.,.,.,.,"1,654",.,.,.,696,.,"1,360"
YR26Z,Venography,.,.,.,"1,498",.,.,.,.,.,.,.,.,"1,563",.,.,.,.,.,"1,504"
YR30Z,"Percutaneous Transluminal, Laser or Radiofrequency Ablation, of Bilateral Varicose Veins",557,.,.,.,.,"1,520",.,.,.,.,.,.,867,.,.,"1,069",.,.,"1,066"
YR31Z,"Percutaneous Transluminal, Laser or Radiofrequency Ablation, of Unilateral Varicose Veins",540,.,.,.,.,"1,257",.,733,.,.,.,.,865,.,"1,448","1,069",.,.,920
YR32Z,Sclerotherapy of Bilateral Varicose Veins,360,.,.,.,.,404,.,.,.,.,.,.,529,.,.,.,.,.,412
YR33Z,Sclerotherapy of Unilateral Varicose Veins,433,.,.,.,.,421,.,.,.,.,.,.,529,.,.,791,.,.,475
YR40A,"Insertion of Non-Tunnelled Central Venous Catheter, 19 years and over",458,.,.,"1,805","60,799","1,555",599,.,.,863,.,.,.,.,.,.,696,.,"4,360"
YR40B,"Insertion of Non-Tunnelled Central Venous Catheter, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,236",.,.,.,.,.,"1,236"
YR41A,"Insertion of Tunnelled Central Venous Catheter, 19 years and over",.,.,.,987,.,"1,219",688,.,.,.,.,.,.,.,.,.,573,.,976
YR42A,"Peripheral Insertion of Central Venous Catheter, 19 years and over",.,231,.,789,"42,495","1,908",.,.,.,552,.,.,.,.,.,.,625,.,"1,039"
YR42B,"Peripheral Insertion of Central Venous Catheter, 18 years and under",.,.,.,594,.,.,.,.,.,.,.,.,.,.,.,.,.,.,594
YR43A,"Attention to Central Venous Catheter, 19 years and over",335,.,.,"1,208",.,.,688,.,.,.,.,.,.,.,.,.,631,.,677
YR43B,"Attention to Central Venous Catheter, 18 years and under",.,.,.,.,.,.,688,.,.,.,.,.,"1,464",.,.,.,511,.,"1,392"
YR44A,"Removal of Central Venous Catheter, 19 years and over",335,348,.,587,.,"1,374",688,733,.,.,.,.,475,.,.,623,697,.,668
YR44B,"Removal of Central Venous Catheter, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,557,.,.,.,511,.,556
YR45Z,Insertion of Subcutaneous Port,.,.,.,.,.,"2,350",.,.,.,.,.,.,.,.,.,.,.,.,"2,350"
YR46Z,Attention to Subcutaneous Port,.,.,.,.,.,"2,350",.,.,.,.,.,.,.,.,.,.,.,.,"2,350"
YR47Z,Removal of Subcutaneous Port,.,.,.,.,.,.,.,.,.,.,.,.,"3,053",.,.,.,.,.,"3,053"
YR48Z,"Attention to Arteriovenous Fistula, Graft or Shunt",.,.,.,"1,542",.,894,.,.,.,.,.,.,.,.,.,.,.,.,"1,473"
YZ01Z,Urological Imaging Interventions,.,240,.,755,.,729,688,.,.,.,.,.,.,.,.,.,.,.,723
YZ02Z,Hepatobiliary Imaging Interventions,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,696,.,696
YZ05Z,Lymphatic Imaging Interventions,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,933,.,933
YZ06Z,Neurological Imaging Interventions,.,.,.,.,.,.,.,.,.,.,.,.,"1,480",.,.,.,.,.,"1,480"
YZ07Z,Obstetric or Gynaecological Imaging Interventions,.,.,.,"2,335",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,335"
YZ08Z,Uterine Fibroid Embolisation,.,.,.,.,.,.,.,.,.,.,.,.,"3,716",.,.,.,.,.,"3,716"
Total,,558,836,365,531,848,887,610,759,820,795,775,"1,287",695,569,"1,114",726,647,524,700
