HRG,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Northern Ireland Total
FZ56Z,"Therapeutic Flexible Sigmoidoscopy, 19 years and over","3,498",545,"4,195",.,"7,057","10,310",.,.,687,"1,194",.,"1,384",.,"1,004",.,"3,793","33,668"
FZ57Z,"Diagnostic or Therapeutic, Rigid Sigmoidoscopy, 19 years and over",.,.,.,913,.,"1,268",.,.,.,.,.,.,.,"1,036",.,.,"3,218"
FZ58A,"Endoscopic or Intermediate, Lower Gastrointestinal Tract Procedures, between 2 and 18 years",.,.,"1,390",454,.,.,.,.,.,.,.,"13,803",.,.,.,747,"16,394"
FZ58B,"Endoscopic or Intermediate, Lower Gastrointestinal Tract Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,"26,998",.,.,.,.,"26,998"
FZ59Z,"Intermediate Upper Gastrointestinal Tract Procedures, 19 years and over",.,.,"4,273",.,.,.,.,.,.,.,.,.,.,.,.,.,"4,273"
FZ60Z,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over","9,764","4,333","16,576","5,939","3,648","6,827",.,.,.,"1,219",.,"16,003",.,867,.,"2,315","67,491"
FZ61Z,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures with Biopsy, 19 years and over","20,593","10,415","10,259","4,630",845,"2,753",.,.,687,"2,705",.,"15,223",.,867,.,"4,321","73,297"
FZ62A,"Endoscopic or Intermediate, Upper Gastrointestinal Tract Procedures, between 2 and 18 years","3,267",.,375,"9,045","1,863",.,.,.,.,.,.,"44,930",.,.,.,"5,856","65,337"
FZ62B,"Endoscopic or Intermediate, Upper Gastrointestinal Tract Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,"7,544",.,.,.,.,"7,544"
FZ63Z,Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures,.,"1,756","4,227","2,302",922,"9,072",.,.,.,"1,564",.,"3,666",.,"2,771",.,.,"26,281"
FZ64A,"Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures with Biopsy, 19 years and over","1,961","4,919",652,"2,903","6,785","2,580",.,.,687,"2,013",.,"4,773",.,867,.,893,"29,033"
FZ64B,"Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures with Biopsy, 18 years and under","2,287",.,"1,549",.,.,.,.,.,.,.,.,"23,856",.,.,.,"1,332","29,025"
FZ65Z,Combined Upper and Lower Gastrointestinal Tract Therapeutic Endoscopic Procedures,438,"1,140","2,114","5,257",.,"5,835",.,.,.,679,.,"1,647",.,.,.,.,"17,110"
FZ66C,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 8+",.,"17,128",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"17,128"
FZ66D,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 5-7","18,589","2,909","35,092","2,349",.,.,.,.,.,"13,360",.,"5,949",.,.,.,.,"78,249"
FZ66E,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 2-4","14,260","18,586","84,975","11,312","28,353","23,699",.,.,.,"4,853",.,"43,712",.,.,.,"16,377","246,129"
FZ66F,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 0-1","25,083","11,911","49,243","22,677","14,690","7,875",.,.,.,"5,385",.,"22,666",.,.,.,"14,168","173,697"
FZ67C,"Major Small Intestine Procedures, 19 years and over, with CC Score 7+",.,.,"7,722",.,"9,242","9,713",.,.,.,.,.,.,.,.,.,"9,806","36,484"
FZ67D,"Major Small Intestine Procedures, 19 years and over, with CC Score 4-6",.,"6,266","4,936",.,"9,198",.,.,.,.,.,.,.,.,"10,424",.,"3,542","34,366"
FZ67E,"Major Small Intestine Procedures, 19 years and over, with CC Score 2-3","57,445","44,103","86,538","5,223","12,785","8,886",.,.,.,"8,440",.,"44,097",.,.,.,"12,251","279,768"
FZ67F,"Major Small Intestine Procedures, 19 years and over, with CC Score 0-1","120,908","91,941","127,270","45,954","123,568","19,793",.,.,.,"7,199",.,"82,055",.,"9,084",.,"60,634","688,406"
FZ68G,"Very Major or Major, Small Intestine Procedures, between 2 and 18 years, with CC Score 2+",.,.,"21,940",.,.,.,.,.,.,.,.,.,.,.,.,.,"21,940"
FZ68H,"Very Major or Major, Small Intestine Procedures, between 2 and 18 years, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,"35,640",.,.,.,.,"35,640"
FZ68K,"Very Major or Major, Small Intestine Procedures, 1 year and under, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,"11,672",.,.,.,.,"11,672"
FZ68L,"Very Major or Major, Small Intestine Procedures, 1 year and under, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,"41,890",.,.,.,.,"41,890"
FZ69D,"Complex Small Intestine Procedures, 19 years and over, with CC Score 3-6",.,.,"24,212","33,863",.,.,.,.,.,.,.,.,.,.,.,"9,752","67,827"
FZ69E,"Complex Small Intestine Procedures, 19 years and over, with CC Score 0-2",.,.,"34,444","2,752","7,149",.,.,.,.,"8,362",.,.,.,.,.,"11,399","64,106"
FZ70Z,"Therapeutic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over","1,868","3,751","12,744",454,"2,417",.,.,.,.,.,.,"11,801",.,.,.,"1,641","34,675"
FZ71D,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 7+,.,"1,851",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,851"
FZ71E,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 4-6,"1,393","3,172","4,779",907,.,.,.,.,.,.,.,"20,273",.,.,.,.,"30,524"
FZ71F,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 1-3,"3,585","10,908","4,876",.,"10,610",.,.,.,.,"2,125",.,"23,212",.,.,.,"7,666","62,981"
FZ71G,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 0,"1,393","3,555","25,821",.,"6,922",.,.,.,.,.,.,"22,727",.,"3,013",.,"4,977","68,408"
FZ73C,Very Complex Large Intestine Procedures with CC Score 9+,.,.,"20,757",.,.,.,.,.,.,.,.,.,.,.,.,.,"20,757"
FZ73D,Very Complex Large Intestine Procedures with CC Score 6-8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"20,051","20,051"
FZ73E,Very Complex Large Intestine Procedures with CC Score 3-5,"47,187","37,241","112,701","17,056",.,"15,264",.,.,.,.,.,"24,350",.,.,.,"9,597","263,395"
FZ73F,Very Complex Large Intestine Procedures with CC Score 0-2,"34,853","32,842","52,212","14,825","7,528","31,229",.,.,.,.,.,"21,729",.,.,.,"19,198","214,416"
FZ74C,"Complex Large Intestine Procedures, 19 years and over, with CC Score 9+",.,.,.,"25,671",.,.,.,.,.,.,.,"16,392",.,.,.,"13,154","55,217"
FZ74D,"Complex Large Intestine Procedures, 19 years and over, with CC Score 6-8","24,826","16,440","29,786","25,698","21,928","24,691",.,.,.,"12,359",.,.,.,.,.,"17,584","173,312"
FZ74E,"Complex Large Intestine Procedures, 19 years and over, with CC Score 3-5","174,520","75,234","186,464","37,925","73,450","40,818",.,.,.,.,.,"34,038",.,"60,324",.,"130,972","813,744"
FZ74F,"Complex Large Intestine Procedures, 19 years and over, with CC Score 0-2","589,343","391,826","845,208","234,504","437,570","216,285",.,.,.,.,.,"306,597",.,"32,650",.,"373,484","3,427,466"
FZ75C,"Proximal Colon Procedures, 19 years and over, with CC Score 6+","21,195",.,"20,231","18,082",.,.,.,.,.,.,.,.,.,.,.,"10,934","70,442"
FZ75D,"Proximal Colon Procedures, 19 years and over, with CC Score 3-5","59,474","38,027","101,969","49,699","42,331","28,933",.,.,.,.,.,"13,072",.,"102,459",.,"30,402","466,366"
FZ75E,"Proximal Colon Procedures, 19 years and over, with CC Score 0-2","159,376","155,821","175,083","112,244","297,019","108,324",.,.,.,"5,549",.,"75,346",.,"207,958",.,"233,468","1,530,189"
FZ76C,"Distal Colon Procedures, 19 years and over, with CC Score 3+","43,997",.,"62,264","4,478","4,886",.,.,.,.,.,.,"7,275",.,"42,538",.,"10,973","176,411"
FZ76D,"Distal Colon Procedures, 19 years and over, with CC Score 0-2","71,230","54,970","173,769","69,414","128,870","69,708",.,.,.,"17,490",.,"91,271",.,"205,085",.,"101,867","983,675"
FZ77C,"Major Large Intestine Procedures, 19 years and over, with CC Score 3+","17,458",.,"4,006",.,"10,830",.,.,.,.,.,.,.,.,.,.,"12,162","44,455"
FZ77D,"Major Large Intestine Procedures, 19 years and over, with CC Score 1-2","23,773",.,"12,102",.,"20,199","6,626",.,.,.,.,.,"8,707",.,"8,748",.,"14,779","94,933"
FZ77E,"Major Large Intestine Procedures, 19 years and over, with CC Score 0","15,941","23,052","3,914","10,101","37,313","11,990",.,.,.,.,.,"2,486",.,.,.,"17,324","122,122"
FZ78A,"Complex or Major, Large Intestine Procedures, between 2 and 18 years, with CC Score 1+","7,171",.,.,.,.,.,.,.,.,.,.,"34,606",.,.,.,"9,406","51,183"
FZ78B,"Complex or Major, Large Intestine Procedures, between 2 and 18 years, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,"65,039",.,.,.,.,"65,039"
FZ78C,"Complex or Major, Large Intestine Procedures, 1 year and under, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,"11,783",.,.,.,.,"11,783"
FZ78D,"Complex or Major, Large Intestine Procedures, 1 year and under, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,"12,408",.,.,.,.,"12,408"
FZ79D,Complex General Abdominal Procedures with CC Score 3-5,"4,906",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,906"
FZ79E,Complex General Abdominal Procedures with CC Score 0-2,.,.,"39,732",.,.,.,.,.,.,.,.,.,.,.,.,"4,538","44,270"
FZ80C,"Very Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 6+",.,.,.,.,.,.,.,.,.,"21,183",.,.,.,.,.,"4,478","25,661"
FZ80D,"Very Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 3-5",.,.,"31,744",.,.,.,.,.,.,.,.,.,.,.,.,"16,237","47,980"
FZ80E,"Very Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 0-2",.,.,"56,699",.,.,.,.,.,.,"7,927",.,"7,827",.,.,.,"23,226","95,680"
FZ81C,"Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 4+",.,.,"202,212",.,"17,815",.,.,.,.,.,.,"5,566",.,.,.,"14,793","240,386"
FZ81D,"Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 2-3",.,.,"360,211",.,"25,753",.,.,.,.,"9,464",.,"73,770",.,.,.,"21,544","490,741"
FZ81E,"Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 0-1",.,.,"345,996","4,983","120,183",.,.,.,.,"22,116",.,"107,061",.,.,.,"49,314","649,652"
FZ82D,"Very Complex or Complex, Oesophageal, Stomach or Duodenum Procedures, 18 years and under, with CC Score 0-1",.,.,"4,632",.,.,.,.,.,.,.,.,"46,754",.,.,.,.,"51,386"
FZ83C,"Major, Oesophageal, Stomach or Duodenum Procedures, between 2 and 18 years, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,"4,300",.,.,.,.,"4,300"
FZ83F,"Major, Oesophageal, Stomach or Duodenum Procedures, 1 year and under, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,"26,678",.,.,.,.,"26,678"
FZ83G,"Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 7+",.,.,"6,814",.,.,.,.,.,.,.,.,.,.,.,.,.,"6,814"
FZ83H,"Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 4-6",.,.,.,.,.,.,.,.,.,"6,007",.,"6,952",.,.,.,"5,846","18,805"
FZ83J,"Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 2-3",.,.,"18,756",.,"13,742",.,.,.,.,"6,559",.,"16,301",.,"9,283",.,"6,473","71,115"
FZ83K,"Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 0-1","6,673",.,"151,301",.,"28,452",.,.,.,.,"22,079",.,"90,213",.,.,.,"26,020","324,739"
FZ87D,Complex Hernia Procedures with CC Score 5+,"8,326",.,"12,719",.,.,.,.,.,.,.,.,"7,634",.,.,.,"9,248","37,928"
FZ87E,Complex Hernia Procedures with CC Score 3-4,.,"2,282","10,682","10,958","6,227",.,.,.,.,"5,960",.,"4,329",.,"6,238",.,"4,263","50,938"
FZ87F,Complex Hernia Procedures with CC Score 1-2,"8,898","2,445","31,956","16,498","14,307","8,311",.,.,.,"2,272",.,"11,340",.,"13,748",.,"14,005","123,778"
FZ87G,Complex Hernia Procedures with CC Score 0,"3,019","6,207","18,418","7,512","6,604","14,622",.,.,.,"11,025",.,.,.,"3,360",.,"7,424","78,190"
FZ88A,"Insertion of Gastrostomy Tube, 19 years and over","1,315","2,026","2,173",.,.,.,.,.,.,.,.,"1,639",.,.,.,.,"7,152"
FZ88B,"Insertion of Gastrostomy Tube, 18 years and under",438,.,.,.,.,.,.,.,.,.,.,"7,753",.,.,.,893,"9,085"
FZ89Z,"Complex Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures",.,.,"2,285",.,.,.,.,.,"10,561",.,.,.,.,.,.,.,"12,846"
FZ90A,Abdominal Pain with Interventions,"12,832","5,394","1,257","4,832",.,.,.,.,.,.,.,"1,390",.,"9,130",.,"8,532","43,367"
FZ90B,Abdominal Pain without Interventions,"12,736","12,891","13,256","1,939","6,189","3,176",.,.,"1,879",.,.,"7,605",.,"4,413",.,"4,212","68,296"
FZ91B,"Non-Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 5-7",.,.,"11,239",.,"2,282",.,.,.,.,.,.,.,.,.,.,.,"13,521"
FZ91C,"Non-Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 3-4",.,"4,267","4,985","1,883","9,199","2,845",.,.,.,.,.,"2,740",.,.,.,"2,241","28,161"
FZ91D,"Non-Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 0-2","15,621","23,719","21,388","7,944","24,181","19,606",.,.,.,"1,021",.,"18,103",.,"5,558",.,"3,208","140,349"
FZ91F,"Non-Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 5-8",.,"2,684","9,846","4,829",.,.,.,.,.,.,.,"6,043",.,"8,801",.,"6,466","38,669"
FZ91G,"Non-Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 3-4","10,209","13,368","5,545","14,822","10,825","4,494",.,.,.,"4,620",.,"12,131",.,"4,495",.,"15,718","96,229"
FZ91H,"Non-Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 0-2","59,055","57,806","128,327","31,006","49,676","51,136",.,.,"2,657","5,481",.,"83,999",.,"26,206",.,"50,417","545,767"
FZ91K,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 6-10","8,972","15,150","20,899","9,547",.,"2,019",.,.,.,.,.,"25,536",.,"4,017",.,"4,194","90,335"
FZ91L,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 3-5","8,486","28,692","40,359","9,160","15,734","2,880",.,.,"17,177",.,.,"11,214",.,"15,588",.,"9,090","158,380"
FZ91M,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2","43,503","67,231","78,221","11,212","36,241","15,675",.,.,"5,201","5,228",.,"19,630",.,"32,622",.,"15,319","330,083"
FZ92A,"Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 7+",.,.,"6,524",.,"9,163",.,.,.,.,.,.,.,.,.,.,.,"15,687"
FZ92B,"Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 3-6",.,.,"22,448",.,"2,057","8,204",.,.,.,.,.,"1,789",.,.,.,"14,671","49,168"
FZ92C,"Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 0-2",.,"4,240","57,415",.,"25,211","3,153",.,.,.,"1,790",.,"19,295",.,"1,004",.,"21,238","133,346"
FZ92D,"Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 6+",.,"13,176","3,481","2,092",.,.,.,.,.,.,.,.,.,.,.,.,"18,750"
FZ92E,"Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 3-5","1,315","9,051","23,600",.,"5,293",.,.,.,.,"1,784",.,"10,658",.,"3,002",.,"22,221","76,924"
FZ92F,"Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 0-2","12,374","17,465","55,539","12,951","5,070","25,653",.,.,.,711,.,"1,279",.,"2,876",.,"38,996","172,914"
FZ92G,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 9+",.,.,"13,520",.,.,"4,348",.,.,.,.,.,.,.,.,.,"22,271","40,139"
FZ92H,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 5-8","24,463",813,"26,369",547,"29,435",.,.,.,.,534,.,.,.,.,.,"43,490","125,652"
FZ92J,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 3-4","12,694","1,356","49,460",.,"16,209","2,372",.,.,.,.,.,"15,954",.,"1,004",.,"53,218","152,266"
FZ92K,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2","6,329","8,492","250,113",.,"79,254","3,921",528,.,.,"7,380",.,"25,385",.,"10,835",.,"91,812","484,046"
GA03C,"Very Complex Open, Hepatobiliary or Pancreatic Procedures, with CC Score 4+",.,.,.,.,.,.,.,.,.,"166,263",.,.,.,.,.,.,"166,263"
GA03D,"Very Complex Open, Hepatobiliary or Pancreatic Procedures, with CC Score 2-3",.,.,"4,500",.,.,.,.,.,.,"134,700",.,.,.,.,.,"6,300","145,500"
GA03E,"Very Complex Open, Hepatobiliary or Pancreatic Procedures, with CC Score 0-1",.,.,"7,906",.,"4,160",.,.,.,.,"185,157",.,.,.,.,.,"4,482","201,705"
GA04C,"Complex Open, Hepatobiliary or Pancreatic Procedures, with CC Score 3+",.,.,.,.,"17,386",.,.,.,.,"27,327",.,.,.,.,.,.,"44,713"
GA04D,"Complex Open, Hepatobiliary or Pancreatic Procedures, with CC Score 0-2",.,.,.,.,.,.,.,.,.,"225,045",.,.,.,.,.,"6,224","231,269"
GA05C,"Very Major Open, Hepatobiliary or Pancreatic Procedures, with CC Score 3+",.,.,.,.,.,.,.,.,.,"119,834",.,"45,266",.,.,.,"7,430","172,529"
GA05D,"Very Major Open, Hepatobiliary or Pancreatic Procedures, with CC Score 0-2",.,.,"8,358",.,.,.,.,.,.,"155,334",.,.,.,.,.,"13,319","177,011"
GA06C,"Major Open, Hepatobiliary or Pancreatic Procedures, with CC Score 2+",.,.,"9,424",.,"4,179",.,.,.,.,"35,344",.,.,.,.,.,"4,043","52,991"
GA06D,"Major Open, Hepatobiliary or Pancreatic Procedures, with CC Score 0-1",.,"4,014","7,264",.,.,"4,722",.,.,.,"97,593",.,.,.,.,.,"3,134","116,727"
GA07C,"Intermediate Open, Hepatobiliary or Pancreatic Procedures, with CC Score 3+",.,"3,750",.,"10,292",.,.,.,.,"1,260","41,925",.,.,.,.,.,"17,085","74,312"
GA07D,"Intermediate Open, Hepatobiliary or Pancreatic Procedures, with CC Score 1-2","12,433",.,"15,948",.,"23,130","9,259",.,.,.,"81,773",.,.,.,"5,357",.,"20,931","168,830"
GA07E,"Intermediate Open, Hepatobiliary or Pancreatic Procedures, with CC Score 0",438,"20,566","18,426","10,950","50,502","8,256",.,.,.,"117,438",.,"18,854",.,"19,306",.,"28,493","293,229"
GA10G,"Open or Laparoscopic Cholecystectomy, 18 years and under","3,609",.,"3,662","3,970","3,218",.,.,.,.,"5,598",.,"5,347",.,"4,652",.,"2,712","32,769"
GA10H,"Laparoscopic Cholecystectomy, 19 years and over, with CC Score 4+",.,.,"5,775","19,785","6,638",.,.,.,.,"14,325",.,.,.,"19,659",.,"9,955","76,136"
GA10J,"Laparoscopic Cholecystectomy, 19 years and over, with CC Score 1-3","103,508","56,519","57,067","68,157","48,570","51,532",.,.,.,"106,192",.,"16,913",.,"221,530",.,"224,891","954,879"
GA10K,"Laparoscopic Cholecystectomy, 19 years and over, with CC Score 0","318,333","413,361","91,951","319,391","273,027","304,506",.,.,.,"288,109",.,"53,148",.,"626,811",.,"647,374","3,336,009"
GA10L,"Open Cholecystectomy, 19 years and over, with CC Score 3+","13,156","13,759","8,829","4,458",.,"6,362",.,.,.,"13,379",.,"5,546",.,.,.,.,"65,488"
GA10M,"Open Cholecystectomy, 19 years and over, with CC Score 1-2","53,948","28,445","4,073","22,925","11,608","22,371",.,.,.,"32,328",.,.,.,"7,241",.,"53,484","236,424"
GA10N,"Open Cholecystectomy, 19 years and over, with CC Score 0","9,501","61,101","14,127","51,241","75,626","25,866",.,.,.,"54,110",.,.,.,"56,108",.,"119,985","467,664"
GA13A,"Minor Open or Laparoscopic, Hepatobiliary or Pancreatic Procedures, with CC Score 1+","3,475",.,"11,867",.,.,.,.,.,.,"27,595",.,.,.,.,.,"2,430","45,367"
GA13B,"Minor Open or Laparoscopic, Hepatobiliary or Pancreatic Procedures, with CC Score 0","7,864",.,"9,040",.,"2,683",.,.,.,.,"33,999",.,.,.,.,.,"7,628","61,215"
GB01C,"Very Major, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 7+",.,.,.,.,.,.,.,.,.,.,.,"22,381",.,.,.,.,"22,381"
GB01D,"Very Major, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 4-6",.,.,.,.,.,.,.,.,.,.,.,"62,481",.,.,.,"3,283","65,764"
GB01E,"Very Major, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,"141,423",.,.,.,.,"141,423"
GB01F,"Very Major, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 0-1",.,.,"1,870",.,.,.,.,.,.,"2,269",.,"157,846",.,.,.,.,"161,985"
GB02D,"Major, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 4+",.,.,.,.,"1,828",.,.,.,.,.,.,.,.,.,.,.,"1,828"
GB02F,"Major, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 0-1","3,506",.,"1,172",.,"2,155",.,.,.,.,.,.,"63,305",.,"5,357",.,.,"75,495"
GB03D,"Intermediate, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 5-7",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,786",.,"4,942","6,728"
GB03E,"Intermediate, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 2-4",.,"1,356",.,.,"1,828","3,063",.,.,.,.,.,"10,307",.,.,.,.,"16,554"
GB03F,"Intermediate, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 0-1",.,.,.,.,"3,158","3,735",.,.,.,.,.,"3,697",.,.,.,.,"10,590"
GB04D,"Minor, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, 19 years and over","13,107","1,947","8,388",573,"28,555",.,.,.,"1,374",738,.,"7,417",.,"4,062",.,"2,535","68,695"
GB04E,"Minor, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,"1,048",.,.,.,.,"1,048"
GB05F,Major Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 5+,"4,210",.,.,.,.,.,.,.,.,.,.,"11,811",.,.,.,.,"16,021"
GB05G,Major Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 2-4,438,.,"5,223",.,.,.,.,.,.,"7,549",.,.,.,.,.,"10,613","23,823"
GB05H,Major Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 0-1,"5,087","4,699","14,732","3,023","2,812",.,.,.,"4,484","33,595",.,"3,333",.,.,.,"1,048","72,812"
GB06E,Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 6+,438,"17,316","1,862",.,.,.,.,.,"3,461",.,.,.,.,.,.,.,"23,077"
GB06F,Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 4-5,.,"2,145","2,984",.,.,.,.,.,"6,105","2,709",.,"1,735",.,.,.,"8,009","23,688"
GB06G,Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 2-3,"13,256","3,920","17,109",454,"22,626","7,322",.,.,"6,367","13,958",.,"5,299",.,.,.,"35,059","125,369"
GB06H,Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 0-1,"35,792","10,146","33,729","1,361","52,326","4,421",.,.,"23,219","47,077",.,"19,347",.,.,.,"31,620","259,038"
