HRG Code,Spec,HRG Label,Altnagelvin,Antrim,Banbridge,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,Royal ,South Tyrone,South West Acute,Tyrone County,Ulster,Whiteabbey,N. Ireland Total Cost
FZ58A,100,"Endoscopic or Intermediate, Lower Gastrointestinal Tract Procedures, between 2 and 18 years","1,818","8,758",.,"1,940","2,225","7,265","2,954","1,971",.,"1,897",775,.,"2,937","2,199","8,691","1,747","6,257",693,"52,128"
FZ58A,171,"Endoscopic or Intermediate, Lower Gastrointestinal Tract Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,"29,204",.,.,.,"10,842",.,"40,046"
FZ58A,300,"Endoscopic or Intermediate, Lower Gastrointestinal Tract Procedures, between 2 and 18 years","6,364",.,.,"3,242","1,407",.,.,"2,247",.,"3,969","3,679",.,"9,061",.,"1,168",.,"8,166",.,"39,304"
FZ58A,301,"Endoscopic or Intermediate, Lower Gastrointestinal Tract Procedures, between 2 and 18 years",.,"5,665",.,.,.,"2,383","7,345",.,.,.,.,.,.,"5,472",.,.,.,"1,710","22,576"
FZ58A,420,"Endoscopic or Intermediate, Lower Gastrointestinal Tract Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,"27,779",.,.,.,.,.,"27,779"
FZ58B,171,"Endoscopic or Intermediate, Lower Gastrointestinal Tract Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,"2,430",.,.,.,950,.,"3,380"
FZ59Z,100,"Intermediate Upper Gastrointestinal Tract Procedures, 19 years and over",.,.,.,.,.,751,.,.,.,.,.,.,.,.,.,.,814,.,"1,565"
FZ59Z,120,"Intermediate Upper Gastrointestinal Tract Procedures, 19 years and over",730,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,730
FZ59Z,300,"Intermediate Upper Gastrointestinal Tract Procedures, 19 years and over","8,942",.,.,.,.,.,.,.,.,.,.,.,"174,119",.,.,.,"3,048",.,"186,109"
FZ59Z,301,"Intermediate Upper Gastrointestinal Tract Procedures, 19 years and over",.,532,.,.,.,.,517,.,.,.,.,.,.,.,.,.,.,.,"1,049"
FZ60Z,100,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over","4,092","44,553",.,"77,790","113,521","121,190","63,206","34,597",.,"24,869","80,134",.,"41,827","27,069","132,849","53,566","96,136","17,636","933,032"
FZ60Z,101,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,593,.,.,.,.,.,.,.,.,593
FZ60Z,120,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over",730,.,.,.,.,"3,415","3,914",.,.,.,.,"7,767","4,380",.,.,.,.,.,"20,207"
FZ60Z,172,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,"90,009",.,.,.,.,.,"90,009"
FZ60Z,300,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over","326,647",.,.,"136,452","102,508","5,374",.,"71,276",.,"79,944","154,863",.,"240,343",.,"72,429","19,189","250,451",.,"1,459,475"
FZ60Z,301,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over",.,"225,024",.,.,.,"64,507","50,477",.,.,.,.,.,.,"186,430",.,.,.,"148,977","675,416"
FZ60Z,410,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over",.,.,.,.,.,340,.,.,.,.,.,.,.,.,.,.,.,.,340
FZ60Z,430,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"60,685",.,"60,685"
FZ60Z,810,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,"12,427",.,.,.,.,.,"12,427"
FZ61Z,100,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures with Biopsy, 19 years and over","7,729","112,972",.,"79,842","154,301","113,152","172,819","226,356",.,"105,864","150,394",.,"47,901","50,198","605,889","236,391","97,304","109,133","2,270,244"
FZ61Z,120,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures with Biopsy, 19 years and over",.,.,.,.,.,933,911,.,.,.,.,"2,149",.,.,.,.,.,.,"3,993"
FZ61Z,172,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures with Biopsy, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,"111,992",.,.,.,.,.,"111,992"
FZ61Z,300,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures with Biopsy, 19 years and over","915,046",.,.,"194,089","131,485","2,687","4,676","216,087",.,"431,161","278,187",.,"243,642",.,"359,807","82,980","620,344",.,"3,480,191"
FZ61Z,301,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures with Biopsy, 19 years and over",.,"630,926",.,.,.,"115,487","205,891",.,.,.,.,.,.,"364,285",.,.,.,"628,037","1,944,626"
FZ61Z,340,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures with Biopsy, 19 years and over",.,.,.,.,.,222,.,.,.,.,.,.,.,.,.,.,.,.,222
FZ61Z,361,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures with Biopsy, 19 years and over",.,.,.,"2,597",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,597"
FZ61Z,430,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures with Biopsy, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"120,423",.,"120,423"
FZ61Z,502,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures with Biopsy, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,994,.,994
FZ61Z,810,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures with Biopsy, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,"2,319",.,.,.,.,.,"2,319"
FZ62A,100,"Endoscopic or Intermediate, Upper Gastrointestinal Tract Procedures, between 2 and 18 years",.,"2,963",.,399,"2,396","6,291","2,833","3,019",.,.,"1,890",.,"1,082",608,"7,449",.,653,.,"29,583"
FZ62A,171,"Endoscopic or Intermediate, Upper Gastrointestinal Tract Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,"54,600",.,.,.,"14,798",.,"69,398"
FZ62A,172,"Endoscopic or Intermediate, Upper Gastrointestinal Tract Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,"1,090",.,.,.,.,.,"1,090"
FZ62A,300,"Endoscopic or Intermediate, Upper Gastrointestinal Tract Procedures, between 2 and 18 years","12,597",.,.,"2,032","2,225",.,.,"3,050",.,"1,620","2,945",.,"4,466",.,"3,505","1,037","8,216",.,"41,694"
FZ62A,301,"Endoscopic or Intermediate, Upper Gastrointestinal Tract Procedures, between 2 and 18 years",.,"13,089",.,.,.,541,"6,385",.,.,.,.,.,.,"4,263",.,.,.,"3,522","27,800"
FZ62A,420,"Endoscopic or Intermediate, Upper Gastrointestinal Tract Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,"130,216",.,.,.,.,.,"130,216"
FZ62A,823,"Endoscopic or Intermediate, Upper Gastrointestinal Tract Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,"3,022",.,.,.,.,.,"3,022"
FZ62B,171,"Endoscopic or Intermediate, Upper Gastrointestinal Tract Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,"9,860",.,.,.,.,.,"9,860"
FZ62B,320,"Endoscopic or Intermediate, Upper Gastrointestinal Tract Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,924",.,.,.,.,.,"1,924"
FZ62B,420,"Endoscopic or Intermediate, Upper Gastrointestinal Tract Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,"4,437",.,.,.,.,.,"4,437"
FZ63Z,100,Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures,"1,818","4,148",.,"16,262","24,102","23,403","21,971","6,110",.,"2,675","16,709",.,"10,665","16,027","6,208","1,747","28,776","6,055","186,675"
FZ63Z,171,Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,108",.,"1,108"
FZ63Z,300,Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures,"5,664",.,.,"16,515","9,085",.,.,"2,809",.,"1,985","13,308",.,"31,981",.,"5,841","1,556","8,699",.,"97,442"
FZ63Z,301,Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures,.,"10,398",.,.,.,"14,886","7,002",.,.,.,.,.,.,"17,587",.,.,.,"3,994","53,867"
FZ64A,100,"Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures with Biopsy, 19 years and over","5,001","78,263",.,"28,554","78,409","80,972","43,872","17,488",.,"75,353","18,811",.,"32,054","83,242","54,629","21,543","46,301","25,304","689,794"
FZ64A,300,"Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures with Biopsy, 19 years and over","97,323",.,.,"82,100","27,052",.,"1,559","14,962",.,"40,167","68,468",.,"163,946",.,"26,869","10,372","57,739",.,"590,556"
FZ64A,301,"Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures with Biopsy, 19 years and over",.,"71,889",.,.,.,"99,439","78,919",.,.,.,.,.,.,"162,703",.,.,.,"36,757","449,707"
FZ64B,100,"Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures with Biopsy, 18 years and under",.,"3,012",.,.,.,951,.,.,.,.,.,.,.,.,.,.,.,.,"3,963"
FZ64B,171,"Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures with Biopsy, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"7,770",.,.,.,"16,614",.,"24,383"
FZ64B,300,"Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures with Biopsy, 18 years and under","1,545",.,.,.,.,.,.,.,.,662,.,.,"1,270",.,"1,168",.,907,.,"5,552"
FZ64B,301,"Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures with Biopsy, 18 years and under",.,.,.,.,.,942,.,.,.,.,.,.,.,.,.,.,.,.,942
FZ64B,420,"Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures with Biopsy, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"181,882",.,.,.,.,.,"181,882"
FZ65Z,100,Combined Upper and Lower Gastrointestinal Tract Therapeutic Endoscopic Procedures,"3,182","17,799",.,"6,746","27,629","18,192","11,814","26,753",.,"20,278","16,837",.,"16,687","27,704","4,966","5,822","26,231","7,644","238,287"
FZ65Z,300,Combined Upper and Lower Gastrointestinal Tract Therapeutic Endoscopic Procedures,"49,434",.,.,"17,885","11,498",.,.,"1,685",.,"11,839","25,106",.,"91,265",.,"12,850","4,149","34,016",.,"259,728"
FZ65Z,301,Combined Upper and Lower Gastrointestinal Tract Therapeutic Endoscopic Procedures,.,"18,322",.,.,.,"16,931","32,053",.,.,.,.,.,.,"58,838",.,.,.,"9,715","135,858"
FZ67D,100,"Major Small Intestine Procedures, 19 years and over, with CC Score 4-6",.,.,.,.,.,692,.,.,.,.,.,.,.,.,.,.,.,.,692
FZ67E,100,"Major Small Intestine Procedures, 19 years and over, with CC Score 2-3",.,.,.,.,.,657,.,.,.,.,"3,340",.,.,.,.,.,.,.,"3,997"
FZ67F,100,"Major Small Intestine Procedures, 19 years and over, with CC Score 0-1",.,615,.,.,"1,329","2,183",.,.,.,.,.,.,.,.,.,.,.,.,"4,127"
FZ67F,303,"Major Small Intestine Procedures, 19 years and over, with CC Score 0-1",.,.,.,"1,175",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,175"
FZ68H,160,"Very Major or Major, Small Intestine Procedures, between 2 and 18 years, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"2,725",.,.,.,.,.,"2,725"
FZ70Z,100,"Therapeutic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over","2,475","1,195",.,"31,681","6,218","19,975","7,369","3,860",.,"2,303","1,881",.,"2,399",.,"4,966",.,"8,728",587,"93,638"
FZ70Z,120,"Therapeutic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,"1,555",.,.,.,.,.,"1,555"
FZ70Z,172,"Therapeutic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,"2,053",.,.,.,.,.,"2,053"
FZ70Z,300,"Therapeutic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over","63,549",.,.,"40,567","18,113",537,.,.,.,"5,116","5,966",.,"16,516",.,"16,487",.,"82,224",.,"249,077"
FZ70Z,301,"Therapeutic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over",.,"25,256",.,.,.,"3,494","19,578",.,.,.,.,.,.,906,.,.,.,"4,528","53,762"
FZ71E,300,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 4-6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,907,.,907
FZ71F,100,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 1-3,.,.,.,.,.,"2,359",.,.,.,.,.,.,.,.,.,.,.,.,"2,359"
FZ71F,300,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 1-3,"1,470",.,.,"19,752",648,.,.,.,.,.,.,.,.,.,.,.,"4,062",.,"25,931"
FZ71F,301,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 1-3,.,.,.,.,.,597,.,.,.,.,.,.,.,.,.,.,.,.,597
FZ71G,100,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 0,.,.,.,329,.,"1,667",.,.,.,.,.,.,.,.,.,.,.,.,"1,996"
FZ71G,172,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,"7,954",.,.,.,.,.,"7,954"
FZ71G,300,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 0,"8,380",.,.,"53,397",962,537,.,.,.,.,.,.,.,.,"2,123",.,"2,456",.,"67,854"
FZ71G,301,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 0,.,.,.,.,.,597,"1,774",.,.,.,.,.,.,.,.,.,.,.,"2,371"
FZ71G,340,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 0,.,.,.,.,.,744,.,.,.,.,.,.,.,.,.,.,.,.,744
FZ74F,100,"Complex Large Intestine Procedures, 19 years and over, with CC Score 0-2",.,649,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,649
FZ76D,100,"Distal Colon Procedures, 19 years and over, with CC Score 0-2",.,.,.,.,730,.,"3,857",.,.,.,.,.,.,.,.,.,.,.,"4,587"
FZ77E,100,"Major Large Intestine Procedures, 19 years and over, with CC Score 0",.,"2,328",.,.,.,.,.,.,.,.,.,.,.,817,.,.,.,.,"3,145"
FZ77E,130,"Major Large Intestine Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"1,135",.,.,.,.,.,"1,135"
FZ77E,502,"Major Large Intestine Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,"7,382",.,.,.,.,.,.,.,"7,382"
FZ78B,171,"Complex or Major, Large Intestine Procedures, between 2 and 18 years, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"2,393",.,.,.,.,.,"2,393"
FZ79E,100,Complex General Abdominal Procedures with CC Score 0-2,.,747,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,747
FZ81E,300,"Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 0-1",.,.,.,"3,457",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,457"
FZ83K,100,"Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 0-1",.,.,.,"2,350",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,350"
FZ87G,100,Complex Hernia Procedures with CC Score 0,.,.,.,.,607,"1,268",.,.,.,"2,412","1,179",.,.,"1,340",.,"2,566","4,127",.,"13,499"
FZ87G,171,Complex Hernia Procedures with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,"1,880",.,.,.,"3,569",.,"5,449"
FZ89Z,100,"Complex Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures",.,.,.,160,.,.,.,.,.,.,.,.,.,.,.,.,.,.,160
FZ89Z,300,"Complex Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures",515,.,.,"17,503",.,.,.,.,.,.,.,.,.,.,.,.,"1,498",.,"19,516"
FZ90B,100,Abdominal Pain without Interventions,829,"3,230",.,160,"1,286","1,209","2,339",.,.,.,.,.,.,201,698,925,.,.,"10,876"
FZ90B,101,Abdominal Pain without Interventions,173,.,.,699,.,278,.,.,.,.,.,.,.,.,.,.,.,.,"1,150"
FZ90B,191,Abdominal Pain without Interventions,.,.,.,"10,887",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"10,887"
FZ90B,300,Abdominal Pain without Interventions,327,.,.,170,.,.,"1,363",310,.,.,135,.,.,.,.,339,749,.,"3,393"
FZ90B,301,Abdominal Pain without Interventions,.,.,.,.,.,.,968,.,.,.,.,.,.,579,.,.,.,"1,078","2,624"
FZ90B,361,Abdominal Pain without Interventions,.,.,.,"1,506",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,506"
FZ90B,370,Abdominal Pain without Interventions,.,.,.,217,.,.,.,.,.,.,.,.,.,.,.,.,.,.,217
FZ90B,502,Abdominal Pain without Interventions,.,832,.,.,.,.,331,.,.,.,.,.,.,.,556,.,.,.,"1,719"
FZ90B,800,Abdominal Pain without Interventions,.,.,.,161,.,.,.,.,.,.,.,.,.,.,.,.,652,.,813
FZ91K,300,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 6-10",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,266,.,266
FZ91K,301,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 6-10",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,270,270
FZ91K,320,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 6-10",259,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,259
FZ91K,361,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 6-10",.,.,.,502,.,.,.,.,.,.,.,.,.,.,.,.,.,.,502
FZ91L,100,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 3-5",.,346,.,.,.,.,.,.,.,.,.,.,.,100,.,639,"1,339",252,"2,677"
FZ91L,300,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 3-5",.,.,.,170,.,537,.,.,.,.,.,.,.,.,655,.,.,.,"1,362"
FZ91L,301,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,.,.,193,.,.,.,"1,850","2,043"
FZ91L,370,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 3-5",.,761,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,761
FZ91L,430,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,712,.,712
FZ91L,800,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 3-5",.,.,.,.,.,"1,316",.,.,.,.,.,.,.,.,.,.,.,.,"1,316"
FZ91M,100,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2",.,"2,370",.,160,692,"1,549","1,885","1,386",.,"1,617",456,.,496,100,"7,801","3,197",824,"1,776","24,310"
FZ91M,101,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2",.,.,.,524,.,.,.,.,.,.,.,.,.,.,.,.,.,.,524
FZ91M,120,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,135,.,.,.,.,.,135
FZ91M,172,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,"1,362",.,.,.,.,.,"1,362"
FZ91M,191,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,391,.,391
FZ91M,300,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2","2,036",.,.,849,313,537,"3,635",619,.,"4,605",539,.,"8,238",.,"6,900",996,"7,541",.,"36,807"
FZ91M,301,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2",.,"6,883",.,.,.,875,"3,155",.,.,.,.,.,.,"3,668",.,.,.,"9,782","24,364"
FZ91M,303,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2",.,.,.,387,.,.,.,.,.,.,.,.,.,.,.,.,.,.,387
FZ91M,361,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2",.,.,.,502,.,.,920,.,.,.,.,.,.,.,.,.,.,.,"1,422"
FZ91M,370,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2",.,.,.,325,.,.,.,.,.,.,.,.,.,.,.,.,.,.,325
FZ91M,430,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,136",.,"2,136"
FZ91M,502,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,556,.,.,.,556
FZ91M,800,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,957",.,"1,957"
FZ91M,810,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2",.,.,.,"1,828",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,828"
FZ92C,300,"Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 0-2",.,.,.,389,.,.,.,.,.,.,.,.,.,.,.,.,.,.,389
FZ92H,300,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 5-8",.,.,.,.,.,537,.,.,.,.,.,.,.,.,.,.,.,.,537
FZ92H,370,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 5-8",.,"1,521",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,521"
FZ92H,800,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 5-8",.,.,.,161,.,.,.,.,.,.,.,.,.,.,.,.,.,.,161
FZ92J,300,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 3-4",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,317,266,.,584
FZ92J,370,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 3-4",.,.,.,"2,501",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,501"
FZ92J,800,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 3-4",.,.,.,"1,287",.,"1,316",.,.,.,.,.,.,.,.,.,.,"2,610",.,"5,212"
FZ92K,100,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2",.,346,.,.,.,.,.,.,.,.,.,.,.,.,.,353,"4,534",.,"5,233"
FZ92K,101,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2",.,.,.,175,215,.,.,.,.,.,.,.,.,.,.,.,.,.,390
FZ92K,300,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,604,.,.,.,604
FZ92K,301,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,270,270
FZ92K,370,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2",.,"3,803",.,"6,109",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"9,912"
FZ92K,800,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2",.,.,.,"7,190",.,"2,632",.,.,.,.,.,.,.,.,.,.,"18,919",.,"28,741"
FZ93A,100,"Endoscopic Insertion of Gastrostomy Tube, 19 years and over",.,.,.,.,799,.,.,.,.,.,.,.,.,.,.,582,.,.,"1,381"
FZ93A,300,"Endoscopic Insertion of Gastrostomy Tube, 19 years and over",251,.,.,.,.,.,.,.,.,.,.,.,692,.,.,.,"1,815",.,"2,758"
FZ93A,301,"Endoscopic Insertion of Gastrostomy Tube, 19 years and over",.,738,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,738
FZ93B,100,"Endoscopic Insertion of Gastrostomy Tube, 18 years and under",.,"1,351",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,351"
FZ93B,171,"Endoscopic Insertion of Gastrostomy Tube, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,887",.,.,.,"2,215",.,"4,102"
FZ94Z,300,"Endoscopic Insertion of, Gastrojejunostomy or Jejunostomy Tube","2,462",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,749,.,"3,211"
FZ95B,301,"Endoscopic, Sclerotherapy or Rubber Band Ligation, of Lesion of Upper Gastrointestinal Tract, with CC Score 6-8",.,946,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,946
FZ95C,300,"Endoscopic, Sclerotherapy or Rubber Band Ligation, of Lesion of Upper Gastrointestinal Tract, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,.,"1,628",.,.,.,.,.,"1,628"
FZ95C,301,"Endoscopic, Sclerotherapy or Rubber Band Ligation, of Lesion of Upper Gastrointestinal Tract, with CC Score 3-5",.,"1,862",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,862"
FZ95D,100,"Endoscopic, Sclerotherapy or Rubber Band Ligation, of Lesion of Upper Gastrointestinal Tract, with CC Score 0-2",.,.,.,.,.,880,.,.,.,.,727,.,.,.,"1,242",.,.,.,"2,849"
FZ95D,300,"Endoscopic, Sclerotherapy or Rubber Band Ligation, of Lesion of Upper Gastrointestinal Tract, with CC Score 0-2","4,773",.,.,273,.,.,.,.,.,.,"1,870",.,"20,164",.,"3,505",.,"12,386",.,"42,970"
