HRG,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Mid Ulster,Royal Victoria,South Tyrone,South West Acute,Tyrone County,Ulster,N. Ireland Total FCEs
DZ17G,300,Respiratory Neoplasms with CC Score 5-7,13,18,16,3,6,2,.,.,2,.,10,.,20,.,10,.,25,125
DZ17G,320,Respiratory Neoplasms with CC Score 5-7,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ17G,340,Respiratory Neoplasms with CC Score 5-7,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
DZ17G,370,Respiratory Neoplasms with CC Score 5-7,.,.,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10
DZ17G,430,Respiratory Neoplasms with CC Score 5-7,.,1,1,.,.,.,.,.,.,.,3,.,4,.,.,.,.,9
DZ17H,100,Respiratory Neoplasms with CC Score 3-4,.,1,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,3
DZ17H,120,Respiratory Neoplasms with CC Score 3-4,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ17H,180,Respiratory Neoplasms with CC Score 3-4,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ17H,300,Respiratory Neoplasms with CC Score 3-4,7,14,14,1,2,3,1,.,4,.,9,.,14,.,3,.,41,113
DZ17H,303,Respiratory Neoplasms with CC Score 3-4,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ17H,320,Respiratory Neoplasms with CC Score 3-4,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ17H,340,Respiratory Neoplasms with CC Score 3-4,.,.,1,.,.,.,.,.,.,.,.,.,2,.,.,.,.,3
DZ17H,370,Respiratory Neoplasms with CC Score 3-4,.,.,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11
DZ17H,430,Respiratory Neoplasms with CC Score 3-4,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
DZ17J,100,Respiratory Neoplasms with CC Score 1-2,.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,2
DZ17J,300,Respiratory Neoplasms with CC Score 1-2,8,7,9,2,3,1,1,.,2,.,7,.,19,.,2,.,15,76
DZ17J,340,Respiratory Neoplasms with CC Score 1-2,.,.,1,.,.,.,.,.,.,.,.,.,2,.,.,.,.,3
DZ17J,370,Respiratory Neoplasms with CC Score 1-2,.,.,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6
DZ17J,430,Respiratory Neoplasms with CC Score 1-2,.,.,.,.,1,.,.,.,.,.,2,.,1,.,.,.,.,4
DZ17K,172,Respiratory Neoplasms with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
DZ17K,300,Respiratory Neoplasms with CC Score 0,7,2,2,.,.,.,.,.,2,.,5,.,1,.,.,.,.,19
DZ17K,301,Respiratory Neoplasms with CC Score 0,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ17K,340,Respiratory Neoplasms with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
DZ17K,370,Respiratory Neoplasms with CC Score 0,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ17K,430,Respiratory Neoplasms with CC Score 0,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1
DZ18A,300,Sleeping Disorders Affecting Breathing with CC Score 5+,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,1,2
DZ18A,320,Sleeping Disorders Affecting Breathing with CC Score 5+,1,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4
DZ18A,340,Sleeping Disorders Affecting Breathing with CC Score 5+,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
DZ18B,100,Sleeping Disorders Affecting Breathing with CC Score 2-4,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
DZ18B,300,Sleeping Disorders Affecting Breathing with CC Score 2-4,2,.,.,.,.,.,.,.,.,.,.,.,1,.,1,.,2,6
DZ18B,430,Sleeping Disorders Affecting Breathing with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
DZ18C,300,Sleeping Disorders Affecting Breathing with CC Score 0-1,.,1,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,2
DZ19D,300,Other Respiratory Disorders with CC Score 12+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1,2
DZ19D,430,Other Respiratory Disorders with CC Score 12+,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1
DZ19E,300,Other Respiratory Disorders with CC Score 9-11,5,8,.,1,1,1,1,.,.,.,1,.,3,.,2,.,6,29
DZ19E,320,Other Respiratory Disorders with CC Score 9-11,1,.,.,.,1,.,.,.,.,.,1,.,1,.,.,.,.,4
DZ19E,340,Other Respiratory Disorders with CC Score 9-11,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
DZ19E,430,Other Respiratory Disorders with CC Score 9-11,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
DZ19F,180,Other Respiratory Disorders with CC Score 6-8,.,.,.,.,1,.,.,.,.,.,1,.,.,.,.,.,.,2
DZ19F,300,Other Respiratory Disorders with CC Score 6-8,29,18,5,8,18,2,1,.,3,.,9,.,13,.,3,.,39,148
DZ19F,320,Other Respiratory Disorders with CC Score 6-8,5,.,1,1,.,.,.,.,.,.,.,.,.,.,1,5,.,13
DZ19F,340,Other Respiratory Disorders with CC Score 6-8,.,.,2,.,.,.,.,.,.,.,.,.,3,.,.,.,.,5
DZ19F,361,Other Respiratory Disorders with CC Score 6-8,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ19F,430,Other Respiratory Disorders with CC Score 6-8,1,1,.,.,1,.,.,.,.,.,2,.,1,.,.,.,2,8
DZ19G,100,Other Respiratory Disorders with CC Score 0-5,3,.,.,1,2,.,.,.,.,.,.,.,1,.,.,.,.,7
DZ19G,120,Other Respiratory Disorders with CC Score 0-5,2,1,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,6
DZ19G,130,Other Respiratory Disorders with CC Score 0-5,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
DZ19G,172,Other Respiratory Disorders with CC Score 0-5,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
DZ19G,180,Other Respiratory Disorders with CC Score 0-5,.,7,.,.,2,.,.,.,.,.,11,.,24,.,.,.,.,44
DZ19G,300,Other Respiratory Disorders with CC Score 0-5,192,114,41,29,56,13,3,.,11,.,68,.,112,.,21,.,104,764
DZ19G,301,Other Respiratory Disorders with CC Score 0-5,.,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6
DZ19G,303,Other Respiratory Disorders with CC Score 0-5,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ19G,320,Other Respiratory Disorders with CC Score 0-5,14,9,3,8,2,2,.,.,.,.,6,.,1,.,1,125,5,176
DZ19G,340,Other Respiratory Disorders with CC Score 0-5,.,.,3,.,.,.,.,.,.,.,.,.,24,.,.,.,.,27
DZ19G,361,Other Respiratory Disorders with CC Score 0-5,.,.,3,.,.,1,.,.,.,.,.,.,.,.,.,.,.,4
DZ19G,430,Other Respiratory Disorders with CC Score 0-5,4,7,1,.,4,.,.,.,.,.,7,.,7,.,.,.,.,30
DZ19G,501,Other Respiratory Disorders with CC Score 0-5,2,5,.,2,1,2,.,.,.,.,.,.,4,.,.,.,5,21
DZ19G,502,Other Respiratory Disorders with CC Score 0-5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
DZ20A,300,Pulmonary Oedema with CC Score 9+,.,.,2,.,2,.,.,.,.,.,.,.,1,.,.,.,1,6
DZ20A,320,Pulmonary Oedema with CC Score 9+,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ20B,300,Pulmonary Oedema with CC Score 4-8,5,.,.,.,5,4,.,.,1,.,.,.,4,.,.,.,3,22
DZ20B,340,Pulmonary Oedema with CC Score 4-8,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
DZ20B,361,Pulmonary Oedema with CC Score 4-8,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,5
DZ20B,430,Pulmonary Oedema with CC Score 4-8,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1,.,.,2
DZ20C,300,Pulmonary Oedema with CC Score 0-3,3,4,.,.,2,.,.,.,.,.,.,.,5,.,.,.,.,14
DZ20C,340,Pulmonary Oedema with CC Score 0-3,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
DZ20C,430,Pulmonary Oedema with CC Score 0-3,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
DZ21A,100,"Chronic Obstructive Pulmonary Disease or Bronchitis, with length of stay 1 day or less, discharged home",.,.,.,1,.,2,.,.,.,.,1,.,6,.,2,.,.,12
DZ21A,110,"Chronic Obstructive Pulmonary Disease or Bronchitis, with length of stay 1 day or less, discharged home",.,.,.,.,1,.,.,.,.,.,.,.,1,.,.,.,.,2
DZ21A,180,"Chronic Obstructive Pulmonary Disease or Bronchitis, with length of stay 1 day or less, discharged home",.,1,.,.,5,.,.,.,.,.,7,.,15,.,.,.,.,28
DZ21A,300,"Chronic Obstructive Pulmonary Disease or Bronchitis, with length of stay 1 day or less, discharged home",298,390,184,74,102,57,13,.,82,.,411,.,547,.,157,.,706,"3,021"
DZ21A,301,"Chronic Obstructive Pulmonary Disease or Bronchitis, with length of stay 1 day or less, discharged home",.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5
DZ21A,302,"Chronic Obstructive Pulmonary Disease or Bronchitis, with length of stay 1 day or less, discharged home",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
DZ21A,303,"Chronic Obstructive Pulmonary Disease or Bronchitis, with length of stay 1 day or less, discharged home",3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
DZ21A,320,"Chronic Obstructive Pulmonary Disease or Bronchitis, with length of stay 1 day or less, discharged home",13,13,1,4,6,6,2,.,1,.,15,.,2,.,4,2,1,70
DZ21A,340,"Chronic Obstructive Pulmonary Disease or Bronchitis, with length of stay 1 day or less, discharged home",.,.,61,.,.,1,.,.,.,.,.,.,110,.,.,.,.,172
DZ21A,361,"Chronic Obstructive Pulmonary Disease or Bronchitis, with length of stay 1 day or less, discharged home",1,.,3,.,.,4,.,.,.,.,.,.,.,.,.,.,.,8
DZ21A,430,"Chronic Obstructive Pulmonary Disease or Bronchitis, with length of stay 1 day or less, discharged home",3,15,9,.,6,.,.,.,.,1,57,.,17,.,3,.,3,114
DZ21A,501,"Chronic Obstructive Pulmonary Disease or Bronchitis, with length of stay 1 day or less, discharged home",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ21L,300,"Chronic Obstructive Pulmonary Disease or Bronchitis, with Intubation",.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1
DZ21L,340,"Chronic Obstructive Pulmonary Disease or Bronchitis, with Intubation",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ21M,110,"Chronic Obstructive Pulmonary Disease or Bronchitis, with NIV, without Intubation, with CC Score 8+",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ21M,300,"Chronic Obstructive Pulmonary Disease or Bronchitis, with NIV, without Intubation, with CC Score 8+",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ21N,300,"Chronic Obstructive Pulmonary Disease or Bronchitis, with NIV, without Intubation, with CC Score 4-7",1,1,.,.,1,.,.,.,.,.,2,.,2,.,.,.,1,8
DZ21N,320,"Chronic Obstructive Pulmonary Disease or Bronchitis, with NIV, without Intubation, with CC Score 4-7",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ21N,340,"Chronic Obstructive Pulmonary Disease or Bronchitis, with NIV, without Intubation, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
DZ21P,300,"Chronic Obstructive Pulmonary Disease or Bronchitis, with NIV, without Intubation, with CC Score 0-3",1,1,.,.,.,.,.,.,.,.,1,.,1,.,.,.,2,6
DZ21Q,300,"Chronic Obstructive Pulmonary Disease or Bronchitis, without NIV, without Intubation, with CC Score 13+",.,.,.,.,.,.,.,.,.,.,.,.,1,.,1,.,.,2
DZ21R,300,"Chronic Obstructive Pulmonary Disease or Bronchitis, without NIV, without Intubation, with CC Score 10-12",.,.,.,.,1,.,.,.,.,.,2,.,1,.,1,.,3,8
DZ21R,430,"Chronic Obstructive Pulmonary Disease or Bronchitis, without NIV, without Intubation, with CC Score 10-12",.,.,.,.,.,.,.,.,.,.,1,.,1,.,.,.,.,2
DZ21S,100,"Chronic Obstructive Pulmonary Disease or Bronchitis, without NIV, without Intubation, with CC Score 7-9",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
DZ21S,300,"Chronic Obstructive Pulmonary Disease or Bronchitis, without NIV, without Intubation, with CC Score 7-9",2,5,.,.,1,.,1,.,.,.,4,.,8,.,6,.,19,46
DZ21S,320,"Chronic Obstructive Pulmonary Disease or Bronchitis, without NIV, without Intubation, with CC Score 7-9",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ21S,340,"Chronic Obstructive Pulmonary Disease or Bronchitis, without NIV, without Intubation, with CC Score 7-9",.,.,2,.,.,.,.,.,.,.,.,.,1,.,.,.,.,3
DZ21S,430,"Chronic Obstructive Pulmonary Disease or Bronchitis, without NIV, without Intubation, with CC Score 7-9",.,.,.,.,1,.,.,.,.,.,.,.,1,.,.,.,.,2
DZ21T,180,"Chronic Obstructive Pulmonary Disease or Bronchitis, without NIV, without Intubation, with CC Score 4-6",.,1,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,4
DZ21T,300,"Chronic Obstructive Pulmonary Disease or Bronchitis, without NIV, without Intubation, with CC Score 4-6",7,21,2,6,4,1,2,.,1,.,13,.,74,.,14,.,41,186
DZ21T,320,"Chronic Obstructive Pulmonary Disease or Bronchitis, without NIV, without Intubation, with CC Score 4-6",.,1,.,1,.,.,.,.,.,.,.,.,.,.,2,.,.,4
DZ21T,340,"Chronic Obstructive Pulmonary Disease or Bronchitis, without NIV, without Intubation, with CC Score 4-6",.,.,.,.,.,.,.,.,.,.,.,.,39,.,.,.,.,39
DZ21T,361,"Chronic Obstructive Pulmonary Disease or Bronchitis, without NIV, without Intubation, with CC Score 4-6",.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4
DZ21T,430,"Chronic Obstructive Pulmonary Disease or Bronchitis, without NIV, without Intubation, with CC Score 4-6",.,1,.,.,.,.,.,.,.,.,2,.,9,.,.,.,2,14
DZ21U,100,"Chronic Obstructive Pulmonary Disease or Bronchitis, without NIV, without Intubation, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
DZ21U,180,"Chronic Obstructive Pulmonary Disease or Bronchitis, without NIV, without Intubation, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,5
DZ21U,300,"Chronic Obstructive Pulmonary Disease or Bronchitis, without NIV, without Intubation, with CC Score 0-3",6,24,4,6,7,1,2,.,2,.,62,.,307,.,6,.,72,499
DZ21U,301,"Chronic Obstructive Pulmonary Disease or Bronchitis, without NIV, without Intubation, with CC Score 0-3",.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
DZ21U,320,"Chronic Obstructive Pulmonary Disease or Bronchitis, without NIV, without Intubation, with CC Score 0-3",.,.,.,.,1,.,.,.,.,.,1,.,.,.,.,.,.,2
DZ21U,340,"Chronic Obstructive Pulmonary Disease or Bronchitis, without NIV, without Intubation, with CC Score 0-3",.,.,2,.,.,.,.,.,.,.,.,.,184,.,.,.,.,186
DZ21U,430,"Chronic Obstructive Pulmonary Disease or Bronchitis, without NIV, without Intubation, with CC Score 0-3",2,4,.,.,1,.,.,.,.,.,8,.,16,.,1,.,.,32
DZ22D,300,Unspecified Acute Lower Respiratory Infection with CC Score 14+,.,1,.,.,.,.,.,.,.,.,2,.,.,.,1,.,5,9
DZ22D,301,Unspecified Acute Lower Respiratory Infection with CC Score 14+,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ22E,300,Unspecified Acute Lower Respiratory Infection with CC Score 11-13,1,1,1,.,4,1,2,.,2,.,.,.,3,.,6,.,25,46
DZ22E,320,Unspecified Acute Lower Respiratory Infection with CC Score 11-13,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
DZ22E,340,Unspecified Acute Lower Respiratory Infection with CC Score 11-13,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ22E,430,Unspecified Acute Lower Respiratory Infection with CC Score 11-13,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1,.,.,2
DZ22F,100,Unspecified Acute Lower Respiratory Infection with CC Score 8-10,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
DZ22F,180,Unspecified Acute Lower Respiratory Infection with CC Score 8-10,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ22F,300,Unspecified Acute Lower Respiratory Infection with CC Score 8-10,22,14,21,4,5,.,2,.,4,.,5,.,27,.,18,.,59,181
DZ22F,303,Unspecified Acute Lower Respiratory Infection with CC Score 8-10,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ22F,320,Unspecified Acute Lower Respiratory Infection with CC Score 8-10,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ22F,340,Unspecified Acute Lower Respiratory Infection with CC Score 8-10,.,.,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9
DZ22F,361,Unspecified Acute Lower Respiratory Infection with CC Score 8-10,.,.,2,.,.,1,.,.,.,.,.,.,.,.,.,.,.,3
DZ22F,430,Unspecified Acute Lower Respiratory Infection with CC Score 8-10,.,2,3,.,4,.,.,.,1,.,.,.,.,.,2,.,3,15
DZ22G,100,Unspecified Acute Lower Respiratory Infection with CC Score 5-7,.,.,1,.,1,.,.,.,.,.,.,.,2,.,1,.,1,6
DZ22G,180,Unspecified Acute Lower Respiratory Infection with CC Score 5-7,.,.,.,.,1,.,.,.,.,.,.,.,2,.,.,.,.,3
DZ22G,300,Unspecified Acute Lower Respiratory Infection with CC Score 5-7,47,55,33,13,20,3,3,.,20,.,25,.,94,.,70,.,203,586
DZ22G,302,Unspecified Acute Lower Respiratory Infection with CC Score 5-7,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
DZ22G,320,Unspecified Acute Lower Respiratory Infection with CC Score 5-7,3,5,1,3,1,1,3,.,2,.,4,.,2,.,3,1,3,32
DZ22G,340,Unspecified Acute Lower Respiratory Infection with CC Score 5-7,.,.,7,.,.,.,.,.,.,.,.,.,20,.,.,.,.,27
DZ22G,361,Unspecified Acute Lower Respiratory Infection with CC Score 5-7,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
DZ22G,370,Unspecified Acute Lower Respiratory Infection with CC Score 5-7,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
DZ22G,430,Unspecified Acute Lower Respiratory Infection with CC Score 5-7,2,12,10,.,1,.,.,.,.,.,2,.,7,.,2,.,2,38
DZ22H,100,Unspecified Acute Lower Respiratory Infection with CC Score 2-4,3,.,.,.,.,1,.,.,.,.,1,.,6,.,.,.,.,11
DZ22H,180,Unspecified Acute Lower Respiratory Infection with CC Score 2-4,.,4,.,.,3,.,.,.,.,.,1,.,7,.,.,.,.,15
DZ22H,300,Unspecified Acute Lower Respiratory Infection with CC Score 2-4,82,96,66,21,38,12,7,.,22,.,49,.,257,.,67,.,233,950
DZ22H,301,Unspecified Acute Lower Respiratory Infection with CC Score 2-4,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5
DZ22H,302,Unspecified Acute Lower Respiratory Infection with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
DZ22H,303,Unspecified Acute Lower Respiratory Infection with CC Score 2-4,1,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
DZ22H,320,Unspecified Acute Lower Respiratory Infection with CC Score 2-4,1,7,1,1,4,.,1,.,1,.,.,.,.,.,2,.,2,20
DZ22H,340,Unspecified Acute Lower Respiratory Infection with CC Score 2-4,.,.,12,.,.,.,.,.,.,.,.,.,52,.,.,.,.,64
DZ22H,361,Unspecified Acute Lower Respiratory Infection with CC Score 2-4,.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4
DZ22H,370,Unspecified Acute Lower Respiratory Infection with CC Score 2-4,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
DZ22H,430,Unspecified Acute Lower Respiratory Infection with CC Score 2-4,1,19,6,.,1,.,.,.,.,.,5,.,39,.,1,.,.,72
DZ22H,502,Unspecified Acute Lower Respiratory Infection with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
DZ22H,823,Unspecified Acute Lower Respiratory Infection with CC Score 2-4,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ22J,100,Unspecified Acute Lower Respiratory Infection with CC Score 0-1,1,.,.,1,.,.,.,.,.,.,.,.,4,.,.,.,2,8
DZ22J,180,Unspecified Acute Lower Respiratory Infection with CC Score 0-1,.,11,.,.,9,.,.,.,.,.,13,.,27,.,.,.,.,60
DZ22J,300,Unspecified Acute Lower Respiratory Infection with CC Score 0-1,44,43,41,11,37,14,11,.,11,.,86,.,237,.,38,.,84,657
DZ22J,302,Unspecified Acute Lower Respiratory Infection with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
DZ22J,320,Unspecified Acute Lower Respiratory Infection with CC Score 0-1,3,2,.,1,3,.,2,.,1,.,1,.,1,.,4,2,.,20
DZ22J,340,Unspecified Acute Lower Respiratory Infection with CC Score 0-1,.,.,7,.,.,.,.,.,.,.,.,.,82,.,.,.,.,89
DZ22J,361,Unspecified Acute Lower Respiratory Infection with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
DZ22J,370,Unspecified Acute Lower Respiratory Infection with CC Score 0-1,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
DZ22J,430,Unspecified Acute Lower Respiratory Infection with CC Score 0-1,.,2,4,.,.,.,.,.,.,.,7,.,33,.,2,.,.,48
DZ22J,501,Unspecified Acute Lower Respiratory Infection with CC Score 0-1,1,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,2
DZ22J,502,Unspecified Acute Lower Respiratory Infection with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
DZ23D,300,Bronchopneumonia with CC Score 13+,1,6,.,.,1,.,.,.,1,.,.,.,1,.,.,.,3,13
DZ23D,430,Bronchopneumonia with CC Score 13+,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,3
DZ23E,180,Bronchopneumonia with CC Score 9-12,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ23E,300,Bronchopneumonia with CC Score 9-12,9,24,3,2,6,1,.,.,1,.,1,.,6,.,16,.,37,106
DZ23E,320,Bronchopneumonia with CC Score 9-12,.,2,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,3
DZ23E,340,Bronchopneumonia with CC Score 9-12,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
DZ23E,430,Bronchopneumonia with CC Score 9-12,2,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,7
DZ23F,100,Bronchopneumonia with CC Score 5-8,.,1,.,.,1,1,.,.,.,.,.,.,.,.,.,.,.,3
DZ23F,300,Bronchopneumonia with CC Score 5-8,27,49,3,2,14,4,.,.,10,.,10,.,16,.,23,.,77,235
DZ23F,301,Bronchopneumonia with CC Score 5-8,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ23F,320,Bronchopneumonia with CC Score 5-8,6,1,.,2,.,.,.,.,.,.,1,.,.,.,.,.,.,10
DZ23F,340,Bronchopneumonia with CC Score 5-8,.,.,1,.,.,.,.,.,.,.,.,.,3,.,.,.,.,4
DZ23F,430,Bronchopneumonia with CC Score 5-8,.,6,1,.,3,.,.,.,.,.,1,.,3,.,.,.,2,16
DZ23G,100,Bronchopneumonia with CC Score 0-4,.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,2
DZ23G,300,Bronchopneumonia with CC Score 0-4,18,21,15,3,12,3,.,.,2,.,8,.,9,.,18,.,57,166
DZ23G,301,Bronchopneumonia with CC Score 0-4,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ23G,303,Bronchopneumonia with CC Score 0-4,1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
DZ23G,320,Bronchopneumonia with CC Score 0-4,.,1,.,4,.,.,.,.,.,.,1,.,.,.,.,.,.,6
DZ23G,340,Bronchopneumonia with CC Score 0-4,.,.,1,.,.,.,.,.,.,.,.,.,2,.,.,.,.,3
DZ23G,430,Bronchopneumonia with CC Score 0-4,3,2,.,.,1,.,.,.,1,.,3,.,1,.,.,.,2,13
DZ24D,300,"Inhalation Lung Injury or Foreign Body, with CC Score 13+",.,5,.,.,.,.,.,.,.,.,2,.,.,.,.,.,2,9
DZ24D,340,"Inhalation Lung Injury or Foreign Body, with CC Score 13+",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ24D,430,"Inhalation Lung Injury or Foreign Body, with CC Score 13+",.,.,.,.,.,.,.,.,.,1,.,.,1,.,.,.,.,2
DZ24E,300,"Inhalation Lung Injury or Foreign Body, with CC Score 10-12",2,11,4,1,1,.,1,.,1,.,4,.,.,.,1,.,15,41
DZ24E,361,"Inhalation Lung Injury or Foreign Body, with CC Score 10-12",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
DZ24E,430,"Inhalation Lung Injury or Foreign Body, with CC Score 10-12",.,2,2,.,.,.,.,.,.,.,1,.,.,.,.,.,1,6
DZ24F,300,"Inhalation Lung Injury or Foreign Body, with CC Score 7-9",7,24,6,2,2,2,1,.,5,.,8,.,12,.,6,.,25,100
DZ24F,301,"Inhalation Lung Injury or Foreign Body, with CC Score 7-9",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ24F,340,"Inhalation Lung Injury or Foreign Body, with CC Score 7-9",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
DZ24F,430,"Inhalation Lung Injury or Foreign Body, with CC Score 7-9",2,1,2,.,.,.,.,.,.,.,1,.,1,.,.,.,.,7
DZ24G,100,"Inhalation Lung Injury or Foreign Body, with CC Score 4-6",.,2,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,3
DZ24G,140,"Inhalation Lung Injury or Foreign Body, with CC Score 4-6",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
DZ24G,180,"Inhalation Lung Injury or Foreign Body, with CC Score 4-6",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
DZ24G,300,"Inhalation Lung Injury or Foreign Body, with CC Score 4-6",13,82,6,12,12,1,.,.,5,.,15,.,38,.,17,.,48,249
DZ24G,301,"Inhalation Lung Injury or Foreign Body, with CC Score 4-6",.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4
