HRG,HRG Label,Altnagelvin,Antrim,Banbridge,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Whiteabbey,Northern Ireland Total
PD65B,Paediatric Upper Respiratory Tract Disorders with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,.,"1,770",944,.,.,.,.,"2,714"
PD65C,Paediatric Upper Respiratory Tract Disorders with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,.,276,944,.,.,.,.,"1,220"
PD65D,Paediatric Upper Respiratory Tract Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,137,"2,832",.,.,333,.,"3,301"
PE23C,Paediatric Cardiac Conditions with CC Score 6-9,.,.,.,.,.,.,.,.,.,.,.,.,"1,269",.,.,.,.,.,"1,269"
PE23D,Paediatric Cardiac Conditions with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,.,"5,036",.,.,.,.,.,"5,036"
PE23E,Paediatric Cardiac Conditions with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,.,"5,667",472,.,.,"2,329",.,"8,468"
PE23F,Paediatric Cardiac Conditions with CC Score 0,"1,321",.,.,.,.,.,.,.,.,.,.,.,"4,937",.,.,.,333,.,"6,591"
PE24B,"Paediatric Arrhythmia or Conduction Disorders, with CC Score 1",.,.,.,.,.,.,.,.,.,.,.,.,.,472,.,.,.,.,472
PE24C,"Paediatric Arrhythmia or Conduction Disorders, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,137,944,.,.,.,.,"1,081"
PE62A,"Paediatric Syncope and Collapse, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,"1,494",.,.,.,.,.,"1,494"
PE62C,"Paediatric Syncope and Collapse, with CC Score 0","1,090",.,.,.,.,.,.,.,.,.,.,.,723,472,.,.,333,.,"2,618"
PF21A,"Paediatric Infectious or Non-Infectious Gastroenteritis, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,891,"1,416",.,.,.,.,"2,307"
PF21B,"Paediatric Infectious or Non-Infectious Gastroenteritis, with CC Score 0",430,.,.,.,.,.,.,.,.,.,.,.,.,"3,775",.,.,.,.,"4,205"
PF26A,Paediatric Other Gastrointestinal Disorders with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,.,511,.,.,.,.,.,511
PF26B,Paediatric Other Gastrointestinal Disorders with CC Score 1-3,"2,477",.,.,.,.,614,376,.,.,.,.,.,773,"3,775",.,.,.,.,"8,016"
PF26C,Paediatric Other Gastrointestinal Disorders with CC Score 0,"4,676",332,.,.,.,.,.,.,.,.,.,.,"2,924","39,170","1,117",.,333,.,"48,552"
PF27A,Paediatric Inflammatory Bowel Disease with CC Score 1+,"3,008",.,.,.,.,.,376,.,.,.,.,.,"1,150",.,.,.,.,.,"4,533"
PF27B,Paediatric Inflammatory Bowel Disease with CC Score 0,"5,055",.,.,.,.,"6,746","2,253",.,.,.,.,.,"13,647",.,"12,972",.,"15,729",.,"56,402"
PF28A,"Paediatric Feeding Difficulties or Vomiting, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,.,137,.,.,.,.,.,137
PF28C,"Paediatric Feeding Difficulties or Vomiting, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,.,552,944,.,.,.,.,"1,496"
PF28D,"Paediatric Feeding Difficulties or Vomiting, with CC Score 1",.,.,.,.,.,.,293,.,.,.,.,.,.,"6,135",.,.,.,.,"6,429"
PF28E,"Paediatric Feeding Difficulties or Vomiting, with CC Score 0",859,.,.,.,.,.,293,.,.,.,.,.,723,"36,811",.,.,"1,362",.,"40,048"
PG71A,"Paediatric Hepatobiliary or Pancreatic Disorders, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,722,.,.,.,.,.,722
PG71C,"Paediatric Hepatobiliary or Pancreatic Disorders, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,722,.,.,.,.,.,722
PH34B,"Paediatric Musculoskeletal or Connective Tissue Disorders, with CC Score 3-4",.,.,.,.,.,.,.,.,"1,246",.,.,.,"1,071",.,.,.,464,.,"2,781"
PH34C,"Paediatric Musculoskeletal or Connective Tissue Disorders, with CC Score 1-2",.,.,.,.,.,.,.,.,"6,847",.,.,.,"2,565","1,888",.,.,.,.,"11,300"
PH34D,"Paediatric Musculoskeletal or Connective Tissue Disorders, with CC Score 0",410,.,.,.,.,"5,746",.,.,"17,081",.,.,.,"4,616","4,719",.,.,464,.,"33,037"
PJ35A,Paediatric Skin Disorders with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,.,276,.,.,.,333,.,609
PJ35B,Paediatric Skin Disorders with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,.,"2,044",944,.,.,.,.,"2,988"
PJ35C,Paediatric Skin Disorders with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,.,"13,840",944,.,.,.,.,"14,784"
PJ35D,Paediatric Skin Disorders with CC Score 0,661,.,.,.,362,.,226,.,.,.,.,.,"35,622","6,607",.,.,696,.,"44,173"
PJ66B,"Paediatric Rash or Other Non-Specific Skin Eruption, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,511,.,.,.,.,.,511
PJ66C,"Paediatric Rash or Other Non-Specific Skin Eruption, with CC Score 0",545,.,.,.,.,.,.,.,.,.,.,.,.,"1,416",.,.,.,.,"1,961"
PK36B,"Paediatric Endocrine Disorders, excluding Diabetes Mellitus, with CC Score 1-3",584,.,.,.,.,.,.,.,.,.,.,.,"9,443",.,.,.,.,.,"10,027"
PK36C,"Paediatric Endocrine Disorders, excluding Diabetes Mellitus, with CC Score 0","2,412",.,.,.,.,.,.,.,.,.,.,.,"34,879",472,.,.,696,.,"38,459"
PK68A,"Paediatric Diabetes Mellitus, without Ketoacidosis or Coma, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,.,.,"1,543",.,.,.,.,.,"1,543"
PK68C,"Paediatric Diabetes Mellitus, without Ketoacidosis or Coma, with CC Score 0",661,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,333,.,993
PK72A,Paediatric Metabolic Disorders with CC Score 4+,.,.,.,.,.,.,.,.,275,.,.,.,.,.,.,.,.,.,275
PK72B,Paediatric Metabolic Disorders with CC Score 1-3,.,.,.,.,.,.,.,.,.,.,.,.,722,.,.,.,.,.,722
PK72C,Paediatric Metabolic Disorders with CC Score 0,"7,998",.,.,.,.,.,.,.,275,.,.,.,"10,126",.,.,.,.,.,"18,400"
PL38A,"Paediatric Renal Disease with Renal Failure, with CC Score 3+",.,.,.,518,.,.,.,.,.,.,.,.,.,.,.,.,.,.,518
PL38B,"Paediatric Renal Disease with Renal Failure, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,744,.,.,.,.,.,744
PL38C,"Paediatric Renal Disease with Renal Failure, with CC Score 0",.,.,.,"3,702",.,.,.,.,.,.,.,.,744,.,.,.,.,.,"4,446"
PL69A,"Paediatric Nephritic or Nephrotic Renal Diseases, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,"1,467",.,.,.,.,.,"1,467"
PL70B,Paediatric Other Renal Diseases with CC Score 2-3,"1,090",.,.,.,.,.,.,.,.,.,.,.,744,.,.,.,.,.,"1,835"
PL70C,Paediatric Other Renal Diseases with CC Score 1,.,.,.,325,.,.,.,.,.,.,.,.,"1,454",.,.,.,.,.,"1,779"
PL70D,Paediatric Other Renal Diseases with CC Score 0,"1,441",.,.,813,583,.,.,.,.,.,.,.,"2,130",.,.,.,333,.,"5,300"
PM44Z,Paediatric Neoplasm Diagnoses with length of stay 0 days,323,.,.,752,.,275,.,.,.,.,.,.,"102,815",472,.,.,"1,023",.,"105,659"
PN48A,Paediatric Blood Cell Disorders with CC Score 5+,.,.,.,.,.,.,.,.,.,.,.,.,827,472,.,.,.,.,"1,299"
PN48B,Paediatric Blood Cell Disorders with CC Score 1-4,.,.,.,.,.,.,.,.,.,"1,104",.,.,"6,930",472,.,.,.,.,"8,506"
PN48C,Paediatric Blood Cell Disorders with CC Score 0,.,220,.,491,314,.,.,.,.,.,.,.,"6,884","2,360",.,.,696,.,"10,965"
PN49A,Paediatric Coagulation Disorders with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,.,"26,221",.,.,.,.,.,"26,221"
PN49B,Paediatric Coagulation Disorders with CC Score 0,"1,936",.,.,"1,453",.,.,.,.,.,.,.,.,"29,128",472,.,.,.,.,"32,989"
PP64A,Paediatric Non-Surgical Ophthalmology with CC Score 1+,.,.,.,.,.,809,.,.,.,.,.,.,511,.,.,.,.,.,"1,320"
PP64B,Paediatric Non-Surgical Ophthalmology with CC Score 0,.,.,.,.,.,.,.,.,180,.,.,.,"2,794",472,.,.,333,.,"3,779"
PR01A,Paediatric Nervous System Disorders with CC Score 8+,.,.,.,.,.,.,.,.,275,.,.,.,.,.,.,.,.,.,275
PR01B,Paediatric Nervous System Disorders with CC Score 5-7,.,.,.,.,.,.,.,.,"4,026",.,.,.,.,.,.,.,.,.,"4,026"
PR01C,Paediatric Nervous System Disorders with CC Score 2-4,430,.,.,.,.,.,.,.,"16,817",.,.,.,"4,562","3,304",.,.,333,.,"25,445"
PR01D,Paediatric Nervous System Disorders with CC Score 1,821,.,.,464,.,.,.,.,"19,776",.,.,.,"5,171","1,416",.,.,.,.,"27,646"
PR01E,Paediatric Nervous System Disorders with CC Score 0,"8,279",.,.,.,.,.,.,.,"24,706",.,.,.,"5,830","2,832",.,.,"1,294",.,"42,940"
PR02C,Paediatric Epilepsy Syndrome with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,472,.,.,.,.,472
PR03A,Paediatric Febrile Convulsions with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,.,723,.,.,.,.,.,723
PR03B,Paediatric Febrile Convulsions with CC Score 1-3,.,.,.,.,.,.,.,.,.,.,.,.,"1,243",472,.,.,599,.,"2,314"
PR03C,Paediatric Febrile Convulsions with CC Score 0,507,.,.,.,.,.,.,.,.,.,.,.,"1,446",472,.,.,.,.,"2,424"
PR04B,"Paediatric Headaches or Migraines, with CC Score 1-3",661,.,.,.,.,.,.,.,.,.,.,.,"3,444",472,.,.,.,.,"4,576"
PR04C,"Paediatric Headaches or Migraines, with CC Score 0",.,.,.,.,.,"6,605",.,.,.,.,.,.,"1,117","1,416",.,.,.,.,"9,138"
PR05A,Paediatric Developmental Disorders with CC Score 2+,.,.,.,.,.,.,.,.,275,.,.,.,.,.,.,.,.,.,275
PR05B,Paediatric Developmental Disorders with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,.,.,472,.,.,.,.,472
PR07A,Paediatric Non-Intracranial Head Injury with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,.,511,.,.,.,.,.,511
PR07B,Paediatric Non-Intracranial Head Injury with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,276,.,.,.,.,.,276
PT52A,Paediatric Behavioural Disorders with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,665,.,665
PT52B,Paediatric Behavioural Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,472,.,.,"1,331",.,"1,803"
PT53B,Paediatric Eating Disorders with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,472,.,.,.,.,472
PV08B,"Paediatric Intermediate Injury without Intracranial Injury, with CC Score 0",410,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,410
PV31B,"Paediatric Major Injury without Intracranial Injury, with CC Score 0",.,.,.,.,.,.,.,.,275,.,.,.,.,.,.,.,.,.,275
PV32B,"Paediatric Minor Injury without Intracranial Injury, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,"1,063",.,.,.,.,.,"1,063"
PV32C,"Paediatric Minor Injury without Intracranial Injury, with CC Score 0",205,.,.,.,.,.,.,.,.,.,.,.,311,472,.,.,434,.,"1,423"
PW16C,Paediatric Major Infections with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,.,"9,251",.,.,.,.,.,"9,251"
PW16D,Paediatric Major Infections with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,.,722,.,.,.,.,.,722
PW16E,Paediatric Major Infections with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,722,.,.,.,.,.,722
PW17A,Paediatric Intermediate Infections with CC Score 6+,.,.,.,.,.,.,.,.,.,.,.,.,744,.,.,.,.,.,744
PW17B,Paediatric Intermediate Infections with CC Score 3-5,859,.,.,.,.,.,.,.,.,.,.,.,511,.,.,.,.,.,"1,370"
PW17C,Paediatric Intermediate Infections with CC Score 1-2,859,.,.,.,.,.,.,.,.,.,.,.,"2,165","1,416",.,.,.,.,"4,440"
PW17D,Paediatric Intermediate Infections with CC Score 0,"2,163",331,.,.,.,275,.,.,.,.,.,.,.,"6,135",.,.,.,.,"8,903"
PW18C,Paediatric Minor Infections with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,944,.,.,.,.,944
PW19B,Paediatric Viral Infections with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,416",.,.,.,.,"1,416"
PW19C,Paediatric Viral Infections with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,663",.,.,.,.,"5,663"
PW20B,Paediatric Fever Unspecified with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,.,"1,932",.,.,.,.,.,"1,932"
PW20C,Paediatric Fever Unspecified with CC Score 0,661,.,.,.,.,.,.,.,.,.,.,.,.,944,.,.,.,.,"1,605"
PX22B,Paediatric Chest Pain with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,411,944,.,.,.,.,"1,354"
PX29A,Paediatric Abdominal Pain with CC Score 3+,.,.,.,.,.,.,293,.,.,.,.,.,.,.,.,.,.,.,293
PX29B,Paediatric Abdominal Pain with CC Score 1-2,430,.,.,.,.,.,.,.,.,.,.,.,552,"1,888",.,.,.,.,"2,869"
PX29C,Paediatric Abdominal Pain with CC Score 0,163,.,.,.,.,.,293,.,.,.,.,.,.,"3,775",.,.,696,.,"4,929"
PX30C,Paediatric Faltering Growth (Failure to Thrive) with CC Score 0,"1,090",.,.,.,.,.,.,.,.,.,.,.,136,"2,360",.,.,998,.,"4,584"
PX50C,"Paediatric Ingestion Poisoning or Allergies, with CC Score 0","5,997",.,.,.,.,809,.,.,.,.,.,.,.,"1,888",.,.,"5,323",.,"14,017"
PX55Z,Paediatric Respite Care,"28,787",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"28,787"
PX56A,"Paediatric Admission for Unexplained Symptoms, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,511,"2,832",.,.,.,.,"3,342"
PX56B,"Paediatric Admission for Unexplained Symptoms, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"1,103","2,360",.,.,333,.,"3,796"
PX57A,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,.,"2,454",.,.,.,333,.,"2,786"
PX57B,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3","4,813",.,.,.,.,.,376,.,"1,923",.,.,.,"15,575","3,775",.,.,"6,321",.,"32,782"
PX57C,"Paediatric Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0","42,603",.,.,"1,184",.,"13,840","1,127",.,.,.,.,.,"22,174","16,518",.,.,"55,450",.,"152,895"
PX59A,Paediatric Major Congenital Conditions with CC Score 6+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,333,.,333
PX59B,Paediatric Major Congenital Conditions with CC Score 3-5,.,.,.,.,.,.,.,.,"1,099",.,.,.,.,.,.,.,333,.,"1,431"
PX59C,Paediatric Major Congenital Conditions with CC Score 1-2,.,.,.,.,.,.,.,.,824,.,.,.,"3,034",.,.,.,"1,663",.,"5,522"
PX59D,Paediatric Major Congenital Conditions with CC Score 0,.,.,.,.,.,.,.,.,"2,855",.,.,.,"11,815",472,.,.,333,.,"15,475"
PX60A,Paediatric Other Congenital Conditions with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,.,137,.,.,.,.,.,137
PX60B,Paediatric Other Congenital Conditions with CC Score 1-2,.,.,.,.,.,.,.,.,"1,657",.,.,.,311,472,.,.,.,.,"2,440"
PX60C,Paediatric Other Congenital Conditions with CC Score 0,"2,643",.,.,.,.,.,.,.,275,.,.,.,"2,622",472,.,.,"1,256",.,"7,268"
SA01K,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 0-1",.,220,.,"5,247",.,.,.,.,.,.,.,.,.,.,.,.,"3,068",.,"8,534"
SA02H,Coagulation Defect with CC Score 2-4,.,.,.,732,.,.,.,.,.,.,.,.,.,.,.,.,.,.,732
SA02J,Coagulation Defect with CC Score 0-1,"5,486",.,.,"14,580",.,.,.,.,.,.,.,.,"1,043",.,.,.,.,.,"21,110"
SA03G,Haemolytic Anaemia with CC Score 3+,.,893,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,893
SA03H,Haemolytic Anaemia with CC Score 0-2,.,"1,980",.,"2,446",.,.,751,.,.,.,.,.,.,.,.,.,"2,045",.,"7,222"
SA04G,Iron Deficiency Anaemia with CC Score 14+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,860,.,860
SA04H,Iron Deficiency Anaemia with CC Score 10-13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,689",.,"1,689"
SA04J,Iron Deficiency Anaemia with CC Score 6-9,.,.,.,.,.,.,.,.,.,"1,104",.,.,.,.,.,.,"5,158",.,"6,263"
SA04K,Iron Deficiency Anaemia with CC Score 2-5,.,"1,760",.,"2,284",.,"5,403","7,651",.,.,"6,051",.,.,148,106,"3,231","1,024","22,174","2,379","52,211"
SA04L,Iron Deficiency Anaemia with CC Score 0-1,"27,479","6,246",.,"11,708",627,"22,725","15,978",.,.,"17,609",.,.,"2,488",.,.,"1,861","74,635","1,126","182,481"
SA05J,Megaloblastic Anaemia with CC Score 0-3,"1,656",220,.,.,314,.,.,.,.,.,.,.,136,.,.,.,696,.,"3,022"
SA06H,Myelodysplastic Syndrome with CC Score 5-7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,045",.,"2,045"
SA06J,Myelodysplastic Syndrome with CC Score 2-4,.,.,.,"13,964",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"13,964"
SA06K,Myelodysplastic Syndrome with CC Score 0-1,"10,327","16,717",.,"27,991",.,"23,598",.,.,.,.,.,.,.,.,.,.,"6,646",.,"85,280"
SA07H,Myeloproliferative Disorder with CC Score 4-6,.,"1,980",.,491,.,958,.,.,.,.,.,.,.,.,.,.,"2,556",.,"5,985"
SA07J,Myeloproliferative Disorder with CC Score 0-3,"17,428","18,257",.,"18,049","14,738","144,605",688,.,.,.,.,.,.,.,.,.,"57,943",205,"271,912"
SA08H,"Other Haematological or Splenic Disorders, with CC Score 3-5",.,.,.,188,314,.,.,.,.,.,.,.,.,.,.,.,.,.,502
SA08J,"Other Haematological or Splenic Disorders, with CC Score 0-2",981,880,.,"3,229",.,404,.,.,.,.,.,.,.,.,.,.,.,.,"5,493"
SA09H,Other Red Blood Cell Disorders with CC Score 10-13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,721",.,"1,721"
SA09J,Other Red Blood Cell Disorders with CC Score 6-9,.,.,.,251,.,"1,915",.,.,.,.,.,.,.,.,.,.,"2,556",280,"5,002"
SA09K,Other Red Blood Cell Disorders with CC Score 2-5,335,.,.,"1,777",.,.,"2,769",.,.,863,.,.,"4,791",.,"1,117",.,"9,734","1,898","23,285"
SA09L,Other Red Blood Cell Disorders with CC Score 0-1,"8,317","2,669",.,"5,744",314,"17,347","6,446",.,871,"4,713",.,.,"1,956",.,972,.,"92,694",500,"142,543"
SA11Z,Thalassaemia,.,.,.,.,.,958,.,.,.,.,.,.,.,.,.,.,.,.,958
SA12H,Thrombocytopenia with CC Score 5-7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,579",.,"3,579"
SA12J,Thrombocytopenia with CC Score 2-4,.,880,.,837,.,.,.,.,.,.,.,.,.,.,.,.,"14,071",.,"15,788"
SA12K,Thrombocytopenia with CC Score 0-1,"18,073","16,717",.,"16,922",941,"35,433",.,.,.,.,.,.,.,.,.,.,"16,116",.,"104,201"
SA13A,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 19 years and over","124,756","35,872",.,"1,535,478",605,"685,868","121,307",.,.,"6,603",532,.,"891,521",.,.,.,"235,164",.,"3,637,706"
SA13B,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 18 years and under","1,291",.,.,"22,136",.,.,.,.,.,"1,157",.,.,"102,288",.,.,.,"1,023",.,"127,894"
SA14Z,"Plasma Exchanges, 2 to 9",.,.,.,251,.,.,.,.,.,.,.,.,.,.,.,.,.,.,251
SA17G,"Malignant Disorders of Lymphatic or Haematological Systems, with CC Score 3+",.,220,.,"2,400",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,620"
SA17H,"Malignant Disorders of Lymphatic or Haematological Systems, with CC Score 0-2",.,"4,039",.,"8,556",314,"2,873",.,.,.,.,.,.,136,.,.,.,.,.,"15,917"
SA24H,Acute Lymphoblastic Leukaemia with CC Score 2-4,.,.,.,251,.,.,.,.,.,.,.,.,.,.,.,.,.,.,251
SA24J,Acute Lymphoblastic Leukaemia with CC Score 0-1,.,.,.,"2,216",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,216"
SA25L,Acute Myeloid Leukaemia with CC Score 2-3,.,220,.,797,.,.,.,.,.,.,.,.,.,.,.,.,511,.,"1,528"
SA25M,Acute Myeloid Leukaemia with CC Score 0-1,645,440,.,"3,438",.,.,.,.,.,.,.,.,.,.,.,.,"1,023",.,"5,546"
SA30C,Plasma Cell Disorders with CC Score 5-7,.,.,.,491,.,958,.,.,.,.,.,.,.,.,.,.,"6,646",.,"8,095"
SA30D,Plasma Cell Disorders with CC Score 2-4,.,"2,640",.,"4,469",.,"4,788",.,.,.,.,.,.,.,.,.,.,"57,261",.,"69,158"
SA30E,Plasma Cell Disorders with CC Score 0-1,"69,710","7,259",.,"146,345","10,661","93,850",.,.,.,.,.,.,.,.,.,.,"108,899",.,"436,723"
SA31B,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 10-14",.,.,.,.,.,"6,704",.,.,.,.,.,.,.,.,.,.,.,.,"6,704"
SA31C,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 6-9",.,.,.,251,.,.,.,.,.,.,.,.,.,.,.,.,.,.,251
SA31D,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 4-5",.,220,.,251,.,958,.,.,.,.,.,.,.,.,.,.,511,.,"1,940"
SA31E,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 2-3",.,660,.,812,.,"15,322",751,.,.,.,.,.,.,.,.,.,"3,579",.,"21,124"
SA31F,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 0-1","8,714","5,719",.,"18,480",.,"84,185",.,.,.,.,.,.,511,.,.,.,"10,225",.,"127,833"
SA32C,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 3-4",.,220,.,240,.,.,.,.,.,.,.,.,.,.,.,.,"4,601",.,"5,062"
SA32D,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 0-2","19,364","3,519",.,"13,491",.,"42,137",.,.,.,.,.,.,.,.,.,.,"24,029",.,"102,540"
SA33Z,Diagnostic Bone Marrow Extraction,323,"20,676",.,"118,343","5,017","88,104",751,.,.,.,.,.,"11,907",.,.,.,"3,409",.,"248,530"
SA34Z,Peripheral Blood Stem Cell Harvest,.,.,.,"33,236",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"33,236"
SA35C,Agranulocytosis with CC Score 5-8,.,.,.,.,.,"2,350",.,.,.,.,.,.,.,.,.,.,.,.,"2,350"
SA35D,Agranulocytosis with CC Score 2-4,.,.,.,143,.,.,.,.,.,.,.,.,.,.,.,.,511,.,654
SA35E,Agranulocytosis with CC Score 0-1,"2,905",440,.,.,.,"2,350",376,.,.,.,.,.,.,.,.,.,"2,556",.,"8,627"
UZ01Z,Data Invalid for Grouping,"53,439","5,984","1,459","246,341","4,917","36,284","4,016",.,"22,146",.,"177,113",.,"138,480","6,218","34,072","2,890","2,769",.,"736,127"
VA10D,"Multiple Trauma with Diagnosis Score >=51, with No Interventions",.,.,.,.,.,.,376,.,.,.,.,.,.,.,.,.,.,.,376
VA11C,"Multiple Trauma with Diagnosis Score 33-50, with Intervention Score 1-8",.,.,.,.,.,.,.,.,697,.,.,.,.,.,.,.,.,.,697
WA02Z,Disorders of Immunity without HIV or AIDS,"24,034","1,320",.,502,.,.,.,.,.,.,.,.,"17,873",.,.,.,.,.,"43,728"
WA03B,Septicaemia with CC Score 2-3,.,.,.,116,.,"2,350",.,.,.,.,.,.,.,.,.,.,.,.,"2,466"
WA03C,Septicaemia with CC Score 0-1,.,"3,308",.,"1,703",.,"7,051",.,.,.,.,.,.,.,.,.,.,636,.,"12,699"
WA04Z,Acute Febrile Illness with length of stay 4 days or less,.,466,.,"2,514",.,"2,350",.,.,.,.,.,.,.,.,.,.,511,.,"5,842"
WA06A,Other Viral Illness with CC Score 2+,.,.,.,.,.,244,.,.,.,.,.,.,.,.,.,.,.,.,244
WA06C,Other Viral Illness with CC Score 0,.,.,.,"1,035",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,035"
WA08Z,Malaria,.,.,.,.,.,.,376,.,.,.,.,.,.,.,.,.,.,.,376
WA09C,Other Non-Viral Infections with CC Score 0,.,220,.,.,.,244,.,.,.,.,.,.,.,.,.,.,.,.,463
WA11C,"Poisoning, Toxic, Environmental or Unspecified Effects, with CC Score 0-1",.,.,.,163,.,"1,009",376,.,.,.,.,.,.,.,.,.,"8,394",.,"9,941"
WA12C,"Complications of Procedures, with CC Score 1",.,.,.,"4,208",.,.,.,.,.,.,171,.,.,.,.,.,820,.,"5,199"
WA12D,"Complications of Procedures, with CC Score 0",163,388,.,"4,493",291,.,.,.,697,.,.,.,.,.,.,.,636,.,"6,668"
WA14A,Procedure Not Carried Out for Medical or Patient Reasons,"55,524","149,408","17,510","112,736","19,164","58,213","17,716","13,328","11,167","37,045","33,273","8,856","54,847","8,716","121,123","32,818","218,674","21,132","991,249"
WA14B,Procedure Not Carried Out for Other or Unspecified Reasons,"89,064","54,673","49,611","70,490","62,844","209,904","25,369","14,987","23,432","62,095","43,984","3,380","151,404","25,739","80,625","36,273","258,848","12,862","1,275,584"
WA17C,Neoplasm Related Admission with CC Score 1,.,.,.,.,.,"2,210",.,.,.,.,.,.,.,.,.,.,.,.,"2,210"
WA17D,Neoplasm Related Admission with CC Score 0,"1,243",466,.,"7,402","1,705","3,133","2,410",.,.,.,.,.,804,104,"1,117",.,"6,322",.,"24,706"
WA18E,"Admission for Unexplained Symptoms without Interventions, with CC Score 1-2",.,240,.,.,.,.,.,.,.,.,.,.,.,530,.,.,885,.,"1,655"
WA18F,"Admission for Unexplained Symptoms without Interventions, with CC Score 0",.,309,.,758,822,458,"3,380",.,.,.,.,.,.,"2,876",.,.,"1,598",.,"10,202"
WA19Z,Abnormal Findings without Diagnosis,.,.,.,"1,507","1,147","1,572","3,959",.,.,.,.,.,.,.,"1,713",.,"8,652",.,"18,549"
WA20Z,"Examination, Follow-Up or Special Screening","3,067","8,406",365,"18,779","1,496","5,932","24,079",.,.,"5,233",.,.,"35,451",106,"7,967","5,075","96,251","3,716","215,923"
