HRG,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Mid Ulster,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Northern Ireland Average
LB37E,Miscellaneous Urinary Tract Findings with CC Score 0-1,443,.,621,591,.,"1,013",.,.,.,.,265,.,346,.,.,.,730,533
LB38F,"Unspecified Haematuria without Interventions, with CC Score 8+",438,395,675,573,327,.,.,.,.,.,.,.,.,.,550,.,426,469
LB38G,"Unspecified Haematuria without Interventions, with CC Score 4-7",467,407,622,594,.,.,.,.,.,.,.,.,.,.,599,.,367,509
LB38H,"Unspecified Haematuria without Interventions, with CC Score 0-3",475,433,594,570,575,386,.,.,376,.,310,.,432,.,647,.,404,487
LB40E,"Urinary Tract Stone Disease without Interventions, with CC Score 6+",511,.,404,.,.,.,.,.,.,.,.,.,.,.,647,.,385,477
LB40F,"Urinary Tract Stone Disease without Interventions, with CC Score 3-5",484,425,615,615,389,395,.,.,.,.,525,.,399,.,.,.,379,468
LB40G,"Urinary Tract Stone Disease without Interventions, with CC Score 0-2",496,454,641,603,512,395,.,.,376,.,275,.,316,.,644,.,417,467
LB42A,"Dynamic Studies of Urinary Tract, 19 years and over",.,.,.,.,939,.,.,.,.,.,.,.,.,.,.,.,.,939
LB43Z,Treatment of Erectile Dysfunction,.,.,792,.,.,.,.,.,.,.,.,.,.,.,.,.,.,792
LB47Z,Major Open Penis Procedures,.,.,"2,991",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,991"
LB52A,"Major Open, Scrotum, Testis or Vas Deferens Procedures, with CC Score 2+",.,452,.,.,"2,908",.,.,.,.,.,.,.,"4,172",.,.,.,"1,332","2,216"
LB52B,"Major Open, Scrotum, Testis or Vas Deferens Procedures, with CC Score 0-1","1,424",452,"2,169",.,"2,065",.,.,.,.,.,.,.,.,.,"3,299",.,839,"1,505"
LB53B,"Intermediate Open, Scrotum, Testis or Vas Deferens Procedures, 18 years and under","2,739","1,085","2,641",.,"2,065",.,.,.,.,.,.,.,"2,398",.,.,.,"1,294","2,096"
LB53C,"Intermediate Open, Scrotum, Testis or Vas Deferens Procedures, 19 years and over, with CC Score 1+",.,.,"2,580",.,.,.,.,.,.,.,.,.,"2,057",.,.,.,.,"2,319"
LB53D,"Intermediate Open, Scrotum, Testis or Vas Deferens Procedures, 19 years and over, with CC Score 0",.,.,"2,319","1,076","2,126",.,.,.,.,.,.,.,.,.,.,.,"1,332","1,915"
LB54A,"Minor, Scrotum, Testis or Vas Deferens Procedures, 19 years and over","1,788","1,208","2,138","1,182","1,594","1,519",.,.,.,.,"1,721",.,961,.,"2,673",.,"1,059","1,628"
LB54C,"Minor, Scrotum, Testis or Vas Deferens Procedures, between 2 and 18 years","1,480","1,306","2,154","1,008","1,882","1,738",.,.,.,.,"1,989",.,"2,193",.,"2,829",.,"1,058","1,836"
LB54D,"Minor, Scrotum, Testis or Vas Deferens Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,"2,389",.,.,.,.,"2,389"
LB55A,"Minor or Intermediate, Urethra Procedures, 19 years and over","2,169",.,.,"1,150","1,102",.,.,.,.,360,.,.,.,.,.,.,764,"1,116"
LB55B,"Minor or Intermediate, Urethra Procedures, 18 years and under",.,.,.,.,"1,644",.,.,.,.,.,.,.,.,.,.,.,.,"1,644"
LB56A,"Minor Penis Procedures, 19 years and over","1,211","1,201","2,025",.,"1,965",745,.,.,.,.,.,.,.,.,.,.,873,"1,390"
LB56C,"Minor Penis Procedures, between 2 and 18 years",.,.,"1,254",969,744,.,.,.,.,.,.,.,"2,063",.,"1,973",.,"1,248","1,495"
LB57D,Urethral Disorders without Interventions,438,411,.,573,.,395,.,.,.,.,.,.,386,.,.,.,385,430
LB58D,Penile Disorders without Interventions,480,.,675,573,894,.,.,.,.,.,.,.,386,.,.,.,385,588
LB60C,"Complex, Open or Laparoscopic, Kidney or Ureter Procedures, with CC Score 7+",.,.,"1,251",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,251"
LB60E,"Complex, Open or Laparoscopic, Kidney or Ureter Procedures, with CC Score 2-3",.,.,"1,591",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,591"
LB61F,"Major, Open or Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 2-3",.,.,"1,591",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,591"
LB61G,"Major, Open or Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 0-1",.,.,"1,591",.,"1,423",.,.,.,.,.,.,.,.,.,.,.,.,"1,507"
LB64C,"Complex Endoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 5+",.,.,.,.,"3,711",.,.,.,.,.,.,.,.,.,.,.,.,"3,711"
LB64E,"Complex Endoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 0-1",.,.,"3,551",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,551"
LB65C,"Major Endoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 5+",.,.,"1,645","1,365",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,505"
LB65D,"Major Endoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 3-4",.,.,"1,525","1,479",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,494"
LB65E,"Major Endoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 0-2","2,233",.,"2,731",699,"1,546",.,.,.,.,.,.,.,.,.,.,.,.,"1,497"
LB68B,Complex Endoscopic Bladder Procedures with CC Score 0-2,.,.,"2,210",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,210"
LB72A,"Diagnostic Flexible Cystoscopy, 19 years and over","1,023",775,"1,292","1,013","1,072",963,.,.,583,.,.,.,.,.,.,.,688,"1,051"
LB72B,"Diagnostic Flexible Cystoscopy, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"2,389",.,.,.,.,"2,389"
MA04D,Intermediate Open Lower Genital Tract Procedures with CC Score 0-2,"1,664",.,"2,059","1,297","1,707",.,.,.,.,.,.,.,.,.,"1,840",.,"1,165","1,700"
MA06C,"Major, Open or Laparoscopic, Upper or Lower Genital Tract Procedures for Malignancy, with CC Score 0-1",.,.,"3,237",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,625","2,431"
MA07F,Major Open Upper Genital Tract Procedures with CC Score 3-4,.,.,.,.,939,.,.,.,.,.,.,.,.,.,.,.,"1,907","1,423"
MA07G,Major Open Upper Genital Tract Procedures with CC Score 0-2,"2,370",775,"2,516","1,431","2,359","4,281",.,.,.,.,.,.,"1,067",.,"2,365",.,"1,301","2,073"
MA08B,"Major, Laparoscopic or Endoscopic, Upper Genital Tract Procedures, with CC Score 0-1","2,381",775,"3,329",794,"2,081","2,791",.,.,.,.,.,.,.,.,"2,365",.,"1,399","2,334"
MA09Z,"Intermediate, Laparoscopic or Endoscopic, Upper Genital Tract Procedures","2,169",.,"3,044",.,.,"2,057",.,.,.,.,.,.,.,.,.,.,.,"2,671"
MA10Z,"Minor, Laparoscopic or Endoscopic, Upper Genital Tract Procedures","2,214","1,667","2,587",.,"2,040","2,198",.,.,.,.,.,.,.,.,.,.,"1,453","2,229"
MA11Z,Intermediate Open Upper Genital Tract Procedures,.,.,.,.,.,.,.,.,.,.,.,.,"2,650",.,.,.,.,"2,650"
MA12Z,Resection or Ablation Procedures for Intra-Uterine Lesions,.,"1,359",.,.,"1,401",.,.,.,.,.,.,.,.,.,"2,250",.,.,"1,670"
MA17C,"Dilation and Evacuation, less than 14 weeks gestation","1,127",775,.,794,"1,346","1,169",.,.,.,.,.,.,"1,214",.,"1,417",.,923,"1,276"
MA17D,"Dilation and Evacuation, 14 to 20 weeks gestation","1,127",.,.,794,"1,477",.,.,.,.,.,.,.,"1,214",.,"1,451",.,.,"1,337"
MA18C,"Medical Termination of Pregnancy, less than 14 weeks gestation","1,127",.,.,794,"1,247","1,775",.,.,.,.,.,.,515,.,"1,239",.,674,"1,114"
MA18D,"Medical Termination of Pregnancy, 14 to 20 weeks gestation","1,120",.,.,.,"1,247","1,775",.,.,.,.,.,.,515,.,"1,350",.,732,857
MA19A,"Vacuum Aspiration with Cannula, less than 14 weeks gestation","1,210",802,.,"1,319","1,392","1,271",.,.,.,.,.,.,951,.,.,.,"1,002","1,045"
MA19B,"Vacuum Aspiration with Cannula, 14 to 20 weeks gestation","1,216",775,.,.,.,.,.,.,.,.,.,.,"1,214",.,.,.,999,"1,024"
MA20Z,"Medical or Surgical Termination of Pregnancy, over 20 weeks gestation","1,106",775,.,.,939,"1,013",.,.,.,.,.,.,515,.,.,.,878,821
MA22Z,Minor Lower Genital Tract Procedures,"1,216","1,322","1,487","1,361","1,246","1,648",.,.,.,.,.,.,536,.,"1,802",.,"1,079","1,343"
MA23Z,Minimal Lower Genital Tract Procedures,"1,799","1,102","1,378",946,"1,261","1,312",.,.,.,.,.,.,524,.,"1,677",.,"1,042","1,254"
MA24Z,Minor Upper Genital Tract Procedures,"1,127","1,293","1,219","1,286","1,321","1,195",.,.,.,.,.,.,533,.,.,.,923,"1,200"
MA25Z,Minimal Upper Genital Tract Procedures,"1,083",775,507,.,"1,096",.,.,.,.,.,.,.,.,.,.,.,847,926
MA29Z,Major Female Pelvic Peritoneum Adhesion Procedures,.,.,"5,618",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,618"
MA30Z,Intermediate Female Pelvic Peritoneum Adhesion Procedures,"2,739",.,"1,772",.,.,"2,819",.,.,.,.,.,.,.,.,.,.,.,"2,443"
MA31Z,Diagnostic Hysteroscopy,.,775,.,"1,023",.,"2,113",.,.,.,.,.,.,.,.,.,.,.,"1,234"
MA32Z,Diagnostic Hysteroscopy with Biopsy,"1,306","1,251","1,382",.,.,"1,633",.,.,.,.,.,.,.,.,"1,802",.,847,"1,355"
MA33Z,Diagnostic Hysteroscopy with Biopsy and Implantation of Intrauterine Device,.,"1,421",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,421"
MA35Z,Implantation of Intrauterine Device,.,.,.,.,"1,228",.,.,.,.,.,.,.,.,.,.,.,.,"1,228"
MA36Z,Transvaginal Ultrasound,927,760,.,808,727,391,.,.,.,.,.,.,508,.,.,.,829,741
MA37Z,Transvaginal Ultrasound with Biopsy,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,799,799
MA38Z,Diagnostic Colposcopy,.,.,.,.,"1,381",.,.,.,.,.,.,.,.,.,.,.,.,"1,381"
MB05G,"Malignant Gynaecological Disorders without Interventions, with CC Score 10+",.,.,.,.,438,.,.,.,.,.,.,.,.,.,.,.,.,438
MB05H,"Malignant Gynaecological Disorders without Interventions, with CC Score 7-9",438,.,404,.,.,395,.,.,376,.,.,.,388,.,502,.,367,397
MB05J,"Malignant Gynaecological Disorders without Interventions, with CC Score 4-6",589,544,597,.,.,.,.,.,.,.,.,.,387,.,.,.,367,543
MB05K,"Malignant Gynaecological Disorders without Interventions, with CC Score 2-3",.,.,592,.,730,.,.,.,376,.,387,.,.,.,.,.,367,517
MB05L,"Malignant Gynaecological Disorders without Interventions, with CC Score 0-1",438,429,682,.,.,.,.,.,376,.,.,.,386,.,502,.,455,594
MB08B,"Threatened or Spontaneous Miscarriage, without Interventions",724,776,569,820,760,386,.,.,.,.,.,.,479,.,676,.,596,619
MB09C,"Non-Malignant Gynaecological Disorders with Interventions, with CC Score 0-2","1,598",.,.,.,.,"1,775",.,.,.,.,.,.,.,.,.,.,.,"1,686"
MB09D,"Non-Malignant Gynaecological Disorders without Interventions, with CC Score 6+",589,.,.,794,327,.,.,.,.,.,.,.,387,.,.,.,.,481
MB09E,"Non-Malignant Gynaecological Disorders without Interventions, with CC Score 3-5",476,544,569,573,327,363,.,.,.,.,334,.,440,.,676,.,.,476
MB09F,"Non-Malignant Gynaecological Disorders without Interventions, with CC Score 0-2",553,639,542,711,578,406,.,.,.,.,453,.,387,.,667,.,524,533
NZ16Z,Ante-Natal Routine Observation,"1,028",955,.,"1,128",939,"1,013","1,477",.,"1,417",.,.,.,479,.,.,.,725,873
NZ17A,"Ante-Natal False Labour, including Premature Rupture of Membranes, with CC Score 2+",.,955,.,"1,128",939,688,.,.,.,.,.,.,479,.,.,.,730,925
NZ17B,"Ante-Natal False Labour, including Premature Rupture of Membranes, with CC Score 0-1","1,028",944,569,"1,123",938,"1,003","1,477",.,"1,417",.,"3,170",.,479,.,803,.,730,940
NZ18A,Ante-Natal Complex Disorders with CC Score 2+,589,689,.,.,"1,048","1,206",.,.,.,.,.,.,479,.,.,.,547,635
NZ18B,Ante-Natal Complex Disorders with CC Score 0-1,670,747,.,"1,015",991,925,.,.,.,.,"3,646",.,467,.,823,.,592,737
NZ19A,Ante-Natal Major Disorders with CC Score 2+,"1,028",885,.,"1,036","1,023","1,066",.,.,.,.,.,.,479,.,.,.,709,852
NZ19B,Ante-Natal Major Disorders with CC Score 0-1,921,910,.,"1,064","1,005","1,147","1,477",.,"1,417",.,"2,756",.,479,.,788,.,695,856
NZ20A,Ante-Natal Other Disorders with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,.,479,.,823,.,730,779
NZ20B,Ante-Natal Other Disorders with CC Score 0-1,"1,028",955,.,"1,128","1,048","1,206",.,.,"1,417",.,"3,646",.,492,.,818,.,699,854
NZ24A,"Ante-Natal Therapeutic Procedures, including Induction, with CC Score 2+",.,.,.,.,.,.,.,.,"1,437",.,.,.,.,.,.,.,.,"1,437"
NZ24B,"Ante-Natal Therapeutic Procedures, including Induction, with CC Score 0-1","1,262",955,.,794,988,"1,013","1,515",.,"1,437",.,.,.,806,.,"1,350",.,"1,329","1,075"
NZ25Z,Labour without Specified Delivery,"1,028",955,.,"1,080",939,"1,013","1,477",.,"1,417",.,.,.,479,.,823,.,730,"1,022"
NZ26A,Post-Natal Disorders with CC Score 2+,"1,028",955,.,.,"1,048",.,.,.,.,.,.,.,481,.,.,.,.,750
NZ26B,Post-Natal Disorders with CC Score 0-1,955,892,404,"1,029","1,017","1,206",.,.,.,.,"3,646",.,493,.,779,.,701,850
NZ27Z,Post-Natal Therapeutic Procedures,"1,161","2,735",.,961,"1,063","1,130","1,708",.,.,.,.,.,874,.,"1,849",.,"1,158","1,344"
NZ30A,Normal Delivery with CC Score 2+,"1,028",955,.,"1,128",939,"1,013",.,.,"2,838",.,"3,727",.,"1,750",.,"3,392",.,"1,475","1,591"
NZ30B,Normal Delivery with CC Score 1,"1,028",955,.,"1,128",938,"1,013","4,253",.,"2,838",.,"3,747",.,"1,693",.,"3,392",.,"1,475","1,500"
NZ30C,Normal Delivery with CC Score 0,"1,029",955,.,"1,128",939,"1,013","4,253",.,"2,838",.,"3,748",.,"1,636",.,"3,392",.,"1,475","1,576"
NZ31A,"Normal Delivery with Epidural or Induction, with CC Score 2+","1,028",955,.,"1,128","1,048","1,206",.,.,.,.,.,.,"1,950",.,"3,392",.,"1,475","1,482"
NZ31B,"Normal Delivery with Epidural or Induction, with CC Score 1","1,028",955,.,"1,128","1,048","1,206",.,.,"2,838",.,"3,701",.,"1,885",.,"3,392",.,"1,475","1,407"
NZ31C,"Normal Delivery with Epidural or Induction, with CC Score 0","1,028",955,.,"1,128","1,048","1,206","4,253",.,"2,838",.,"3,747",.,"1,817",.,"3,392",.,"1,475","1,389"
NZ32A,"Normal Delivery with Epidural and Induction, or with Post-Partum Surgical Intervention, with CC Score 2+","1,028",955,.,.,"1,048","1,206",.,.,.,.,.,.,"1,879",.,"3,392",.,"1,475","1,424"
NZ32B,"Normal Delivery with Epidural and Induction, or with Post-Partum Surgical Intervention, with CC Score 1","1,028",955,.,"1,128","1,048","1,206",.,.,.,.,.,.,"1,816",.,"3,392",.,"1,475","1,325"
NZ32C,"Normal Delivery with Epidural and Induction, or with Post-Partum Surgical Intervention, with CC Score 0","1,028",955,.,"1,128","1,048","1,206",.,.,.,.,.,.,"1,752",.,"3,392",.,"1,475","1,380"
NZ33A,"Normal Delivery with Epidural or Induction, and with Post-Partum Surgical Intervention, with CC Score 2+","1,028",955,.,"1,128","1,048",.,.,.,.,.,.,.,"1,874",.,.,.,"1,475","1,197"
NZ33B,"Normal Delivery with Epidural or Induction, and with Post-Partum Surgical Intervention, with CC Score 1","1,028",955,.,"1,128","1,048","1,206",.,.,.,.,.,.,"1,811",.,"3,392",.,"1,475","1,442"
NZ33C,"Normal Delivery with Epidural or Induction, and with Post-Partum Surgical Intervention, with CC Score 0","1,028",955,.,"1,128","1,048","1,206",.,.,.,.,.,.,"1,748",.,.,.,"1,475","1,268"
NZ34A,"Normal Delivery with Epidural, Induction and Post-Partum Surgical Intervention, with CC Score 2+",.,.,.,.,"1,048","1,206",.,.,.,.,.,.,.,.,.,.,"1,475","1,253"
NZ34B,"Normal Delivery with Epidural, Induction and Post-Partum Surgical Intervention, with CC Score 1","1,028",955,.,.,"1,048","1,206",.,.,.,.,.,.,.,.,.,.,"1,475","1,075"
NZ34C,"Normal Delivery with Epidural, Induction and Post-Partum Surgical Intervention, with CC Score 0","1,028",.,.,"1,128","1,048","1,206",.,.,.,.,.,.,"1,748",.,.,.,"1,475","1,292"
NZ40A,Assisted Delivery with CC Score 2+,"1,106",955,.,.,"1,048","1,206",.,.,.,.,.,.,"2,234",.,"3,392",.,"2,330","1,951"
NZ40B,Assisted Delivery with CC Score 1,"1,106",955,.,"1,128","1,048","1,206",.,.,.,.,"3,689",.,"2,146",.,"3,392",.,"2,070","1,773"
NZ40C,Assisted Delivery with CC Score 0,"1,106",955,.,"1,128","1,048","1,206","4,253",.,.,.,"3,748",.,"2,088",.,"3,392",.,"2,122","1,651"
NZ41A,"Assisted Delivery with Epidural or Induction, with CC Score 2+",.,955,.,"1,128","1,048","1,206",.,.,.,.,.,.,"2,565",.,"3,392",.,"2,216","1,762"
NZ41B,"Assisted Delivery with Epidural or Induction, with CC Score 1","1,106",955,.,"1,128","1,048","1,206",.,.,.,.,.,.,"2,460",.,"3,392",.,"2,159","1,564"
NZ41C,"Assisted Delivery with Epidural or Induction, with CC Score 0","1,131",955,.,"1,128","1,048","1,206",.,.,.,.,.,.,"2,361",.,"3,392",.,"2,063","1,529"
NZ42A,"Assisted Delivery with Epidural and Induction, or with Post-Partum Surgical Intervention, with CC Score 2+","1,106",.,.,.,"1,048",.,.,.,.,.,.,.,"2,728",.,"3,392",.,"1,678","1,811"
NZ42B,"Assisted Delivery with Epidural and Induction, or with Post-Partum Surgical Intervention, with CC Score 1","1,106",955,.,"1,128","1,048","1,013",.,.,.,.,.,.,"2,522",.,"3,392",.,"2,259","1,847"
NZ42C,"Assisted Delivery with Epidural and Induction, or with Post-Partum Surgical Intervention, with CC Score 0","1,106",955,.,"1,128","1,048","1,206",.,.,.,.,.,.,"2,400",.,"3,392",.,"2,202","1,572"
NZ43A,"Assisted Delivery with Epidural or Induction, and with Post-Partum Surgical Intervention, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,"2,346",.,.,.,.,"2,346"
NZ43B,"Assisted Delivery with Epidural or Induction, and with Post-Partum Surgical Intervention, with CC Score 1",.,.,.,.,"1,048",.,.,.,.,.,.,.,.,.,.,.,.,"1,048"
NZ43C,"Assisted Delivery with Epidural or Induction, and with Post-Partum Surgical Intervention, with CC Score 0","1,106",955,.,.,"1,048",.,.,.,.,.,.,.,"2,177",.,.,.,"2,330","1,482"
NZ44B,"Assisted Delivery with Epidural, Induction and Post-Partum Surgical Intervention, with CC Score 1","1,106",.,.,.,"1,048",.,.,.,.,.,.,.,.,.,.,.,"2,416","1,746"
NZ44C,"Assisted Delivery with Epidural, Induction and Post-Partum Surgical Intervention, with CC Score 0",.,.,.,"1,128","1,048",.,.,.,.,.,.,.,.,.,.,.,.,"1,074"
NZ50A,Planned Caesarean Section with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,.,"3,321",.,.,.,"1,399","2,360"
NZ50B,Planned Caesarean Section with CC Score 2-3,.,.,.,.,"1,048","1,206",.,.,.,.,.,.,"3,203",.,"2,932",.,"1,399","1,806"
NZ50C,Planned Caesarean Section with CC Score 0-1,"1,340",955,.,.,"1,048","1,206",.,.,.,.,"4,018",.,"3,085",.,"2,932",.,"1,399","1,627"
NZ51A,Emergency Caesarean Section with CC Score 4+,.,.,.,.,"1,048",.,.,.,.,.,.,.,.,.,.,.,"2,657","1,852"
NZ51B,Emergency Caesarean Section with CC Score 2-3,"1,340",955,.,.,"1,048","1,206",.,.,.,.,.,.,"3,313",.,.,.,"2,657","2,072"
NZ51C,Emergency Caesarean Section with CC Score 0-1,.,955,.,"1,128","1,048","1,597",.,.,.,.,.,.,"4,336",.,.,.,"2,657","1,828"
PB01Z,Major Neonatal Diagnoses,.,609,.,720,867,734,.,.,.,.,.,.,845,.,.,.,541,648
PB02Z,Minor Neonatal Diagnoses,.,621,.,736,867,734,.,.,.,.,"3,646",433,800,.,.,.,544,644
PC63A,"Paediatric Head, Neck or Ear Disorders, with CC Score 6+",762,609,.,.,867,734,.,.,.,.,.,.,.,.,.,.,.,762
PC63B,"Paediatric Head, Neck or Ear Disorders, with CC Score 3-5",762,542,.,720,770,734,528,.,.,.,.,433,637,.,"1,000",.,541,690
PC63C,"Paediatric Head, Neck or Ear Disorders, with CC Score 1-2",758,586,712,720,867,717,.,.,.,.,387,433,697,.,922,.,545,698
PC63D,"Paediatric Head, Neck or Ear Disorders, with CC Score 0",761,591,.,714,791,727,.,.,376,.,322,433,587,.,993,.,552,704
PD11A,"Paediatric Acute Upper Respiratory Tract Infection or Common Cold, with CC Score 4+",762,609,.,720,867,734,.,.,.,.,.,433,941,.,"1,000",.,541,741
PD11B,"Paediatric Acute Upper Respiratory Tract Infection or Common Cold, with CC Score 1-3",762,605,.,720,867,734,.,.,.,.,.,433,738,.,"1,000",.,538,709
PD11C,"Paediatric Acute Upper Respiratory Tract Infection or Common Cold, with CC Score 0",760,607,.,720,855,734,.,.,.,.,387,433,746,.,997,.,541,708
PD12A,"Paediatric Asthma or Wheezing, with CC Score 4+",.,.,.,.,867,.,.,.,.,.,.,.,752,.,.,.,367,662
PD12B,"Paediatric Asthma or Wheezing, with CC Score 1-3",711,554,465,720,833,734,.,.,376,.,361,.,676,.,"1,000",.,466,651
PD12C,"Paediatric Asthma or Wheezing, with CC Score 0",755,592,465,720,833,734,.,.,.,.,351,433,655,.,"1,000",.,534,669
PD13A,Paediatric Cystic Fibrosis with CC Score 5+,.,.,892,.,.,.,.,.,.,.,.,.,.,.,.,.,.,892
PD14A,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 11+",.,.,.,.,.,.,.,.,.,.,.,.,386,.,.,.,541,464
PD14B,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 8-10",762,.,.,.,.,.,.,.,.,.,.,.,630,.,"1,000",.,541,699
PD14C,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 4-7",762,609,.,720,867,724,.,.,655,.,.,433,742,.,"1,000",.,541,692
PD14D,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 2-3",723,576,675,720,867,734,.,.,.,.,.,433,871,.,"1,000",.,478,727
PD14E,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 1",744,592,712,748,867,734,528,.,.,.,346,433,661,.,"1,000",.,529,701
PD14F,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 0",754,587,.,705,854,667,528,.,.,.,265,433,722,.,968,.,539,702
PD15A,Paediatric Acute Bronchiolitis with CC Score 5+,.,609,.,.,867,.,.,.,.,.,.,.,752,.,"1,000",.,.,773
PD15B,Paediatric Acute Bronchiolitis with CC Score 2-4,762,.,.,.,867,734,.,.,.,.,.,433,752,.,.,.,541,744
PD15C,Paediatric Acute Bronchiolitis with CC Score 1,762,609,.,720,867,734,.,.,.,.,.,433,752,.,"1,000",.,541,710
PD15D,Paediatric Acute Bronchiolitis with CC Score 0,762,609,.,720,867,734,.,.,.,.,.,433,756,.,"1,000",.,541,710
PD65A,Paediatric Upper Respiratory Tract Disorders with CC Score 5+,762,.,.,.,867,.,.,.,.,.,.,433,705,.,.,.,541,705
PD65B,Paediatric Upper Respiratory Tract Disorders with CC Score 2-4,762,609,.,720,867,734,.,.,.,.,.,.,752,.,502,.,541,715
PD65C,Paediatric Upper Respiratory Tract Disorders with CC Score 1,762,609,.,720,867,734,.,.,.,.,.,433,752,.,"1,000",.,541,750
PD65D,Paediatric Upper Respiratory Tract Disorders with CC Score 0,762,603,.,720,858,734,.,.,.,.,.,433,754,.,"1,000",.,539,694
PE23B,Paediatric Cardiac Conditions with CC Score 10-12,.,.,.,.,.,.,.,.,.,.,.,.,752,.,.,.,.,752
PE23C,Paediatric Cardiac Conditions with CC Score 6-9,762,.,.,.,.,734,.,.,.,.,.,.,"1,030",.,.,.,.,842
PE23D,Paediatric Cardiac Conditions with CC Score 3-5,.,422,404,.,867,.,.,.,.,.,.,.,"1,030",.,.,.,.,797
PE23E,Paediatric Cardiac Conditions with CC Score 1-2,762,.,404,720,526,.,.,.,.,.,.,433,920,.,"1,000",.,463,744
PE23F,Paediatric Cardiac Conditions with CC Score 0,762,609,955,720,327,734,701,.,.,.,453,.,667,.,"1,000",552,541,648
PE24A,"Paediatric Arrhythmia or Conduction Disorders, with CC Score 2+",707,462,404,.,867,734,.,.,.,.,416,.,752,.,.,552,545,591
PE24B,"Paediatric Arrhythmia or Conduction Disorders, with CC Score 1",618,422,404,547,867,734,528,.,.,.,.,.,"1,030",.,"1,000",552,541,661
PE24C,"Paediatric Arrhythmia or Conduction Disorders, with CC Score 0",738,460,568,720,356,.,.,.,.,.,409,433,821,.,864,552,489,605
PE62A,"Paediatric Syncope and Collapse, with CC Score 2+",654,572,.,654,604,734,.,.,376,.,225,.,592,.,"1,000",.,425,580
PE62B,"Paediatric Syncope and Collapse, with CC Score 1",582,537,568,651,747,608,528,.,376,.,453,433,505,.,.,.,471,554
PE62C,"Paediatric Syncope and Collapse, with CC Score 0",732,585,568,579,597,589,528,.,.,.,409,433,584,.,924,552,496,621
PF21A,"Paediatric Infectious or Non-Infectious Gastroenteritis, with CC Score 1+",705,602,.,720,854,704,528,.,.,.,456,433,717,.,944,.,531,710
PF21B,"Paediatric Infectious or Non-Infectious Gastroenteritis, with CC Score 0",743,605,532,720,857,719,.,.,.,.,348,433,675,.,986,.,539,719
PF25A,Paediatric Major Gastrointestinal Disorders with CC Score 7+,.,.,.,.,.,.,.,.,.,.,.,.,814,.,.,.,.,814
PF25C,Paediatric Major Gastrointestinal Disorders with CC Score 3-4,.,.,.,.,.,734,.,.,.,.,.,.,570,.,.,.,532,554
PF25D,Paediatric Major Gastrointestinal Disorders with CC Score 1-2,457,508,.,.,867,.,.,.,.,.,.,.,479,.,.,.,541,549
PF25E,Paediatric Major Gastrointestinal Disorders with CC Score 0,552,609,404,720,438,564,.,.,.,.,525,.,418,.,830,.,541,555
PF26A,Paediatric Other Gastrointestinal Disorders with CC Score 4+,762,609,.,.,867,.,.,.,.,.,.,433,699,.,.,.,541,667
PF26B,Paediatric Other Gastrointestinal Disorders with CC Score 1-3,723,564,416,720,801,653,.,.,376,.,470,433,561,.,781,.,519,636
PF26C,Paediatric Other Gastrointestinal Disorders with CC Score 0,680,574,404,671,646,603,.,.,.,.,450,433,547,.,832,.,524,642
PF27A,Paediatric Inflammatory Bowel Disease with CC Score 1+,762,.,404,.,327,.,.,.,.,.,.,.,387,.,.,.,367,408
PF27B,Paediatric Inflammatory Bowel Disease with CC Score 0,654,508,404,493,.,.,.,.,376,.,.,.,386,.,912,.,367,510
