HRG,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Royal Victoria,South Tyrone,South West Acute,Tyrone County,Ulster,N. Ireland Total Cost
CB02E,400,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 1-4",.,.,.,.,.,.,.,.,.,.,.,"2,423",.,.,.,.,"2,423"
CB02E,420,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 1-4","3,049",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,049"
CB02E,430,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 1-4","8,840","19,633","1,642",.,"11,238","1,407",.,.,"2,927","1,439","3,950","22,014",.,"4,506",.,"9,549","87,143"
CB02E,501,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 1-4",.,.,.,.,.,.,.,.,.,.,.,"1,420",.,.,.,.,"1,420"
CB02F,100,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 0","8,680","5,875",.,"2,290","3,943","7,510",.,.,.,.,"3,859","1,430",.,"12,295",.,.,"45,883"
CB02F,110,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 0","3,636",.,.,.,.,.,.,.,.,.,.,"2,017",.,.,.,.,"5,653"
CB02F,120,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 0","73,895","40,922",.,.,"63,117",.,.,.,.,.,.,"174,454",.,.,.,.,"352,388"
CB02F,140,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 0","6,139",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"23,353","29,491"
CB02F,180,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 0",.,"5,024",.,.,"7,154",.,.,.,.,.,.,"14,010",.,.,.,.,"26,188"
CB02F,300,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 0","10,519","4,879","1,955","2,268","5,228","1,506","2,110",.,"5,637",.,"6,964","13,994",.,"3,013",.,"8,436","66,509"
CB02F,350,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,"1,770",.,.,.,.,"1,770"
CB02F,430,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 0",.,"2,593",.,.,"1,450",.,.,.,.,.,.,"1,241","1,629","1,288",.,.,"8,200"
CB02F,501,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 0","3,085",.,.,.,.,"4,051",.,.,.,.,.,.,.,.,.,.,"7,136"
CB02F,502,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 0","1,179",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,179"
CD04A,140,"Major Surgical Removal of Tooth, 19 years and over","2,628",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"7,442","10,070"
DZ02H,170,"Complex Thoracic Procedures, 19 years and over, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,"26,900",.,.,.,.,"26,900"
DZ02J,172,"Complex Thoracic Procedures, 19 years and over, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,"12,799",.,.,.,.,"12,799"
DZ02K,170,"Complex Thoracic Procedures, 19 years and over, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,"9,612",.,.,.,.,"9,612"
DZ02K,172,"Complex Thoracic Procedures, 19 years and over, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,"141,581",.,.,.,.,"141,581"
DZ02L,172,"Complex Thoracic Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,"22,657",.,.,.,.,"22,657"
DZ09D,300,Pulmonary Embolus with CC Score 12+,.,"18,297",.,.,"13,724",.,.,.,.,.,.,.,.,.,.,"1,834","33,855"
DZ09D,301,Pulmonary Embolus with CC Score 12+,.,"5,607",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,607"
DZ09D,430,Pulmonary Embolus with CC Score 12+,"1,473",.,"11,583",.,"1,813",.,.,.,.,"11,149",.,.,.,.,.,.,"26,018"
DZ09E,300,Pulmonary Embolus with CC Score 9-11,"4,383","26,023","1,933","12,700","13,070","1,808",.,.,"12,401",.,734,"12,004",.,.,.,"12,471","97,527"
DZ09E,320,Pulmonary Embolus with CC Score 9-11,.,"5,489",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,489"
DZ09E,340,Pulmonary Embolus with CC Score 9-11,.,.,.,.,.,.,.,.,.,.,.,"24,499",.,.,.,.,"24,499"
DZ09E,350,Pulmonary Embolus with CC Score 9-11,.,.,.,.,.,.,.,.,.,.,.,"14,256",.,.,.,.,"14,256"
DZ09E,430,Pulmonary Embolus with CC Score 9-11,.,.,"8,737",.,"2,538",.,.,.,.,"3,956",.,.,.,.,.,.,"15,230"
DZ09F,100,Pulmonary Embolus with CC Score 6-8,.,"4,068",.,"4,580",.,.,.,.,.,.,.,.,.,"7,118",.,.,"15,766"
DZ09F,110,Pulmonary Embolus with CC Score 6-8,.,.,.,.,.,.,.,.,.,.,.,"5,772",.,.,.,.,"5,772"
DZ09F,300,Pulmonary Embolus with CC Score 6-8,"20,600","32,935","10,811","34,962","34,963","15,366","21,101",.,"13,528",.,"23,478","5,894",.,"9,039",.,"31,177","253,853"
DZ09F,301,Pulmonary Embolus with CC Score 6-8,.,"2,990",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,990"
DZ09F,303,Pulmonary Embolus with CC Score 6-8,.,.,"2,851",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,851"
DZ09F,320,Pulmonary Embolus with CC Score 6-8,.,"2,111","7,314","2,188","10,010","4,284",.,.,.,.,848,"8,596",.,"15,987",.,.,"51,339"
DZ09F,340,Pulmonary Embolus with CC Score 6-8,.,.,"6,488",.,.,.,.,.,.,.,.,"31,401",.,.,.,.,"37,889"
DZ09F,350,Pulmonary Embolus with CC Score 6-8,.,.,.,.,.,.,.,.,.,.,.,"16,478",.,.,.,.,"16,478"
DZ09F,370,Pulmonary Embolus with CC Score 6-8,.,.,"9,668",.,.,.,.,.,.,.,.,.,.,.,.,.,"9,668"
DZ09F,430,Pulmonary Embolus with CC Score 6-8,"18,417",.,.,.,"1,813",.,.,.,.,"5,754",.,.,.,"3,863",.,"2,387","32,234"
DZ09G,100,Pulmonary Embolus with CC Score 3-5,914,"14,369",.,"1,145","1,314","3,558",.,.,.,.,.,.,.,.,.,.,"21,299"
DZ09G,110,Pulmonary Embolus with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,"6,781",.,.,.,.,"6,781"
DZ09G,172,Pulmonary Embolus with CC Score 3-5,.,.,"3,091",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,091"
DZ09G,180,Pulmonary Embolus with CC Score 3-5,.,913,.,.,.,.,.,.,.,.,.,"1,580",.,.,.,.,"2,493"
DZ09G,300,Pulmonary Embolus with CC Score 3-5,"55,226","68,717","25,553","11,339","51,627","15,667","18,990",.,"23,298",.,"37,535","16,688",.,"14,060",.,"61,254","399,955"
DZ09G,301,Pulmonary Embolus with CC Score 3-5,.,"5,233",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,233"
DZ09G,303,Pulmonary Embolus with CC Score 3-5,.,.,"4,990",.,.,.,.,.,.,.,.,.,.,.,.,.,"4,990"
DZ09G,320,Pulmonary Embolus with CC Score 3-5,"5,511","9,712","7,314","13,674","6,930","4,285","17,521",.,.,.,"9,208",.,.,"11,191",.,912,"86,258"
DZ09G,340,Pulmonary Embolus with CC Score 3-5,.,.,"15,482",.,.,.,.,.,.,.,.,"47,282",.,.,.,.,"62,764"
DZ09G,370,Pulmonary Embolus with CC Score 3-5,.,.,"21,222",.,.,.,.,.,.,.,.,.,.,.,.,.,"21,222"
DZ09G,430,Pulmonary Embolus with CC Score 3-5,"7,735","1,482","4,309",.,"1,450",.,.,.,.,.,.,"4,246",.,.,.,"4,775","23,997"
DZ09G,502,Pulmonary Embolus with CC Score 3-5,"2,947",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,947"
DZ09H,100,Pulmonary Embolus with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,"1,895",.,.,"3,883",.,"5,909","11,687"
DZ09H,110,Pulmonary Embolus with CC Score 0-2,"5,713",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,713"
DZ09H,180,Pulmonary Embolus with CC Score 0-2,.,"4,111",.,.,.,.,.,.,.,.,"1,020","3,600",.,.,.,.,"8,731"
DZ09H,300,Pulmonary Embolus with CC Score 0-2,"32,434","62,618","32,992","27,668","47,380","30,731","20,046",.,"12,025",.,"27,636","17,851",.,"25,609",.,"65,542","402,532"
DZ09H,320,Pulmonary Embolus with CC Score 0-2,"3,444",.,"7,883","8,204","7,315",715,.,.,.,.,"15,784",.,.,"3,997",.,"15,497","62,839"
DZ09H,340,Pulmonary Embolus with CC Score 0-2,.,.,"12,235",.,.,.,.,.,.,.,.,"28,923",.,.,.,.,"41,158"
DZ09H,370,Pulmonary Embolus with CC Score 0-2,.,.,"4,009",.,.,.,.,.,.,.,.,.,.,.,.,.,"4,009"
DZ09H,430,Pulmonary Embolus with CC Score 0-2,.,"8,149","5,570",.,"1,813",.,.,.,.,.,"1,416",.,.,.,.,"2,686","19,634"
DZ09H,502,Pulmonary Embolus with CC Score 0-2,.,.,.,"3,971",.,.,.,.,.,.,.,.,.,.,.,.,"3,971"
DZ09H,823,Pulmonary Embolus with CC Score 0-2,.,.,.,.,"4,613",.,.,.,.,.,.,.,.,.,.,.,"4,613"
DZ10D,300,Lung Abscess-Empyema with CC Score 10+,"16,655",.,.,.,.,.,.,.,.,.,"1,276","5,442",.,"6,026",.,"6,235","35,635"
DZ10D,340,Lung Abscess-Empyema with CC Score 10+,.,.,.,.,.,.,.,.,.,.,.,"3,566",.,.,.,.,"3,566"
DZ10D,430,Lung Abscess-Empyema with CC Score 10+,.,.,.,.,"5,800",.,.,.,.,.,.,.,.,"18,025",.,.,"23,825"
DZ10E,172,Lung Abscess-Empyema with CC Score 7-9,.,.,.,.,.,.,.,.,.,.,.,"13,641",.,.,.,.,"13,641"
DZ10E,300,Lung Abscess-Empyema with CC Score 7-9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"6,235","6,235"
DZ10F,170,Lung Abscess-Empyema with CC Score 3-6,.,.,.,.,.,.,.,.,.,.,.,"2,561",.,.,.,.,"2,561"
DZ10F,172,Lung Abscess-Empyema with CC Score 3-6,.,.,.,.,.,.,.,.,.,.,.,"24,889",.,.,.,.,"24,889"
DZ10F,300,Lung Abscess-Empyema with CC Score 3-6,.,"12,198",.,.,"6,208","5,724",.,.,.,.,.,.,.,"1,004",.,"20,665","45,801"
DZ10F,361,Lung Abscess-Empyema with CC Score 3-6,.,.,"11,355",.,.,.,.,.,.,.,.,.,.,.,.,.,"11,355"
DZ10F,430,Lung Abscess-Empyema with CC Score 3-6,.,.,.,.,.,.,.,.,.,.,.,.,"2,850",.,.,.,"2,850"
DZ10G,170,Lung Abscess-Empyema with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,"4,672",.,.,.,.,"4,672"
DZ10G,172,Lung Abscess-Empyema with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,"8,387",.,.,.,.,"8,387"
DZ10G,300,Lung Abscess-Empyema with CC Score 0-2,"8,766","6,506",.,.,.,.,.,.,752,.,"18,423",.,.,.,.,"11,329","45,775"
DZ10G,340,Lung Abscess-Empyema with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,"7,829",.,.,.,.,"7,829"
DZ10G,361,Lung Abscess-Empyema with CC Score 0-2,.,.,"1,240",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,240"
DZ11D,100,"Lobar, Atypical or Viral Pneumonia, with CC Score 15+",.,"11,299",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"11,299"
DZ11D,300,"Lobar, Atypical or Viral Pneumonia, with CC Score 15+","4,383","86,201",.,"3,175","26,467",.,"28,362",.,"49,163",.,"17,430","3,029",.,"3,515",.,"45,569","267,294"
DZ11D,301,"Lobar, Atypical or Viral Pneumonia, with CC Score 15+",.,"2,616",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,616"
DZ11D,320,"Lobar, Atypical or Viral Pneumonia, with CC Score 15+",.,.,.,.,.,.,.,.,.,.,"4,802",.,.,.,.,.,"4,802"
DZ11D,340,"Lobar, Atypical or Viral Pneumonia, with CC Score 15+",.,.,.,.,.,"7,856",.,.,.,.,.,"19,455",.,.,.,.,"27,311"
DZ11D,430,"Lobar, Atypical or Viral Pneumonia, with CC Score 15+",.,.,.,.,"3,988",.,.,.,"6,951","113,646",.,.,"60,259",.,.,"74,008","258,851"
DZ11E,100,"Lobar, Atypical or Viral Pneumonia, with CC Score 12-14",.,"1,356",.,.,.,.,.,.,.,.,.,"2,411",.,.,.,"6,818","10,585"
DZ11E,300,"Lobar, Atypical or Viral Pneumonia, with CC Score 12-14","84,592","331,793",.,"68,490","150,308",.,"68,049",.,"84,550",.,"62,193","5,011",.,"63,773",.,"150,206","1,068,964"
DZ11E,301,"Lobar, Atypical or Viral Pneumonia, with CC Score 12-14",.,"9,344",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"9,344"
DZ11E,303,"Lobar, Atypical or Viral Pneumonia, with CC Score 12-14","14,985",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"14,985"
DZ11E,320,"Lobar, Atypical or Viral Pneumonia, with CC Score 12-14",.,.,.,"6,564","18,095",.,"13,316",.,"27,528",.,"16,065",.,.,.,.,"11,851","93,419"
DZ11E,340,"Lobar, Atypical or Viral Pneumonia, with CC Score 12-14",.,.,"4,170",.,.,"2,857",.,.,.,.,.,"88,295",.,.,.,.,"95,322"
DZ11E,361,"Lobar, Atypical or Viral Pneumonia, with CC Score 12-14",.,"4,419",.,.,.,"9,006",.,.,.,.,.,.,.,.,.,.,"13,426"
DZ11E,430,"Lobar, Atypical or Viral Pneumonia, with CC Score 12-14","24,679","32,968","2,404",.,"38,425","15,825",.,.,"27,072","60,779","12,382",.,"40,308","84,333",.,"91,913","431,089"
DZ11F,100,"Lobar, Atypical or Viral Pneumonia, with CC Score 9-11",.,"9,039",.,.,876,"1,976",.,.,.,.,.,"7,927",.,"1,294",.,.,"21,113"
DZ11F,120,"Lobar, Atypical or Viral Pneumonia, with CC Score 9-11",.,.,.,.,.,.,.,.,.,.,.,"3,434",.,.,.,.,"3,434"
DZ11F,300,"Lobar, Atypical or Viral Pneumonia, with CC Score 9-11","167,113","640,816","26,700","183,590","225,788","77,732","211,030",.,"148,888",.,"141,398","44,478",.,"156,670",.,"327,615","2,351,815"
DZ11F,301,"Lobar, Atypical or Viral Pneumonia, with CC Score 9-11",.,"10,839",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"10,839"
DZ11F,302,"Lobar, Atypical or Viral Pneumonia, with CC Score 9-11",.,.,.,.,.,.,.,.,.,.,.,"15,830",.,.,.,.,"15,830"
DZ11F,320,"Lobar, Atypical or Viral Pneumonia, with CC Score 9-11","4,822","25,758","7,314","34,458","11,165","19,636",.,.,"11,142",.,"17,726","8,908",.,.,.,"1,367","142,297"
DZ11F,340,"Lobar, Atypical or Viral Pneumonia, with CC Score 9-11",.,.,"40,607",.,.,.,.,.,.,.,.,"118,369",.,.,.,.,"158,976"
DZ11F,361,"Lobar, Atypical or Viral Pneumonia, with CC Score 9-11",.,"6,629","17,721",.,.,819,.,.,.,.,.,.,.,.,.,.,"25,169"
DZ11F,430,"Lobar, Atypical or Viral Pneumonia, with CC Score 9-11","130,761","65,195","60,215",.,"83,738","2,813",.,.,"31,462","69,051","9,686","23,322","67,995","106,221",.,"339,902","990,361"
DZ11G,100,"Lobar, Atypical or Viral Pneumonia, with CC Score 6-8","3,198","19,886",.,.,"14,894","5,929",.,.,.,.,"3,890","7,139",.,"12,295",.,.,"67,231"
DZ11G,101,"Lobar, Atypical or Viral Pneumonia, with CC Score 6-8",.,.,"4,965",.,.,.,.,.,.,.,.,.,.,.,.,.,"4,965"
DZ11G,110,"Lobar, Atypical or Viral Pneumonia, with CC Score 6-8","9,868",.,.,.,"7,100",.,.,.,.,.,.,.,.,.,.,.,"16,968"
DZ11G,172,"Lobar, Atypical or Viral Pneumonia, with CC Score 6-8",.,.,.,.,.,.,.,.,.,.,.,"7,804",.,.,.,.,"7,804"
DZ11G,300,"Lobar, Atypical or Viral Pneumonia, with CC Score 6-8","422,306","1,055,557","108,429","232,401","426,090","137,085","424,303",.,"331,125",.,"453,917","53,279",.,"326,897",.,"663,568","4,634,957"
DZ11G,301,"Lobar, Atypical or Viral Pneumonia, with CC Score 6-8",.,"14,951",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"14,951"
DZ11G,302,"Lobar, Atypical or Viral Pneumonia, with CC Score 6-8",.,.,.,.,.,.,.,.,.,.,.,"3,263",.,.,.,.,"3,263"
DZ11G,303,"Lobar, Atypical or Viral Pneumonia, with CC Score 6-8","3,885","5,358","3,921",.,.,.,.,.,.,.,.,.,.,.,.,.,"13,163"
DZ11G,320,"Lobar, Atypical or Viral Pneumonia, with CC Score 6-8","29,621","28,967","1,606","35,005","10,395","11,426","28,034",.,"8,521",.,"6,951","11,512",.,"9,592",.,"5,923","187,554"
DZ11G,340,"Lobar, Atypical or Viral Pneumonia, with CC Score 6-8",.,.,"108,892",.,.,"3,571",.,.,.,.,.,"388,083",.,.,.,.,"500,546"
DZ11G,350,"Lobar, Atypical or Viral Pneumonia, with CC Score 6-8",.,.,.,.,.,.,.,.,.,.,.,"24,707",.,.,.,.,"24,707"
DZ11G,361,"Lobar, Atypical or Viral Pneumonia, with CC Score 6-8","20,319","4,861",.,.,.,"4,503",.,.,.,.,.,.,.,.,.,"4,599","34,283"
DZ11G,370,"Lobar, Atypical or Viral Pneumonia, with CC Score 6-8",.,.,"15,798",.,.,.,.,.,.,.,.,.,.,.,.,.,"15,798"
DZ11G,430,"Lobar, Atypical or Viral Pneumonia, with CC Score 6-8","205,534","77,049","93,467",.,"197,564","53,103",.,.,"7,683","40,999","42,725","26,554","46,009","97,208",.,"203,075","1,090,969"
DZ11G,823,"Lobar, Atypical or Viral Pneumonia, with CC Score 6-8",.,.,.,.,"12,521",.,.,.,.,.,.,.,.,.,.,.,"12,521"
DZ11H,100,"Lobar, Atypical or Viral Pneumonia, with CC Score 3-5",914,"3,164","1,718","11,450","17,298","5,929",.,.,.,.,"12,078","2,677",.,"1,294",.,"1,818","58,340"
DZ11H,101,"Lobar, Atypical or Viral Pneumonia, with CC Score 3-5",.,.,.,.,"5,875",.,.,.,.,.,.,.,.,.,.,.,"5,875"
DZ11H,172,"Lobar, Atypical or Viral Pneumonia, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,"8,387",.,.,.,.,"8,387"
DZ11H,180,"Lobar, Atypical or Viral Pneumonia, with CC Score 3-5",.,"3,654",.,.,"2,683",.,.,.,.,.,.,"1,715",.,.,.,.,"8,051"
DZ11H,300,"Lobar, Atypical or Viral Pneumonia, with CC Score 3-5","487,174","842,087","130,714","319,773","414,979","275,978","294,510",.,"220,013",.,"491,705","65,559",.,"283,576",.,"739,120","4,565,188"
DZ11H,301,"Lobar, Atypical or Viral Pneumonia, with CC Score 3-5",.,"24,295",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"24,295"
DZ11H,302,"Lobar, Atypical or Viral Pneumonia, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,"4,731",.,.,.,.,"4,731"
DZ11H,303,"Lobar, Atypical or Viral Pneumonia, with CC Score 3-5","27,749","13,573",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"41,322"
DZ11H,320,"Lobar, Atypical or Viral Pneumonia, with CC Score 3-5","36,510","37,582",.,"32,818","13,090","31,065",.,.,"3,933",.,"17,855","12,583",.,"15,987",.,"15,497","216,919"
DZ11H,340,"Lobar, Atypical or Viral Pneumonia, with CC Score 3-5",.,.,"163,598",.,.,"4,999",.,.,.,.,.,"412,196",.,.,.,.,"580,793"
DZ11H,350,"Lobar, Atypical or Viral Pneumonia, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,"42,993",.,.,.,.,"42,993"
DZ11H,360,"Lobar, Atypical or Viral Pneumonia, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,"3,427",.,.,.,.,"3,427"
DZ11H,361,"Lobar, Atypical or Viral Pneumonia, with CC Score 3-5","3,647","2,652","4,790",.,.,"8,188",.,.,.,.,.,.,.,.,.,"7,665","26,941"
DZ11H,370,"Lobar, Atypical or Viral Pneumonia, with CC Score 3-5",.,.,"17,449",.,.,.,.,.,.,.,.,.,.,.,.,.,"17,449"
DZ11H,410,"Lobar, Atypical or Viral Pneumonia, with CC Score 3-5",.,"5,535",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,535"
DZ11H,420,"Lobar, Atypical or Viral Pneumonia, with CC Score 3-5","9,147",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"9,147"
DZ11H,430,"Lobar, Atypical or Viral Pneumonia, with CC Score 3-5","202,219","58,898","158,584",.,"104,763","30,596",.,.,"3,658","9,710","27,613","68,254","2,850","89,483",.,"96,091","852,720"
DZ11H,502,"Lobar, Atypical or Viral Pneumonia, with CC Score 3-5",.,.,.,"2,383",.,.,.,.,.,.,.,.,.,.,.,.,"2,383"
DZ11H,823,"Lobar, Atypical or Viral Pneumonia, with CC Score 3-5",.,.,.,.,"13,839",.,.,.,.,.,.,.,.,.,.,.,"13,839"
DZ11J,100,"Lobar, Atypical or Viral Pneumonia, with CC Score 0-2","2,284","6,779","4,759",.,"8,814","1,581",.,.,.,.,"2,352","4,107",.,"3,236",.,"3,182","37,095"
DZ11J,101,"Lobar, Atypical or Viral Pneumonia, with CC Score 0-2",.,.,.,.,"3,357",.,.,.,.,.,.,.,.,.,.,.,"3,357"
DZ11J,120,"Lobar, Atypical or Viral Pneumonia, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,"4,408",.,.,.,.,"4,408"
DZ11J,180,"Lobar, Atypical or Viral Pneumonia, with CC Score 0-2",.,"1,370",.,.,.,.,.,.,.,.,423,"1,494",.,.,.,.,"3,288"
DZ11J,300,"Lobar, Atypical or Viral Pneumonia, with CC Score 0-2","176,300","296,092","71,041","109,743","191,806","100,027","102,865",.,"71,022",.,"220,010","50,869",.,"105,451",.,"264,803","1,760,028"
DZ11J,301,"Lobar, Atypical or Viral Pneumonia, with CC Score 0-2",.,"10,466",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"10,466"
DZ11J,303,"Lobar, Atypical or Viral Pneumonia, with CC Score 0-2","4,995",.,"39,141",.,.,.,.,.,.,.,.,.,.,.,.,.,"44,136"
DZ11J,320,"Lobar, Atypical or Viral Pneumonia, with CC Score 0-2","14,466","5,067","1,087","9,298","5,005","1,787","2,803",.,.,.,"2,487","1,993",.,.,.,.,"43,995"
DZ11J,340,"Lobar, Atypical or Viral Pneumonia, with CC Score 0-2",.,.,"56,857",.,.,.,.,.,.,.,.,"111,916",.,.,.,.,"168,773"
DZ11J,350,"Lobar, Atypical or Viral Pneumonia, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,"7,100",.,.,.,.,"7,100"
DZ11J,360,"Lobar, Atypical or Viral Pneumonia, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,"34,031",.,.,.,.,"34,031"
DZ11J,361,"Lobar, Atypical or Viral Pneumonia, with CC Score 0-2","1,563","1,326",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,889"
DZ11J,370,"Lobar, Atypical or Viral Pneumonia, with CC Score 0-2",.,.,"1,651",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,651"
DZ11J,430,"Lobar, Atypical or Viral Pneumonia, with CC Score 0-2","22,100","23,337","22,926",.,"18,125",.,.,.,.,.,"12,950","46,570",.,"27,682",.,"9,848","183,538"
DZ11J,502,"Lobar, Atypical or Viral Pneumonia, with CC Score 0-2",.,.,.,.,"4,378",.,.,.,.,.,.,.,.,.,.,.,"4,378"
DZ11J,823,"Lobar, Atypical or Viral Pneumonia, with CC Score 0-2",.,.,.,.,"5,931",.,.,.,.,.,.,.,.,.,.,.,"5,931"
DZ12C,300,Bronchiectasis with CC Score 8+,"16,217","37,408","13,465","38,554",.,.,"5,803",.,"13,528",.,"11,171","1,377",.,"41,678",.,"1,100","180,302"
DZ12C,303,Bronchiectasis with CC Score 8+,"7,215",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"7,215"
DZ12C,320,Bronchiectasis with CC Score 8+,.,.,.,"15,315",.,.,.,.,.,.,.,.,.,.,.,.,"15,315"
DZ12C,340,Bronchiectasis with CC Score 8+,.,.,"15,476",.,.,.,.,.,.,.,.,"6,670",.,.,.,.,"22,146"
DZ12C,430,Bronchiectasis with CC Score 8+,.,.,.,.,.,.,.,.,"2,195",.,.,.,.,.,.,.,"2,195"
DZ12D,100,Bronchiectasis with CC Score 5-7,"1,370",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,370"
DZ12D,300,Bronchiectasis with CC Score 5-7,"28,928","47,980","26,678","13,154","2,941","5,724","11,605",.,"19,165",.,"10,695","1,763",.,"7,030",.,"39,980","215,643"
DZ12D,303,Bronchiectasis with CC Score 5-7,"4,440",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,440"
DZ12D,320,Bronchiectasis with CC Score 5-7,.,.,"7,314","2,735",.,.,.,.,.,.,.,.,.,"2,398",.,.,"12,447"
DZ12D,340,Bronchiectasis with CC Score 5-7,.,.,"32,800",.,.,.,.,.,.,.,.,"16,439",.,.,.,.,"49,239"
DZ12E,300,Bronchiectasis with CC Score 2-4,"48,213","29,276","23,208","24,040","6,535","7,833","14,243",.,"21,044",.,"56,018","1,377",.,"11,549",.,"16,759","260,095"
DZ12E,303,Bronchiectasis with CC Score 2-4,"1,665",.,"8,377",.,.,.,.,.,.,.,.,.,.,.,.,.,"10,041"
DZ12E,320,Bronchiectasis with CC Score 2-4,.,.,"1,606","4,923",.,.,.,.,.,.,"1,244",.,.,"1,599",.,.,"9,371"
DZ12E,340,Bronchiectasis with CC Score 2-4,.,.,"109,247",.,.,.,.,.,.,.,.,"24,970",.,.,.,.,"134,217"
DZ12E,430,Bronchiectasis with CC Score 2-4,.,"1,111","4,427",.,.,.,.,.,.,.,730,.,.,.,.,.,"6,269"
DZ12F,300,Bronchiectasis with CC Score 0-1,"6,574","5,286","33,259","4,536","4,901",.,.,.,"1,503",.,"9,991","1,763",.,"1,506",.,"2,934","72,255"
DZ12F,340,Bronchiectasis with CC Score 0-1,.,.,"32,321",.,.,.,.,.,.,.,.,"10,390",.,.,.,.,"42,711"
DZ12F,430,Bronchiectasis with CC Score 0-1,737,.,.,.,.,.,.,.,.,.,"3,517",.,.,.,.,.,"4,254"
DZ14C,100,"Pulmonary, Pleural or Other Tuberculosis, with CC Score 5+",.,.,.,.,"7,885",.,.,.,.,.,.,.,.,.,.,.,"7,885"
DZ14C,110,"Pulmonary, Pleural or Other Tuberculosis, with CC Score 5+",.,.,.,.,.,.,.,.,.,.,.,"9,742",.,.,.,.,"9,742"
DZ14C,300,"Pulmonary, Pleural or Other Tuberculosis, with CC Score 5+","22,792",.,.,"10,432","6,535",.,.,.,.,.,.,.,.,.,.,"9,537","49,295"
