HRG,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,DaisyHill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Mid Ulster,Royal Victoria,South Tyrone,South West Acute,Tyrone County,Ulster,N. Ireland Unit Cost
DZ29E,300,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, with CC Score 2-3",438,407,.,454,.,.,.,.,376,.,.,.,.,.,.,.,.,427
DZ29E,320,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, with CC Score 2-3",.,.,.,547,.,.,.,.,.,.,.,.,.,.,.,.,.,547
DZ29E,361,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, with CC Score 2-3",521,.,704,.,.,.,.,.,.,.,.,.,.,.,.,.,.,697
DZ29F,300,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, with CC Score 0-1",438,.,404,.,327,.,.,.,.,.,.,.,386,.,502,.,.,415
DZ29F,302,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,488,.,.,.,.,488
DZ29F,340,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,466,.,.,.,.,466
DZ29F,361,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, with CC Score 0-1",521,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,521
DZ29F,430,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,388,.,.,.,.,.,.,388
DZ37A,100,"Non-Invasive Ventilation Support Assessment, 19 years and over",.,.,.,.,.,395,.,.,.,.,.,.,.,.,.,.,.,395
DZ37A,110,"Non-Invasive Ventilation Support Assessment, 19 years and over",.,.,.,.,374,.,.,.,.,.,.,.,.,.,.,.,.,374
DZ37A,300,"Non-Invasive Ventilation Support Assessment, 19 years and over",438,407,480,462,327,301,.,.,456,.,529,.,450,.,502,.,367,423
DZ37A,301,"Non-Invasive Ventilation Support Assessment, 19 years and over",.,374,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,374
DZ37A,320,"Non-Invasive Ventilation Support Assessment, 19 years and over",689,422,.,.,.,.,701,.,655,.,.,.,.,.,.,.,.,564
DZ37A,340,"Non-Invasive Ventilation Support Assessment, 19 years and over",.,.,472,.,.,.,.,.,.,.,.,.,470,.,.,.,.,470
DZ37A,430,"Non-Invasive Ventilation Support Assessment, 19 years and over",.,370,.,.,.,.,.,.,.,.,546,.,"1,278",.,.,.,.,868
DZ37B,180,"Non-Invasive Ventilation Support Assessment, 18 years and under",.,"1,525",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,525"
DZ37B,420,"Non-Invasive Ventilation Support Assessment, 18 years and under",762,.,.,"1,057",.,734,.,.,.,.,.,.,.,.,.,.,.,933
DZ38Z,300,Oxygen Assessment and Monitoring,.,.,.,.,.,.,.,.,.,.,.,.,.,.,502,.,.,502
DZ42Z,420,TB Nurse Support,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,248","1,248"
DZ50Z,420,Respiratory Sleep Study,.,.,.,.,.,.,.,.,.,.,.,.,"1,554",.,.,.,.,"1,554"
DZ63C,100,"Major Thoracic Procedures, 19 years and over, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,"5,378",.,.,.,.,"5,378"
DZ64A,300,"Intermediate Thoracic Procedures, 19 years and over, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,502,.,.,502
DZ64B,100,"Intermediate Thoracic Procedures, 19 years and over, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,210","2,210"
DZ64C,300,"Intermediate Thoracic Procedures, 19 years and over, with CC Score 0-2",.,.,925,.,.,.,.,.,.,.,.,.,.,.,.,.,.,925
DZ64C,340,"Intermediate Thoracic Procedures, 19 years and over, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,625,.,.,.,.,625
DZ64D,171,"Intermediate Thoracic Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,"1,779",.,.,.,.,"1,779"
EA03A,320,"Pace 1: Single Chamber or Implantable Diagnostic Device, with CC Score 11+",.,.,.,.,"3,917",.,.,.,.,.,.,.,"4,227",.,.,.,.,"4,072"
EA03B,320,"Pace 1: Single Chamber or Implantable Diagnostic Device, with CC Score 8-10",.,.,.,.,"3,917",.,.,.,.,.,.,.,"4,566",.,.,.,.,"4,242"
EA03C,300,"Pace 1: Single Chamber or Implantable Diagnostic Device, with CC Score 5-7",.,.,"2,385",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,385"
EA03C,320,"Pace 1: Single Chamber or Implantable Diagnostic Device, with CC Score 5-7",.,.,"3,508",.,"3,917",.,.,.,.,.,.,.,"4,756",.,.,.,.,"3,983"
EA03D,300,"Pace 1: Single Chamber or Implantable Diagnostic Device, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,.,.,.,502,.,.,502
EA03D,320,"Pace 1: Single Chamber or Implantable Diagnostic Device, with CC Score 2-4",.,.,"3,640",.,"3,917",.,.,.,.,.,.,.,"4,302",.,.,.,.,"3,893"
EA03E,170,"Pace 1: Single Chamber or Implantable Diagnostic Device, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"4,983",.,.,.,.,"4,983"
EA03E,320,"Pace 1: Single Chamber or Implantable Diagnostic Device, with CC Score 0-1",.,.,"3,693",.,"3,917",.,.,.,.,.,.,.,"3,897",.,.,.,.,"3,808"
EA05A,320,"Pace 2: Dual Chamber, with CC Score 9+",.,.,"4,297",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,297"
EA05B,320,"Pace 2: Dual Chamber, with CC Score 5-8",.,.,"4,213",.,"3,987",.,.,.,.,.,.,.,"4,538",.,.,.,.,"4,239"
EA05C,320,"Pace 2: Dual Chamber, with CC Score 2-4",.,.,"4,187",.,"3,999",.,.,.,.,.,.,.,"4,180",.,.,.,.,"4,175"
EA05D,320,"Pace 2: Dual Chamber, with CC Score 0-1",.,.,"4,193",.,"3,987",.,.,.,.,.,.,.,"4,186",.,.,.,.,"4,177"
EA11A,370,"Percutaneous Interventions: Other including Septostomy, Embolisation, Non-Coronary Stents and Energy Moderated Perforation, with CC Score 3+",.,.,"3,331",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,331"
EA11B,340,"Percutaneous Interventions: Other including Septostomy, Embolisation, Non-Coronary Stents and Energy Moderated Perforation, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,"3,066",.,.,.,.,"3,066"
EA12B,320,"Implantation of Cardioverter; Defibrillator only, with CC Score 6-8",.,.,.,.,.,.,.,.,.,.,.,.,"15,164",.,.,.,.,"15,164"
EA12C,320,"Implantation of Cardioverter; Defibrillator only, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,.,"15,008",.,.,.,.,"15,008"
EA12D,320,"Implantation of Cardioverter; Defibrillator only, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,"14,818",.,.,.,.,"14,818"
EA14B,170,Coronary Artery Bypass Graft (First Time) with CC Score 7-11,.,.,.,.,.,.,.,.,.,.,.,.,"11,590",.,.,.,.,"11,590"
EA14C,300,Coronary Artery Bypass Graft (First Time) with CC Score 3-6,.,.,.,.,327,.,.,.,.,.,.,.,.,.,.,.,.,327
EA14C,320,Coronary Artery Bypass Graft (First Time) with CC Score 3-6,.,.,.,.,.,.,.,.,.,.,.,.,"4,407",.,.,.,.,"4,407"
EA14D,170,Coronary Artery Bypass Graft (First Time) with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,"1,646",.,.,.,.,"1,646"
EA17A,170,Single Cardiac Valve Procedures with CC Score 9+,.,.,.,.,.,.,.,.,.,.,.,.,"12,667",.,.,.,.,"12,667"
EA17B,170,Single Cardiac Valve Procedures with CC Score 6-8,.,.,.,.,.,.,.,.,.,.,.,.,"8,773",.,.,.,.,"8,773"
EA17C,170,Single Cardiac Valve Procedures with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,.,"11,389",.,.,.,.,"11,389"
EA17D,170,Single Cardiac Valve Procedures with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,"12,176",.,.,.,.,"12,176"
EA20A,320,"Other Complex Cardiac Surgery and Re-do's, with CC Score 10+",.,.,.,.,.,.,.,.,.,.,.,.,"2,226",.,.,.,.,"2,226"
EA20B,172,"Other Complex Cardiac Surgery and Re-do's, with CC Score 5-9",.,.,.,.,.,.,.,.,.,.,.,.,"20,002",.,.,.,.,"20,002"
EA20C,170,"Other Complex Cardiac Surgery and Re-do's, with CC Score 0-4",.,.,.,.,.,.,.,.,.,.,.,.,"10,066",.,.,.,.,"10,066"
EA20C,172,"Other Complex Cardiac Surgery and Re-do's, with CC Score 0-4",.,.,.,.,.,.,.,.,.,.,.,.,"4,186",.,.,.,.,"4,186"
EA20C,320,"Other Complex Cardiac Surgery and Re-do's, with CC Score 0-4",.,.,.,.,"2,270",.,.,.,.,.,.,.,"2,241",.,.,.,.,"2,248"
EA29B,320,"Percutaneous Complex Ablation, including for Atrial Fibrillation and Ventricular Tachycardia, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,.,"5,587",.,.,.,.,"5,587"
EA29C,320,"Percutaneous Complex Ablation, including for Atrial Fibrillation and Ventricular Tachycardia, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"5,387",.,.,.,.,"5,387"
EA31A,320,"Percutaneous Coronary Intervention, 0 to 2 Stents, with CC Score 11+",.,.,.,.,"3,499",.,.,.,.,.,.,.,"3,348",.,.,.,.,"3,424"
EA31B,320,"Percutaneous Coronary Intervention, 0 to 2 Stents, with CC Score 7-10","1,953",.,"2,667",.,"3,534",.,.,.,.,.,.,.,"3,393",.,.,.,.,"2,958"
EA31C,300,"Percutaneous Coronary Intervention, 0 to 2 Stents, with CC Score 3-6",.,.,.,.,"1,033",.,.,.,.,.,.,.,.,.,.,.,.,"1,033"
EA31C,320,"Percutaneous Coronary Intervention, 0 to 2 Stents, with CC Score 3-6","1,918",.,"2,596",.,"3,570",.,.,.,.,.,.,.,"2,921",.,.,.,.,"2,810"
EA31D,300,"Percutaneous Coronary Intervention, 0 to 2 Stents, with CC Score 0-2",788,.,.,.,"1,048",.,.,.,.,.,.,.,.,.,.,.,.,918
EA31D,320,"Percutaneous Coronary Intervention, 0 to 2 Stents, with CC Score 0-2","1,926",.,"2,597",.,"3,577",.,.,.,.,.,.,.,"2,929",.,.,.,.,"2,861"
EA35A,320,Other Percutaneous Interventions with CC Score 8+,.,.,"2,248",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,248"
EA35B,320,Other Percutaneous Interventions with CC Score 5-7,"1,253",.,"2,180",.,.,.,.,.,.,.,.,.,"2,905",.,.,.,.,"2,267"
EA35C,320,Other Percutaneous Interventions with CC Score 2-4,"1,253",.,"2,310",.,.,.,.,.,.,.,.,.,"2,700",.,.,.,.,"2,288"
EA35D,320,Other Percutaneous Interventions with CC Score 0-1,"1,253",.,"2,241",.,"3,087",.,.,.,.,.,.,.,"2,729",.,.,.,.,"2,433"
EA36C,320,Catheter with CC Score 13+,.,.,"1,123",.,"1,929",.,.,.,.,.,.,.,"1,942",.,.,.,.,"1,665"
EA36D,320,Catheter with CC Score 10-12,689,.,"1,111",.,"1,929",.,.,.,.,.,.,.,"2,182",.,.,.,.,"1,421"
EA36E,300,Catheter with CC Score 7-9,.,.,.,.,457,.,.,.,.,.,.,.,.,.,.,.,.,457
EA36E,320,Catheter with CC Score 7-9,689,.,"1,389",.,"1,929",.,.,.,.,.,.,.,"2,020",.,.,.,728,"1,381"
EA36F,300,Catheter with CC Score 4-6,.,.,.,.,457,.,.,.,.,.,.,.,.,.,.,.,.,457
EA36F,320,Catheter with CC Score 4-6,689,.,"1,344",.,"1,929",.,.,.,.,.,.,.,"2,024",.,.,.,731,"1,483"
EA36G,170,Catheter with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,.,"10,581",.,.,.,.,"10,581"
EA36G,300,Catheter with CC Score 2-3,438,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,438
EA36G,320,Catheter with CC Score 2-3,689,.,"1,283",.,"1,929",.,.,.,.,.,.,.,"2,006",.,.,.,731,"1,424"
EA36H,300,Catheter with CC Score 0-1,438,.,"2,370",.,327,.,.,.,.,.,799,.,.,.,.,.,.,765
EA36H,320,Catheter with CC Score 0-1,689,.,"1,240",.,"1,928",.,.,.,.,.,.,.,"2,001",.,.,.,731,"1,471"
EA39A,320,"Pacemaker Procedure without Generator Implant, including Re-Siting and Removal of Cardiac Pacemaker System, with CC Score 5+",.,.,.,.,.,.,.,.,.,.,.,.,"2,451",.,.,.,.,"2,451"
EA40Z,170,Other Non-Complex Cardiac Surgery,.,.,.,.,.,.,.,.,.,.,.,.,"8,506",.,.,.,.,"8,506"
EA40Z,320,Other Non-Complex Cardiac Surgery,.,.,.,.,.,.,.,.,.,.,.,.,"5,616",.,.,.,.,"5,616"
EA44B,320,Minor Cardiac Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,"1,986",.,.,.,.,"1,986"
EA45Z,300,"Complex Echocardiogram, including Transoesophageal and Fetal Echocardiography",438,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,438
EA45Z,320,"Complex Echocardiogram, including Transoesophageal and Fetal Echocardiography",689,422,.,.,385,.,.,.,.,.,"1,269",.,"2,157",.,.,.,733,962
EA45Z,361,"Complex Echocardiogram, including Transoesophageal and Fetal Echocardiography",.,.,956,.,.,.,.,.,.,.,.,.,.,.,.,.,.,956
EA47Z,300,Electrocardiogram Monitoring and Stress Testing,.,.,.,.,.,301,.,.,.,.,.,.,.,.,502,.,.,402
EA47Z,320,Electrocardiogram Monitoring and Stress Testing,.,.,935,.,.,.,.,.,.,.,"1,177",.,.,.,.,.,.,984
EA48Z,320,"Single or Dual Chamber, Pacemaker or Implantable Diagnostic Device, with Percutaneous Coronary Intervention, EP or RFA",.,.,"3,788",.,.,.,.,.,.,.,.,.,"5,214",.,.,.,.,"5,010"
EA49A,320,"Percutaneous Coronary Interventions with 3 or more Stents, Rotablation, IVUS or Pressure Wire, with CC Score 9+",.,.,"3,739",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,739"
EA49B,320,"Percutaneous Coronary Interventions with 3 or more Stents, Rotablation, IVUS or Pressure Wire, with CC Score 6-8","2,303",.,"3,306",.,"4,274",.,.,.,.,.,.,.,"3,766",.,.,.,.,"3,589"
EA49C,320,"Percutaneous Coronary Interventions with 3 or more Stents, Rotablation, IVUS or Pressure Wire, with CC Score 3-5","2,122",.,"4,210",.,"4,056",.,.,.,.,.,.,.,"3,766",.,.,.,.,"3,760"
EA49D,320,"Percutaneous Coronary Interventions with 3 or more Stents, Rotablation, IVUS or Pressure Wire, with CC Score 0-2","2,186",.,"3,882",.,"4,100",.,.,.,.,.,.,.,"3,746",.,.,.,.,"3,759"
EA51A,170,"Coronary Artery Bypass Graft, with Valve Replacement or Repair, with CC Score 9+",.,.,.,.,.,.,.,.,.,.,.,.,"14,391",.,.,.,.,"14,391"
EA51D,170,"Coronary Artery Bypass Graft, with Valve Replacement or Repair, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,644,.,.,.,.,644
EA54A,320,Percutaneous Standard Ablation with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,.,"4,063",.,.,.,.,"4,063"
EA54B,320,Percutaneous Standard Ablation with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,"3,560",.,.,.,.,"3,560"
EA55A,320,Percutaneous Diagnostic Electrophysiology Studies with CC Score 3+,.,.,"3,562",.,.,.,.,.,.,.,.,.,"2,916",.,.,.,.,"3,347"
EA55B,100,Percutaneous Diagnostic Electrophysiology Studies with CC Score 0-2,.,.,.,.,"2,056",.,.,.,.,.,.,.,.,.,.,.,.,"2,056"
EA55B,320,Percutaneous Diagnostic Electrophysiology Studies with CC Score 0-2,.,.,"3,562",.,.,.,.,.,.,.,.,.,"2,949",.,.,.,.,"3,103"
EA56A,320,"Implantation of Cardiac Resynchronization Therapy Defibrillator (CRT-D), with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,.,"16,615",.,.,.,.,"16,615"
EA56B,320,"Implantation of Cardiac Resynchronization Therapy Defibrillator (CRT-D), with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,.,"15,914",.,.,.,.,"15,914"
EA56C,320,"Implantation of Cardiac Resynchronization Therapy Defibrillator (CRT-D), with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,"15,914",.,.,.,.,"15,914"
EA57A,320,"Percutaneous Interventions: Percutaneous Transluminal ASD, VSD or PFO Closure and Valve Insertion, or Balloon Valve Intermediate Interventions and Arterial Duct Closure, with CC Score 5+",.,.,"2,941",.,.,.,.,.,.,.,.,.,"3,303",.,.,.,.,"3,212"
EA57B,320,"Percutaneous Interventions: Percutaneous Transluminal ASD, VSD or PFO Closure and Valve Insertion, or Balloon Valve Intermediate Interventions and Arterial Duct Closure, with CC Score 0-4",.,.,.,.,.,.,.,.,.,.,.,.,"3,199",.,.,.,.,"3,199"
EA58Z,170,Transcatheter Aortic Valve Implantation (TAVI) using Transfemoral Approach,.,.,.,.,.,.,.,.,.,.,.,.,"3,073",.,.,.,.,"3,073"
EA58Z,320,Transcatheter Aortic Valve Implantation (TAVI) using Transfemoral Approach,.,.,.,.,.,.,.,.,.,.,.,.,"18,362",.,.,.,.,"18,362"
EA59Z,170,Transcatheter Aortic Valve Implantation (TAVI) not using Transfemoral Approach,.,.,.,.,.,.,.,.,.,.,.,.,"6,801",.,.,.,.,"6,801"
EB02A,300,Endocarditis with CC Score 10+,.,.,.,.,.,.,528,.,.,.,.,.,.,.,.,.,367,399
EB02B,300,Endocarditis with CC Score 5-9,.,.,404,.,.,.,.,.,.,.,.,.,386,.,.,.,.,397
EB02B,320,Endocarditis with CC Score 5-9,689,.,.,547,.,.,.,.,.,.,.,.,.,.,799,.,.,678
EB02C,300,Endocarditis with CC Score 0-4,438,407,.,.,.,.,.,.,.,.,.,.,386,.,.,.,.,403
EB02C,320,Endocarditis with CC Score 0-4,689,422,.,.,.,.,.,.,.,.,453,.,.,.,.,.,456,477
EB02C,430,Endocarditis with CC Score 0-4,.,370,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,370
EB03A,100,"Heart Failure or Shock, with CC Score 14+",.,.,.,.,438,.,.,.,.,.,.,.,.,.,.,.,.,438
EB03A,300,"Heart Failure or Shock, with CC Score 14+",.,407,404,.,.,.,.,.,.,.,.,.,386,.,.,.,367,393
EB03A,320,"Heart Failure or Shock, with CC Score 14+",.,422,.,.,.,.,.,.,.,.,.,.,.,.,.,.,456,432
EB03A,361,"Heart Failure or Shock, with CC Score 14+",.,.,.,.,.,409,.,.,.,.,.,.,.,.,.,.,.,409
EB03B,300,"Heart Failure or Shock, with CC Score 11-13",438,407,404,454,327,301,528,.,376,.,387,.,386,.,502,.,367,388
EB03B,301,"Heart Failure or Shock, with CC Score 11-13",.,374,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,374
EB03B,320,"Heart Failure or Shock, with CC Score 11-13",689,422,617,.,385,358,.,.,.,.,.,.,611,.,.,.,456,563
EB03B,361,"Heart Failure or Shock, with CC Score 11-13",.,.,704,.,.,.,.,.,.,.,.,.,.,.,.,.,.,704
EB03B,430,"Heart Failure or Shock, with CC Score 11-13",.,.,499,.,.,.,.,.,.,.,.,.,.,.,.,.,.,499
EB03C,100,"Heart Failure or Shock, with CC Score 8-10",.,.,.,.,.,395,.,.,.,.,.,.,.,.,.,.,.,395
EB03C,300,"Heart Failure or Shock, with CC Score 8-10",438,407,404,454,327,301,528,.,376,.,353,.,386,.,502,.,367,386
EB03C,301,"Heart Failure or Shock, with CC Score 8-10",.,374,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,374
EB03C,320,"Heart Failure or Shock, with CC Score 8-10",689,422,568,.,385,.,701,.,.,.,666,.,611,.,799,.,456,554
EB03C,361,"Heart Failure or Shock, with CC Score 8-10",.,.,704,.,.,.,.,.,.,.,.,.,.,.,.,.,.,704
EB03C,430,"Heart Failure or Shock, with CC Score 8-10",368,.,499,.,363,.,.,.,.,.,388,.,654,.,.,.,298,413
EB03D,100,"Heart Failure or Shock, with CC Score 4-7",.,.,.,.,438,.,.,.,.,.,.,.,.,.,.,.,.,438
EB03D,180,"Heart Failure or Shock, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,.,306,.,.,.,.,306
EB03D,300,"Heart Failure or Shock, with CC Score 4-7",438,407,404,454,327,301,528,.,376,.,360,.,386,.,502,.,367,394
EB03D,302,"Heart Failure or Shock, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,.,488,.,.,.,.,488
EB03D,320,"Heart Failure or Shock, with CC Score 4-7",689,422,568,547,385,358,.,.,.,.,453,.,962,.,799,552,456,541
EB03D,340,"Heart Failure or Shock, with CC Score 4-7",.,.,465,.,.,.,.,.,.,.,.,.,466,.,.,.,.,466
EB03D,350,"Heart Failure or Shock, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,.,"1,035",.,.,.,.,"1,035"
EB03D,430,"Heart Failure or Shock, with CC Score 4-7",368,370,499,.,363,.,.,.,.,.,388,.,654,.,644,.,.,503
EB03E,100,"Heart Failure or Shock, with CC Score 0-3",.,.,.,.,438,.,.,.,.,.,.,.,.,.,.,.,455,446
EB03E,180,"Heart Failure or Shock, with CC Score 0-3",.,457,.,.,.,.,.,.,.,.,225,.,306,.,.,.,.,320
EB03E,300,"Heart Failure or Shock, with CC Score 0-3",438,407,414,454,327,301,528,.,376,.,375,.,386,.,502,.,367,391
EB03E,320,"Heart Failure or Shock, with CC Score 0-3",689,422,970,547,385,358,701,.,655,.,453,.,.,.,799,552,456,532
EB03E,340,"Heart Failure or Shock, with CC Score 0-3",.,.,465,.,.,.,.,.,.,.,.,.,466,.,.,.,.,466
EB03E,361,"Heart Failure or Shock, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,383,383
EB03E,430,"Heart Failure or Shock, with CC Score 0-3",368,370,499,.,.,.,.,.,.,.,388,.,654,.,.,.,298,546
EB04Z,100,Hypertension,.,.,.,.,.,.,.,.,.,.,525,.,388,.,.,.,.,457
EB04Z,180,Hypertension,.,.,.,.,894,.,.,.,.,.,.,.,.,.,.,.,.,894
EB04Z,300,Hypertension,438,407,404,454,327,301,528,.,376,.,369,.,386,.,502,.,367,406
EB04Z,302,Hypertension,.,.,.,.,.,.,.,.,.,.,.,.,537,.,.,.,.,537
EB04Z,320,Hypertension,689,422,568,547,385,.,.,.,.,.,453,.,611,.,799,552,.,550
EB04Z,361,Hypertension,521,442,.,.,.,409,.,.,.,.,.,.,.,.,.,.,.,451
EB04Z,430,Hypertension,.,370,.,.,363,.,.,.,.,.,388,.,654,.,.,.,298,455
EB04Z,501,Hypertension,.,.,.,.,.,.,.,.,.,.,.,.,479,.,.,.,.,479
EB04Z,502,Hypertension,.,.,.,.,.,363,.,.,.,.,.,.,.,.,.,.,.,363
EB05A,100,Cardiac Arrest with CC Score 9+,.,452,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,452
EB05A,300,Cardiac Arrest with CC Score 9+,438,407,.,.,.,.,.,.,376,.,387,.,386,.,.,.,367,391
EB05A,320,Cardiac Arrest with CC Score 9+,.,.,.,.,.,358,.,.,.,.,"1,121",.,.,.,.,.,456,645
EB05A,361,Cardiac Arrest with CC Score 9+,.,.,704,.,.,.,.,.,.,.,.,.,.,.,.,.,.,704
EB05A,430,Cardiac Arrest with CC Score 9+,.,.,499,.,.,.,.,.,.,.,.,.,.,.,.,.,.,499
EB05B,100,Cardiac Arrest with CC Score 5-8,.,452,.,.,438,.,.,.,.,.,"3,387",.,.,.,.,.,.,"1,426"
EB05B,101,Cardiac Arrest with CC Score 5-8,.,.,.,657,.,.,.,.,.,.,.,.,.,.,.,.,.,657
EB05B,300,Cardiac Arrest with CC Score 5-8,.,407,404,.,327,301,.,.,.,.,791,.,386,.,.,.,367,497
EB05B,320,Cardiac Arrest with CC Score 5-8,.,.,.,547,385,.,.,.,.,.,936,.,.,.,.,552,.,604
EB05B,340,Cardiac Arrest with CC Score 5-8,.,.,465,.,.,.,.,.,.,.,.,.,.,.,.,.,.,465
EB05B,370,Cardiac Arrest with CC Score 5-8,.,.,708,.,.,.,.,.,.,.,.,.,.,.,.,.,.,708
EB05B,430,Cardiac Arrest with CC Score 5-8,.,.,.,.,.,.,.,.,.,.,388,.,.,.,644,.,.,516
EB05C,180,Cardiac Arrest with CC Score 0-4,.,.,.,.,894,.,.,.,.,.,.,.,.,.,.,.,.,894
EB05C,300,Cardiac Arrest with CC Score 0-4,.,.,404,454,.,.,.,.,376,.,387,.,386,.,502,.,367,401
EB05C,320,Cardiac Arrest with CC Score 0-4,689,.,568,547,.,.,.,.,.,.,453,.,611,.,799,552,456,620
EB06A,320,Cardiac Valve Disorders with CC Score 13+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,456,456
EB06B,300,Cardiac Valve Disorders with CC Score 9-12,.,.,.,.,327,.,528,.,.,.,387,.,.,.,502,.,367,406
EB06B,320,Cardiac Valve Disorders with CC Score 9-12,689,422,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,600
EB06B,430,Cardiac Valve Disorders with CC Score 9-12,.,.,.,.,363,.,.,.,.,.,.,.,.,.,.,.,.,363
EB06C,300,Cardiac Valve Disorders with CC Score 5-8,438,.,404,454,327,.,.,.,376,.,387,.,386,.,.,.,367,397
EB06C,320,Cardiac Valve Disorders with CC Score 5-8,689,422,568,.,385,358,701,.,.,.,453,.,611,.,.,552,456,570
EB06C,340,Cardiac Valve Disorders with CC Score 5-8,.,.,.,.,.,.,.,.,.,.,.,.,466,.,.,.,.,466
EB06D,180,Cardiac Valve Disorders with CC Score 0-4,.,457,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,457
EB06D,300,Cardiac Valve Disorders with CC Score 0-4,438,.,404,454,327,301,528,.,376,.,369,.,.,.,502,.,367,398
EB06D,320,Cardiac Valve Disorders with CC Score 0-4,689,422,568,547,385,.,701,.,655,.,.,.,611,.,799,.,456,529
EB06D,430,Cardiac Valve Disorders with CC Score 0-4,.,370,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,370
EB07A,300,"Arrhythmia or Conduction Disorders, with CC Score 13+",.,407,.,.,327,.,.,.,.,.,.,.,.,.,.,.,367,367
EB07A,320,"Arrhythmia or Conduction Disorders, with CC Score 13+",689,422,568,.,.,.,.,.,655,.,.,.,.,.,.,.,.,594
EB07B,300,"Arrhythmia or Conduction Disorders, with CC Score 10-12",438,407,.,454,327,.,.,.,376,.,.,.,386,.,.,.,367,391
EB07B,320,"Arrhythmia or Conduction Disorders, with CC Score 10-12",689,422,568,.,385,358,701,.,655,.,.,.,611,.,.,.,456,560
EB07B,430,"Arrhythmia or Conduction Disorders, with CC Score 10-12",.,.,.,.,363,.,.,.,.,.,.,.,.,.,.,.,.,363
EB07C,300,"Arrhythmia or Conduction Disorders, with CC Score 7-9",438,407,404,454,327,301,528,.,376,.,387,.,386,.,502,.,367,398
EB07C,320,"Arrhythmia or Conduction Disorders, with CC Score 7-9",689,422,568,547,385,.,701,.,655,.,453,.,611,.,799,.,456,530
EB07C,340,"Arrhythmia or Conduction Disorders, with CC Score 7-9",.,.,.,.,.,.,.,.,.,.,.,.,466,.,.,.,.,466
