HRG,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Royal Victoria,South Tyrone,South West Acute,Tyrone County,Ulster,N. Ireland Total FCEs
DZ28B,340,Pleurisy with CC Score 0-2,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ29C,300,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, with CC Score 7+",1,2,.,.,3,1,.,.,.,.,.,.,.,.,.,.,7
DZ29C,361,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, with CC Score 7+",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ29D,100,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, with CC Score 4-6",.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,2
DZ29D,120,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, with CC Score 4-6",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ29D,300,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, with CC Score 4-6",2,2,.,1,2,.,.,.,.,.,.,.,.,1,.,.,8
DZ29D,320,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, with CC Score 4-6",.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,1
DZ29D,410,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, with CC Score 4-6",.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,1
DZ29E,120,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, with CC Score 2-3",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ29E,300,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, with CC Score 2-3",4,2,2,.,3,4,.,.,.,.,2,.,.,.,.,.,17
DZ29E,320,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, with CC Score 2-3",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ29E,340,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, with CC Score 2-3",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ29E,361,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, with CC Score 2-3",.,3,7,.,.,.,.,.,.,.,.,.,.,.,.,.,10
DZ29E,410,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, with CC Score 2-3",.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,2
DZ29F,100,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, with CC Score 0-1",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ29F,300,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, with CC Score 0-1",8,.,1,.,1,1,.,.,.,.,2,1,.,.,.,1,15
DZ29F,340,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, with CC Score 0-1",.,.,1,.,.,.,.,.,.,.,.,3,.,.,.,.,4
DZ29F,410,"Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, with CC Score 0-1",.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,1
DZ51Z,300,Complex Tuberculosis,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1,2
DZ51Z,350,Complex Tuberculosis,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
DZ54Z,340,Complex Bronchoscopy,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
DZ63A,120,"Major Thoracic Procedures, 19 years and over, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
DZ63A,300,"Major Thoracic Procedures, 19 years and over, with CC Score 6+",.,.,2,.,.,.,.,.,.,.,.,1,.,.,.,.,3
DZ63A,340,"Major Thoracic Procedures, 19 years and over, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
DZ63B,300,"Major Thoracic Procedures, 19 years and over, with CC Score 3-5",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
DZ63B,340,"Major Thoracic Procedures, 19 years and over, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
DZ63C,172,"Major Thoracic Procedures, 19 years and over, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
DZ63C,320,"Major Thoracic Procedures, 19 years and over, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
DZ63C,340,"Major Thoracic Procedures, 19 years and over, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
DZ64A,300,"Intermediate Thoracic Procedures, 19 years and over, with CC Score 6+",.,4,1,.,2,.,.,.,.,.,.,2,.,.,.,.,9
DZ64A,340,"Intermediate Thoracic Procedures, 19 years and over, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4
DZ64A,370,"Intermediate Thoracic Procedures, 19 years and over, with CC Score 6+",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
DZ64A,430,"Intermediate Thoracic Procedures, 19 years and over, with CC Score 6+",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
DZ64B,110,"Intermediate Thoracic Procedures, 19 years and over, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
DZ64B,300,"Intermediate Thoracic Procedures, 19 years and over, with CC Score 3-5",.,5,1,.,3,.,.,.,.,.,.,.,.,1,.,.,10
DZ64B,340,"Intermediate Thoracic Procedures, 19 years and over, with CC Score 3-5",.,.,3,.,.,.,.,.,.,.,.,9,.,.,.,.,12
DZ64C,170,"Intermediate Thoracic Procedures, 19 years and over, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
DZ64C,172,"Intermediate Thoracic Procedures, 19 years and over, with CC Score 0-2",.,.,1,.,.,.,.,.,.,.,.,3,.,.,.,.,4
DZ64C,300,"Intermediate Thoracic Procedures, 19 years and over, with CC Score 0-2",.,.,1,.,2,.,.,.,.,.,.,1,.,1,.,.,5
DZ64C,340,"Intermediate Thoracic Procedures, 19 years and over, with CC Score 0-2",.,.,3,.,.,.,.,.,.,.,.,9,.,.,.,.,12
EA03A,320,"Pace 1: Single Chamber or Implantable Diagnostic Device, with CC Score 11+",.,.,.,.,1,.,.,.,.,.,.,2,.,.,.,.,3
EA03B,101,"Pace 1: Single Chamber or Implantable Diagnostic Device, with CC Score 8-10",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
EA03B,320,"Pace 1: Single Chamber or Implantable Diagnostic Device, with CC Score 8-10",.,.,1,.,1,.,.,.,.,.,1,2,.,.,.,1,6
EA03C,303,"Pace 1: Single Chamber or Implantable Diagnostic Device, with CC Score 5-7",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
EA03C,320,"Pace 1: Single Chamber or Implantable Diagnostic Device, with CC Score 5-7",.,.,1,2,2,.,.,.,.,.,.,5,.,.,.,1,11
EA03D,100,"Pace 1: Single Chamber or Implantable Diagnostic Device, with CC Score 2-4",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
EA03D,300,"Pace 1: Single Chamber or Implantable Diagnostic Device, with CC Score 2-4",1,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,2
EA03D,320,"Pace 1: Single Chamber or Implantable Diagnostic Device, with CC Score 2-4",3,2,4,.,3,.,.,.,.,.,.,11,.,.,.,3,26
EA03E,320,"Pace 1: Single Chamber or Implantable Diagnostic Device, with CC Score 0-1",1,1,4,.,2,.,.,.,.,.,.,2,.,.,.,.,10
EA05A,170,"Pace 2: Dual Chamber, with CC Score 9+",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EA05A,300,"Pace 2: Dual Chamber, with CC Score 9+",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EA05A,320,"Pace 2: Dual Chamber, with CC Score 9+",.,.,3,.,.,.,.,.,.,.,.,6,.,.,.,.,9
EA05B,110,"Pace 2: Dual Chamber, with CC Score 5-8",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EA05B,170,"Pace 2: Dual Chamber, with CC Score 5-8",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EA05B,320,"Pace 2: Dual Chamber, with CC Score 5-8",.,.,8,.,2,.,.,.,.,.,.,7,.,.,.,.,17
EA05B,430,"Pace 2: Dual Chamber, with CC Score 5-8",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EA05C,300,"Pace 2: Dual Chamber, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EA05C,320,"Pace 2: Dual Chamber, with CC Score 2-4",.,.,26,.,3,.,.,.,.,.,.,28,.,.,.,.,57
EA05D,320,"Pace 2: Dual Chamber, with CC Score 0-1",.,.,13,.,2,.,.,.,.,.,.,8,.,.,.,.,23
EA07B,320,"Pace 3: Biventricular and all Congenital Pacemaker Procedures; Resynchronisation Therapy, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
EA07C,320,"Pace 3: Biventricular and all Congenital Pacemaker Procedures; Resynchronisation Therapy, with CC Score 0-3",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
EA11A,320,"Percutaneous Interventions: Other including Septostomy, Embolisation, Non-Coronary Stents and Energy Moderated Perforation, with CC Score 3+",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
EA11A,340,"Percutaneous Interventions: Other including Septostomy, Embolisation, Non-Coronary Stents and Energy Moderated Perforation, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EA11B,302,"Percutaneous Interventions: Other including Septostomy, Embolisation, Non-Coronary Stents and Energy Moderated Perforation, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EA11B,320,"Percutaneous Interventions: Other including Septostomy, Embolisation, Non-Coronary Stents and Energy Moderated Perforation, with CC Score 0-2",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,2
EA11B,340,"Percutaneous Interventions: Other including Septostomy, Embolisation, Non-Coronary Stents and Energy Moderated Perforation, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EA11B,361,"Percutaneous Interventions: Other including Septostomy, Embolisation, Non-Coronary Stents and Energy Moderated Perforation, with CC Score 0-2",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
EA11B,370,"Percutaneous Interventions: Other including Septostomy, Embolisation, Non-Coronary Stents and Energy Moderated Perforation, with CC Score 0-2",.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,4
EA12A,170,"Implantation of Cardioverter; Defibrillator only, with CC Score 9+",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EA12A,300,"Implantation of Cardioverter; Defibrillator only, with CC Score 9+",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EA12A,320,"Implantation of Cardioverter; Defibrillator only, with CC Score 9+",.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4
EA12B,320,"Implantation of Cardioverter; Defibrillator only, with CC Score 6-8",.,.,5,.,.,.,.,.,.,.,.,6,.,.,.,.,11
EA12C,320,"Implantation of Cardioverter; Defibrillator only, with CC Score 3-5",.,.,5,.,.,.,.,.,.,.,.,13,.,.,.,.,18
EA12D,320,"Implantation of Cardioverter; Defibrillator only, with CC Score 0-2",.,.,9,.,.,.,.,.,.,.,.,20,.,.,.,.,29
EA12D,430,"Implantation of Cardioverter; Defibrillator only, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
EA14A,170,Coronary Artery Bypass Graft (First Time) with CC Score 12+,.,.,.,.,.,.,.,.,.,.,.,12,.,.,.,.,12
EA14B,170,Coronary Artery Bypass Graft (First Time) with CC Score 7-11,.,.,.,.,.,.,.,.,.,.,.,32,.,.,.,.,32
EA14B,172,Coronary Artery Bypass Graft (First Time) with CC Score 7-11,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EA14B,320,Coronary Artery Bypass Graft (First Time) with CC Score 7-11,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
EA14C,170,Coronary Artery Bypass Graft (First Time) with CC Score 3-6,.,.,.,.,.,.,.,.,.,.,.,56,.,.,.,.,56
EA14C,320,Coronary Artery Bypass Graft (First Time) with CC Score 3-6,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4
EA14D,170,Coronary Artery Bypass Graft (First Time) with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,39,.,.,.,.,39
EA14D,172,Coronary Artery Bypass Graft (First Time) with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EA14D,320,Coronary Artery Bypass Graft (First Time) with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
EA16D,170,"Coronary Artery Bypass Graft (First Time) with Percutaneous Coronary Intervention, Pacing, EP or RFA, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EA17A,170,Single Cardiac Valve Procedures with CC Score 9+,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
EA17A,320,Single Cardiac Valve Procedures with CC Score 9+,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
EA17B,170,Single Cardiac Valve Procedures with CC Score 6-8,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4
EA17B,320,Single Cardiac Valve Procedures with CC Score 6-8,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EA17C,170,Single Cardiac Valve Procedures with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,9,.,.,.,.,9
EA17D,170,Single Cardiac Valve Procedures with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,9,.,.,.,.,9
EA17D,320,Single Cardiac Valve Procedures with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EA19A,300,"Single Cardiac Valve Procedures with Percutaneous Coronary Intervention, Pacing, EP or RFA, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EA19C,320,"Single Cardiac Valve Procedures with Percutaneous Coronary Intervention, Pacing, EP or RFA, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EA20A,170,"Other Complex Cardiac Surgery and Re-do's, with CC Score 10+",.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
EA20A,320,"Other Complex Cardiac Surgery and Re-do's, with CC Score 10+",.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
EA20B,170,"Other Complex Cardiac Surgery and Re-do's, with CC Score 5-9",.,.,.,.,.,.,.,.,.,.,.,7,.,.,.,.,7
EA20B,300,"Other Complex Cardiac Surgery and Re-do's, with CC Score 5-9",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2
EA20B,320,"Other Complex Cardiac Surgery and Re-do's, with CC Score 5-9",.,.,.,.,2,.,.,.,.,.,.,3,.,.,.,.,5
EA20C,100,"Other Complex Cardiac Surgery and Re-do's, with CC Score 0-4",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EA20C,170,"Other Complex Cardiac Surgery and Re-do's, with CC Score 0-4",.,.,.,.,.,.,.,.,.,.,.,9,.,.,.,.,9
EA20C,300,"Other Complex Cardiac Surgery and Re-do's, with CC Score 0-4",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
EA20C,320,"Other Complex Cardiac Surgery and Re-do's, with CC Score 0-4",.,.,.,.,1,.,.,.,.,.,.,6,.,.,.,.,7
EA22Z,170,"Other Complex Cardiac Surgery with Percutaneous Coronary Intervention, Pacing, EP or RFA",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EA29A,320,"Percutaneous Complex Ablation, including for Atrial Fibrillation and Ventricular Tachycardia, with CC Score 5+",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
EA29A,430,"Percutaneous Complex Ablation, including for Atrial Fibrillation and Ventricular Tachycardia, with CC Score 5+",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EA29C,320,"Percutaneous Complex Ablation, including for Atrial Fibrillation and Ventricular Tachycardia, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EA31A,320,"Percutaneous Coronary Intervention, 0 to 2 Stents, with CC Score 11+",1,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,5
EA31B,300,"Percutaneous Coronary Intervention, 0 to 2 Stents, with CC Score 7-10",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
EA31B,320,"Percutaneous Coronary Intervention, 0 to 2 Stents, with CC Score 7-10",7,.,10,.,1,.,.,.,.,.,.,7,.,.,.,.,25
EA31C,320,"Percutaneous Coronary Intervention, 0 to 2 Stents, with CC Score 3-6",88,.,42,.,22,.,.,.,.,.,.,109,.,.,.,.,261
EA31D,300,"Percutaneous Coronary Intervention, 0 to 2 Stents, with CC Score 0-2",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,1
EA31D,320,"Percutaneous Coronary Intervention, 0 to 2 Stents, with CC Score 0-2",134,.,52,.,67,.,.,.,.,.,.,106,.,.,.,.,359
EA31D,370,"Percutaneous Coronary Intervention, 0 to 2 Stents, with CC Score 0-2",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
EA35A,300,Other Percutaneous Interventions with CC Score 8+,.,.,1,.,.,.,.,.,.,.,.,1,.,.,.,.,2
EA35A,320,Other Percutaneous Interventions with CC Score 8+,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
EA35A,340,Other Percutaneous Interventions with CC Score 8+,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EA35B,320,Other Percutaneous Interventions with CC Score 5-7,.,.,1,.,.,.,.,.,.,.,.,4,.,.,.,1,6
EA35C,320,Other Percutaneous Interventions with CC Score 2-4,7,1,5,.,1,.,.,.,.,.,.,15,.,.,.,.,29
EA35C,340,Other Percutaneous Interventions with CC Score 2-4,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
EA35D,320,Other Percutaneous Interventions with CC Score 0-1,.,.,3,.,.,.,.,.,.,.,.,3,.,.,.,.,6
EA36C,320,Catheter with CC Score 13+,1,.,1,.,3,.,.,.,.,.,.,2,.,.,.,2,9
EA36D,320,Catheter with CC Score 10-12,3,.,3,.,3,.,.,.,.,.,.,11,.,.,.,.,20
EA36E,300,Catheter with CC Score 7-9,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
EA36E,320,Catheter with CC Score 7-9,17,.,8,.,7,.,.,.,.,.,.,15,.,.,.,6,53
EA36E,340,Catheter with CC Score 7-9,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EA36F,100,Catheter with CC Score 4-6,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
EA36F,300,Catheter with CC Score 4-6,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
EA36F,320,Catheter with CC Score 4-6,43,.,35,.,23,.,.,.,.,.,.,50,.,.,.,43,194
EA36F,340,Catheter with CC Score 4-6,.,.,1,.,.,.,.,.,.,.,.,1,.,.,.,.,2
EA36G,100,Catheter with CC Score 2-3,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
EA36G,300,Catheter with CC Score 2-3,1,.,.,.,2,.,.,.,.,.,.,1,.,.,.,.,4
EA36G,302,Catheter with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EA36G,320,Catheter with CC Score 2-3,64,.,38,.,36,.,.,.,.,.,.,67,.,.,.,54,259
EA36H,100,Catheter with CC Score 0-1,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
EA36H,300,Catheter with CC Score 0-1,1,.,.,.,1,.,.,.,.,.,.,2,.,.,.,.,4
EA36H,320,Catheter with CC Score 0-1,46,.,35,.,31,.,.,.,.,.,.,46,.,.,.,38,196
EA36H,430,Catheter with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EA39A,320,"Pacemaker Procedure without Generator Implant, including Re-Siting and Removal of Cardiac Pacemaker System, with CC Score 5+",.,.,1,.,.,.,.,.,.,.,.,3,.,.,.,.,4
EA39C,320,"Pacemaker Procedure without Generator Implant, including Re-Siting and Removal of Cardiac Pacemaker System, with CC Score 0-1",.,.,1,.,.,.,.,.,.,.,.,1,.,.,.,.,2
EA40Z,320,Other Non-Complex Cardiac Surgery,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
EA44A,300,Minor Cardiac Procedures with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EA44A,320,Minor Cardiac Procedures with CC Score 2+,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,2
EA44B,300,Minor Cardiac Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EA44B,320,Minor Cardiac Procedures with CC Score 0-1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
EA48Z,320,"Single or Dual Chamber, Pacemaker or Implantable Diagnostic Device, with Percutaneous Coronary Intervention, EP or RFA",.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4
EA49A,320,"Percutaneous Coronary Interventions with 3 or more Stents, Rotablation, IVUS or Pressure Wire, with CC Score 9+",1,.,.,.,1,.,.,.,.,.,.,7,.,.,.,.,9
EA49B,300,"Percutaneous Coronary Interventions with 3 or more Stents, Rotablation, IVUS or Pressure Wire, with CC Score 6-8",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
EA49B,320,"Percutaneous Coronary Interventions with 3 or more Stents, Rotablation, IVUS or Pressure Wire, with CC Score 6-8",4,.,7,.,1,.,.,.,.,.,.,13,.,.,.,.,25
EA49C,303,"Percutaneous Coronary Interventions with 3 or more Stents, Rotablation, IVUS or Pressure Wire, with CC Score 3-5",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
EA49C,320,"Percutaneous Coronary Interventions with 3 or more Stents, Rotablation, IVUS or Pressure Wire, with CC Score 3-5",10,.,16,.,3,.,.,.,.,.,.,28,.,.,.,.,57
EA49D,320,"Percutaneous Coronary Interventions with 3 or more Stents, Rotablation, IVUS or Pressure Wire, with CC Score 0-2",20,.,14,.,6,.,.,.,.,.,.,30,.,.,.,.,70
EA51A,170,"Coronary Artery Bypass Graft, with Valve Replacement or Repair, with CC Score 9+",.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,5
EA51A,320,"Coronary Artery Bypass Graft, with Valve Replacement or Repair, with CC Score 9+",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EA51B,170,"Coronary Artery Bypass Graft, with Valve Replacement or Repair, with CC Score 6-8",.,.,.,.,.,.,.,.,.,.,.,9,.,.,.,.,9
EA51B,320,"Coronary Artery Bypass Graft, with Valve Replacement or Repair, with CC Score 6-8",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EA51C,170,"Coronary Artery Bypass Graft, with Valve Replacement or Repair, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,8,.,.,.,.,8
EA51C,320,"Coronary Artery Bypass Graft, with Valve Replacement or Repair, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EA51D,170,"Coronary Artery Bypass Graft, with Valve Replacement or Repair, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,8,.,.,.,.,8
EA52A,170,"Repair or Replacement of more than one Heart Valve, with CC Score 9+",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
EA52A,320,"Repair or Replacement of more than one Heart Valve, with CC Score 9+",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EA52B,170,"Repair or Replacement of more than one Heart Valve, with CC Score 4-8",.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
EA52B,172,"Repair or Replacement of more than one Heart Valve, with CC Score 4-8",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EA52B,320,"Repair or Replacement of more than one Heart Valve, with CC Score 4-8",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EA52C,170,"Repair or Replacement of more than one Heart Valve, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EA54A,320,Percutaneous Standard Ablation with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,8,.,.,.,.,8
EA54B,320,Percutaneous Standard Ablation with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,9,.,.,.,.,9
EA55A,320,Percutaneous Diagnostic Electrophysiology Studies with CC Score 3+,.,.,1,.,.,.,.,.,.,.,.,2,.,.,.,.,3
EA55B,320,Percutaneous Diagnostic Electrophysiology Studies with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4
EA56A,320,"Implantation of Cardiac Resynchronization Therapy Defibrillator (CRT-D), with CC Score 6+",.,.,3,.,.,.,.,.,.,.,.,2,.,.,.,.,5
EA56B,320,"Implantation of Cardiac Resynchronization Therapy Defibrillator (CRT-D), with CC Score 3-5",.,.,4,.,.,.,.,.,.,.,.,2,.,.,.,.,6
EA56C,320,"Implantation of Cardiac Resynchronization Therapy Defibrillator (CRT-D), with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
EA57A,320,"Percutaneous Interventions: Percutaneous Transluminal ASD, VSD or PFO Closure and Valve Insertion, or Balloon Valve Intermediate Interventions and Arterial Duct Closure, with CC Score 5+",.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4
EA57B,100,"Percutaneous Interventions: Percutaneous Transluminal ASD, VSD or PFO Closure and Valve Insertion, or Balloon Valve Intermediate Interventions and Arterial Duct Closure, with CC Score 0-4",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EA57B,320,"Percutaneous Interventions: Percutaneous Transluminal ASD, VSD or PFO Closure and Valve Insertion, or Balloon Valve Intermediate Interventions and Arterial Duct Closure, with CC Score 0-4",.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4
EA58Z,320,Transcatheter Aortic Valve Implantation (TAVI) using Transfemoral Approach,.,.,.,.,.,.,.,.,.,.,.,17,.,.,.,.,17
EA59Z,320,Transcatheter Aortic Valve Implantation (TAVI) not using Transfemoral Approach,.,.,.,.,.,.,.,.,.,.,.,6,.,.,.,.,6
EB02A,300,Endocarditis with CC Score 10+,.,.,.,.,1,1,3,.,.,.,.,1,.,.,.,1,7
EB02A,320,Endocarditis with CC Score 10+,.,.,.,1,1,.,.,.,.,.,.,2,.,.,.,1,5
EB02A,430,Endocarditis with CC Score 10+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
EB02B,300,Endocarditis with CC Score 5-9,.,.,2,1,1,.,.,.,.,.,.,2,.,1,.,.,7
EB02B,302,Endocarditis with CC Score 5-9,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EB02B,320,Endocarditis with CC Score 5-9,4,.,2,1,2,.,.,.,.,.,.,8,.,.,.,2,19
EB02B,350,Endocarditis with CC Score 5-9,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EB02C,300,Endocarditis with CC Score 0-4,1,3,.,.,1,.,.,.,.,.,.,1,.,.,.,.,6
EB02C,320,Endocarditis with CC Score 0-4,4,4,.,1,1,.,.,.,.,.,.,2,.,.,.,.,12
EB03A,100,"Heart Failure or Shock, with CC Score 14+",.,1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,2
