Quarter Ending ,HSC Trust,Specialty,Programme of Care,0 - 6 weeks,> 6 - 13 weeks,> 13 - 21 weeks,> 21 - 26 weeks,> 26 weeks,>26-52 weeks,>52 weeks,> 26-30 weeks,> 30 weeks,>30-36 weeks,> 26 - 36 weeks,> 36 weeks,Total,,
30-Jun-2010,Western,Ophthalmology,Acute Services,302,218,47,1,--,,,--,--,--,1,0,569,,
30-Jun-2010,Western,Oral Surgery,Acute Services,149,35,5,0,--,,,--,--,--,0,0,189,,
30-Jun-2010,Western,Pain Management,Acute Services,58,41,23,0,--,,,--,--,--,0,0,122,,
30-Jun-2010,Western,General Medicine,Acute Services,728,673,22,0,--,,,--,--,--,0,0,"1,423",,
30-Jun-2010,Western,Cardiology,Acute Services,69,72,2,0,--,,,--,--,--,0,0,143,,
30-Jun-2010,Western,Paediatrics,Acute Services,1,3,2,0,--,,,--,--,--,0,0,6,,
30-Jun-2010,Western,Gynaecology,Acute Services,171,140,59,3,--,,,--,--,--,0,0,373,,
30-Jun-2010,Western,GP Other,Acute Services,69,4,0,0,--,,,--,--,--,0,0,73,,
30-Sep-2010,Belfast,General Surgery,Acute Services,634,417,284,43,--,,,--,--,--,19,2,"1,399",,
30-Sep-2010,Belfast,Urology,Acute Services,629,466,292,141,--,,,--,--,--,171,8,"1,707",,
30-Sep-2010,Belfast,T & O Surgery,Acute Services,2,2,273,123,--,,,--,--,--,229,38,667,,
30-Sep-2010,Belfast,ENT,Acute Services,99,90,77,15,--,,,--,--,--,5,1,287,,
30-Sep-2010,Belfast,Ophthalmology,Acute Services,858,"1,017",536,58,--,,,--,--,--,29,5,"2,503",,
30-Sep-2010,Belfast,Oral Surgery,Acute Services,43,43,43,10,--,,,--,--,--,5,0,144,,
30-Sep-2010,Belfast,Paediatric Dentistry,Acute Services,19,21,7,1,--,,,--,--,--,0,0,48,,
30-Sep-2010,Belfast,Neurosurgery,Acute Services,25,24,7,0,--,,,--,--,--,0,0,56,,
30-Sep-2010,Belfast,Plastic Surgery,Acute Services,48,30,36,7,--,,,--,--,--,4,2,127,,
30-Sep-2010,Belfast,Cardiac Surgery,Acute Services,0,1,0,0,--,,,--,--,--,0,0,1,,
30-Sep-2010,Belfast,Paediatric Surgery,Acute Services,53,52,65,10,--,,,--,--,--,4,0,184,,
30-Sep-2010,Belfast,Thoracic Surgery,Acute Services,5,0,0,0,--,,,--,--,--,0,0,5,,
30-Sep-2010,Belfast,Pain Management,Acute Services,111,168,220,78,--,,,--,--,--,182,19,778,,
30-Sep-2010,Belfast,General Medicine,Acute Services,351,317,199,132,--,,,--,--,--,55,1,"1,055",,
30-Sep-2010,Belfast,Gastroenterology,Acute Services,516,309,262,10,--,,,--,--,--,0,1,"1,098",,
30-Sep-2010,Belfast,Endocrinology,Acute Services,6,3,0,0,--,,,--,--,--,0,0,9,,
30-Sep-2010,Belfast,Cardiology,Acute Services,209,152,32,7,--,,,--,--,--,8,0,408,,
30-Sep-2010,Belfast,Dermatology,Acute Services,28,9,5,0,--,,,--,--,--,0,0,42,,
30-Sep-2010,Belfast,Nephrology,Acute Services,20,10,1,0,--,,,--,--,--,0,0,31,,
30-Sep-2010,Belfast,Neurology,Acute Services,1,0,0,0,--,,,--,--,--,0,0,1,,
30-Sep-2010,Belfast,Paediatrics,Acute Services,19,11,4,1,--,,,--,--,--,0,0,35,,
30-Sep-2010,Belfast,Gynaecology,Acute Services,185,144,95,31,--,,,--,--,--,17,0,472,,
30-Sep-2010,Belfast,GP Other,Acute Services,9,0,0,0,--,,,--,--,--,0,0,9,,
30-Sep-2010,Belfast,Radiology,Acute Services,9,2,4,2,--,,,--,--,--,9,2,28,,
30-Sep-2010,Northern,General Surgery,Acute Services,756,450,361,145,--,,,--,--,--,215,63,"1,990",,
30-Sep-2010,Northern,Urology,Acute Services,150,55,45,9,--,,,--,--,--,24,0,283,,
30-Sep-2010,Northern,ENT,Acute Services,85,45,13,9,--,,,--,--,--,4,0,156,,
30-Sep-2010,Northern,Ophthalmology,Acute Services,2,11,2,10,--,,,--,--,--,1,0,26,,
30-Sep-2010,Northern,Oral Surgery,Acute Services,5,7,6,0,--,,,--,--,--,0,0,18,,
30-Sep-2010,Northern,Pain Management,Acute Services,63,46,31,18,--,,,--,--,--,2,0,160,,
30-Sep-2010,Northern,General Medicine,Acute Services,169,101,93,37,--,,,--,--,--,86,31,517,,
30-Sep-2010,Northern,Gastroenterology,Acute Services,432,357,376,161,--,,,--,--,--,207,16,"1,549",,
30-Sep-2010,Northern,Dermatology,Acute Services,33,25,13,2,--,,,--,--,--,0,0,73,,
30-Sep-2010,Northern,Gynaecology,Acute Services,201,142,119,28,--,,,--,--,--,36,1,527,,
30-Sep-2010,Northern,GP Other,Acute Services,40,1,0,0,--,,,--,--,--,0,0,41,,
30-Sep-2010,Northern,Other,Acute Services,82,26,0,0,--,,,--,--,--,0,0,108,,
30-Sep-2010,South Eastern,General Surgery,Acute Services,603,228,65,2,--,,,--,--,--,10,0,908,,
30-Sep-2010,South Eastern,Urology,Acute Services,216,49,0,0,--,,,--,--,--,0,0,265,,
30-Sep-2010,South Eastern,T & O Surgery,Acute Services,12,2,2,0,--,,,--,--,--,0,0,16,,
30-Sep-2010,South Eastern,ENT,Acute Services,48,46,0,0,--,,,--,--,--,0,0,94,,
30-Sep-2010,South Eastern,Ophthalmology,Acute Services,53,26,22,0,--,,,--,--,--,0,0,101,,
30-Sep-2010,South Eastern,Oral Surgery,Acute Services,30,6,0,0,--,,,--,--,--,0,0,36,,
30-Sep-2010,South Eastern,Neurosurgery,Acute Services,2,3,0,0,--,,,--,--,--,0,0,5,,
30-Sep-2010,South Eastern,Plastic Surgery,Acute Services,167,85,114,49,--,,,--,--,--,296,108,819,,
30-Sep-2010,South Eastern,Paediatric Surgery,Acute Services,41,27,0,0,--,,,--,--,--,0,0,68,,
30-Sep-2010,South Eastern,Pain Management,Acute Services,48,18,1,0,--,,,--,--,--,0,0,67,,
30-Sep-2010,South Eastern,General Medicine,Acute Services,368,247,135,31,--,,,--,--,--,6,0,787,,
30-Sep-2010,South Eastern,Gastroenterology,Acute Services,25,15,0,0,--,,,--,--,--,0,0,40,,
30-Sep-2010,South Eastern,Haematology (Clinical),Acute Services,3,0,0,0,--,,,--,--,--,0,0,3,,
30-Sep-2010,South Eastern,Cardiology,Acute Services,70,43,31,8,--,,,--,--,--,8,0,160,,
30-Sep-2010,South Eastern,Dermatology,Acute Services,70,45,65,4,--,,,--,--,--,0,0,184,,
30-Sep-2010,South Eastern,Nephrology,Acute Services,3,0,0,0,--,,,--,--,--,0,0,3,,
30-Sep-2010,South Eastern,Paediatrics,Acute Services,22,0,0,0,--,,,--,--,--,0,0,22,,
30-Sep-2010,South Eastern,Gynaecology,Acute Services,176,117,14,1,--,,,--,--,--,0,0,308,,
30-Sep-2010,South Eastern,GP Other,Acute Services,16,1,0,0,--,,,--,--,--,0,0,17,,
30-Sep-2010,South Eastern,Clinical Oncology,Acute Services,6,0,0,0,--,,,--,--,--,0,0,6,,
30-Sep-2010,South Eastern,Geriatric Medicine,Elderly Care,24,1,0,0,--,,,--,--,--,0,0,25,,
30-Sep-2010,Southern,General Surgery,Acute Services,655,381,503,242,--,,,--,--,--,304,31,"2,116",,
30-Sep-2010,Southern,Urology,Acute Services,107,86,61,38,--,,,--,--,--,69,31,392,,
30-Sep-2010,Southern,T & O Surgery,Acute Services,56,34,15,2,--,,,--,--,--,0,0,107,,
30-Sep-2010,Southern,ENT,Acute Services,87,85,4,0,--,,,--,--,--,0,0,176,,
30-Sep-2010,Southern,Ophthalmology,Acute Services,86,79,10,4,--,,,--,--,--,0,0,179,,
30-Sep-2010,Southern,Oral Surgery,Acute Services,16,15,0,0,--,,,--,--,--,0,0,31,,
30-Sep-2010,Southern,Paediatric Dentistry,Acute Services,8,4,1,0,--,,,--,--,--,0,0,13,,
30-Sep-2010,Southern,Pain Management,Acute Services,83,75,101,9,--,,,--,--,--,0,0,268,,
30-Sep-2010,Southern,General Medicine,Acute Services,2,2,3,0,--,,,--,--,--,0,0,7,,
30-Sep-2010,Southern,Gastroenterology,Acute Services,273,155,141,104,--,,,--,--,--,161,0,834,,
30-Sep-2010,Southern,Haematology (Clinical),Acute Services,2,4,0,0,--,,,--,--,--,0,0,6,,
30-Sep-2010,Southern,Cardiology,Acute Services,179,229,128,48,--,,,--,--,--,39,0,623,,
30-Sep-2010,Southern,Dermatology,Acute Services,119,24,3,0,--,,,--,--,--,0,0,146,,
30-Sep-2010,Southern,Thoracic Medicine,Acute Services,42,0,7,2,--,,,--,--,--,0,1,52,,
30-Sep-2010,Southern,Neurology,Acute Services,4,0,0,0,--,,,--,--,--,0,0,4,,
30-Sep-2010,Southern,Rheumatology,Acute Services,132,200,240,102,--,,,--,--,--,72,0,746,,
30-Sep-2010,Southern,Paediatrics,Acute Services,2,0,2,0,--,,,--,--,--,0,0,4,,
30-Sep-2010,Southern,Gynaecology,Acute Services,165,123,10,0,--,,,--,--,--,0,0,298,,
30-Sep-2010,Southern,GP Other,Acute Services,83,14,1,0,--,,,--,--,--,0,0,98,,
30-Sep-2010,Western,General Surgery,Acute Services,517,259,159,50,--,,,--,--,--,47,7,"1,039",,
30-Sep-2010,Western,Urology,Acute Services,178,114,92,21,--,,,--,--,--,25,6,436,,
30-Sep-2010,Western,T & O Surgery,Acute Services,64,59,52,16,--,,,--,--,--,46,51,288,,
30-Sep-2010,Western,ENT,Acute Services,48,20,3,0,--,,,--,--,--,0,0,71,,
30-Sep-2010,Western,Ophthalmology,Acute Services,302,195,45,8,--,,,--,--,--,0,0,550,,
30-Sep-2010,Western,Oral Surgery,Acute Services,209,32,9,0,--,,,--,--,--,0,0,250,,
30-Sep-2010,Western,Pain Management,Acute Services,63,49,35,6,--,,,--,--,--,1,0,154,,
30-Sep-2010,Western,General Medicine,Acute Services,738,639,425,95,--,,,--,--,--,8,0,"1,905",,
30-Sep-2010,Western,Cardiology,Acute Services,56,37,4,0,--,,,--,--,--,0,0,97,,
30-Sep-2010,Western,Paediatrics,Acute Services,2,0,1,2,--,,,--,--,--,1,0,6,,
30-Sep-2010,Western,Gynaecology,Acute Services,151,114,67,17,--,,,--,--,--,4,0,353,,
30-Sep-2010,Western,GP Other,Acute Services,66,5,0,0,--,,,--,--,--,0,0,71,,
31-Dec-2010,Belfast,General Surgery,Acute Services,234,242,177,67,--,,,--,--,--,37,2,759,,
31-Dec-2010,Belfast,Urology,Acute Services,24,40,53,17,--,,,--,--,--,3,0,137,,
31-Dec-2010,Belfast,T & O Surgery,Acute Services,4,5,0,0,--,,,--,--,--,1,0,10,,
31-Dec-2010,Belfast,ENT,Acute Services,144,151,100,31,--,,,--,--,--,11,0,437,,
31-Dec-2010,Belfast,Ophthalmology,Acute Services,345,478,310,40,--,,,--,--,--,18,2,"1,193",,
31-Dec-2010,Belfast,Oral Surgery,Acute Services,30,49,33,19,--,,,--,--,--,3,0,134,,
31-Dec-2010,Belfast,Paediatric Dentistry,Acute Services,21,20,13,6,--,,,--,--,--,0,0,60,,
31-Dec-2010,Belfast,Neurosurgery,Acute Services,24,28,14,5,--,,,--,--,--,5,3,79,,
31-Dec-2010,Belfast,Plastic Surgery,Acute Services,36,68,27,0,--,,,--,--,--,2,4,137,,
31-Dec-2010,Belfast,Paediatric Surgery,Acute Services,42,59,48,18,--,,,--,--,--,31,1,199,,
31-Dec-2010,Belfast,Thoracic Surgery,Acute Services,0,1,0,0,--,,,--,--,--,0,0,1,,
31-Dec-2010,Belfast,General Medicine,Acute Services,202,102,66,15,--,,,--,--,--,7,1,393,,
31-Dec-2010,Belfast,Gastroenterology,Acute Services,237,214,96,47,--,,,--,--,--,21,0,615,,
31-Dec-2010,Belfast,Endocrinology,Acute Services,14,3,1,0,--,,,--,--,--,0,0,18,,
31-Dec-2010,Belfast,Cardiology,Acute Services,82,76,38,16,--,,,--,--,--,6,2,220,,
31-Dec-2010,Belfast,Dermatology,Acute Services,30,20,18,1,--,,,--,--,--,0,0,69,,
31-Dec-2010,Belfast,Neurology,Acute Services,3,0,0,0,--,,,--,--,--,0,0,3,,
31-Dec-2010,Belfast,Paediatrics,Acute Services,9,21,16,1,--,,,--,--,--,0,0,47,,
31-Dec-2010,Belfast,Gynaecology,Acute Services,91,132,41,4,--,,,--,--,--,3,0,271,,
31-Dec-2010,Belfast,Radiology,Acute Services,8,5,0,0,--,,,--,--,--,0,0,13,,
31-Dec-2010,Belfast,General Surgery,Acute Services,129,128,73,33,--,,,--,--,--,47,3,413,,
31-Dec-2010,Belfast,Urology,Acute Services,501,446,297,102,--,,,--,--,--,125,58,"1,529",,
31-Dec-2010,Belfast,ENT,Acute Services,35,43,1,2,--,,,--,--,--,8,1,90,,
31-Dec-2010,Belfast,Oral Surgery,Acute Services,3,1,0,0,--,,,--,--,--,0,0,4,,
31-Dec-2010,Belfast,Plastic Surgery,Acute Services,0,0,1,0,--,,,--,--,--,0,4,5,,
31-Dec-2010,Belfast,Pain Management,Acute Services,57,88,108,65,--,,,--,--,--,69,49,436,,
31-Dec-2010,Belfast,Gastroenterology,Acute Services,316,237,47,55,--,,,--,--,--,28,0,683,,
31-Dec-2010,Belfast,Cardiology,Acute Services,85,58,35,0,--,,,--,--,--,0,0,178,,
31-Dec-2010,Belfast,Nephrology,Acute Services,29,16,0,0,--,,,--,--,--,0,0,45,,
31-Dec-2010,Belfast,Gynaecology,Acute Services,79,119,66,26,--,,,--,--,--,20,7,317,,
31-Dec-2010,Belfast,Radiology,Acute Services,2,2,0,0,--,,,--,--,--,1,1,6,,
31-Dec-2010,Belfast,T & O Surgery,Acute Services,136,234,198,61,--,,,--,--,--,66,8,703,,
31-Dec-2010,Belfast,Pain Management,Acute Services,23,66,72,15,--,,,--,--,--,16,1,193,,
31-Dec-2010,Belfast,Rheumatology,Acute Services,4,0,0,0,--,,,--,--,--,0,0,4,,
31-Dec-2010,Belfast,General Surgery,Acute Services,149,192,109,17,--,,,--,--,--,15,0,482,,
31-Dec-2010,Belfast,Urology,Acute Services,91,80,45,4,--,,,--,--,--,6,7,233,,
31-Dec-2010,Belfast,Ophthalmology,Acute Services,445,655,131,18,--,,,--,--,--,10,1,"1,260",,
31-Dec-2010,Belfast,Oral Surgery,Acute Services,1,0,0,0,--,,,--,--,--,0,0,1,,
31-Dec-2010,Belfast,Pain Management,Acute Services,49,35,48,13,--,,,--,--,--,0,0,145,,
31-Dec-2010,Belfast,General Medicine,Acute Services,175,293,211,115,--,,,--,--,--,55,0,849,,
31-Dec-2010,Belfast,Cardiology,Acute Services,7,18,10,3,--,,,--,--,--,7,6,51,,
31-Dec-2010,Belfast,Gynaecology,Acute Services,21,8,4,0,--,,,--,--,--,1,0,34,,
31-Dec-2010,Northern,General Surgery,Acute Services,258,218,40,17,--,,,--,--,--,25,1,559,,
31-Dec-2010,Northern,Urology,Acute Services,154,115,33,10,--,,,--,--,--,8,5,325,,
31-Dec-2010,Northern,ENT,Acute Services,16,1,0,0,--,,,--,--,--,0,0,17,,
31-Dec-2010,Northern,Pain Management,Acute Services,35,52,21,12,--,,,--,--,--,7,2,129,,
31-Dec-2010,Northern,General Medicine,Acute Services,83,120,81,33,--,,,--,--,--,59,58,434,,
31-Dec-2010,Northern,Gastroenterology,Acute Services,10,2,0,0,--,,,--,--,--,0,1,13,,
31-Dec-2010,Northern,Dermatology,Acute Services,9,25,19,12,--,,,--,--,--,5,0,70,,
31-Dec-2010,Northern,Gynaecology,Acute Services,63,33,5,2,--,,,--,--,--,2,11,116,,
31-Dec-2010,Northern,GP Other,Acute Services,26,3,0,0,--,,,--,--,--,0,0,29,,
31-Dec-2010,Northern,General Surgery,Acute Services,651,388,193,77,--,,,--,--,--,197,166,"1,672",,
31-Dec-2010,Northern,ENT,Acute Services,59,41,14,5,--,,,--,--,--,7,1,127,,
31-Dec-2010,Northern,Ophthalmology,Acute Services,8,9,3,0,--,,,--,--,--,0,0,20,,
31-Dec-2010,Northern,Oral Surgery,Acute Services,3,13,1,0,--,,,--,--,--,0,0,17,,
31-Dec-2010,Northern,Pain Management,Acute Services,20,4,0,3,--,,,--,--,--,0,0,27,,
31-Dec-2010,Northern,General Medicine,Acute Services,28,12,4,6,--,,,--,--,--,0,3,53,,
31-Dec-2010,Northern,Gastroenterology,Acute Services,473,337,254,135,--,,,--,--,--,264,171,"1,634",,
31-Dec-2010,Northern,Dermatology,Acute Services,19,4,0,0,--,,,--,--,--,0,0,23,,
31-Dec-2010,Northern,Gynaecology,Acute Services,142,140,64,21,--,,,--,--,--,19,3,389,,
31-Dec-2010,Northern,GP Other,Acute Services,70,15,1,2,--,,,--,--,--,0,0,88,,
31-Dec-2010,South Eastern,General Surgery,Acute Services,321,145,63,9,--,,,--,--,--,3,0,541,,
31-Dec-2010,South Eastern,Urology,Acute Services,139,53,11,0,--,,,--,--,--,0,0,203,,
31-Dec-2010,South Eastern,T & O Surgery,Acute Services,13,5,0,0,--,,,--,--,--,0,0,18,,
31-Dec-2010,South Eastern,ENT,Acute Services,34,27,3,0,--,,,--,--,--,0,0,64,,
31-Dec-2010,South Eastern,Oral Surgery,Acute Services,13,7,2,0,--,,,--,--,--,0,0,22,,
31-Dec-2010,South Eastern,Plastic Surgery,Acute Services,162,148,59,35,--,,,--,--,--,92,249,745,,
31-Dec-2010,South Eastern,Paediatric Surgery,Acute Services,50,58,4,0,--,,,--,--,--,0,0,112,,
31-Dec-2010,South Eastern,Pain Management,Acute Services,34,34,2,0,--,,,--,--,--,0,0,70,,
31-Dec-2010,South Eastern,General Medicine,Acute Services,208,153,120,21,--,,,--,--,--,2,0,504,,
31-Dec-2010,South Eastern,Haematology (Clinical),Acute Services,3,0,0,0,--,,,--,--,--,0,0,3,,
31-Dec-2010,South Eastern,Cardiology,Acute Services,60,53,39,7,--,,,--,--,--,4,3,166,,
31-Dec-2010,South Eastern,Dermatology,Acute Services,35,66,57,17,--,,,--,--,--,18,0,193,,
31-Dec-2010,South Eastern,Paediatrics,Acute Services,38,2,0,0,--,,,--,--,--,0,0,40,,
31-Dec-2010,South Eastern,Gynaecology,Acute Services,133,148,38,2,--,,,--,--,--,0,0,321,,
31-Dec-2010,South Eastern,GP Other,Acute Services,3,0,0,0,--,,,--,--,--,0,0,3,,
31-Dec-2010,South Eastern,Clinical Oncology,Acute Services,1,0,0,0,--,,,--,--,--,0,0,1,,
31-Dec-2010,South Eastern,General Surgery,Acute Services,282,232,36,1,--,,,--,--,--,0,0,551,,
31-Dec-2010,South Eastern,Urology,Acute Services,122,51,21,3,--,,,--,--,--,9,0,206,,
31-Dec-2010,South Eastern,T & O Surgery,Acute Services,4,0,0,0,--,,,--,--,--,0,0,4,,
31-Dec-2010,South Eastern,ENT,Acute Services,11,6,0,0,--,,,--,--,--,0,0,17,,
31-Dec-2010,South Eastern,Ophthalmology,Acute Services,84,24,0,0,--,,,--,--,--,0,0,108,,
31-Dec-2010,South Eastern,Oral Surgery,Acute Services,33,19,0,0,--,,,--,--,--,0,0,52,,
31-Dec-2010,South Eastern,Plastic Surgery,Acute Services,1,13,2,0,--,,,--,--,--,0,0,16,,
31-Dec-2010,South Eastern,General Medicine,Acute Services,76,101,3,1,--,,,--,--,--,1,0,182,,
31-Dec-2010,South Eastern,Gastroenterology,Acute Services,47,11,7,0,--,,,--,--,--,1,0,66,,
31-Dec-2010,South Eastern,Gynaecology,Acute Services,46,23,5,1,--,,,--,--,--,0,0,75,,
31-Dec-2010,South Eastern,GP Other,Acute Services,24,1,0,0,--,,,--,--,--,0,0,25,,
31-Dec-2010,South Eastern,Geriatric Medicine,Elderly Care,46,1,1,0,--,,,--,--,--,0,0,48,,
31-Dec-2010,Southern,General Surgery,Acute Services,765,682,345,111,--,,,--,--,--,337,226,"2,466",,
31-Dec-2010,Southern,Urology,Acute Services,146,151,100,48,--,,,--,--,--,52,61,558,,
31-Dec-2010,Southern,T & O Surgery,Acute Services,41,58,22,8,--,,,--,--,--,0,0,129,,
31-Dec-2010,Southern,ENT,Acute Services,115,49,0,0,--,,,--,--,--,0,0,164,,
31-Dec-2010,Southern,Ophthalmology,Acute Services,71,76,3,0,--,,,--,--,--,0,0,150,,
31-Dec-2010,Southern,Oral Surgery,Acute Services,48,9,6,0,--,,,--,--,--,0,0,63,,
31-Dec-2010,Southern,Paediatric Dentistry,Acute Services,4,2,0,0,--,,,--,--,--,0,0,6,,
31-Dec-2010,Southern,Pain Management,Acute Services,77,102,77,45,--,,,--,--,--,36,0,337,,
31-Dec-2010,Southern,General Medicine,Acute Services,3,0,0,0,--,,,--,--,--,2,1,6,,
31-Dec-2010,Southern,Gastroenterology,Acute Services,248,206,192,82,--,,,--,--,--,166,55,949,,
31-Dec-2010,Southern,Haematology (Clinical),Acute Services,8,0,0,0,--,,,--,--,--,0,0,8,,
31-Dec-2010,Southern,Cardiology,Acute Services,209,255,147,95,--,,,--,--,--,96,34,836,,
31-Dec-2010,Southern,Dermatology,Acute Services,52,61,0,0,--,,,--,--,--,0,0,113,,
31-Dec-2010,Southern,Thoracic Medicine,Acute Services,12,0,0,0,--,,,--,--,--,0,0,12,,
31-Dec-2010,Southern,Neurology,Acute Services,2,0,0,0,--,,,--,--,--,0,0,2,,
31-Dec-2010,Southern,Rheumatology,Acute Services,120,197,195,90,--,,,--,--,--,194,34,830,,
31-Dec-2010,Southern,Paediatrics,Acute Services,1,1,1,0,--,,,--,--,--,0,0,3,,
31-Dec-2010,Southern,Gynaecology,Acute Services,157,91,6,0,--,,,--,--,--,0,0,254,,
31-Dec-2010,Southern,GP Other,Acute Services,70,8,2,3,--,,,--,--,--,0,0,83,,
31-Dec-2010,Southern,Clinical Oncology,Acute Services,2,0,0,0,--,,,--,--,--,0,0,2,,
31-Dec-2010,Western,General Surgery,Acute Services,192,189,148,49,--,,,--,--,--,67,26,671,,
31-Dec-2010,Western,Urology,Acute Services,154,127,56,29,--,,,--,--,--,37,29,432,,
31-Dec-2010,Western,T & O Surgery,Acute Services,120,200,74,22,--,,,--,--,--,20,18,454,,
31-Dec-2010,Western,ENT,Acute Services,37,3,0,1,--,,,--,--,--,0,0,41,,
31-Dec-2010,Western,Ophthalmology,Acute Services,289,179,19,4,--,,,--,--,--,1,0,492,,
31-Dec-2010,Western,Oral Surgery,Acute Services,183,77,4,0,--,,,--,--,--,2,0,266,,
31-Dec-2010,Western,Pain Management,Acute Services,29,35,31,9,--,,,--,--,--,1,0,105,,
31-Dec-2010,Western,General Medicine,Acute Services,580,551,505,130,--,,,--,--,--,10,4,"1,780",,
31-Dec-2010,Western,Cardiology,Acute Services,46,47,8,0,--,,,--,--,--,0,0,101,,
31-Dec-2010,Western,Paediatrics,Acute Services,4,2,0,0,--,,,--,--,--,1,1,8,,
31-Dec-2010,Western,Gynaecology,Acute Services,49,88,28,8,--,,,--,--,--,2,0,175,,
31-Dec-2010,Western,GP Other,Acute Services,50,4,0,0,--,,,--,--,--,0,0,54,,
31-Dec-2010,Western,General Surgery,Acute Services,383,206,52,21,--,,,--,--,--,14,2,678,,
31-Dec-2010,Western,Urology,Acute Services,23,2,1,0,--,,,--,--,--,6,0,32,,
31-Dec-2010,Western,ENT,Acute Services,27,15,0,0,--,,,--,--,--,0,0,42,,
31-Dec-2010,Western,Ophthalmology,Acute Services,74,103,4,0,--,,,--,--,--,0,0,181,,
31-Dec-2010,Western,Pain Management,Acute Services,35,18,0,0,--,,,--,--,--,0,0,53,,
31-Dec-2010,Western,General Medicine,Acute Services,209,158,28,4,--,,,--,--,--,0,0,399,,
31-Dec-2010,Western,Cardiology,Acute Services,2,1,0,0,--,,,--,--,--,0,0,3,,
31-Dec-2010,Western,Nephrology,Acute Services,1,0,0,0,--,,,--,--,--,0,0,1,,
31-Dec-2010,Western,Gynaecology,Acute Services,90,55,9,6,--,,,--,--,--,3,0,163,,
31-Mar-2011,Belfast,General Surgery,Acute Services,569,432,336,197,--,,,--,--,--,179,0,"1,713",,
31-Mar-2011,Belfast,Urology,Acute Services,576,553,401,230,--,,,--,--,--,238,2,"2,000",,
31-Mar-2011,Belfast,T & O Surgery,Acute Services,44,207,190,83,--,,,--,--,--,129,11,664,,
31-Mar-2011,Belfast,ENT,Acute Services,201,228,195,27,--,,,--,--,--,7,1,659,,
31-Mar-2011,Belfast,Ophthalmology,Acute Services,937,"1,261",505,49,--,,,--,--,--,23,1,"2,776",,
31-Mar-2011,Belfast,Oral Surgery,Acute Services,29,13,40,27,--,,,--,--,--,10,0,119,,
31-Mar-2011,Belfast,Paediatric Dentistry,Acute Services,21,30,17,4,--,,,--,--,--,0,0,72,,
31-Mar-2011,Belfast,Neurosurgery,Acute Services,16,31,9,3,--,,,--,--,--,3,0,62,,
31-Mar-2011,Belfast,Plastic Surgery,Acute Services,49,61,26,7,--,,,--,--,--,3,6,152,,
31-Mar-2011,Belfast,Cardiac Surgery,Acute Services,0,1,0,0,--,,,--,--,--,0,0,1,,
31-Mar-2011,Belfast,Paediatric Surgery,Acute Services,62,58,51,34,--,,,--,--,--,22,5,232,,
31-Mar-2011,Belfast,Pain Management,Acute Services,83,171,200,115,--,,,--,--,--,179,72,820,,
31-Mar-2011,Belfast,General Medicine,Acute Services,375,345,253,122,--,,,--,--,--,91,0,"1,186",,
31-Mar-2011,Belfast,Gastroenterology,Acute Services,475,394,204,140,--,,,--,--,--,64,0,"1,277",,
31-Mar-2011,Belfast,Endocrinology,Acute Services,6,1,0,0,--,,,--,--,--,0,0,7,,
31-Mar-2011,Belfast,Cardiology,Acute Services,231,153,0,0,--,,,--,--,--,1,1,386,,
31-Mar-2011,Belfast,Dermatology,Acute Services,24,12,8,1,--,,,--,--,--,0,0,45,,
31-Mar-2011,Belfast,Nephrology,Acute Services,10,13,0,0,--,,,--,--,--,0,0,23,,
31-Mar-2011,Belfast,Neurology,Acute Services,16,9,0,0,--,,,--,--,--,0,0,25,,
31-Mar-2011,Belfast,Rheumatology,Acute Services,1,3,0,0,--,,,--,--,--,0,1,5,,
31-Mar-2011,Belfast,Paediatrics,Acute Services,14,9,0,1,--,,,--,--,--,0,0,24,,
31-Mar-2011,Belfast,Gynaecology,Acute Services,192,208,150,38,--,,,--,--,--,20,0,608,,
31-Mar-2011,Belfast,Radiology,Acute Services,11,7,0,0,--,,,--,--,--,0,0,18,,
31-Mar-2011,Northern,General Surgery,Acute Services,974,683,359,116,--,,,--,--,--,66,0,"2,198",,
31-Mar-2011,Northern,Urology,Acute Services,149,95,47,14,--,,,--,--,--,15,0,320,,
31-Mar-2011,Northern,ENT,Acute Services,102,55,9,0,--,,,--,--,--,0,0,166,,
31-Mar-2011,Northern,Ophthalmology,Acute Services,5,17,3,1,--,,,--,--,--,0,0,26,,
31-Mar-2011,Northern,Oral Surgery,Acute Services,1,10,5,1,--,,,--,--,--,0,0,17,,
31-Mar-2011,Northern,Paediatric Dentistry,Acute Services,58,4,0,0,--,,,--,--,--,0,0,62,,
31-Mar-2011,Northern,Anaesthetics,Acute Services,4,24,0,0,--,,,--,--,--,0,0,28,,
31-Mar-2011,Northern,Pain Management,Acute Services,62,81,33,0,--,,,--,--,--,0,0,176,,
31-Mar-2011,Northern,General Medicine,Acute Services,208,103,91,57,--,,,--,--,--,41,0,500,,
31-Mar-2011,Northern,Gastroenterology,Acute Services,587,400,197,87,--,,,--,--,--,121,0,"1,392",,
31-Mar-2011,Northern,Dermatology,Acute Services,40,17,0,0,--,,,--,--,--,0,0,57,,
31-Mar-2011,Northern,Thoracic Medicine,Acute Services,1,0,0,0,--,,,--,--,--,0,0,1,,
31-Mar-2011,Northern,Gynaecology,Acute Services,234,229,138,36,--,,,--,--,--,0,0,637,,
31-Mar-2011,Northern,GP Other,Acute Services,69,7,0,1,--,,,--,--,--,1,0,78,,
