HRG,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,RoyalVictoria,South Tyrone,SouthWestAcute,Tyrone County,Ulster,N. Ireland Unit Cost
CD07B,140,"Minor Extraction of Tooth, 18 years and under","1,832",.,.,.,.,.,.,.,.,.,.,"1,282",.,.,.,.,"1,557"
CD07B,420,"Minor Extraction of Tooth, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,000",.,.,"1,000"
CD09A,140,"Minor Dental Restoration Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,"1,387",.,.,.,.,"1,387"
DZ02H,120,"Complex Thoracic Procedures, 19 years and over, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,"1,953",.,.,.,.,"1,953"
DZ02H,172,"Complex Thoracic Procedures, 19 years and over, with CC Score 6+",.,.,"6,060",.,.,.,.,.,.,.,.,"9,525",.,.,.,.,"9,380"
DZ02J,100,"Complex Thoracic Procedures, 19 years and over, with CC Score 3-5",.,.,"3,174",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,174"
DZ02J,172,"Complex Thoracic Procedures, 19 years and over, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,"9,505",.,.,.,.,"9,505"
DZ02K,110,"Complex Thoracic Procedures, 19 years and over, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,"3,593",.,.,.,.,"3,593"
DZ02K,120,"Complex Thoracic Procedures, 19 years and over, with CC Score 0-2","2,900",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,900"
DZ02K,172,"Complex Thoracic Procedures, 19 years and over, with CC Score 0-2",.,.,"7,764",.,.,.,.,.,.,.,.,"8,360",.,.,.,.,"8,355"
DZ02L,171,"Complex Thoracic Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,"9,913",.,.,.,.,"9,913"
DZ02L,172,"Complex Thoracic Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,"7,016",.,.,.,.,"7,016"
DZ06A,100,"Minor Thoracic Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,113","1,113"
DZ06A,120,"Minor Thoracic Procedures, 19 years and over","1,450","1,008",.,.,.,.,.,.,.,.,.,"1,597",.,.,.,.,"1,523"
DZ06A,170,"Minor Thoracic Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,"2,554",.,.,.,.,"2,554"
DZ06A,172,"Minor Thoracic Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,"1,365",.,.,.,.,"1,365"
DZ06A,300,"Minor Thoracic Procedures, 19 years and over",438,407,"1,232",454,327,301,.,.,790,525,.,405,.,502,.,"1,028",607
DZ06A,320,"Minor Thoracic Procedures, 19 years and over",.,.,.,547,.,.,.,.,.,.,.,.,.,.,.,.,547
DZ06A,340,"Minor Thoracic Procedures, 19 years and over",.,.,737,.,"1,691",.,.,.,.,.,.,349,.,.,.,.,"1,275"
DZ06A,350,"Minor Thoracic Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,"1,031",.,.,.,.,"1,031"
DZ06A,370,"Minor Thoracic Procedures, 19 years and over",.,.,"1,315",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,315"
DZ06A,502,"Minor Thoracic Procedures, 19 years and over",.,"2,404",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,404"
DZ07A,120,"Fibreoptic Bronchoscopy, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,"1,340",.,.,.,.,"1,340"
DZ07A,172,"Fibreoptic Bronchoscopy, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,"1,362",.,.,.,.,"1,362"
DZ07A,300,"Fibreoptic Bronchoscopy, 19 years and over",981,407,417,.,.,.,.,.,.,.,.,.,.,685,.,.,798
DZ07A,340,"Fibreoptic Bronchoscopy, 19 years and over",.,.,657,.,.,714,.,.,.,.,.,349,.,.,.,.,594
DZ07B,420,"Fibreoptic Bronchoscopy, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,"1,565",.,.,.,.,"1,565"
DZ08Z,120,Rigid Bronchoscopy,.,.,.,.,.,.,.,.,.,.,.,"2,337",.,.,.,.,"2,337"
DZ08Z,171,Rigid Bronchoscopy,.,.,.,.,.,.,.,.,.,.,.,"2,627",.,.,.,.,"2,627"
DZ08Z,172,Rigid Bronchoscopy,.,.,"1,193",.,.,.,.,.,.,.,.,"1,733",.,.,.,.,"1,679"
DZ09F,300,Pulmonary Embolus with CC Score 6-8,438,"1,830",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,366"
DZ09F,320,Pulmonary Embolus with CC Score 6-8,.,"2,956",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,956"
DZ09F,370,Pulmonary Embolus with CC Score 6-8,.,.,"6,338",.,.,.,.,.,.,.,.,.,.,.,.,.,"6,338"
DZ09G,101,Pulmonary Embolus with CC Score 3-5,.,.,"3,201",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,201"
DZ09G,300,Pulmonary Embolus with CC Score 3-5,.,"1,931",491,.,.,"1,808",.,.,.,.,.,.,.,.,.,.,"1,278"
DZ09G,340,Pulmonary Embolus with CC Score 3-5,.,.,830,.,.,.,.,.,.,.,.,"1,258",.,.,.,.,"1,044"
DZ09G,361,Pulmonary Embolus with CC Score 3-5,.,.,"1,237",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,237"
DZ09G,430,Pulmonary Embolus with CC Score 3-5,.,.,"2,401",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,401"
DZ09H,100,Pulmonary Embolus with CC Score 0-2,.,.,.,.,"1,314",.,.,.,.,.,.,.,.,.,.,.,"1,314"
DZ09H,300,Pulmonary Embolus with CC Score 0-2,438,"1,084",.,.,"1,797",.,.,.,.,.,.,.,.,.,.,.,"1,214"
DZ09H,340,Pulmonary Embolus with CC Score 0-2,.,.,"1,199",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,199"
DZ09H,370,Pulmonary Embolus with CC Score 0-2,.,.,707,.,.,.,.,.,.,.,.,.,.,.,.,.,707
DZ10F,172,Lung Abscess-Empyema with CC Score 3-6,.,.,.,.,.,.,.,.,.,.,.,"9,901",.,.,.,.,"9,901"
DZ10F,300,Lung Abscess-Empyema with CC Score 3-6,.,407,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,318","3,681"
DZ10G,172,Lung Abscess-Empyema with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,"1,815",.,.,.,.,"1,815"
DZ10G,300,Lung Abscess-Empyema with CC Score 0-2,.,"2,440",469,.,.,.,.,.,.,"3,021",.,.,.,.,.,"2,568","1,573"
DZ11D,300,"Lobar, Atypical or Viral Pneumonia, with CC Score 15+",.,"1,220",.,.,.,.,.,.,.,"3,054",.,.,.,.,.,.,"2,137"
DZ11E,300,"Lobar, Atypical or Viral Pneumonia, with CC Score 12-14",.,"2,277",.,.,.,.,.,.,.,"4,485",.,.,.,.,.,.,"2,908"
DZ11E,410,"Lobar, Atypical or Viral Pneumonia, with CC Score 12-14",.,.,.,.,.,.,.,"4,073",.,.,.,.,.,.,.,.,"4,073"
DZ11F,100,"Lobar, Atypical or Viral Pneumonia, with CC Score 9-11",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,455,455
DZ11F,300,"Lobar, Atypical or Viral Pneumonia, with CC Score 9-11","2,630","2,440",.,"13,154",.,.,.,.,.,.,.,.,.,.,.,"1,284","3,514"
DZ11F,303,"Lobar, Atypical or Viral Pneumonia, with CC Score 9-11",.,"4,286",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,286"
DZ11G,101,"Lobar, Atypical or Viral Pneumonia, with CC Score 6-8",.,.,.,"8,543",.,.,.,.,.,.,.,.,.,.,.,.,"8,543"
DZ11G,110,"Lobar, Atypical or Viral Pneumonia, with CC Score 6-8","5,454",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,454"
DZ11G,300,"Lobar, Atypical or Viral Pneumonia, with CC Score 6-8",950,"1,017",.,.,.,.,.,.,"1,503",.,.,.,.,.,.,"1,027","1,049"
DZ11G,320,"Lobar, Atypical or Viral Pneumonia, with CC Score 6-8",.,845,.,.,.,.,.,.,.,.,.,.,.,.,.,.,845
DZ11G,361,"Lobar, Atypical or Viral Pneumonia, with CC Score 6-8","2,605",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,605"
DZ11G,823,"Lobar, Atypical or Viral Pneumonia, with CC Score 6-8",.,.,.,.,"9,226",.,.,.,.,.,.,.,.,.,.,.,"9,226"
DZ11H,100,"Lobar, Atypical or Viral Pneumonia, with CC Score 3-5",.,.,"1,707","7,203",.,.,.,.,.,.,.,.,.,.,.,.,"4,455"
DZ11H,101,"Lobar, Atypical or Viral Pneumonia, with CC Score 3-5",.,.,.,.,"5,160",.,.,.,.,.,.,.,.,.,.,.,"5,160"
DZ11H,120,"Lobar, Atypical or Viral Pneumonia, with CC Score 3-5","8,161",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"8,161"
DZ11H,172,"Lobar, Atypical or Viral Pneumonia, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,"8,420",.,.,.,.,"8,420"
DZ11H,300,"Lobar, Atypical or Viral Pneumonia, with CC Score 3-5",614,"2,643",.,.,.,.,.,.,376,"1,297",.,"5,743",.,.,.,"1,834","1,931"
DZ11H,301,"Lobar, Atypical or Viral Pneumonia, with CC Score 3-5",.,"1,869",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,869"
DZ11H,303,"Lobar, Atypical or Viral Pneumonia, with CC Score 3-5",.,"5,000",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,000"
DZ11H,340,"Lobar, Atypical or Viral Pneumonia, with CC Score 3-5",.,.,"2,049",.,.,.,.,.,.,.,.,"4,405",.,.,.,.,"3,227"
DZ11H,361,"Lobar, Atypical or Viral Pneumonia, with CC Score 3-5",782,"6,187","1,772",.,.,.,.,.,.,.,.,.,.,.,.,383,"1,946"
DZ11H,430,"Lobar, Atypical or Viral Pneumonia, with CC Score 3-5",.,"1,111",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,111"
DZ11H,823,"Lobar, Atypical or Viral Pneumonia, with CC Score 3-5",.,.,.,.,"3,295",.,.,.,.,.,.,.,.,.,.,.,"3,295"
DZ11J,300,"Lobar, Atypical or Viral Pneumonia, with CC Score 0-2","1,788",915,.,.,327,"1,356","3,165",.,939,"2,848",.,.,.,502,.,734,"1,324"
DZ11J,303,"Lobar, Atypical or Viral Pneumonia, with CC Score 0-2",.,"2,500",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,500"
DZ11J,340,"Lobar, Atypical or Viral Pneumonia, with CC Score 0-2",.,.,.,.,"10,144",714,.,.,.,.,.,.,.,.,.,.,"5,429"
DZ12C,300,Bronchiectasis with CC Score 8+,.,"2,135",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,135"
DZ12C,340,Bronchiectasis with CC Score 8+,.,.,"10,416",.,.,.,.,.,.,.,.,.,.,.,.,.,"10,416"
DZ12D,300,Bronchiectasis with CC Score 5-7,.,"1,220",.,.,.,.,.,.,877,"4,418",.,.,.,.,.,"1,834","1,415"
DZ12D,340,Bronchiectasis with CC Score 5-7,.,.,"2,885",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,885"
DZ12E,100,Bronchiectasis with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,909,909
DZ12E,300,Bronchiectasis with CC Score 2-4,.,"1,491","2,996",.,.,.,.,.,752,"1,434",.,"2,102",.,"1,004",.,"1,589","1,546"
DZ12E,320,Bronchiectasis with CC Score 2-4,.,.,535,.,.,.,.,.,.,.,.,.,.,.,.,.,535
DZ12E,340,Bronchiectasis with CC Score 2-4,.,.,"2,198",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,198"
DZ12F,172,Bronchiectasis with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,"1,553",.,.,.,.,"1,553"
DZ12F,300,Bronchiectasis with CC Score 0-1,.,.,"1,236",.,.,.,.,.,"2,630",335,.,.,.,.,.,.,"1,359"
DZ12F,340,Bronchiectasis with CC Score 0-1,.,.,"1,978",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,978"
DZ14C,300,"Pulmonary, Pleural or Other Tuberculosis, with CC Score 5+","6,574",.,.,454,.,.,.,.,.,.,.,.,.,.,.,.,"3,514"
DZ14D,340,"Pulmonary, Pleural or Other Tuberculosis, with CC Score 2-4",.,.,"1,567",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,567"
DZ14E,120,"Pulmonary, Pleural or Other Tuberculosis, with CC Score 0-1",.,.,.,.,"2,079",.,.,.,.,.,.,.,.,.,.,.,"2,079"
DZ14E,130,"Pulmonary, Pleural or Other Tuberculosis, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,"1,145",.,.,.,.,"1,145"
DZ14E,172,"Pulmonary, Pleural or Other Tuberculosis, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,"3,365",.,.,.,.,"3,365"
DZ14E,340,"Pulmonary, Pleural or Other Tuberculosis, with CC Score 0-1",.,.,"1,055",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,055"
DZ15K,300,"Asthma without Intubation, with CC Score 3-5",.,"1,057",.,.,.,.,.,.,"3,891",.,.,.,.,.,.,.,"1,529"
DZ15K,303,"Asthma without Intubation, with CC Score 3-5",.,357,.,.,.,.,.,.,.,.,.,.,.,.,.,.,357
DZ15L,300,"Asthma without Intubation, with CC Score 0-2",.,610,.,.,.,904,.,.,.,963,.,.,.,.,.,.,772
DZ16D,172,Pleural Effusion with CC Score 12+,.,.,.,.,.,.,.,.,.,.,.,"3,999",.,.,.,.,"3,999"
DZ16D,303,Pleural Effusion with CC Score 12+,555,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,555
DZ16E,101,Pleural Effusion with CC Score 8-11,.,.,.,"16,796",.,.,.,.,.,.,.,.,.,.,.,.,"16,796"
DZ16E,300,Pleural Effusion with CC Score 8-11,.,"1,220",.,.,.,.,.,.,.,.,.,.,.,502,.,.,861
DZ16F,170,Pleural Effusion with CC Score 4-7,.,.,.,.,.,.,.,.,.,.,.,"1,375",.,.,.,.,"1,375"
DZ16F,172,Pleural Effusion with CC Score 4-7,.,.,.,.,.,.,.,.,.,.,.,"3,886",.,.,.,.,"3,886"
DZ16F,300,Pleural Effusion with CC Score 4-7,"3,652",966,"1,522",.,"1,307","2,109",.,.,.,.,.,869,.,670,.,"3,460","2,135"
DZ16F,340,Pleural Effusion with CC Score 4-7,.,.,953,.,.,.,.,.,.,.,.,472,.,.,.,.,884
DZ16F,361,Pleural Effusion with CC Score 4-7,.,.,"1,237",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,237"
DZ16G,101,Pleural Effusion with CC Score 0-3,.,.,"3,741",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,741"
DZ16G,172,Pleural Effusion with CC Score 0-3,.,.,781,.,.,.,.,.,.,.,.,"3,493",.,.,.,.,"3,267"
DZ16G,300,Pleural Effusion with CC Score 0-3,.,"1,220","2,184",.,.,.,.,.,.,.,.,"2,147",.,.,.,"2,975","2,230"
DZ16G,340,Pleural Effusion with CC Score 0-3,.,.,"1,271",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,271"
DZ16G,361,Pleural Effusion with CC Score 0-3,521,.,881,.,.,.,.,.,.,.,.,.,.,.,.,.,791
DZ16G,370,Pleural Effusion with CC Score 0-3,.,.,"2,165",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,165"
DZ17E,100,Respiratory Neoplasms with CC Score 11+,"2,284",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,284"
DZ17E,300,Respiratory Neoplasms with CC Score 11+,.,"5,896",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,896"
DZ17E,370,Respiratory Neoplasms with CC Score 11+,.,.,"3,039",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,039"
DZ17F,172,Respiratory Neoplasms with CC Score 8-10,.,.,.,.,.,.,.,.,.,.,.,"3,170",.,.,.,.,"3,170"
DZ17F,300,Respiratory Neoplasms with CC Score 8-10,"3,945","6,912",.,.,.,.,.,.,"5,637",.,.,.,.,.,.,.,"5,498"
DZ17F,340,Respiratory Neoplasms with CC Score 8-10,.,.,.,.,.,.,.,.,.,.,.,"4,798",.,.,.,.,"4,798"
DZ17F,370,Respiratory Neoplasms with CC Score 8-10,.,.,"2,106",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,106"
DZ17F,430,Respiratory Neoplasms with CC Score 8-10,.,.,.,.,"1,088",.,.,.,.,.,.,.,.,.,.,.,"1,088"
DZ17G,172,Respiratory Neoplasms with CC Score 5-7,.,.,.,.,.,.,.,.,.,.,.,"4,389",.,.,.,.,"4,389"
DZ17G,300,Respiratory Neoplasms with CC Score 5-7,"1,478","1,626","1,371",.,.,.,.,.,376,.,.,.,.,"2,511",.,367,"1,413"
DZ17G,340,Respiratory Neoplasms with CC Score 5-7,.,.,.,.,"8,453",.,.,.,.,.,.,"1,258",.,.,.,.,"4,856"
DZ17G,370,Respiratory Neoplasms with CC Score 5-7,.,.,"4,929",.,.,.,.,.,.,.,.,.,.,.,.,.,"4,929"
DZ17H,172,Respiratory Neoplasms with CC Score 3-4,.,.,.,.,.,.,.,.,.,.,.,"3,021",.,.,.,.,"3,021"
DZ17H,300,Respiratory Neoplasms with CC Score 3-4,"1,023","2,236","1,101","2,721",.,301,.,.,.,"1,030",.,.,.,"2,310",.,"1,048","1,549"
DZ17H,303,Respiratory Neoplasms with CC Score 3-4,.,357,.,.,.,.,.,.,.,.,.,.,.,.,.,.,357
DZ17H,340,Respiratory Neoplasms with CC Score 3-4,.,.,"1,235",.,.,.,.,.,.,.,.,"1,135",.,.,.,.,"1,185"
DZ17H,370,Respiratory Neoplasms with CC Score 3-4,.,.,"3,091",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,091"
DZ17J,100,Respiratory Neoplasms with CC Score 1-2,"1,311",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,311"
DZ17J,172,Respiratory Neoplasms with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,"3,881",.,.,.,.,"3,881"
DZ17J,300,Respiratory Neoplasms with CC Score 1-2,"2,191",813,"1,168",454,.,.,.,.,.,.,.,.,.,502,.,367,"1,133"
DZ17J,340,Respiratory Neoplasms with CC Score 1-2,.,.,.,.,"8,453",.,.,.,.,.,.,742,.,.,.,.,"4,598"
DZ17J,370,Respiratory Neoplasms with CC Score 1-2,.,.,"1,977",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,977"
DZ17K,172,Respiratory Neoplasms with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,"2,943",.,.,.,.,"2,943"
DZ17K,300,Respiratory Neoplasms with CC Score 0,"2,295",407,.,.,.,.,.,.,.,375,.,.,.,"1,004",.,.,891
DZ17K,370,Respiratory Neoplasms with CC Score 0,.,.,707,.,.,.,.,.,.,.,.,.,.,.,.,.,707
DZ18A,300,Sleeping Disorders Affecting Breathing with CC Score 5+,.,.,248,.,654,.,.,.,.,.,.,.,.,.,.,.,451
DZ18A,340,Sleeping Disorders Affecting Breathing with CC Score 5+,.,.,398,.,.,.,.,.,.,.,.,.,.,.,.,.,398
DZ18B,300,Sleeping Disorders Affecting Breathing with CC Score 2-4,.,813,.,.,.,.,.,.,.,.,.,.,.,.,.,734,797
DZ18B,340,Sleeping Disorders Affecting Breathing with CC Score 2-4,.,.,733,.,.,.,.,.,.,.,.,.,.,.,.,.,733
DZ18C,300,Sleeping Disorders Affecting Breathing with CC Score 0-1,.,.,248,.,.,.,.,.,.,.,.,.,.,.,.,.,248
DZ18C,340,Sleeping Disorders Affecting Breathing with CC Score 0-1,.,.,744,.,.,.,.,.,.,.,.,.,.,.,.,.,744
DZ19E,361,Other Respiratory Disorders with CC Score 9-11,.,.,702,.,.,.,.,.,.,.,.,.,.,.,.,.,702
DZ19F,172,Other Respiratory Disorders with CC Score 6-8,.,.,.,.,.,.,.,.,.,.,.,"3,557",.,.,.,.,"3,557"
DZ19F,300,Other Respiratory Disorders with CC Score 6-8,"1,805",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,805"
DZ19F,320,Other Respiratory Disorders with CC Score 6-8,689,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,689
DZ19F,340,Other Respiratory Disorders with CC Score 6-8,.,.,.,.,.,.,.,.,.,.,.,349,.,.,.,.,349
DZ19F,361,Other Respiratory Disorders with CC Score 6-8,782,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,782
DZ19G,120,Other Respiratory Disorders with CC Score 0-5,.,.,.,.,.,.,.,.,.,.,.,"2,369",.,.,.,.,"2,369"
DZ19G,172,Other Respiratory Disorders with CC Score 0-5,.,.,.,.,.,.,.,.,.,.,.,"2,528",.,.,.,.,"2,528"
DZ19G,300,Other Respiratory Disorders with CC Score 0-5,789,639,.,"1,134",327,"1,205",.,.,564,418,.,.,.,"1,004",.,"1,074",793
DZ19G,301,Other Respiratory Disorders with CC Score 0-5,.,"1,495",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,495"
DZ19G,320,Other Respiratory Disorders with CC Score 0-5,.,422,.,.,.,.,.,.,"2,622",.,.,.,.,.,.,"1,595","1,559"
DZ19G,340,Other Respiratory Disorders with CC Score 0-5,.,.,"1,139",.,"4,227",.,.,.,.,.,.,"1,258",.,.,.,.,"1,769"
DZ19G,361,Other Respiratory Disorders with CC Score 0-5,.,.,702,.,.,.,.,.,.,.,.,.,.,.,.,.,702
DZ20A,320,Pulmonary Oedema with CC Score 9+,.,.,.,.,.,.,.,.,.,.,.,"2,020",.,.,.,.,"2,020"
DZ20A,823,Pulmonary Oedema with CC Score 9+,.,.,.,.,"5,272",.,.,.,.,.,.,.,.,.,.,.,"5,272"
DZ20B,101,Pulmonary Oedema with CC Score 4-8,.,.,668,.,.,.,.,.,.,.,.,.,.,.,.,.,668
DZ20B,340,Pulmonary Oedema with CC Score 4-8,.,.,"3,779",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,779"
DZ20B,361,Pulmonary Oedema with CC Score 4-8,.,.,"1,480",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,480"
DZ20C,100,Pulmonary Oedema with CC Score 0-3,.,.,.,.,"5,787",.,.,.,.,.,.,.,.,.,.,.,"5,787"
DZ20C,110,Pulmonary Oedema with CC Score 0-3,.,.,.,.,.,.,.,"4,435",.,.,.,.,.,.,.,.,"4,435"
DZ20C,303,Pulmonary Oedema with CC Score 0-3,.,.,"2,505",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,505"
DZ21A,120,"Chronic Obstructive Pulmonary Disease or Bronchitis, with length of stay 1 day or less, discharged home",.,.,.,.,.,.,.,.,.,.,.,"1,403",.,.,.,.,"1,403"
DZ21A,300,"Chronic Obstructive Pulmonary Disease or Bronchitis, with length of stay 1 day or less, discharged home",.,407,288,.,.,.,528,.,.,375,.,.,.,.,.,.,403
DZ21A,320,"Chronic Obstructive Pulmonary Disease or Bronchitis, with length of stay 1 day or less, discharged home",689,.,535,.,.,.,.,.,.,.,.,.,.,.,.,.,612
DZ21A,340,"Chronic Obstructive Pulmonary Disease or Bronchitis, with length of stay 1 day or less, discharged home",.,.,358,.,"1,691",.,.,.,.,.,.,.,.,.,.,.,"1,246"
DZ21A,361,"Chronic Obstructive Pulmonary Disease or Bronchitis, with length of stay 1 day or less, discharged home",.,.,702,.,.,.,.,.,.,.,.,.,.,.,.,.,702
DZ21P,340,"Chronic Obstructive Pulmonary Disease or Bronchitis, with NIV, without Intubation, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,"1,215",.,.,.,.,"1,215"
DZ21S,300,"Chronic Obstructive Pulmonary Disease or Bronchitis, without NIV, without Intubation, with CC Score 7-9",.,.,.,"4,536",.,.,.,.,.,.,.,"6,556",.,.,.,.,"5,546"
DZ21S,361,"Chronic Obstructive Pulmonary Disease or Bronchitis, without NIV, without Intubation, with CC Score 7-9",.,.,"1,772",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,772"
DZ21T,300,"Chronic Obstructive Pulmonary Disease or Bronchitis, without NIV, without Intubation, with CC Score 4-6",.,813,627,.,"1,961",.,.,.,"1,879","2,848",.,869,.,"1,339",.,"4,768","1,539"
DZ21T,320,"Chronic Obstructive Pulmonary Disease or Bronchitis, without NIV, without Intubation, with CC Score 4-6",.,.,"1,031",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,031"
DZ21T,340,"Chronic Obstructive Pulmonary Disease or Bronchitis, without NIV, without Intubation, with CC Score 4-6",.,.,"2,024",.,"8,453",.,.,.,.,.,.,"1,455",.,.,.,.,"2,355"
DZ21T,430,"Chronic Obstructive Pulmonary Disease or Bronchitis, without NIV, without Intubation, with CC Score 4-6",.,.,"1,195",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,195"
DZ21U,100,"Chronic Obstructive Pulmonary Disease or Bronchitis, without NIV, without Intubation, with CC Score 0-3",.,.,"2,655",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,655"
DZ21U,101,"Chronic Obstructive Pulmonary Disease or Bronchitis, without NIV, without Intubation, with CC Score 0-3",.,.,.,.,"4,517",.,.,.,.,.,.,.,.,.,.,.,"4,517"
DZ21U,120,"Chronic Obstructive Pulmonary Disease or Bronchitis, without NIV, without Intubation, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,"1,914",.,.,.,.,"1,914"
DZ21U,300,"Chronic Obstructive Pulmonary Disease or Bronchitis, without NIV, without Intubation, with CC Score 0-3","1,753","1,626",.,"3,175",654,"1,205",.,.,.,"1,527",.,"2,494",.,.,.,"1,100","1,636"
DZ21U,340,"Chronic Obstructive Pulmonary Disease or Bronchitis, without NIV, without Intubation, with CC Score 0-3",.,.,"2,609",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,609"
DZ21U,361,"Chronic Obstructive Pulmonary Disease or Bronchitis, without NIV, without Intubation, with CC Score 0-3",.,.,"1,594",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,594"
DZ22D,361,Unspecified Acute Lower Respiratory Infection with CC Score 14+,.,.,.,.,.,409,.,.,.,.,.,.,.,.,.,.,409
DZ22E,300,Unspecified Acute Lower Respiratory Infection with CC Score 11-13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,100","1,100"
DZ22F,300,Unspecified Acute Lower Respiratory Infection with CC Score 8-10,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,009",.,.,"2,009"
DZ22F,320,Unspecified Acute Lower Respiratory Infection with CC Score 8-10,.,.,.,.,.,.,.,.,.,.,.,"3,189",.,.,.,.,"3,189"
DZ22F,823,Unspecified Acute Lower Respiratory Infection with CC Score 8-10,.,.,.,.,"5,931",.,.,.,.,.,.,.,.,.,.,.,"5,931"
DZ22G,100,Unspecified Acute Lower Respiratory Infection with CC Score 5-7,.,.,.,.,"1,314",.,.,.,.,.,.,.,.,.,.,.,"1,314"
DZ22G,300,Unspecified Acute Lower Respiratory Infection with CC Score 5-7,.,"1,321","1,913","1,814",.,"2,410",.,.,.,.,.,.,.,.,.,.,"1,750"
DZ22G,303,Unspecified Acute Lower Respiratory Infection with CC Score 5-7,"2,497","5,001","7,659",.,.,.,.,.,.,.,.,.,.,.,.,.,"4,414"
DZ22G,320,Unspecified Acute Lower Respiratory Infection with CC Score 5-7,.,.,.,.,.,.,.,.,"2,622",.,.,.,.,"4,796",.,.,"3,709"
