HRG Code,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Royal ,South Tyrone,South West Acute,Tyrone County,Ulster,N. Ireland Total Cost
DZ11N,302,"Lobar, Atypical or Viral Pneumonia, with Single Intervention, with CC Score 13+",.,.,.,.,.,.,.,.,.,.,"7,924",.,.,.,.,.,"7,924"
DZ11N,320,"Lobar, Atypical or Viral Pneumonia, with Single Intervention, with CC Score 13+",.,.,.,.,.,.,.,.,.,.,"6,471",.,.,.,.,.,"6,471"
DZ11N,340,"Lobar, Atypical or Viral Pneumonia, with Single Intervention, with CC Score 13+",.,"58,673",.,.,.,.,.,.,.,.,"16,109","14,373",.,.,.,.,"89,155"
DZ11N,361,"Lobar, Atypical or Viral Pneumonia, with Single Intervention, with CC Score 13+",.,"9,452","2,420",.,.,"2,712",.,.,.,.,.,.,.,.,.,.,"14,583"
DZ11N,430,"Lobar, Atypical or Viral Pneumonia, with Single Intervention, with CC Score 13+",.,.,"2,246",.,.,.,.,.,.,.,"6,612",.,.,.,.,"2,454","11,312"
DZ11P,100,"Lobar, Atypical or Viral Pneumonia, with Single Intervention, with CC Score 8-12",.,.,.,.,.,778,.,.,.,.,.,.,.,.,.,.,778
DZ11P,101,"Lobar, Atypical or Viral Pneumonia, with Single Intervention, with CC Score 8-12",.,.,.,.,"2,737",.,.,.,.,.,.,.,.,.,.,"3,959","6,696"
DZ11P,300,"Lobar, Atypical or Viral Pneumonia, with Single Intervention, with CC Score 8-12","45,035","33,706",.,"58,291","79,314","11,623","37,260",.,"14,796",.,"12,736","13,777",.,"18,522",.,"82,129","407,189"
DZ11P,301,"Lobar, Atypical or Viral Pneumonia, with Single Intervention, with CC Score 8-12",.,"19,216",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19,216"
DZ11P,302,"Lobar, Atypical or Viral Pneumonia, with Single Intervention, with CC Score 8-12",.,.,.,.,.,.,.,.,.,.,"4,985",.,.,.,.,.,"4,985"
DZ11P,303,"Lobar, Atypical or Viral Pneumonia, with Single Intervention, with CC Score 8-12","4,516",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,516"
DZ11P,320,"Lobar, Atypical or Viral Pneumonia, with Single Intervention, with CC Score 8-12",.,"5,098",.,"7,112",.,.,"3,639",.,.,.,.,.,.,.,.,"15,554","31,403"
DZ11P,340,"Lobar, Atypical or Viral Pneumonia, with Single Intervention, with CC Score 8-12",.,"220,639","23,684",.,.,.,.,.,.,.,"48,494","104,490",.,.,.,.,"397,307"
DZ11P,350,"Lobar, Atypical or Viral Pneumonia, with Single Intervention, with CC Score 8-12",.,.,.,.,.,.,.,.,.,.,.,"4,903",.,.,.,.,"4,903"
DZ11P,361,"Lobar, Atypical or Viral Pneumonia, with Single Intervention, with CC Score 8-12","1,639",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,639"
DZ11P,430,"Lobar, Atypical or Viral Pneumonia, with Single Intervention, with CC Score 8-12",.,689,"25,063",.,.,"2,863",.,.,.,"14,729",.,"6,751",.,.,.,"4,147","54,242"
DZ11Q,100,"Lobar, Atypical or Viral Pneumonia, with Single Intervention, with CC Score 0-7","10,582","9,330",.,.,"3,348",.,.,.,.,.,.,.,.,.,.,.,"23,260"
DZ11Q,110,"Lobar, Atypical or Viral Pneumonia, with Single Intervention, with CC Score 0-7",.,.,.,.,"5,055",.,.,.,.,.,.,.,.,.,.,.,"5,055"
DZ11Q,300,"Lobar, Atypical or Viral Pneumonia, with Single Intervention, with CC Score 0-7","112,375","20,812","1,186","52,998","72,924","29,347","44,045",.,"44,342",.,"32,525","13,166",.,"23,148",.,"94,000","540,868"
DZ11Q,301,"Lobar, Atypical or Viral Pneumonia, with Single Intervention, with CC Score 0-7",.,"3,080",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,080"
DZ11Q,302,"Lobar, Atypical or Viral Pneumonia, with Single Intervention, with CC Score 0-7",.,.,.,.,.,.,.,.,.,.,"1,771",.,.,.,.,.,"1,771"
DZ11Q,320,"Lobar, Atypical or Viral Pneumonia, with Single Intervention, with CC Score 0-7","1,160","5,098",.,"9,957",.,.,.,.,"7,926",.,.,"10,811",.,.,.,.,"34,952"
DZ11Q,340,"Lobar, Atypical or Viral Pneumonia, with Single Intervention, with CC Score 0-7",.,"152,584","26,733",.,.,.,.,.,.,.,"46,812","193,675",.,.,.,.,"419,804"
DZ11Q,361,"Lobar, Atypical or Viral Pneumonia, with Single Intervention, with CC Score 0-7","1,093",.,"2,389",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,481"
DZ11Q,430,"Lobar, Atypical or Viral Pneumonia, with Single Intervention, with CC Score 0-7","12,142","8,270","23,106",.,.,.,.,.,.,.,.,.,.,.,.,.,"43,518"
DZ11R,100,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 14+",.,"1,777",.,.,"3,073",.,.,.,.,.,.,.,.,.,.,.,"4,850"
DZ11R,300,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 14+","31,212","13,631",.,"9,829","60,519","2,615","39,138",.,"59,914",.,"24,578","5,996",.,"49,347",.,"25,131","321,910"
DZ11R,301,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 14+",.,"2,987",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,987"
DZ11R,302,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 14+",.,.,.,.,.,.,.,.,.,.,"21,129",.,.,.,.,.,"21,129"
DZ11R,320,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 14+","13,926",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"13,926"
DZ11R,340,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 14+",.,"115,589","10,950",.,.,.,.,.,.,.,"11,639","9,476",.,.,.,.,"147,654"
DZ11R,361,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 14+",.,"4,051",.,.,.,"11,300",.,.,.,.,.,.,.,.,.,.,"15,350"
DZ11R,430,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 14+",.,"26,532","3,758",.,"27,088",.,.,.,"34,619","24,549","2,473",.,"67,331","54,476",.,"61,972","302,798"
DZ11S,100,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 10-13","12,941","6,665",.,.,"2,634",.,.,.,.,.,.,.,.,.,.,.,"22,240"
DZ11S,101,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 10-13",.,.,.,.,"2,075",.,.,.,.,.,.,.,.,.,.,.,"2,075"
DZ11S,110,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 10-13",.,.,.,.,.,.,.,.,.,.,.,"4,584",.,.,.,.,"4,584"
DZ11S,300,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 10-13","206,000","106,639","43,526","142,749","190,580","46,200","260,574",.,"75,077",.,"53,759","66,995",.,"206,642",.,"309,245","1,707,985"
DZ11S,301,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 10-13",.,"14,188",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"14,188"
DZ11S,302,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 10-13",.,.,.,.,.,.,.,.,.,.,"11,003",.,.,.,.,.,"11,003"
DZ11S,320,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 10-13","8,123","15,293",.,"29,396","3,436","1,674","2,183",.,"20,896",.,.,"6,666",.,"5,659",.,"22,873","116,200"
DZ11S,340,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 10-13",.,"387,171","36,829",.,.,.,.,.,.,.,"80,514","112,508",.,.,.,.,"617,023"
DZ11S,361,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 10-13","7,648","10,127","38,034",.,.,"4,520",.,.,.,.,.,.,.,.,.,.,"60,329"
DZ11S,430,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 10-13","93,564","41,694","219,659",.,"71,858","21,269","13,355",.,"37,282","92,153","10,022","1,712","50,608","84,011",.,"162,294","899,480"
DZ11T,100,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 7-9","10,264","2,666",.,.,"3,512","1,167",.,.,.,.,.,.,.,.,.,.,"17,609"
DZ11T,101,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 7-9",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,710","2,710"
DZ11T,110,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 7-9","7,878",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,242","9,120"
DZ11T,300,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 7-9","410,217","258,981","19,260","266,018","301,845","140,342","307,436",.,"218,944",.,"150,459","76,169",.,"373,189",.,"566,726","3,089,584"
DZ11T,301,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 7-9",.,"51,237",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"51,237"
DZ11T,302,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 7-9",.,.,.,.,.,.,.,.,.,.,"14,421","8,194",.,.,.,.,"22,615"
DZ11T,303,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 7-9","18,062","12,778",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"30,840"
DZ11T,320,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 7-9","45,839","23,919","2,997","39,827",.,"30,693","1,456",.,"8,647",.,"14,020",.,.,"21,827",.,"16,926","206,151"
DZ11T,340,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 7-9",.,"544,870","92,728",.,.,.,.,.,.,.,"143,399","391,330",.,.,.,.,"1,172,326"
DZ11T,360,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 7-9",.,.,.,.,.,.,.,.,.,.,.,"6,351",.,.,.,.,"6,351"
DZ11T,361,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 7-9","9,287","14,177","3,041",.,.,"13,107",.,.,.,.,.,.,.,.,.,"7,590","47,203"
DZ11T,370,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 7-9",.,.,"5,770",.,.,.,.,.,.,.,.,.,.,.,.,.,"5,770"
DZ11T,430,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 7-9","143,203","99,582","152,207",.,"68,096","32,313",.,.,"14,646","65,338","24,345","9,092","51,929","92,543",.,"212,608","965,901"
DZ11T,800,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 7-9",.,.,"3,443",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,443"
DZ11T,823,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 7-9",.,.,.,.,"9,667",.,.,.,.,.,.,.,.,.,.,.,"9,667"
DZ11U,100,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 4-6","12,941","6,220",.,"2,196","3,073",778,.,.,.,.,.,"8,004",.,"13,778",.,"7,528","54,518"
DZ11U,101,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 4-6",.,.,.,.,"4,981",.,.,.,.,.,.,.,.,.,.,.,"4,981"
DZ11U,110,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 4-6","2,626",.,.,.,"1,765",.,.,.,.,.,.,.,.,.,.,.,"4,391"
DZ11U,130,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 4-6",.,.,.,.,.,.,.,.,.,.,.,"1,539",.,.,.,.,"1,539"
DZ11U,172,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 4-6",.,.,.,.,.,.,.,.,.,.,.,"1,991",.,.,.,.,"1,991"
DZ11U,180,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 4-6",.,"1,102",.,.,.,.,.,.,.,.,418,.,.,.,.,.,"1,520"
DZ11U,300,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 4-6","502,515","290,251","32,086","253,204","451,829","225,477","326,489",.,"154,223",.,"252,938","114,987",.,"302,252",.,"735,554","3,641,804"
DZ11U,301,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 4-6",.,"27,629",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"27,629"
DZ11U,302,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 4-6",.,.,.,.,.,.,.,.,.,.,"22,373","8,334",.,.,.,.,"30,708"
DZ11U,303,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 4-6","5,644",.,"8,335",.,.,.,.,.,.,.,.,.,.,.,.,.,"13,980"
DZ11U,320,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 4-6","12,185","22,470","4,469","32,715","11,596","29,018",.,.,"7,926",.,"14,046","3,057",.,"21,019",.,"30,650","189,152"
DZ11U,340,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 4-6",.,"566,401","189,639",.,.,.,.,.,.,.,"250,405","523,041",.,.,.,.,"1,529,486"
DZ11U,350,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 4-6",.,.,.,.,.,.,.,.,.,.,.,"2,064",.,.,.,.,"2,064"
DZ11U,360,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 4-6",.,.,.,.,.,.,.,.,.,.,.,"14,898",.,.,.,.,"14,898"
DZ11U,361,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 4-6","6,009","5,401",.,.,.,"5,424",.,.,.,.,.,.,.,.,.,.,"16,834"
DZ11U,370,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 4-6",.,.,"12,707",.,.,.,.,.,.,.,.,.,.,.,.,.,"12,707"
DZ11U,410,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 4-6",.,.,.,.,.,.,.,"15,709",.,.,.,.,.,.,.,.,"15,709"
DZ11U,430,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 4-6","164,629","153,336","245,053",.,"105,718",.,.,.,"3,329","84,599","36,239","28,857","2,640","129,298",.,"207,392","1,161,091"
DZ11U,800,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 4-6",.,.,"1,001",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,001"
DZ11U,823,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 4-6",.,.,.,.,"4,143",.,.,.,.,.,.,.,.,.,.,.,"4,143"
DZ11V,100,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 0-3","8,925","11,552",.,"2,196","9,658","5,446",.,.,.,.,.,"3,663",.,"7,873",.,"4,428","53,741"
DZ11V,110,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 0-3","2,101",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,101"
DZ11V,120,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 0-3","5,191",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,191"
DZ11V,172,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,"2,564",.,.,.,.,"2,564"
DZ11V,180,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 0-3",.,"1,102",.,.,.,.,.,.,.,.,.,971,.,.,.,.,"2,072"
DZ11V,300,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 0-3","308,554","171,585","34,119","166,825","372,514","177,535","144,191",.,"98,007",.,"129,353","95,441",.,"172,715",.,"422,130","2,292,969"
DZ11V,301,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 0-3",.,"22,402",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"22,402"
DZ11V,302,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,"15,321","3,258",.,.,.,.,"18,579"
DZ11V,303,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 0-3","25,964",.,"27,164",.,.,.,.,.,.,.,.,.,.,.,.,.,"53,129"
DZ11V,320,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 0-3","10,444","2,745","3,423","7,112","12,455","16,741",.,.,.,.,"5,432","1,519",.,"7,276",.,"4,117","71,265"
DZ11V,340,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 0-3",.,"307,654","108,536",.,.,.,.,.,.,.,"147,367","200,209",.,.,.,.,"763,766"
DZ11V,350,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,"1,442",.,.,.,.,"1,442"
DZ11V,360,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,"24,492",.,.,.,.,"24,492"
DZ11V,361,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 0-3","7,102",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,217","11,319"
DZ11V,370,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 0-3",.,.,"5,057",.,.,.,.,.,.,.,.,.,.,.,.,.,"5,057"
DZ11V,430,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 0-3","51,781","53,064","74,753",.,"34,989","3,681",.,.,.,"5,665","16,099","9,776",.,"11,814",.,"39,576","301,200"
DZ11V,800,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 0-3",.,.,"16,617",.,.,.,.,.,.,.,.,.,.,.,.,.,"16,617"
DZ11V,823,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 0-3",.,.,.,.,"15,190",.,.,.,.,.,.,.,.,.,.,.,"15,190"
DZ12C,100,Bronchiectasis with CC Score 8+,.,"6,220",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"6,220"
DZ12C,300,Bronchiectasis with CC Score 8+,"26,753","9,221","3,919","28,082","6,766",.,"50,467",.,"40,501",.,"7,673",.,.,"6,168",.,"20,225","199,775"
DZ12C,340,Bronchiectasis with CC Score 8+,.,"27,477","9,618",.,.,.,.,.,.,.,"11,262","6,045",.,.,.,.,"54,402"
DZ12C,430,Bronchiectasis with CC Score 8+,"1,071","3,101",.,.,"5,643",.,.,.,.,.,.,.,"6,601","8,532",.,"2,761","27,710"
DZ12D,101,Bronchiectasis with CC Score 5-7,.,.,.,"10,193",.,.,.,.,.,.,.,.,.,.,.,.,"10,193"
DZ12D,300,Bronchiectasis with CC Score 5-7,"22,740","3,608","25,178","64,120","9,397",872,"37,593",.,"31,436",.,"19,337",.,.,"75,049",.,"26,588","315,918"
DZ12D,320,Bronchiectasis with CC Score 5-7,.,.,"1,072",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,072"
DZ12D,340,Bronchiectasis with CC Score 5-7,.,"48,484","104,462",.,.,"4,941",.,.,.,.,"18,934","10,078",.,.,.,.,"186,899"
DZ12D,430,Bronchiectasis with CC Score 5-7,"6,785","3,790","10,546",.,"4,138",.,.,.,.,.,.,.,.,"3,282",.,.,"28,541"
DZ12D,823,Bronchiectasis with CC Score 5-7,.,.,.,.,"11,047",.,.,.,.,.,.,.,.,.,.,.,"11,047"
DZ12E,100,Bronchiectasis with CC Score 2-4,.,.,.,"1,098",.,.,.,.,.,.,.,.,.,.,.,.,"1,098"
DZ12E,300,Bronchiectasis with CC Score 2-4,"38,346","14,833","28,328","17,785","4,511","4,068","33,473",.,"31,806",.,"9,750","1,407",.,"34,440",.,"50,455","269,204"
DZ12E,302,Bronchiectasis with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,"1,542",.,.,.,.,.,"1,542"
DZ12E,303,Bronchiectasis with CC Score 2-4,.,.,"7,049",.,.,.,.,.,.,.,.,.,.,.,.,.,"7,049"
DZ12E,320,Bronchiectasis with CC Score 2-4,.,.,.,"3,319",.,.,.,.,.,.,.,.,.,.,.,.,"3,319"
DZ12E,340,Bronchiectasis with CC Score 2-4,.,"40,404","136,283",.,.,.,.,.,.,.,"31,760","25,491",.,.,.,.,"233,938"
DZ12E,361,Bronchiectasis with CC Score 2-4,.,.,"11,629",.,.,.,.,.,.,.,.,.,.,.,.,.,"11,629"
DZ12E,430,Bronchiectasis with CC Score 2-4,.,.,"2,528",.,.,.,.,.,.,.,645,.,.,.,.,.,"3,173"
DZ12F,300,Bronchiectasis with CC Score 0-1,"2,675",.,"1,987","3,744","1,504",.,.,.,"7,027",.,"2,002",.,.,"12,337",.,"6,556","37,832"
DZ12F,303,Bronchiectasis with CC Score 0-1,"1,693",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,693"
DZ12F,320,Bronchiectasis with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,"8,893",.,.,"8,893"
DZ12F,340,Bronchiectasis with CC Score 0-1,.,"4,216","45,429",.,.,.,.,.,.,.,"17,636","4,771",.,.,.,.,"72,052"
DZ12F,430,Bronchiectasis with CC Score 0-1,.,.,921,.,.,.,.,.,.,.,.,.,.,.,.,.,921
DZ14F,150,"Pulmonary, Pleural or Other Tuberculosis, with Interventions",.,.,.,.,.,.,.,.,.,.,.,"11,051",.,.,.,.,"11,051"
DZ14F,300,"Pulmonary, Pleural or Other Tuberculosis, with Interventions",.,.,.,"3,744","3,383",.,.,.,.,.,.,697,.,.,.,"1,773","9,598"
DZ14F,340,"Pulmonary, Pleural or Other Tuberculosis, with Interventions",.,"5,270",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,270"
DZ14F,360,"Pulmonary, Pleural or Other Tuberculosis, with Interventions",.,.,.,.,.,.,.,.,.,.,.,"16,380",.,.,.,.,"16,380"
DZ14G,300,"Pulmonary, Pleural or Other Tuberculosis, without Interventions, with CC Score 7+",.,.,.,"5,148",.,.,"3,605",.,.,.,.,.,.,.,.,.,"8,753"
DZ14G,340,"Pulmonary, Pleural or Other Tuberculosis, without Interventions, with CC Score 7+",.,"8,081",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"8,081"
DZ14H,300,"Pulmonary, Pleural or Other Tuberculosis, without Interventions, with CC Score 3-6",.,.,.,"7,020",.,.,"2,575",.,.,.,.,.,.,.,.,.,"9,595"
DZ14H,340,"Pulmonary, Pleural or Other Tuberculosis, without Interventions, with CC Score 3-6",.,.,.,.,.,.,.,.,.,.,.,"2,783",.,.,.,.,"2,783"
DZ14H,350,"Pulmonary, Pleural or Other Tuberculosis, without Interventions, with CC Score 3-6",.,.,.,.,.,.,.,.,.,.,.,"2,729",.,.,.,.,"2,729"
DZ14J,100,"Pulmonary, Pleural or Other Tuberculosis, without Interventions, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,"6,654",.,.,.,.,"6,654"
DZ14J,300,"Pulmonary, Pleural or Other Tuberculosis, without Interventions, with CC Score 0-2","2,675",.,.,.,"6,390",.,.,.,"1,849",.,.,"7,000",.,.,.,.,"17,915"
DZ14J,340,"Pulmonary, Pleural or Other Tuberculosis, without Interventions, with CC Score 0-2",.,"5,270","7,756",.,.,.,.,.,.,.,"2,649","3,577",.,.,.,.,"19,252"
DZ14J,350,"Pulmonary, Pleural or Other Tuberculosis, without Interventions, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,"3,373",.,.,.,.,"3,373"
DZ14J,360,"Pulmonary, Pleural or Other Tuberculosis, without Interventions, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,"6,301",.,.,.,.,"6,301"
DZ15M,300,Asthma with Interventions,"6,688",.,.,"15,445",752,.,.,.,"3,329",.,"8,625",.,.,.,.,"2,185","37,024"
DZ15M,340,Asthma with Interventions,.,"10,189",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"10,189"
DZ15N,300,"Asthma without Interventions, with CC Score 9+","4,013","4,811",.,"23,870",.,.,"5,150",.,"25,149",.,.,.,.,"11,823",.,"6,192","81,006"
DZ15N,340,"Asthma without Interventions, with CC Score 9+",.,"12,999",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"12,999"
DZ15N,430,"Asthma without Interventions, with CC Score 9+","9,642","3,101","6,271",.,"2,634",.,.,.,.,.,.,.,.,.,.,.,"21,648"
DZ15P,300,"Asthma without Interventions, with CC Score 6-8","10,255",.,"2,354","19,657","11,277",.,"9,784",.,"9,986",.,"6,087",711,.,"33,412",.,"11,655","115,180"
DZ15P,320,"Asthma without Interventions, with CC Score 6-8",.,.,.,"3,793",.,"3,906",.,.,.,.,.,.,.,.,.,"1,372","9,072"
DZ15P,340,"Asthma without Interventions, with CC Score 6-8",.,"9,135",847,.,.,.,.,.,.,.,"7,387","9,319",.,.,.,.,"26,688"
DZ15P,430,"Asthma without Interventions, with CC Score 6-8","2,143",.,"2,960",.,.,.,.,.,.,.,.,.,"4,841",.,.,.,"9,943"
DZ15Q,300,"Asthma without Interventions, with CC Score 3-5","59,303","11,225",.,"24,806","23,682","9,008","43,257",.,"7,767",.,"6,358",.,.,"15,421",.,"51,355","252,181"
DZ15Q,301,"Asthma without Interventions, with CC Score 3-5",.,747,.,.,.,.,.,.,.,.,.,.,.,.,.,.,747
DZ15Q,303,"Asthma without Interventions, with CC Score 3-5","2,258",.,"3,127",.,.,.,.,.,.,.,.,.,.,.,.,.,"5,385"
DZ15Q,320,"Asthma without Interventions, with CC Score 3-5",.,"1,568",.,"3,793",.,"3,348",.,.,.,.,.,.,.,"3,234",.,915,"12,858"
DZ15Q,340,"Asthma without Interventions, with CC Score 3-5",.,"15,107","8,283",.,.,.,.,.,.,.,"15,078","38,702",.,.,.,.,"77,170"
DZ15Q,430,"Asthma without Interventions, with CC Score 3-5","2,143",.,"1,329",.,752,.,.,.,.,.,.,.,.,.,.,"3,682","7,905"
DZ15R,100,"Asthma without Interventions, with CC Score 0-2",.,.,.,.,.,778,.,.,.,.,.,.,.,.,.,.,778
DZ15R,180,"Asthma without Interventions, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,"1,455",.,.,.,.,"1,455"
DZ15R,300,"Asthma without Interventions, with CC Score 0-2","35,225","13,230","1,188","30,422","51,122","25,279","7,210",.,"14,424",.,"11,934","3,499",.,"17,477",.,"58,640","269,650"
DZ15R,320,"Asthma without Interventions, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,"1,274",.,.,.,.,.,"1,274"
DZ15R,340,"Asthma without Interventions, with CC Score 0-2",.,"39,350","22,175",.,.,.,.,.,.,.,"26,352","64,476",.,.,.,.,"152,352"
DZ15R,430,"Asthma without Interventions, with CC Score 0-2",.,"1,378","2,246",.,"1,505",.,.,.,.,.,.,.,.,.,.,.,"5,129"
DZ16H,300,"Pleural Effusion with Multiple Interventions, with CC Score 11+","5,797",.,.,.,"4,135",.,.,.,.,.,.,.,.,.,.,"2,660","12,591"
DZ16H,320,"Pleural Effusion with Multiple Interventions, with CC Score 11+",.,.,.,.,.,.,.,.,.,.,"3,761",.,.,.,.,.,"3,761"
DZ16J,300,"Pleural Effusion with Multiple Interventions, with CC Score 6-10","11,593",.,"3,741",.,.,.,.,.,"3,085",.,.,.,.,"34,440",.,"17,780","70,640"
DZ16J,340,"Pleural Effusion with Multiple Interventions, with CC Score 6-10",.,"9,135",.,.,.,.,.,.,.,.,"8,966","4,245",.,.,.,.,"22,346"
