HRG,Spec,HRG Label,Altnagelvin,Antrim,Banbridge,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,Royal Victoria,South Tyrone,South West Acute,Tyrone County,Ulster,Whiteabbey,N. Ireland Unit Cost
EA49C,320,"Percutaneous Coronary Interventions with 3 or more Stents, Rotablation, IVUS or Pressure Wire, with CC Score 3-5","2,581",.,.,"2,889",.,"2,844",.,.,.,.,.,.,"2,848",.,.,.,.,.,"2,853"
EA49D,100,"Percutaneous Coronary Interventions with 3 or more Stents, Rotablation, IVUS or Pressure Wire, with CC Score 0-2",.,.,.,"1,985",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,985"
EA49D,320,"Percutaneous Coronary Interventions with 3 or more Stents, Rotablation, IVUS or Pressure Wire, with CC Score 0-2",.,.,.,"2,891",.,"2,857",.,.,.,.,.,.,"2,731",.,.,.,.,.,"2,864"
EA54A,320,Percutaneous Standard Ablation with CC Score 3+,.,.,.,.,.,"6,288",.,.,.,.,.,.,.,.,.,.,.,.,"6,288"
EA54B,320,Percutaneous Standard Ablation with CC Score 0-2,.,.,.,"1,733",.,"6,288",.,.,.,.,.,.,"2,815",.,.,.,.,.,"5,862"
EA55A,320,Percutaneous Diagnostic Electrophysiology Studies with CC Score 3+,.,.,.,"2,426",.,"3,209",.,.,.,.,.,.,"2,089",.,.,.,.,.,"2,714"
EA55B,320,Percutaneous Diagnostic Electrophysiology Studies with CC Score 0-2,.,.,.,"2,426",.,"3,209",.,.,.,.,.,.,"2,006",.,.,.,.,.,"2,957"
EA56C,320,"Implantation of Cardiac Resynchronization Therapy Defibrillator (CRT-D), with CC Score 0-2",.,.,.,.,.,"12,628",.,.,.,.,.,.,"14,877",.,.,.,.,.,"14,127"
EB02C,300,Endocarditis with CC Score 0-4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,267,.,267
EB02C,320,Endocarditis with CC Score 0-4,.,.,.,.,.,.,.,.,.,.,.,.,425,.,.,.,.,.,425
EB03C,320,"Heart Failure or Shock, with CC Score 8-10",.,.,.,257,.,.,.,.,.,.,.,.,.,.,.,.,.,.,257
EB03D,300,"Heart Failure or Shock, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,60,.,.,.,.,.,.,.,60
EB03D,361,"Heart Failure or Shock, with CC Score 4-7",.,.,.,518,.,.,.,.,.,.,.,.,.,.,.,.,.,.,518
EB03E,300,"Heart Failure or Shock, with CC Score 0-3",.,.,.,.,.,.,.,.,.,396,.,.,.,.,.,.,374,.,378
EB04Z,300,Hypertension,.,309,.,.,.,.,.,.,.,.,.,.,.,.,998,.,696,.,668
EB04Z,302,Hypertension,.,.,.,.,.,.,.,.,.,.,.,.,720,.,.,.,.,.,720
EB04Z,361,Hypertension,.,240,.,518,.,.,.,.,.,.,.,.,.,.,.,.,.,.,425
EB05A,191,Cardiac Arrest with CC Score 9+,.,.,.,.,.,.,.,.,.,.,.,246,.,.,.,.,.,.,246
EB05A,361,Cardiac Arrest with CC Score 9+,.,.,.,518,.,.,.,.,.,.,.,.,.,.,.,.,.,.,518
EB06D,300,Cardiac Valve Disorders with CC Score 0-4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,267,.,267
EB06D,320,Cardiac Valve Disorders with CC Score 0-4,.,.,.,257,.,.,.,.,.,.,608,.,425,.,.,.,.,.,406
EB07B,300,"Arrhythmia or Conduction Disorders, with CC Score 10-12",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,267,.,267
EB07C,320,"Arrhythmia or Conduction Disorders, with CC Score 7-9","1,048",.,.,436,.,.,853,.,.,.,.,.,"1,249",.,.,.,.,.,787
EB07C,361,"Arrhythmia or Conduction Disorders, with CC Score 7-9",.,.,.,518,.,.,.,.,.,.,.,.,.,.,.,.,.,.,518
EB07D,300,"Arrhythmia or Conduction Disorders, with CC Score 4-6",.,.,.,.,340,.,.,.,.,550,.,.,.,.,.,.,696,.,583
EB07D,320,"Arrhythmia or Conduction Disorders, with CC Score 4-6","1,169",.,.,429,.,297,853,.,.,.,.,.,837,.,609,249,.,.,597
EB07D,370,"Arrhythmia or Conduction Disorders, with CC Score 4-6",.,.,.,116,.,.,.,.,.,.,.,.,.,.,.,.,.,.,116
EB07E,101,"Arrhythmia or Conduction Disorders, with CC Score 0-3",.,.,.,163,.,.,.,.,.,.,.,.,.,.,.,.,.,.,163
EB07E,300,"Arrhythmia or Conduction Disorders, with CC Score 0-3",.,.,.,.,340,.,376,678,.,546,.,.,.,.,.,.,691,.,616
EB07E,320,"Arrhythmia or Conduction Disorders, with CC Score 0-3","1,203",.,.,426,.,232,853,.,.,.,959,.,"1,043",.,613,249,.,.,559
EB08D,320,"Syncope or Collapse, with CC Score 4-6",.,.,.,257,.,.,.,.,.,.,.,.,.,.,.,.,.,.,257
EB08D,361,"Syncope or Collapse, with CC Score 4-6",.,.,.,518,.,.,.,.,.,.,.,.,.,.,.,.,.,.,518
EB08E,300,"Syncope or Collapse, with CC Score 0-3",.,.,.,.,.,.,376,.,.,.,.,.,.,.,.,.,.,.,376
EB08E,370,"Syncope or Collapse, with CC Score 0-3",.,233,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,233
EB08E,430,"Syncope or Collapse, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,619,.,619
EB10E,300,"Actual or Suspected Myocardial Infarction, with CC Score 0-3",.,.,.,.,.,.,376,.,.,.,.,.,.,.,.,.,.,.,376
EB12B,370,Unspecified Chest Pain with CC Score 5-10,.,.,.,116,.,.,.,.,.,.,.,.,.,.,.,.,.,.,116
EB12C,100,Unspecified Chest Pain with CC Score 0-4,.,.,.,.,.,.,.,.,.,.,.,.,.,106,.,.,.,.,106
EB12C,110,Unspecified Chest Pain with CC Score 0-4,.,.,.,.,.,.,.,.,639,.,.,.,.,.,.,.,.,.,639
EB12C,300,Unspecified Chest Pain with CC Score 0-4,.,.,.,.,.,.,376,.,.,.,.,.,136,.,.,239,374,.,306
EB12C,320,Unspecified Chest Pain with CC Score 0-4,887,.,.,.,.,232,.,.,.,.,.,.,.,.,.,.,.,.,559
EB13C,300,Angina with CC Score 4-7,.,.,.,.,.,.,376,.,.,.,.,.,.,.,.,.,.,.,376
EB13D,300,Angina with CC Score 0-3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,267,.,267
EB13D,301,Angina with CC Score 0-3,.,.,.,.,.,.,.,.,.,.,.,.,.,191,.,.,.,.,191
EB13D,320,Angina with CC Score 0-3,.,.,.,257,.,.,.,.,.,.,.,.,.,.,.,.,.,.,257
EB13D,361,Angina with CC Score 0-3,.,240,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,240
EB14A,361,Other Acquired Cardiac Conditions with CC Score 13+,.,.,.,529,.,.,.,.,.,.,.,.,.,.,.,.,.,.,529
EB14B,300,Other Acquired Cardiac Conditions with CC Score 9-12,329,309,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,319
EB14B,320,Other Acquired Cardiac Conditions with CC Score 9-12,.,.,.,257,.,.,.,.,.,.,.,.,.,.,.,.,.,.,257
EB14B,361,Other Acquired Cardiac Conditions with CC Score 9-12,.,240,.,518,.,.,.,.,.,.,.,.,.,.,.,.,.,.,448
EB14C,320,Other Acquired Cardiac Conditions with CC Score 6-8,.,.,.,.,.,426,.,.,.,.,.,.,425,.,.,.,.,.,426
EB14C,361,Other Acquired Cardiac Conditions with CC Score 6-8,.,.,.,518,.,.,.,.,.,.,.,.,.,.,.,.,.,.,518
EB14C,370,Other Acquired Cardiac Conditions with CC Score 6-8,.,.,.,116,.,.,.,.,.,.,.,.,.,.,.,.,.,.,116
EB14D,100,Other Acquired Cardiac Conditions with CC Score 3-5,.,.,.,205,.,.,.,.,.,.,.,.,.,.,.,.,.,.,205
EB14D,300,Other Acquired Cardiac Conditions with CC Score 3-5,.,.,.,.,.,.,376,.,.,.,.,.,.,.,.,.,267,.,321
EB14D,320,Other Acquired Cardiac Conditions with CC Score 3-5,.,.,.,347,.,232,.,.,.,.,.,.,.,.,.,.,.,.,308
EB14D,361,Other Acquired Cardiac Conditions with CC Score 3-5,.,.,.,529,.,.,.,.,.,.,.,.,.,.,.,.,.,.,529
EB14D,370,Other Acquired Cardiac Conditions with CC Score 3-5,.,233,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,233
EB14D,800,Other Acquired Cardiac Conditions with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,636,.,636
EB14E,300,Other Acquired Cardiac Conditions with CC Score 0-2,.,.,.,.,.,614,.,.,.,396,.,.,.,.,.,.,614,.,583
EB14E,320,Other Acquired Cardiac Conditions with CC Score 0-2,887,.,.,.,.,232,.,.,.,.,.,.,425,.,.,.,.,.,444
EB14E,370,Other Acquired Cardiac Conditions with CC Score 0-2,.,.,.,.,.,"1,009",.,.,.,.,.,.,.,.,.,.,.,.,"1,009"
EB15C,300,Primary Pulmonary Hypertension with CC Score 0-3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,267,.,267
EC01A,140,"Congenital Cardiac Surgery with Intervention Score 58 or less, with Diagnosis Score 64 or less",637,.,.,.,.,.,.,.,.,.,.,.,833,.,.,.,.,.,735
EC01A,300,"Congenital Cardiac Surgery with Intervention Score 58 or less, with Diagnosis Score 64 or less",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,076",.,696,.,949
EC01A,320,"Congenital Cardiac Surgery with Intervention Score 58 or less, with Diagnosis Score 64 or less","1,281",.,.,445,.,519,.,.,.,.,"1,148",.,"1,142",.,.,"1,858",.,.,"1,118"
EC01B,320,"Congenital Cardiac Surgery with Intervention Score 58 or less, with Diagnosis Score 65-117","1,209",.,.,528,.,.,.,.,.,.,.,.,"1,038",.,.,.,.,.,953
FZ12M,100,"Major General Abdominal Procedures, 19 years and over, with CC Score 6-9",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,933,.,933
FZ12N,101,"Major General Abdominal Procedures, 19 years and over, with CC Score 3-5",.,.,.,.,.,"3,449",.,.,.,.,.,.,.,.,.,.,.,.,"3,449"
FZ12P,100,"Major General Abdominal Procedures, 19 years and over, with CC Score 1-2",.,"1,332",.,.,"1,073",982,.,845,.,"1,011",.,.,.,.,.,.,.,.,"1,027"
FZ12P,300,"Major General Abdominal Procedures, 19 years and over, with CC Score 1-2",.,.,.,"2,100",.,.,.,.,.,.,.,.,.,.,.,.,696,.,"1,398"
FZ12P,502,"Major General Abdominal Procedures, 19 years and over, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,228",.,"1,228"
FZ12Q,100,"Major General Abdominal Procedures, 19 years and over, with CC Score 0",701,908,.,597,623,"1,399",646,898,.,937,"1,210","1,342",615,817,"1,062","1,132","1,227",.,"1,003"
FZ12Q,101,"Major General Abdominal Procedures, 19 years and over, with CC Score 0",980,.,.,976,.,.,.,.,.,.,.,.,.,.,.,.,.,.,977
FZ12Q,160,"Major General Abdominal Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,786,.,.,.,.,.,786
FZ12Q,300,"Major General Abdominal Procedures, 19 years and over, with CC Score 0",.,.,.,"1,069",.,.,.,.,.,.,.,.,.,.,.,.,970,.,"1,003"
FZ12Q,303,"Major General Abdominal Procedures, 19 years and over, with CC Score 0",.,.,.,"1,255",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,255"
FZ12Q,340,"Major General Abdominal Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,"1,768",.,.,.,.,.,.,.,.,.,.,.,.,"1,768"
FZ12Q,502,"Major General Abdominal Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,"1,362",.,.,.,.,"1,349",.,.,.,"1,691",.,.,.,"1,467"
FZ12Q,823,"Major General Abdominal Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,958,.,.,.,.,.,.,.,.,.,.,.,.,958
FZ12S,100,"Major General Abdominal Procedures, between 2 and 18 years, with CC Score 0",.,.,.,.,.,"1,332",.,.,.,.,.,.,.,.,.,.,.,.,"1,332"
FZ12S,171,"Major General Abdominal Procedures, between 2 and 18 years, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"2,200",.,.,.,"1,158",.,"1,679"
FZ13C,100,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 19 years and over",295,846,.,682,"1,116","1,169","1,029",.,.,.,"1,216",.,"1,762",.,.,958,933,.,"1,057"
FZ13C,300,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 19 years and over",.,.,.,640,.,614,376,.,.,685,.,.,247,.,"1,024",.,"1,033",.,715
FZ13C,301,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 19 years and over",.,332,.,.,.,"1,037",.,.,.,.,.,.,.,.,.,.,.,.,861
FZ13C,303,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 19 years and over",.,.,.,579,.,.,.,.,.,.,.,.,.,.,.,.,.,.,579
FZ13C,370,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 19 years and over",.,233,.,264,.,.,.,.,.,.,.,.,.,.,.,.,.,.,263
FZ13C,430,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,072",.,"1,072"
FZ13C,502,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 19 years and over","1,029","1,473",.,"1,853","2,030","1,215",.,.,.,"1,178","1,819",.,.,.,"1,477",.,"1,501",.,"1,472"
FZ13C,800,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 19 years and over",.,.,.,.,.,"2,350",.,.,.,.,.,.,.,.,.,.,636,.,791
FZ13C,810,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,717,.,.,.,.,.,717
FZ13D,100,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,448",.,.,.,"1,448"
FZ13D,502,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 18 years and under",.,.,.,.,"1,909",.,.,.,.,.,.,.,.,.,"1,477",.,.,.,"1,650"
FZ17D,100,"Abdominal Hernia Procedures, 18 years and under",.,.,.,.,.,"1,087",.,.,.,.,.,.,.,.,.,.,.,.,"1,087"
FZ17D,171,"Abdominal Hernia Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,293",.,"1,293"
FZ17F,100,"Abdominal Hernia Procedures, 19 years and over, with CC Score 1-3",.,.,.,.,.,"1,262",.,.,.,.,"1,119",.,.,.,.,.,.,.,"1,190"
FZ17G,100,"Abdominal Hernia Procedures, 19 years and over, with CC Score 0",780,"1,459",.,"1,213","1,226","1,455",.,"1,074",.,"1,017","1,307",.,"1,699","1,467","1,560",972,"1,552",.,"1,283"
FZ17G,101,"Abdominal Hernia Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,977,.,.,.,.,.,.,.,.,977
FZ18E,100,"Inguinal, Umbilical or Femoral Hernia Procedures, between 2 and 18 years",780,"1,469",.,.,.,"1,210",844,.,.,847,.,.,.,.,"1,448",.,"1,064",.,"1,100"
FZ18E,101,"Inguinal, Umbilical or Femoral Hernia Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,769,.,.,.,.,.,.,.,.,769
FZ18E,171,"Inguinal, Umbilical or Femoral Hernia Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,"2,383",.,.,.,"1,292",.,"1,494"
FZ18F,171,"Inguinal, Umbilical or Femoral Hernia Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,"2,019",.,.,.,"1,385",.,"1,808"
FZ18H,100,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 3-5",.,"1,274",.,.,.,.,"1,240",.,.,814,.,"2,171",.,.,"1,884",.,.,.,"1,353"
FZ18J,100,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 1-2",780,"1,369",.,.,"1,377","1,739","1,227",765,.,826,"1,255",.,.,"1,125","1,594","1,383",901,.,"1,123"
FZ18J,101,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 1-2",.,.,.,.,.,.,.,.,.,704,.,.,.,.,.,.,.,.,704
FZ18K,100,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 0",818,"1,585",.,"1,609","1,101","1,621","1,159",808,.,852,"1,301","1,998","1,647","1,102","1,545","1,282",971,880,"1,151"
FZ18K,101,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,694,"2,423",.,.,.,.,.,.,.,724
FZ19A,100,"Herniotomy Procedures, 2 years and over",557,.,.,.,.,"1,142",.,.,.,814,887,.,.,.,"1,448",.,.,.,"1,011"
FZ19A,171,"Herniotomy Procedures, 2 years and over",.,.,.,.,.,.,.,.,.,.,.,.,"2,060",.,.,.,"1,114",.,"1,380"
FZ19B,171,"Herniotomy Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,"2,044",.,.,.,"1,124",.,"1,695"
FZ20J,130,"Appendicectomy Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"1,160",.,.,.,.,.,"1,160"
FZ21B,100,"Major Anal Procedures, 18 years and under",.,.,.,.,.,.,.,733,.,.,.,.,.,631,.,.,.,.,682
FZ21C,100,"Major Anal Procedures, 19 years and over, with CC Score 1+",.,"1,033",.,"1,533","1,130","1,350",.,867,.,.,885,.,846,512,.,.,901,.,926
FZ21D,100,"Major Anal Procedures, 19 years and over, with CC Score 0",430,"1,478",.,.,950,"1,003",696,796,.,851,962,.,736,760,"1,227",791,"1,252",.,932
FZ22B,100,"Intermediate Anal Procedures, 18 years and under",360,757,.,.,"1,332","1,046",708,"1,133",.,"1,061",.,"1,354",804,868,.,958,"1,104",.,949
FZ22B,171,"Intermediate Anal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,624",.,.,.,"1,108",.,"1,513"
FZ22D,100,"Intermediate Anal Procedures, 19 years and over, with CC Score 1-2",426,"1,054",.,"1,072","1,154","1,017","1,029",780,.,944,900,.,"2,801",572,.,"1,106","1,082",.,972
FZ22E,100,"Intermediate Anal Procedures, 19 years and over, with CC Score 0",423,"1,387",.,727,"1,119",997,774,869,.,974,834,"1,567","1,046",611,"1,346",895,"1,152",.,995
FZ22E,300,"Intermediate Anal Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,145",.,"1,145"
FZ22E,502,"Intermediate Anal Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,501",.,"1,501"
FZ23A,100,"Minor Anal Procedures, 19 years and over",362,"1,123",.,709,"1,056",903,709,696,.,850,789,"1,113",827,472,"1,123",531,826,668,821
FZ23A,300,"Minor Anal Procedures, 19 years and over",359,.,.,366,.,.,.,.,.,.,.,.,474,.,"1,024",.,657,.,411
FZ23A,301,"Minor Anal Procedures, 19 years and over",.,"1,094",.,.,.,957,.,.,.,.,.,.,.,445,.,.,.,457,789
FZ23A,361,"Minor Anal Procedures, 19 years and over",.,.,.,821,.,.,.,.,.,.,.,.,.,.,.,.,.,.,821
FZ23A,502,"Minor Anal Procedures, 19 years and over","1,200","1,157",.,.,.,.,.,.,.,.,995,.,.,.,.,.,.,.,"1,117"
FZ23B,100,"Minor Anal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,512,.,.,512
FZ23B,171,"Minor Anal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,234",.,"1,234"
FZ24E,120,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,718,.,.,.,.,.,718
FZ24E,171,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,"2,157",.,.,.,.,.,"2,157"
FZ24E,300,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, between 2 and 18 years",.,.,.,406,.,.,.,.,.,.,.,.,.,.,.,.,.,.,406
FZ24F,171,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,997",.,.,.,.,.,"1,997"
FZ24G,100,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 3+",.,"1,081",.,.,826,561,.,.,.,.,.,.,.,.,.,.,.,592,756
FZ24G,172,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,.,.,757,.,.,.,.,.,757
FZ24G,300,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 3+",.,.,.,.,.,.,.,683,.,.,.,.,.,.,.,.,"1,731",.,"1,033"
FZ24G,301,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 3+",.,"1,071",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,435,753
FZ24H,100,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 1-2",.,977,.,532,"1,236",810,.,733,.,863,.,.,.,"1,088",.,.,.,540,903
FZ24H,120,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 1-2",.,.,.,.,.,979,544,.,.,.,.,.,855,.,.,748,.,.,734
FZ24H,172,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,"1,006",.,.,.,.,.,"1,006"
FZ24H,300,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 1-2",384,.,.,876,340,.,.,"1,021",.,842,889,.,"1,324",.,.,.,696,.,870
FZ24H,301,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 1-2",.,"1,021",.,.,.,885,768,.,.,.,.,.,.,.,.,.,.,445,797
FZ24J,100,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 0",.,"1,057",.,"1,054","1,040",744,.,733,.,.,"1,253",.,"1,364",.,.,.,.,576,975
FZ24J,120,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 0",970,"1,312",.,.,.,647,631,.,.,.,.,.,"1,064",.,.,.,.,.,870
FZ24J,172,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"1,107",.,.,.,.,.,"1,107"
FZ24J,300,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 0",376,.,.,739,340,.,.,732,.,.,.,.,"1,561",.,"1,033",.,"1,225",.,713
FZ24J,301,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 0",.,986,.,.,.,825,.,.,.,.,.,.,.,670,.,.,.,449,719
FZ27D,100,"Intermediate Therapeutic General Abdominal Procedures, 18 years and under",.,.,.,.,.,666,.,.,.,.,.,.,.,.,.,.,901,.,745
FZ27D,160,"Intermediate Therapeutic General Abdominal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"2,092",.,.,.,844,.,"1,468"
FZ27D,171,"Intermediate Therapeutic General Abdominal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,793",.,.,.,"1,309",.,"1,632"
FZ27F,100,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 1-2",.,.,.,.,.,999,.,.,.,814,.,.,.,.,.,.,.,.,907
FZ27F,502,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 1-2",.,"1,508",.,.,.,.,.,.,.,.,"1,625",.,.,.,.,.,.,.,"1,566"
FZ27G,100,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 0",557,.,.,.,"1,137","1,008",844,.,.,814,"1,120","2,506",.,631,"1,448",.,"2,774",.,"1,327"
FZ27G,160,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,801,.,.,.,.,.,.,.,.,801
FZ27G,330,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,197,.,.,.,.,.,.,.,.,.,.,.,197
FZ27G,502,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 0",.,"3,131",.,.,"2,016","1,203",.,.,.,.,"1,923",.,.,.,"1,691",.,.,.,"1,867"
FZ36Q,100,"Gastrointestinal Infections without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,412,.,412
FZ36Q,300,"Gastrointestinal Infections without Interventions, with CC Score 0-1",329,.,.,.,.,614,.,.,.,.,.,.,142,.,998,.,267,.,268
FZ36Q,301,"Gastrointestinal Infections without Interventions, with CC Score 0-1",.,.,.,.,.,243,293,.,.,.,.,.,.,.,.,.,.,.,268
FZ36Q,370,"Gastrointestinal Infections without Interventions, with CC Score 0-1",.,.,.,143,.,.,.,.,.,.,.,.,.,.,.,.,.,.,143
FZ36Q,400,"Gastrointestinal Infections without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,241,.,.,.,.,.,241
FZ36Q,800,"Gastrointestinal Infections without Interventions, with CC Score 0-1",.,.,.,.,.,"2,350",.,.,.,.,.,.,.,.,.,.,.,.,"2,350"
FZ37P,100,"Inflammatory Bowel Disease without Interventions, with CC Score 5+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,412,.,412
FZ37P,370,"Inflammatory Bowel Disease without Interventions, with CC Score 5+",.,233,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,233
FZ37R,100,"Inflammatory Bowel Disease without Interventions, with CC Score 1-2",.,.,.,.,.,404,.,.,.,.,.,.,.,106,.,.,412,.,357
FZ37R,300,"Inflammatory Bowel Disease without Interventions, with CC Score 1-2",.,.,.,.,.,.,376,.,.,469,.,.,148,.,.,.,267,.,327
FZ37R,320,"Inflammatory Bowel Disease without Interventions, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,425,.,.,.,.,.,425
FZ37R,410,"Inflammatory Bowel Disease without Interventions, with CC Score 1-2",.,87,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,87
FZ37S,100,"Inflammatory Bowel Disease without Interventions, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,61,.,.,.,423,.,412
FZ37S,300,"Inflammatory Bowel Disease without Interventions, with CC Score 0",330,.,.,.,.,614,376,.,.,401,.,.,148,.,998,.,270,.,268
FZ37S,301,"Inflammatory Bowel Disease without Interventions, with CC Score 0",.,.,.,.,.,243,.,.,.,.,.,.,.,.,.,.,.,.,243
FZ37S,303,"Inflammatory Bowel Disease without Interventions, with CC Score 0",323,.,.,.,314,.,.,.,.,.,.,.,.,.,.,.,.,.,318
FZ37S,400,"Inflammatory Bowel Disease without Interventions, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,232,.,.,.,.,.,232
