HRG,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,RoyalVictoria,South Tyrone,SouthWestAcute,Tyrone County,Ulster,N. Ireland Total Cost
FZ37N,300,"Inflammatory Bowel Disease with Single Intervention, with CC Score 0-3","9,516",.,"2,161","1,361",.,.,.,.,"1,127","2,789",.,"3,314",.,.,.,.,"20,268"
FZ37N,301,"Inflammatory Bowel Disease with Single Intervention, with CC Score 0-3",.,"6,312",.,.,"3,001",.,.,.,.,.,.,.,.,.,.,.,"9,312"
FZ37P,300,"Inflammatory Bowel Disease without Interventions, with CC Score 5+",.,.,.,.,.,.,.,.,.,.,.,"19,432",.,.,.,.,"19,432"
FZ37P,302,"Inflammatory Bowel Disease without Interventions, with CC Score 5+",.,.,.,.,.,.,.,.,.,.,.,"5,060",.,.,.,.,"5,060"
FZ37P,361,"Inflammatory Bowel Disease without Interventions, with CC Score 5+",.,"3,094",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,094"
FZ37Q,100,"Inflammatory Bowel Disease without Interventions, with CC Score 3-4",457,904,.,.,.,"1,186",.,.,.,.,.,.,.,.,.,"2,727","5,274"
FZ37Q,300,"Inflammatory Bowel Disease without Interventions, with CC Score 3-4",.,.,577,.,.,.,.,.,.,.,.,.,.,502,.,.,"1,079"
FZ37Q,301,"Inflammatory Bowel Disease without Interventions, with CC Score 3-4",.,"4,485",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,485"
FZ37Q,303,"Inflammatory Bowel Disease without Interventions, with CC Score 3-4",.,"2,143",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,143"
FZ37Q,361,"Inflammatory Bowel Disease without Interventions, with CC Score 3-4",.,"3,536",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,536"
FZ37R,100,"Inflammatory Bowel Disease without Interventions, with CC Score 1-2",.,"3,616","3,413","2,863","9,638",.,.,.,.,.,.,"5,120",.,.,.,"11,817","36,467"
FZ37R,300,"Inflammatory Bowel Disease without Interventions, with CC Score 1-2","6,574",407,"1,153",454,.,"1,808",.,.,"3,758",.,.,"2,957",.,.,.,.,"17,110"
FZ37R,301,"Inflammatory Bowel Disease without Interventions, with CC Score 1-2",.,"7,849",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"7,849"
FZ37R,303,"Inflammatory Bowel Disease without Interventions, with CC Score 1-2",.,"2,857",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,857"
FZ37R,430,"Inflammatory Bowel Disease without Interventions, with CC Score 1-2",.,.,.,.,363,.,.,.,.,.,.,.,.,.,.,.,363
FZ37S,100,"Inflammatory Bowel Disease without Interventions, with CC Score 0",.,"5,875","2,494","4,580","9,199","2,767",.,.,.,.,.,"1,885",.,.,.,"5,454","32,256"
FZ37S,300,"Inflammatory Bowel Disease without Interventions, with CC Score 0","15,779","2,440","3,216",.,"1,634",904,.,.,"3,382",.,.,"14,522",.,"5,021",.,367,"47,264"
FZ37S,301,"Inflammatory Bowel Disease without Interventions, with CC Score 0",.,"27,285",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"27,285"
FZ37S,340,"Inflammatory Bowel Disease without Interventions, with CC Score 0",.,.,788,.,.,.,.,.,.,.,.,.,.,.,.,.,788
FZ38G,300,"Gastrointestinal Bleed with Multiple Interventions, with CC Score 5+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,554","1,554"
FZ38H,100,"Gastrointestinal Bleed with Multiple Interventions, with CC Score 0-4",.,.,"1,737",.,.,.,.,.,.,"2,338",.,.,.,.,.,.,"4,074"
FZ38L,100,"Gastrointestinal Bleed with Single Intervention, with CC Score 0-4","1,323",.,"1,530","2,950","3,398","8,020",.,.,.,.,.,.,.,"2,330",.,.,"19,550"
FZ38L,300,"Gastrointestinal Bleed with Single Intervention, with CC Score 0-4",.,.,.,.,.,603,.,.,.,.,.,.,.,.,.,.,603
FZ38L,301,"Gastrointestinal Bleed with Single Intervention, with CC Score 0-4",.,.,.,.,.,"8,880",.,.,.,.,.,.,.,.,.,.,"8,880"
FZ38L,303,"Gastrointestinal Bleed with Single Intervention, with CC Score 0-4",.,.,"3,823",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,823"
FZ38N,101,"Gastrointestinal Bleed without Interventions, with CC Score 5-8",.,.,"1,090",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,090"
FZ38N,300,"Gastrointestinal Bleed without Interventions, with CC Score 5-8",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,401","4,401"
FZ38N,361,"Gastrointestinal Bleed without Interventions, with CC Score 5-8",.,.,"3,344",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,344"
FZ38P,100,"Gastrointestinal Bleed without Interventions, with CC Score 0-4","5,819","5,423",.,"4,785","2,190","1,186",.,.,.,.,.,.,.,"9,707",.,455,"29,565"
FZ38P,300,"Gastrointestinal Bleed without Interventions, with CC Score 0-4",438,407,.,.,.,.,.,.,.,.,.,463,.,"2,511",.,.,"3,819"
FZ38P,301,"Gastrointestinal Bleed without Interventions, with CC Score 0-4",.,"1,495",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,495"
FZ38P,303,"Gastrointestinal Bleed without Interventions, with CC Score 0-4",.,.,"3,056",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,056"
FZ38P,340,"Gastrointestinal Bleed without Interventions, with CC Score 0-4",.,.,.,.,.,.,.,.,.,.,.,742,.,.,.,.,742
FZ38P,361,"Gastrointestinal Bleed without Interventions, with CC Score 0-4",.,"1,326",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,326"
FZ42A,300,"Wireless Capsule Endoscopy, 19 years and over",788,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,788
FZ49D,100,"Nutritional Disorders with Interventions, with CC Score 2+",.,.,.,"3,947",.,.,.,.,.,.,.,.,.,.,.,.,"3,947"
FZ49D,300,"Nutritional Disorders with Interventions, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"8,523","8,523"
FZ49D,303,"Nutritional Disorders with Interventions, with CC Score 2+","6,660",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"6,660"
FZ49D,430,"Nutritional Disorders with Interventions, with CC Score 2+",.,.,.,.,.,.,.,.,.,483,.,.,.,.,.,.,483
FZ49E,100,"Nutritional Disorders with Interventions, with CC Score 0-1",.,.,.,.,"2,159","3,526",.,.,.,.,.,.,.,.,.,.,"5,685"
FZ49E,120,"Nutritional Disorders with Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,"1,417",.,.,.,.,"1,417"
FZ49E,300,"Nutritional Disorders with Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,209",.,.,"2,209"
FZ49E,370,"Nutritional Disorders with Interventions, with CC Score 0-1",.,.,"9,153",.,.,.,.,.,.,.,.,.,.,.,.,.,"9,153"
FZ49F,430,"Nutritional Disorders without Interventions, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,863",.,.,"3,863"
FZ49G,100,"Nutritional Disorders without Interventions, with CC Score 2-5",.,.,.,573,.,.,.,.,.,.,.,.,.,.,.,"5,454","6,027"
FZ49G,300,"Nutritional Disorders without Interventions, with CC Score 2-5",.,"3,659",.,.,.,.,.,.,.,.,.,"9,862",.,.,.,"6,235","19,757"
FZ49G,301,"Nutritional Disorders without Interventions, with CC Score 2-5",.,"4,859",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,859"
FZ49H,100,"Nutritional Disorders without Interventions, with CC Score 0-1","4,111",.,.,.,"2,628",.,.,.,.,.,.,.,.,.,.,.,"6,740"
FZ49H,300,"Nutritional Disorders without Interventions, with CC Score 0-1",438,"1,220",.,.,.,904,.,.,.,.,.,463,.,"6,026",.,.,"9,051"
FZ49H,301,"Nutritional Disorders without Interventions, with CC Score 0-1",.,"5,233",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,233"
FZ49H,302,"Nutritional Disorders without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,827,.,.,.,.,827
FZ49H,430,"Nutritional Disorders without Interventions, with CC Score 0-1",.,741,.,.,.,.,.,.,.,.,.,.,.,.,.,.,741
FZ50Z,100,"Intermediate Large Intestine Procedures, 19 years and over","15,525","8,771","22,114","4,973","17,548","7,497",.,.,.,.,.,"3,497",.,"7,142",.,"11,741","98,808"
FZ50Z,101,"Intermediate Large Intestine Procedures, 19 years and over",.,.,.,"1,131",.,.,.,.,.,.,.,.,.,.,.,.,"1,131"
FZ51Z,100,"Diagnostic Colonoscopy, 19 years and over",866,"7,445","8,829","10,304","4,559","8,052",.,.,.,.,.,"12,408",.,"13,467",.,"5,328","71,257"
FZ51Z,300,"Diagnostic Colonoscopy, 19 years and over","1,961","3,601","11,217",907,.,.,.,.,"1,997","1,485",.,.,.,"3,470",.,"1,275","25,912"
FZ51Z,301,"Diagnostic Colonoscopy, 19 years and over",.,"9,782",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"9,782"
FZ52Z,100,"Diagnostic Colonoscopy with Biopsy, 19 years and over",866,"1,756","4,568","11,985","4,856","7,829",.,.,.,.,.,"9,342",.,"4,144",.,"2,664","48,011"
FZ52Z,300,"Diagnostic Colonoscopy with Biopsy, 19 years and over","6,864",.,"2,078",.,.,.,.,.,.,"1,540",.,"2,459",.,867,.,.,"13,809"
FZ52Z,301,"Diagnostic Colonoscopy with Biopsy, 19 years and over",.,"9,123",.,.,"2,082","4,252",.,.,.,.,.,.,.,.,.,.,"15,457"
FZ53Z,100,"Therapeutic Colonoscopy, 19 years and over","7,864","7,177","1,551","18,470","1,328","6,185",.,.,.,.,.,"5,957",.,"16,182",.,"2,664","67,378"
FZ53Z,300,"Therapeutic Colonoscopy, 19 years and over","2,630",920,"1,211",907,.,.,.,.,.,"1,124",.,"1,743",.,"1,004",.,.,"9,539"
FZ53Z,301,"Therapeutic Colonoscopy, 19 years and over",.,"3,356",.,.,.,"10,621",.,.,.,.,.,.,.,.,.,.,"13,977"
FZ54Z,100,"Diagnostic Flexible Sigmoidoscopy, 19 years and over",866,"1,458","2,181","5,481","1,534",.,.,.,.,"1,020",.,"4,233",.,"12,431",.,893,"30,097"
FZ54Z,300,"Diagnostic Flexible Sigmoidoscopy, 19 years and over","3,922","1,359","2,311",.,.,.,.,.,.,.,.,.,.,"1,735",.,.,"9,327"
FZ54Z,301,"Diagnostic Flexible Sigmoidoscopy, 19 years and over",.,441,.,.,.,.,.,.,.,.,.,.,.,.,.,.,441
FZ55Z,100,"Diagnostic Flexible Sigmoidoscopy with Biopsy, 19 years and over",866,"1,623","5,086",.,"4,644","2,430",.,.,.,.,.,"1,808",.,"1,036",.,"1,787","19,279"
FZ55Z,101,"Diagnostic Flexible Sigmoidoscopy with Biopsy, 19 years and over",.,.,"2,911",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,911"
FZ55Z,300,"Diagnostic Flexible Sigmoidoscopy with Biopsy, 19 years and over","2,942",640,"1,456",.,.,.,.,.,687,677,.,.,.,.,.,821,"7,224"
FZ55Z,301,"Diagnostic Flexible Sigmoidoscopy with Biopsy, 19 years and over",.,"1,284",.,.,"1,990",.,.,.,.,.,.,.,.,.,.,.,"3,274"
FZ55Z,502,"Diagnostic Flexible Sigmoidoscopy with Biopsy, 19 years and over",.,.,"1,530",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,530"
FZ56Z,100,"Therapeutic Flexible Sigmoidoscopy, 19 years and over","2,621",.,"4,195",.,"3,308","10,310",.,.,.,"1,194",.,914,.,.,.,"2,972","25,515"
FZ56Z,300,"Therapeutic Flexible Sigmoidoscopy, 19 years and over",877,.,.,.,.,.,.,.,687,.,.,470,.,"1,004",.,821,"3,859"
FZ56Z,301,"Therapeutic Flexible Sigmoidoscopy, 19 years and over",.,545,.,.,"3,749",.,.,.,.,.,.,.,.,.,.,.,"4,294"
FZ57Z,100,"Diagnostic or Therapeutic, Rigid Sigmoidoscopy, 19 years and over",.,.,.,913,.,"1,268",.,.,.,.,.,.,.,"1,036",.,.,"3,218"
FZ58A,100,"Endoscopic or Intermediate, Lower Gastrointestinal Tract Procedures, between 2 and 18 years",.,.,"1,390",.,.,.,.,.,.,.,.,.,.,.,.,747,"2,137"
FZ58A,171,"Endoscopic or Intermediate, Lower Gastrointestinal Tract Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,"12,400",.,.,.,.,"12,400"
FZ58A,300,"Endoscopic or Intermediate, Lower Gastrointestinal Tract Procedures, between 2 and 18 years",.,.,.,454,.,.,.,.,.,.,.,.,.,.,.,.,454
FZ58A,420,"Endoscopic or Intermediate, Lower Gastrointestinal Tract Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,"1,404",.,.,.,.,"1,404"
FZ58B,171,"Endoscopic or Intermediate, Lower Gastrointestinal Tract Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,"26,998",.,.,.,.,"26,998"
FZ59Z,100,"Intermediate Upper Gastrointestinal Tract Procedures, 19 years and over",.,.,"2,245",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,245"
FZ59Z,300,"Intermediate Upper Gastrointestinal Tract Procedures, 19 years and over",.,.,"2,028",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,028"
FZ60Z,100,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over",.,732,"9,250","4,420","2,321","6,827",.,.,.,"1,219",.,"2,351",.,.,.,674,"27,794"
FZ60Z,120,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over","2,900",.,.,.,.,.,.,.,.,.,.,"6,438",.,.,.,.,"9,338"
FZ60Z,172,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,"5,046",.,.,.,.,"5,046"
FZ60Z,300,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over","6,864",.,"7,325","1,519",.,.,.,.,.,.,.,"2,168",.,867,.,"1,641","20,385"
FZ60Z,301,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over",.,"3,601",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,601"
FZ60Z,320,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over",.,.,.,.,"1,327",.,.,.,.,.,.,.,.,.,.,.,"1,327"
FZ61Z,100,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures with Biopsy, 19 years and over",.,.,"1,742","4,176",845,"1,795",.,.,.,"2,389",.,"3,101",.,.,.,"2,680","16,728"
FZ61Z,120,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures with Biopsy, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,"5,725",.,.,.,.,"5,725"
FZ61Z,172,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures with Biopsy, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,"4,557",.,.,.,.,"4,557"
FZ61Z,300,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures with Biopsy, 19 years and over","20,593","2,750","8,517",454,.,.,.,.,687,316,.,"1,840",.,867,.,"1,641","37,665"
FZ61Z,301,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures with Biopsy, 19 years and over",.,"7,664",.,.,.,958,.,.,.,.,.,.,.,.,.,.,"8,622"
FZ62A,100,"Endoscopic or Intermediate, Upper Gastrointestinal Tract Procedures, between 2 and 18 years",.,.,.,.,"1,863",.,.,.,.,.,.,"1,496",.,.,.,893,"4,252"
FZ62A,171,"Endoscopic or Intermediate, Upper Gastrointestinal Tract Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,"19,809",.,.,.,.,"19,809"
FZ62A,300,"Endoscopic or Intermediate, Upper Gastrointestinal Tract Procedures, between 2 and 18 years",981,.,375,.,.,.,.,.,.,.,.,456,.,.,.,.,"1,812"
FZ62A,370,"Endoscopic or Intermediate, Upper Gastrointestinal Tract Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,"2,128",.,.,.,.,"2,128"
FZ62A,420,"Endoscopic or Intermediate, Upper Gastrointestinal Tract Procedures, between 2 and 18 years","2,287",.,.,"9,045",.,.,.,.,.,.,.,"21,041",.,.,.,"4,963","37,336"
FZ62B,171,"Endoscopic or Intermediate, Upper Gastrointestinal Tract Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,"5,072",.,.,.,.,"5,072"
FZ62B,420,"Endoscopic or Intermediate, Upper Gastrointestinal Tract Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,"2,471",.,.,.,.,"2,471"
FZ63Z,100,Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures,.,"1,097","3,719","2,302",922,"7,303",.,.,.,"1,564",.,"1,270",.,"1,036",.,.,"19,213"
FZ63Z,171,Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures,.,.,.,.,.,.,.,.,.,.,.,"2,397",.,.,.,.,"2,397"
FZ63Z,300,Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures,.,.,507,.,.,.,.,.,.,.,.,.,.,"1,735",.,.,"2,242"
FZ63Z,301,Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures,.,659,.,.,.,"1,770",.,.,.,.,.,.,.,.,.,.,"2,429"
FZ64A,100,"Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures with Biopsy, 19 years and over",.,"1,610",.,"2,903","6,785","2,580",.,.,.,"1,597",.,"2,552",.,.,.,893,"18,921"
FZ64A,300,"Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures with Biopsy, 19 years and over","1,961",939,652,.,.,.,.,.,687,416,.,"2,220",.,867,.,.,"7,743"
FZ64A,301,"Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures with Biopsy, 19 years and over",.,"2,369",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,369"
FZ64B,100,"Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures with Biopsy, 18 years and under",.,.,"1,549",.,.,.,.,.,.,.,.,.,.,.,.,"1,332","2,881"
FZ64B,420,"Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures with Biopsy, 18 years and under","2,287",.,.,.,.,.,.,.,.,.,.,"23,856",.,.,.,.,"26,143"
FZ65Z,100,Combined Upper and Lower Gastrointestinal Tract Therapeutic Endoscopic Procedures,.,"1,140","1,347","4,803",.,"5,835",.,.,.,.,.,"1,647",.,.,.,.,"14,772"
FZ65Z,300,Combined Upper and Lower Gastrointestinal Tract Therapeutic Endoscopic Procedures,438,.,767,454,.,.,.,.,.,679,.,.,.,.,.,.,"2,338"
FZ66C,100,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 8+",.,"17,128",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"17,128"
FZ66D,100,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 5-7","18,589",.,"11,680","2,349",.,.,.,.,.,"13,360",.,"5,949",.,.,.,.,"51,927"
FZ66D,303,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 5-7",.,"2,909",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,909"
FZ66D,502,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 5-7",.,.,"23,412",.,.,.,.,.,.,.,.,.,.,.,.,.,"23,412"
FZ66E,100,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 2-4","14,260","18,586","51,888","11,312","28,353","23,699",.,.,.,"4,853",.,"43,712",.,.,.,"16,377","213,042"
FZ66E,502,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 2-4",.,.,"33,087",.,.,.,.,.,.,.,.,.,.,.,.,.,"33,087"
FZ66F,100,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 0-1","25,083",.,"19,157","22,677","14,690","7,875",.,.,.,"5,385",.,"22,666",.,.,.,"14,168","131,700"
FZ66F,300,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 0-1",.,.,"2,024",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,024"
FZ66F,301,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 0-1",.,"5,607",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,607"
FZ66F,502,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 0-1",.,"6,305","28,062",.,.,.,.,.,.,.,.,.,.,.,.,.,"34,367"
FZ67C,100,"Major Small Intestine Procedures, 19 years and over, with CC Score 7+",.,.,.,.,"9,242","9,713",.,.,.,.,.,.,.,.,.,"9,806","28,761"
FZ67C,361,"Major Small Intestine Procedures, 19 years and over, with CC Score 7+",.,.,"7,722",.,.,.,.,.,.,.,.,.,.,.,.,.,"7,722"
FZ67D,100,"Major Small Intestine Procedures, 19 years and over, with CC Score 4-6",.,"6,266","4,936",.,"9,198",.,.,.,.,.,.,.,.,"10,424",.,"3,542","34,366"
FZ67E,100,"Major Small Intestine Procedures, 19 years and over, with CC Score 2-3","57,445","44,103","66,109","5,223","12,785","8,886",.,.,.,"8,440",.,"44,097",.,.,.,"12,251","259,339"
FZ67E,502,"Major Small Intestine Procedures, 19 years and over, with CC Score 2-3",.,.,"20,429",.,.,.,.,.,.,.,.,.,.,.,.,.,"20,429"
FZ67F,100,"Major Small Intestine Procedures, 19 years and over, with CC Score 0-1","106,794","91,941","126,618","40,789","123,568","13,167",.,.,.,"7,199",.,"82,055",.,"9,084",.,"52,713","653,929"
FZ67F,300,"Major Small Intestine Procedures, 19 years and over, with CC Score 0-1",.,.,651,.,.,.,.,.,.,.,.,.,.,.,.,.,651
FZ67F,502,"Major Small Intestine Procedures, 19 years and over, with CC Score 0-1","14,114",.,.,"5,165",.,"6,626",.,.,.,.,.,.,.,.,.,"7,921","33,826"
FZ68G,100,"Very Major or Major, Small Intestine Procedures, between 2 and 18 years, with CC Score 2+",.,.,"21,940",.,.,.,.,.,.,.,.,.,.,.,.,.,"21,940"
FZ68H,100,"Very Major or Major, Small Intestine Procedures, between 2 and 18 years, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,"4,864",.,.,.,.,"4,864"
FZ68H,171,"Very Major or Major, Small Intestine Procedures, between 2 and 18 years, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,"30,776",.,.,.,.,"30,776"
FZ68K,171,"Very Major or Major, Small Intestine Procedures, 1 year and under, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,"11,672",.,.,.,.,"11,672"
FZ68L,171,"Very Major or Major, Small Intestine Procedures, 1 year and under, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,"41,890",.,.,.,.,"41,890"
FZ69D,100,"Complex Small Intestine Procedures, 19 years and over, with CC Score 3-6",.,.,"8,803","33,863",.,.,.,.,.,.,.,.,.,.,.,.,"42,666"
FZ69D,101,"Complex Small Intestine Procedures, 19 years and over, with CC Score 3-6",.,.,"15,409",.,.,.,.,.,.,.,.,.,.,.,.,"9,752","25,161"
FZ69E,100,"Complex Small Intestine Procedures, 19 years and over, with CC Score 0-2",.,.,.,"2,752","7,149",.,.,.,.,"8,362",.,.,.,.,.,"11,399","29,662"
FZ69E,303,"Complex Small Intestine Procedures, 19 years and over, with CC Score 0-2",.,.,"34,444",.,.,.,.,.,.,.,.,.,.,.,.,.,"34,444"
FZ70Z,100,"Therapeutic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over",.,.,"6,154",.,"1,406",.,.,.,.,.,.,.,.,.,.,.,"7,560"
FZ70Z,120,"Therapeutic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over",.,"1,069",.,.,"1,011",.,.,.,.,.,.,"2,776",.,.,.,.,"4,855"
FZ70Z,172,"Therapeutic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,"9,025",.,.,.,.,"9,025"
FZ70Z,300,"Therapeutic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over","1,868",.,"5,116",454,.,.,.,.,.,.,.,.,.,.,.,"1,641","9,080"
FZ70Z,301,"Therapeutic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over",.,"2,682",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,682"
FZ70Z,361,"Therapeutic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over",.,.,"1,473",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,473"
FZ71D,301,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 7+,.,"1,851",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,851"
FZ71E,172,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 4-6,.,.,.,.,.,.,.,.,.,.,.,"20,273",.,.,.,.,"20,273"
FZ71E,300,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 4-6,"1,393",.,"4,779",907,.,.,.,.,.,.,.,.,.,.,.,.,"7,079"
FZ71E,301,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 4-6,.,"3,172",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,172"
FZ71F,100,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 1-3,.,.,"4,170",.,"8,782",.,.,.,.,.,.,"6,185",.,.,.,.,"19,136"
FZ71F,172,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 1-3,.,.,.,.,.,.,.,.,.,.,.,"17,027",.,.,.,.,"17,027"
FZ71F,300,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 1-3,"3,585","2,641",707,.,.,.,.,.,.,"2,125",.,.,.,.,.,"7,666","16,722"
FZ71F,301,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 1-3,.,"8,267",.,.,"1,828",.,.,.,.,.,.,.,.,.,.,.,"10,096"
FZ71G,100,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 0,.,.,.,.,"5,094",.,.,.,.,.,.,.,.,.,.,.,"5,094"
FZ71G,172,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,"22,727",.,.,.,.,"22,727"
FZ71G,300,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 0,"1,393",.,"25,821",.,.,.,.,.,.,.,.,.,.,"3,013",.,"4,977","35,204"
FZ71G,301,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 0,.,"3,555",.,.,"1,828",.,.,.,.,.,.,.,.,.,.,.,"5,384"
FZ73C,100,Very Complex Large Intestine Procedures with CC Score 9+,.,.,"20,757",.,.,.,.,.,.,.,.,.,.,.,.,.,"20,757"
