HRG Code,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,DaisyHill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Mid Ulster,Royal ,South Tyrone,South West Acute,Tyrone County,Ulster,N. Ireland Unit Cost
EY30B,320,Complex Percutaneous Transluminal Ablation of Heart with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,"7,595",.,.,.,.,"7,595"
EY31A,320,Standard Percutaneous Transluminal Ablation of Heart with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,.,"5,176",.,.,.,.,"5,176"
EY31B,320,Standard Percutaneous Transluminal Ablation of Heart with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,"3,960",.,.,.,.,"3,960"
EY32A,320,Percutaneous Diagnostic Electrophysiology Studies with CC Score 2+,.,.,.,.,"3,149",.,.,.,.,.,.,.,"3,164",.,.,.,.,"3,159"
EY32B,320,Percutaneous Diagnostic Electrophysiology Studies with CC Score 0-1,.,.,"3,259",.,"3,149",.,.,.,.,.,.,.,"4,355",.,.,.,.,"3,789"
EY40A,320,Complex Percutaneous Transluminal Coronary Angioplasty with CC Score 12+,.,.,"3,134",.,.,.,.,.,.,.,.,.,"4,408",.,.,.,.,"3,983"
EY40A,340,Complex Percutaneous Transluminal Coronary Angioplasty with CC Score 12+,.,.,.,.,.,.,.,.,.,.,.,.,453,.,.,.,.,453
EY40B,320,Complex Percutaneous Transluminal Coronary Angioplasty with CC Score 8-11,"4,021",.,"3,550",.,"3,185",.,.,.,.,.,.,.,"4,262",.,.,.,.,"3,988"
EY40C,320,Complex Percutaneous Transluminal Coronary Angioplasty with CC Score 4-7,"3,133",.,"3,902",.,"3,059",.,.,.,.,.,.,.,"3,910",.,.,.,.,"3,784"
EY40D,100,Complex Percutaneous Transluminal Coronary Angioplasty with CC Score 0-3,.,.,.,.,.,.,.,.,.,.,.,.,"4,196",.,.,.,.,"4,196"
EY40D,320,Complex Percutaneous Transluminal Coronary Angioplasty with CC Score 0-3,"3,661",.,"3,872",.,"2,839",.,.,.,.,.,.,.,"3,820",.,.,.,.,"3,735"
EY41A,320,Standard Percutaneous Transluminal Coronary Angioplasty with CC Score 12+,"2,971",.,.,.,"2,530",.,.,.,.,.,.,.,.,.,.,.,.,"2,750"
EY41B,172,Standard Percutaneous Transluminal Coronary Angioplasty with CC Score 8-11,.,.,.,.,.,.,.,.,.,.,.,.,"3,806",.,.,.,.,"3,806"
EY41B,300,Standard Percutaneous Transluminal Coronary Angioplasty with CC Score 8-11,.,.,"2,507",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,507"
EY41B,320,Standard Percutaneous Transluminal Coronary Angioplasty with CC Score 8-11,"2,971",.,"2,874",.,"2,515",.,.,.,.,.,.,.,"3,171",.,.,.,.,"2,900"
EY41C,320,Standard Percutaneous Transluminal Coronary Angioplasty with CC Score 4-7,"2,878",.,"2,793",.,"2,473",.,.,.,.,.,.,.,"2,670",.,.,.,.,"2,696"
EY41D,100,Standard Percutaneous Transluminal Coronary Angioplasty with CC Score 0-3,.,.,.,.,.,.,.,.,.,.,.,.,"5,821",.,.,.,.,"5,821"
EY41D,300,Standard Percutaneous Transluminal Coronary Angioplasty with CC Score 0-3,796,.,.,.,.,291,.,.,.,.,.,.,"5,683",.,.,.,.,"3,113"
EY41D,320,Standard Percutaneous Transluminal Coronary Angioplasty with CC Score 0-3,"2,929",.,"2,716",.,"2,483",.,.,.,.,.,.,.,"2,644",.,.,.,.,"2,679"
EY42A,320,Complex Cardiac Catheterisation with CC Score 7+,"1,631",.,"1,918",.,"1,335",.,.,.,.,.,.,.,.,.,.,.,.,"1,701"
EY42B,320,Complex Cardiac Catheterisation with CC Score 4-6,"1,599",.,"2,227",.,"1,809",.,.,.,.,.,.,.,"2,150",.,.,.,.,"1,994"
EY42C,320,Complex Cardiac Catheterisation with CC Score 2-3,"1,631",.,"2,170",.,.,.,.,.,.,.,.,.,"2,390",.,.,.,.,"2,031"
EY42D,320,Complex Cardiac Catheterisation with CC Score 0-1,"1,631",.,"2,146",.,.,.,.,.,.,.,.,.,"2,379",.,.,.,802,"2,056"
EY43B,320,Standard Cardiac Catheterisation with CC Score 10-12,"1,539",.,"1,936",.,"1,335",.,.,.,.,.,.,.,"1,915",.,.,.,.,"1,576"
EY43C,320,Standard Cardiac Catheterisation with CC Score 7-9,"1,539",.,"1,728",.,"1,335",.,.,.,.,.,.,.,"1,718",.,.,.,802,"1,507"
EY43C,340,Standard Cardiac Catheterisation with CC Score 7-9,.,.,.,.,.,.,.,.,.,.,.,.,453,.,.,.,.,453
EY43D,320,Standard Cardiac Catheterisation with CC Score 4-6,"1,548",.,"1,569",.,"1,335",.,.,.,.,.,.,.,"1,564",.,.,.,802,"1,479"
EY43D,361,Standard Cardiac Catheterisation with CC Score 4-6,.,.,"2,111",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,111"
EY43E,100,Standard Cardiac Catheterisation with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,.,"1,749",.,.,.,.,"1,749"
EY43E,300,Standard Cardiac Catheterisation with CC Score 2-3,446,.,.,.,.,.,.,.,.,.,.,.,"1,426",.,514,.,.,795
EY43E,320,Standard Cardiac Catheterisation with CC Score 2-3,"1,569",.,"1,562",.,"1,335",.,.,.,.,.,.,.,"1,510",.,.,.,802,"1,451"
EY43F,300,Standard Cardiac Catheterisation with CC Score 0-1,446,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,446
EY43F,320,Standard Cardiac Catheterisation with CC Score 0-1,"1,566",.,"1,509",.,"1,335",.,.,.,.,.,.,.,"1,534",.,.,.,802,"1,474"
EY50Z,300,Complex Echocardiogram,446,.,.,.,376,.,.,.,.,.,.,.,555,.,514,.,921,556
EY50Z,320,Complex Echocardiogram,580,.,775,.,"1,464",.,.,.,.,.,673,.,"1,526",.,808,.,802,"1,154"
EY50Z,361,Complex Echocardiogram,.,.,.,.,.,452,.,.,.,.,.,.,.,.,.,.,.,452
EY50Z,430,Complex Echocardiogram,.,.,.,.,.,.,.,.,.,.,529,.,.,.,.,.,.,529
EY51Z,300,Electrocardiogram Monitoring or Stress Testing,446,.,.,.,.,.,.,.,.,.,.,.,442,.,.,.,.,445
EY51Z,320,Electrocardiogram Monitoring or Stress Testing,.,.,819,.,.,.,.,.,.,.,.,.,"2,277",.,.,498,.,"1,055"
FZ12L,100,"Major General Abdominal Procedures, 19 years and over, with CC Score 10+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,113","4,113"
FZ12L,300,"Major General Abdominal Procedures, 19 years and over, with CC Score 10+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,788","1,788"
FZ12M,100,"Major General Abdominal Procedures, 19 years and over, with CC Score 6-9",.,.,.,.,"2,640",.,.,.,.,.,.,.,.,.,.,.,.,"2,640"
FZ12M,300,"Major General Abdominal Procedures, 19 years and over, with CC Score 6-9",.,401,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,401
FZ12M,361,"Major General Abdominal Procedures, 19 years and over, with CC Score 6-9",.,.,"3,481",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,481"
FZ12N,100,"Major General Abdominal Procedures, 19 years and over, with CC Score 3-5","2,375","2,346",.,.,"2,273",.,.,.,.,.,"4,301",.,"3,279",.,.,.,"1,131","2,376"
FZ12N,300,"Major General Abdominal Procedures, 19 years and over, with CC Score 3-5",.,.,.,.,.,291,.,.,.,.,.,.,.,.,.,.,.,291
FZ12P,100,"Major General Abdominal Procedures, 19 years and over, with CC Score 1-2","2,375","1,938",.,.,"2,879","2,413",.,.,.,.,"5,520",.,"1,997",.,.,.,"2,010","2,274"
FZ12P,300,"Major General Abdominal Procedures, 19 years and over, with CC Score 1-2",.,.,.,.,376,.,.,.,.,.,.,.,.,.,.,.,.,376
FZ12P,502,"Major General Abdominal Procedures, 19 years and over, with CC Score 1-2",.,827,.,.,"1,781",.,.,.,.,.,.,.,.,.,.,.,.,"1,304"
FZ12Q,100,"Major General Abdominal Procedures, 19 years and over, with CC Score 0","2,375",999,.,.,"2,792","2,498",.,.,.,.,.,.,"1,815",.,"2,889",.,"1,819","2,290"
FZ12Q,101,"Major General Abdominal Procedures, 19 years and over, with CC Score 0",.,.,"2,650",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,650"
FZ12Q,300,"Major General Abdominal Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,514,.,.,514
FZ12Q,303,"Major General Abdominal Procedures, 19 years and over, with CC Score 0",.,698,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,698
FZ12Q,501,"Major General Abdominal Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,"1,096",.,.,.,.,.,.,.,.,.,.,.,"1,096"
FZ12Q,502,"Major General Abdominal Procedures, 19 years and over, with CC Score 0",.,.,"9,744",.,"1,781",.,.,.,.,.,.,.,.,.,"5,762",.,"2,493","4,945"
FZ12T,171,"Major General Abdominal Procedures, 1 year and under, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,"3,838",.,.,.,.,"3,838"
FZ12U,171,"Major General Abdominal Procedures, 1 year and under, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"3,994",.,.,.,.,"3,994"
FZ13C,100,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 19 years and over",.,.,612,"1,335",.,"1,272",.,.,.,.,"1,415",.,"1,285",.,.,.,"1,189","1,244"
FZ13C,300,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 19 years and over",446,401,448,.,376,291,867,.,"1,115",.,478,.,492,.,527,.,"1,116",507
FZ13C,320,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 19 years and over",.,.,.,.,.,.,.,.,721,.,.,.,.,.,.,.,.,721
FZ13C,370,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 19 years and over",.,.,713,.,.,.,.,.,.,.,.,.,.,.,.,.,.,713
FZ13C,430,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,474,.,.,.,656,.,.,535
FZ13C,502,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 19 years and over","1,470","1,629","1,085",.,"1,826","1,605",.,.,.,.,.,.,.,.,"2,392",.,"1,307","1,668"
FZ13C,800,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 19 years and over",.,.,594,.,.,.,.,.,.,.,.,.,.,.,.,.,.,594
FZ13D,100,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 18 years and under",.,"1,095",.,.,.,"1,840",.,.,.,.,.,.,.,.,.,.,.,"1,592"
FZ13D,420,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,031","1,031"
FZ17E,100,"Abdominal Hernia Procedures, 19 years and over, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,.,"1,934",.,.,.,.,"1,934"
FZ17E,300,"Abdominal Hernia Procedures, 19 years and over, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,.,"4,894",.,.,.,.,"4,894"
FZ17F,100,"Abdominal Hernia Procedures, 19 years and over, with CC Score 1-3","2,375","1,239",.,.,"1,650","1,958",.,.,.,.,.,.,"3,730",.,.,.,"1,360","2,297"
FZ17G,100,"Abdominal Hernia Procedures, 19 years and over, with CC Score 0",.,.,.,.,"2,017",.,.,.,.,.,.,.,"2,728",.,.,.,.,"2,372"
FZ18E,100,"Inguinal, Umbilical or Femoral Hernia Procedures, between 2 and 18 years",.,.,.,.,.,"1,637",.,.,.,.,.,.,.,.,.,.,.,"1,637"
FZ18E,171,"Inguinal, Umbilical or Femoral Hernia Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,"2,528",.,.,.,.,"2,528"
FZ18F,171,"Inguinal, Umbilical or Femoral Hernia Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,"2,524",.,.,.,.,"2,524"
FZ18G,100,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 6+",.,.,.,"1,742",.,.,.,.,.,.,.,.,.,.,.,.,"1,131","1,436"
FZ18H,100,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 3-5",.,"1,171",.,"1,158","1,870","1,722",.,.,.,.,.,.,"1,873",.,.,.,"1,131","1,623"
FZ18H,300,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 3-5",.,700,.,.,.,.,.,.,.,.,.,.,"1,681",.,.,.,.,"1,354"
FZ18J,100,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 1-2","2,651","1,058",.,"1,676","2,292","2,790",.,.,.,.,.,.,"2,034",.,"3,242",.,"1,253","2,173"
FZ18K,100,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 0","2,641",444,.,"1,379","1,936","1,804",.,.,.,.,.,.,"1,726",.,"2,942",.,"1,131","1,822"
FZ19A,100,"Herniotomy Procedures, 2 years and over",.,"1,168",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,381","1,275"
FZ19A,171,"Herniotomy Procedures, 2 years and over",.,.,.,.,.,.,.,.,.,.,.,.,"2,069",.,.,.,.,"2,069"
FZ19B,171,"Herniotomy Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,"2,157",.,.,.,.,"2,157"
FZ19B,420,"Herniotomy Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,"2,097",.,.,.,.,"2,097"
FZ20F,100,"Appendicectomy Procedures, 19 years and over, with CC Score 5+",.,.,.,.,.,.,.,.,.,.,.,.,"3,753",.,.,.,"1,284","2,107"
FZ20G,100,"Appendicectomy Procedures, 19 years and over, with CC Score 3-4",.,.,.,.,.,"2,228",.,.,.,.,.,.,"2,391",.,.,.,"1,360","2,152"
FZ20H,100,"Appendicectomy Procedures, 19 years and over, with CC Score 1-2","2,375",444,.,"1,010","1,981","1,401",.,.,.,.,.,.,"2,696",.,.,.,"1,391","2,066"
FZ20H,300,"Appendicectomy Procedures, 19 years and over, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,"2,319",.,.,.,.,"2,319"
FZ20J,100,"Appendicectomy Procedures, 19 years and over, with CC Score 0","2,375",444,.,549,"2,010","1,770",.,.,.,.,.,.,"2,521",.,"3,407",.,"1,406","1,799"
FZ20J,180,"Appendicectomy Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"2,060",.,.,.,.,"2,060"
FZ20J,300,"Appendicectomy Procedures, 19 years and over, with CC Score 0",.,.,.,.,376,291,.,.,.,.,.,.,"1,859",.,.,.,.,842
FZ20J,420,"Appendicectomy Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"4,723",.,.,.,.,"4,723"
FZ20J,501,"Appendicectomy Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,263","1,263"
FZ20K,100,"Appendicectomy Procedures, 18 years and under, with CC Score 3+",.,.,.,.,"1,650",.,.,.,.,.,.,.,.,.,.,.,.,"1,650"
FZ20L,100,"Appendicectomy Procedures, 18 years and under, with CC Score 1-2","2,375",.,.,.,"2,851","1,755",.,.,.,.,.,.,"2,574",.,.,.,.,"2,480"
FZ20L,171,"Appendicectomy Procedures, 18 years and under, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,"4,884",.,.,.,.,"4,884"
FZ20L,420,"Appendicectomy Procedures, 18 years and under, with CC Score 1-2",.,.,.,.,902,.,.,.,.,.,.,.,.,.,.,.,.,902
FZ20M,100,"Appendicectomy Procedures, 18 years and under, with CC Score 0","2,375",444,.,549,"2,162","1,593",.,.,.,.,.,.,"2,339",.,"3,407",.,"1,409","1,692"
FZ20M,171,"Appendicectomy Procedures, 18 years and under, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"3,140",.,.,.,.,"3,140"
FZ20M,300,"Appendicectomy Procedures, 18 years and under, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,313","1,313"
FZ20M,420,"Appendicectomy Procedures, 18 years and under, with CC Score 0",.,558,.,.,.,818,.,.,.,.,.,.,.,.,.,.,.,662
FZ21B,100,"Major Anal Procedures, 18 years and under",.,.,.,"1,093",.,.,.,.,.,.,.,.,"1,359",.,.,.,.,"1,226"
FZ21C,100,"Major Anal Procedures, 19 years and over, with CC Score 1+",.,861,.,.,"1,365",.,.,.,.,.,.,.,"1,104",.,.,.,"1,080","1,127"
FZ21D,100,"Major Anal Procedures, 19 years and over, with CC Score 0","1,411",.,.,.,"1,063","1,384",.,.,.,.,.,.,"1,019",.,.,.,"1,004","1,063"
FZ21D,420,"Major Anal Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"1,410",.,.,.,.,"1,410"
FZ22B,100,"Intermediate Anal Procedures, 18 years and under","1,411","1,022",.,"1,137","1,052","1,058",.,.,.,.,.,.,850,.,"2,261",.,"1,207","1,139"
FZ22B,171,"Intermediate Anal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,344",.,.,.,.,"1,344"
FZ22C,100,"Intermediate Anal Procedures, 19 years and over, with CC Score 3+",.,"1,079",.,.,.,.,.,.,.,.,.,.,732,.,.,.,902,905
FZ22D,100,"Intermediate Anal Procedures, 19 years and over, with CC Score 1-2","1,571",703,806,984,"1,900","1,114",.,.,.,.,.,.,907,.,656,.,"1,054","1,006"
FZ22D,501,"Intermediate Anal Procedures, 19 years and over, with CC Score 1-2",.,.,.,.,906,.,.,.,.,.,.,.,.,.,.,.,.,906
FZ22E,100,"Intermediate Anal Procedures, 19 years and over, with CC Score 0","1,422","1,783",.,"1,166","1,106","1,099",.,.,.,.,.,.,947,.,"2,261",.,"1,066","1,225"
FZ22E,101,"Intermediate Anal Procedures, 19 years and over, with CC Score 0",.,.,"1,741",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,741"
FZ23A,100,"Minor Anal Procedures, 19 years and over","1,411","1,127",.,.,953,.,.,.,.,.,.,.,"1,117",.,"2,031",.,825,"1,331"
FZ24E,100,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, between 2 and 18 years",.,.,.,.,.,"2,093",.,.,.,.,.,.,.,.,.,.,.,"2,093"
FZ24E,120,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, between 2 and 18 years","1,810",464,.,.,"1,377",.,.,.,.,.,.,.,"1,374",.,.,.,"1,367","1,327"
FZ24E,171,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,"1,587",.,.,.,.,"1,587"
FZ24E,420,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, between 2 and 18 years",745,"1,648",.,.,.,.,.,.,.,.,.,.,"1,983",.,.,.,.,"1,590"
FZ24F,120,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,395",.,.,.,.,"1,395"
FZ24F,171,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,365",.,.,.,.,"1,365"
FZ24G,300,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 3+",747,721,.,.,.,.,.,.,.,.,794,.,773,.,.,.,.,757
FZ24G,301,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 3+",.,770,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,770
FZ24H,100,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 1-2",.,444,.,.,861,"1,334",.,.,.,.,.,.,704,.,"2,031",.,.,"1,075"
FZ24H,120,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 1-2",.,"1,114",.,.,.,.,.,.,.,.,.,.,"1,659",.,.,.,"1,446","1,406"
FZ24H,300,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 1-2",747,.,872,.,.,.,.,.,770,.,.,.,"1,376",.,.,.,.,"1,091"
FZ24H,301,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 1-2",.,820,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,820
FZ24J,100,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 0",.,.,.,772,"1,109","1,123",.,.,.,.,.,.,"1,151",.,"2,031",.,.,"1,264"
FZ24J,120,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 0","1,810",660,.,.,"1,478",.,.,.,.,.,.,.,"1,302",.,.,.,.,"1,336"
FZ24J,300,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 0",747,736,"1,137",.,.,.,.,.,770,.,.,.,"1,219",.,.,.,.,"1,047"
FZ24J,301,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 0",.,728,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,728
FZ27D,171,"Intermediate Therapeutic General Abdominal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"5,070",.,.,.,.,"5,070"
FZ27F,100,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 1-2",.,.,.,"1,257","4,199",.,.,.,.,.,.,.,.,.,.,.,.,"2,728"
FZ27G,100,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 0",.,444,.,"1,067",.,895,.,.,.,.,.,.,.,.,"3,407",.,"1,374","1,419"
FZ36M,100,"Gastrointestinal Infections without Interventions, with CC Score 8+",.,.,.,.,439,.,.,.,.,.,.,.,.,.,.,.,.,439
FZ36M,300,"Gastrointestinal Infections without Interventions, with CC Score 8+",446,401,429,468,376,291,.,.,370,.,.,.,371,.,514,.,476,405
FZ36M,340,"Gastrointestinal Infections without Interventions, with CC Score 8+",.,.,.,.,.,.,.,.,.,.,327,.,.,.,.,.,.,327
FZ36M,361,"Gastrointestinal Infections without Interventions, with CC Score 8+",.,.,.,.,.,452,.,.,.,.,.,.,.,.,.,.,.,452
FZ36M,430,"Gastrointestinal Infections without Interventions, with CC Score 8+",.,345,.,.,376,.,.,.,.,.,.,.,.,.,656,.,.,388
FZ36N,100,"Gastrointestinal Infections without Interventions, with CC Score 5-7",446,.,.,.,439,389,.,.,.,.,.,.,394,.,.,.,.,406
FZ36N,300,"Gastrointestinal Infections without Interventions, with CC Score 5-7",446,401,429,468,376,291,.,.,370,.,344,.,367,.,514,.,364,387
FZ36N,301,"Gastrointestinal Infections without Interventions, with CC Score 5-7",.,373,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,373
FZ36N,302,"Gastrointestinal Infections without Interventions, with CC Score 5-7",.,.,.,.,.,.,.,.,.,.,350,.,.,.,.,.,.,350
FZ36N,320,"Gastrointestinal Infections without Interventions, with CC Score 5-7",.,.,.,.,.,.,.,.,.,.,603,.,613,.,.,.,.,608
FZ36N,340,"Gastrointestinal Infections without Interventions, with CC Score 5-7",.,351,.,.,.,.,.,.,.,.,339,.,.,.,.,.,.,340
FZ36N,361,"Gastrointestinal Infections without Interventions, with CC Score 5-7",.,.,.,.,.,452,.,.,.,.,.,.,.,.,.,.,422,437
FZ36N,430,"Gastrointestinal Infections without Interventions, with CC Score 5-7",357,345,516,.,376,.,.,.,.,.,357,.,535,.,.,.,.,434
FZ36P,100,"Gastrointestinal Infections without Interventions, with CC Score 2-4",446,444,.,.,439,389,.,.,.,.,629,.,402,.,656,.,443,431
FZ36P,110,"Gastrointestinal Infections without Interventions, with CC Score 2-4",.,.,.,.,441,.,.,.,.,.,.,.,.,.,.,.,.,441
FZ36P,180,"Gastrointestinal Infections without Interventions, with CC Score 2-4",.,.,.,.,"1,000",.,.,.,.,.,.,.,.,.,.,.,.,"1,000"
FZ36P,300,"Gastrointestinal Infections without Interventions, with CC Score 2-4",446,401,444,468,376,291,515,.,370,.,351,.,371,.,514,.,364,384
FZ36P,301,"Gastrointestinal Infections without Interventions, with CC Score 2-4",.,373,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,373
FZ36P,302,"Gastrointestinal Infections without Interventions, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,337,.,492,.,.,.,.,389
FZ36P,340,"Gastrointestinal Infections without Interventions, with CC Score 2-4",.,351,.,.,.,.,.,.,.,.,349,.,.,.,.,.,.,349
FZ36P,361,"Gastrointestinal Infections without Interventions, with CC Score 2-4",546,.,683,.,.,452,.,.,.,.,.,.,.,.,.,.,.,524
FZ36P,430,"Gastrointestinal Infections without Interventions, with CC Score 2-4",357,345,516,.,.,409,.,.,.,.,341,.,536,.,.,.,.,424
FZ36Q,100,"Gastrointestinal Infections without Interventions, with CC Score 0-1",446,.,.,549,439,389,.,.,.,.,.,.,393,.,656,.,443,430
FZ36Q,180,"Gastrointestinal Infections without Interventions, with CC Score 0-1",.,367,.,.,"1,000",.,.,.,.,.,223,.,.,.,.,.,.,799
FZ36Q,300,"Gastrointestinal Infections without Interventions, with CC Score 0-1",446,401,430,468,376,291,515,.,370,.,346,.,368,.,514,.,364,387
FZ36Q,301,"Gastrointestinal Infections without Interventions, with CC Score 0-1",.,373,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,373
FZ36Q,302,"Gastrointestinal Infections without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,332,.,491,.,.,.,.,400
FZ36Q,303,"Gastrointestinal Infections without Interventions, with CC Score 0-1",.,.,676,.,.,.,.,.,.,.,.,.,.,.,.,.,.,676
FZ36Q,320,"Gastrointestinal Infections without Interventions, with CC Score 0-1",.,392,.,.,429,.,.,.,721,.,477,.,620,.,.,.,.,528
FZ36Q,340,"Gastrointestinal Infections without Interventions, with CC Score 0-1",.,351,.,.,.,.,.,.,.,.,329,.,453,.,.,.,.,350
FZ36Q,350,"Gastrointestinal Infections without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,823,.,.,.,.,823
FZ36Q,370,"Gastrointestinal Infections without Interventions, with CC Score 0-1",.,.,713,.,.,.,.,.,.,.,.,.,.,.,.,.,.,713
FZ36Q,430,"Gastrointestinal Infections without Interventions, with CC Score 0-1",357,345,965,.,376,.,.,.,.,.,344,.,541,.,656,.,307,481
FZ36Q,501,"Gastrointestinal Infections without Interventions, with CC Score 0-1",.,.,.,.,.,"1,096",.,.,.,.,.,.,510,.,846,.,729,847
FZ36Q,502,"Gastrointestinal Infections without Interventions, with CC Score 0-1",474,.,.,.,797,.,.,.,.,.,.,.,.,.,708,.,595,643
FZ37P,180,"Inflammatory Bowel Disease without Interventions, with CC Score 5+",.,367,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,367
FZ37P,300,"Inflammatory Bowel Disease without Interventions, with CC Score 5+",446,401,438,468,376,291,.,.,370,.,356,.,367,.,.,.,364,396
FZ37P,301,"Inflammatory Bowel Disease without Interventions, with CC Score 5+",.,373,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,373
FZ37P,302,"Inflammatory Bowel Disease without Interventions, with CC Score 5+",.,.,.,.,.,.,.,.,.,.,357,.,.,.,.,.,.,357
