HRG Code,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Northern Ireland Average
FZ91H,"Non-Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 0-2","2,823","2,445","3,835","2,964","2,186","1,683","1,939",.,"3,332",.,"1,845","1,853","5,281","4,195",.,"2,595","2,439"
FZ91J,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 11+",.,"3,654",.,"5,683","2,584","2,960",.,.,"4,142",.,.,"1,288",.,"8,225",.,"3,469","2,818"
FZ91K,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 6-10","2,706","2,844","3,306","3,612","2,470","2,125","2,763",.,"2,947","4,532","2,332","1,711","4,401","4,630",.,"2,281","2,530"
FZ91L,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 3-5","1,934","2,091","2,505","2,632","2,026","1,739","3,237",.,"1,571","3,262","1,880","1,527","3,961","3,154",.,"2,021","2,023"
FZ91M,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2","1,697","1,771","2,008","2,220","1,492","1,276","2,163",.,"1,410","1,996","1,378","1,202","2,200","2,330",.,"1,533","1,613"
FZ92A,"Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 7+",.,.,"7,409",.,.,.,.,.,.,.,.,.,.,.,.,"7,336","7,385"
FZ92B,"Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 3-6","6,688","3,685","7,794",.,"10,693","3,533",.,.,.,.,.,.,.,.,.,"11,510","7,772"
FZ92C,"Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 0-2",.,.,"9,554","4,935","4,819",.,.,.,"4,813",.,"3,901","3,512",.,"14,439",.,"5,359","6,772"
FZ92D,"Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 6+","3,868","4,246","7,845","3,366","2,757","4,322","3,029",.,"2,593",.,.,"1,138",.,"17,153",.,"6,040","4,860"
FZ92E,"Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 3-5","3,772","3,973","5,938","8,211","3,544",.,"5,089",.,.,.,"5,939","5,561",.,"4,000",.,"4,682","5,004"
FZ92F,"Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 0-2","3,159","4,625","3,170","3,314","3,050","2,731",.,.,.,.,"2,314","2,131",.,"4,627",.,"3,624","3,313"
FZ92G,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 9+","3,346","4,628","3,298",.,"3,335","2,584",.,.,"4,068","3,399","4,771","2,149",.,"9,188",.,"3,788","3,439"
FZ92H,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 5-8","4,216","5,532","5,061","4,888","3,111","4,068","5,665",.,"3,891","6,924","1,628","1,743","10,342","6,831",.,"2,862","3,937"
FZ92J,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 3-4","2,626","2,382","2,873","4,326","2,571","2,359","12,570",.,"3,230","6,043","1,800","1,709","7,041","4,258",.,"2,754","2,730"
FZ92K,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2","2,549","2,302","3,041","3,710","2,032","1,938","1,545",.,"1,603","5,287","1,827","1,341","6,161","4,876",.,"2,519","2,573"
FZ93A,"Endoscopic Insertion of Gastrostomy Tube, 19 years and over","1,193",.,"1,619",.,752,.,.,.,.,.,.,"1,954",.,.,.,.,"1,380"
FZ94Z,"Endoscopic Insertion of, Gastrojejunostomy or Jejunostomy Tube",.,.,.,.,.,.,.,.,.,.,.,"3,344",.,.,.,.,"3,344"
FZ95A,"Endoscopic, Sclerotherapy or Rubber Band Ligation, of Lesion of Upper Gastrointestinal Tract, with CC Score 9+",.,"2,575",.,.,.,.,.,.,.,.,"1,767","6,168",.,.,.,.,"3,503"
FZ95B,"Endoscopic, Sclerotherapy or Rubber Band Ligation, of Lesion of Upper Gastrointestinal Tract, with CC Score 6-8",.,.,.,.,.,.,.,.,.,.,.,"6,807",.,.,.,.,"6,807"
FZ95C,"Endoscopic, Sclerotherapy or Rubber Band Ligation, of Lesion of Upper Gastrointestinal Tract, with CC Score 3-5",.,"5,093",.,.,.,.,.,.,.,.,.,"2,286",.,.,.,.,"2,461"
FZ95D,"Endoscopic, Sclerotherapy or Rubber Band Ligation, of Lesion of Upper Gastrointestinal Tract, with CC Score 0-2","3,199","2,490",.,.,.,"2,306",.,.,.,.,.,"2,188",.,"3,036",.,"3,002","2,505"
FZ98Z,Maintenance of Gastric Band for Obesity,.,.,"2,425",.,.,.,.,.,.,.,.,"1,169",.,.,.,.,"1,797"
GA03C,"Very Complex Open, Hepatobiliary or Pancreatic Procedures, with CC Score 4+",.,"10,219","4,097",.,.,.,.,.,.,.,"24,384","3,068",.,.,.,"10,691","12,172"
GA03D,"Very Complex Open, Hepatobiliary or Pancreatic Procedures, with CC Score 2-3",.,.,"7,966","15,677",.,.,.,.,.,.,"16,789","4,726",.,.,.,.,"11,475"
GA03E,"Very Complex Open, Hepatobiliary or Pancreatic Procedures, with CC Score 0-1",.,"4,295","1,880",.,.,.,.,.,.,.,"9,108","3,208",.,.,.,"11,134","5,459"
GA05C,"Very Major Open, Hepatobiliary or Pancreatic Procedures, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,"15,007",.,.,.,.,"8,018","14,008"
GA05D,"Very Major Open, Hepatobiliary or Pancreatic Procedures, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,"9,722",.,.,.,.,"8,023","9,156"
GA06C,"Major Open, Hepatobiliary or Pancreatic Procedures, with CC Score 2+",.,"15,579",.,.,"17,952",.,.,.,.,.,"25,245","4,807",.,.,.,"2,267","13,170"
GA06D,"Major Open, Hepatobiliary or Pancreatic Procedures, with CC Score 0-1",.,"9,499",.,.,"4,390",.,.,.,.,.,"10,939","5,636",.,.,.,.,"8,284"
GA07C,"Intermediate Open, Hepatobiliary or Pancreatic Procedures, with CC Score 3+","8,248","13,642",.,.,.,.,.,.,.,.,"7,776","3,276",.,.,.,"8,683","7,655"
GA07D,"Intermediate Open, Hepatobiliary or Pancreatic Procedures, with CC Score 1-2",.,"2,222","10,176","8,753","5,137","6,296",.,.,.,.,"8,062","4,642",.,"10,179",.,"6,252","6,354"
GA07E,"Intermediate Open, Hepatobiliary or Pancreatic Procedures, with CC Score 0",.,"6,941","8,913","2,891","4,804","4,155",.,.,.,.,"8,542","5,922",.,"12,655",.,"5,968","6,155"
GA10G,"Open or Laparoscopic, Cholecystectomy, 18 years and under",.,.,.,.,.,"4,408",.,.,.,.,"4,521","3,576",.,"7,996",.,.,"4,731"
GA10H,"Laparoscopic Cholecystectomy, 19 years and over, with CC Score 4+",.,"6,880",.,.,.,"5,153",.,.,.,.,.,"3,957",.,"11,933",.,"4,122","5,303"
GA10J,"Laparoscopic Cholecystectomy, 19 years and over, with CC Score 1-3","4,822","2,222",.,"3,048","3,890","5,298",.,.,.,.,"13,104","3,789",.,"8,734",.,"5,334","4,840"
GA10K,"Laparoscopic Cholecystectomy, 19 years and over, with CC Score 0","5,013","2,728","6,108","3,065","3,599","3,101",.,.,.,.,"5,603","3,489",.,"7,070",.,"3,790","4,249"
GA10L,"Open Cholecystectomy, 19 years and over, with CC Score 3+",.,.,.,"5,726","5,004",.,.,.,.,.,"12,661","4,188",.,"9,965",.,.,"5,946"
GA10M,"Open Cholecystectomy, 19 years and over, with CC Score 1-2","9,136",.,.,.,"5,311","4,627",.,.,.,.,"9,507","3,687",.,"11,933",.,"3,679","5,727"
GA10N,"Open Cholecystectomy, 19 years and over, with CC Score 0","7,797","7,267","14,279","7,537","6,036","3,720",.,.,.,.,"5,346","4,301",.,"11,277",.,"5,451","5,949"
GA11Z,Pancreatic Necrosectomy,.,.,.,.,.,.,.,.,.,.,"33,076",.,.,.,.,.,"33,076"
GA13A,"Minor, Open or Laparoscopic, Hepatobiliary or Pancreatic Procedures, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,"8,557","2,798",.,.,.,.,"5,677"
GA13B,"Minor, Open or Laparoscopic, Hepatobiliary or Pancreatic Procedures, with CC Score 0",.,.,.,"6,258",.,"4,644",.,.,.,.,"6,033","3,619",.,.,.,.,"4,856"
GB05F,Major Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 5+,"6,544","14,397","3,162",.,"5,263",.,.,.,.,.,"19,624","15,293",.,.,.,"6,705","9,711"
GB05G,Major Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 2-4,.,"3,726","4,037","1,817","2,443",.,.,.,"6,047",.,"4,571","5,456",.,.,.,"5,721","4,289"
GB05H,Major Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 0-1,.,"1,763",.,.,815,.,.,.,.,.,.,"3,090",.,.,.,"1,803","1,704"
GB06E,Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 6+,"2,343","6,017",.,.,"7,334",.,.,.,"6,910",.,"5,139","5,710",.,.,.,"9,423","6,967"
GB06F,Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 4-5,.,"6,061",.,"8,316","2,908",.,.,.,"3,951",.,.,"5,031",.,.,.,"5,869","5,209"
GB06G,Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 2-3,"1,897","9,558","5,374","5,471","2,551",.,.,.,"5,492",.,"1,902","3,756",.,.,.,"4,100","4,810"
GB06H,Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 0-1,"2,976","4,662",.,"4,220","2,438","2,334",.,.,"2,266",.,.,"3,865",.,.,.,"4,317","3,801"
GB09D,Complex Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 5+,.,"9,532",.,.,"2,506",.,.,.,.,.,.,.,.,.,.,"5,292","5,312"
GB09E,Complex Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 2-4,.,.,"3,939",.,"3,512",.,.,.,.,.,"1,872","3,757",.,.,.,.,"3,368"
GB09F,Complex Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 0-1,.,.,.,"6,713",.,.,.,.,.,.,.,.,.,.,.,921,"3,817"
GB11Z,Diagnostic Endoscopic Retrograde Cholangiopancreatography,.,.,"1,794",.,"3,079",.,.,.,.,.,.,.,.,.,.,.,"2,822"
GC01C,Liver Failure Disorders with Multiple Interventions,"10,107",.,.,.,"1,879",.,.,.,.,.,.,.,.,.,.,"13,262","9,787"
GC01D,Liver Failure Disorders with Single Intervention,"3,608","5,479",.,"5,304","2,309","6,683",.,.,"4,730",.,"7,717","3,002",.,"2,265",.,"3,647","3,717"
GC01E,"Liver Failure Disorders without Interventions, with CC Score 5+","2,787","2,860",.,.,"2,655","1,653","3,090",.,"4,068","7,176","1,209",.,.,"3,941",.,"3,708","3,014"
GC01F,"Liver Failure Disorders without Interventions, with CC Score 0-4","2,854","2,997","2,329","2,167","2,455","3,015","2,575",.,"4,253","2,266","2,711",961,.,"4,241",.,"2,995","2,904"
GC12C,"Malignant, Hepatobiliary or Pancreatic Disorders, with Multiple Interventions",.,.,"8,477",.,"5,904",.,.,.,"10,728",.,"5,383","6,993",.,.,.,"8,605","7,382"
GC12D,"Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 5+","11,147","1,593","3,013",.,"3,698","3,026",.,.,"9,026",.,"10,513","4,932",.,.,.,"6,848","5,865"
GC12E,"Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 2-4","4,013","7,378","6,100","7,957","4,294","10,534",.,.,.,.,"5,495","3,839",.,"3,615",.,"8,064","5,126"
GC12F,"Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 0-1","4,354","3,825","4,337","3,464","2,945","2,034",.,.,.,.,.,"3,101",.,.,.,"6,880","3,796"
GC12G,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 6+","4,075","3,684","2,900","3,744","2,395","2,204","1,802",.,"2,589","5,287","3,329","1,600",.,"11,812",.,"2,460","2,999"
GC12H,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 3-5","2,978","3,258","2,605","3,958","2,492","2,203","5,150",.,740,"5,287","3,005","1,854",.,"5,588",.,"3,701","2,841"
GC12J,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 1-2","3,383","2,928","2,912","2,247","2,237","1,732",.,.,"3,883",.,"2,053","1,686",.,"3,558",.,"2,669","2,491"
GC12K,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 0","1,784","1,484","2,596","3,893","1,755",.,.,.,"2,589",.,"3,751","1,851",.,"1,640",.,"1,975","2,360"
GC17A,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Multiple Interventions, with CC Score 9+",.,"4,811",.,"6,038","7,518",.,.,.,.,.,.,"4,849",.,.,.,"10,783","5,932"
GC17B,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Multiple Interventions, with CC Score 4-8","11,761","10,419",.,"6,587","2,592","2,501",.,.,.,.,"8,020","8,332",.,"13,529",.,"7,143","7,953"
GC17C,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Multiple Interventions, with CC Score 0-3","4,080","3,954","21,128",.,"7,883",.,.,.,.,.,"8,165","6,107",.,.,.,"10,640","6,880"
GC17D,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 9+",.,"4,021",.,"6,038","3,760",.,"3,741",.,"3,331",.,"7,232","3,859",.,"4,129",.,"5,051","4,585"
GC17E,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 4-8","6,233","5,325","5,723","7,728","4,248","3,535","8,634",.,"9,621",.,"4,851","3,242",.,"3,598",.,"3,734","4,488"
GC17F,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 0-3","4,767","3,687","2,466","5,420","3,838","2,481",.,.,"6,332",.,"6,107","2,872",.,"6,031",.,"4,793","3,740"
GC17G,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 8+","3,618","3,443","5,629","3,432","2,402","2,313","4,782",.,"5,720","5,099","3,469","2,097",.,"4,643",.,"3,071","3,015"
GC17H,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 5-7","3,244","3,305","2,236","4,931","2,343","1,895","4,978",.,"3,606","6,043","3,625","1,809",.,"4,108",.,"2,808","2,657"
GC17J,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 2-4","2,590","2,625","2,436","3,368","1,998","2,123","4,763",.,"2,530","3,084","2,431","1,422","2,640","4,032",.,"2,315","2,257"
GC17K,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 0-1","1,995","2,040","2,379","2,839","1,752","1,614","2,060",.,"2,008","2,266","2,056","1,253","3,961","3,214",.,"1,916","1,911"
GC18A,Non-Obstructive Jaundice with CC Score 5+,.,747,.,.,"3,010",.,.,.,925,.,"6,083","4,352",.,"4,446",.,"3,818","3,515"
GC18B,Non-Obstructive Jaundice with CC Score 0-4,"1,853","1,994","2,326","3,296","1,801","1,771","4,635",.,.,.,797,"1,557",880,"2,447",.,"1,564","1,887"
HC20H,Vertebral Column Injury with Interventions,"4,777","2,004",.,.,.,"2,232",.,.,.,.,.,"13,497",.,.,.,.,"7,358"
HC20J,"Vertebral Column Injury without Interventions, with CC Score 6+","3,169","2,985","7,423","7,540","3,536","3,478",.,"1,695","5,722","6,420",.,"3,354","12,322","5,251",.,"4,218","4,565"
HC20K,"Vertebral Column Injury without Interventions, with CC Score 3-5","2,952","2,646","5,916","7,358","2,643","2,907","3,090",.,"3,846","5,665",.,"4,254","6,088","7,323",.,"2,536","3,885"
HC20L,"Vertebral Column Injury without Interventions, with CC Score 1-2","3,758","2,020","4,084","4,048","3,437","2,436","3,928","3,044","2,360","5,539","2,270","1,941","4,914","5,085",.,"2,879","2,626"
HC20M,"Vertebral Column Injury without Interventions, with CC Score 0","2,022","1,741",.,"2,704","2,628","1,891",.,.,.,.,"2,861","1,956","1,320","3,477",.,"2,356","2,252"
HC21D,Spinal Cord Injury with CC Score 2+,.,.,"3,763",.,.,.,.,.,.,.,.,"2,444",.,.,.,.,"3,323"
HC21E,Spinal Cord Injury with CC Score 0-1,"1,050",.,.,.,.,"1,453",.,.,.,.,.,"1,906",.,.,.,.,"1,470"
HC26D,"Scoliosis or Other Spinal Deformity, with CC Score 3+",.,.,.,.,.,.,"4,635",.,"4,438",.,"4,790","1,801",.,"1,617",.,.,"2,983"
HC26E,"Scoliosis or Other Spinal Deformity, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,918,.,.,.,"2,185","1,235"
HC26F,"Scoliosis or Other Spinal Deformity, with CC Score 0",.,"2,806","1,023",.,.,.,.,.,.,.,"2,292","2,209",.,.,.,.,"2,083"
HC27H,"Degenerative Spinal Conditions with Interventions, with CC Score 3+","6,098",.,.,"4,212",.,"2,463",.,.,.,.,.,"10,834",.,.,.,"5,228","6,466"
HC27J,"Degenerative Spinal Conditions with Interventions, with CC Score 0-2","1,650",.,.,.,"5,683","2,034",.,.,"1,298",.,.,"2,354",.,.,.,"3,261","2,649"
HC27K,"Degenerative Spinal Conditions without Interventions, with CC Score 9+","1,263",.,.,.,.,"1,969","5,665",.,.,.,"3,240","1,492",.,"7,220",.,"2,301","2,142"
HC27L,"Degenerative Spinal Conditions without Interventions, with CC Score 6-8","3,393","1,732","2,869","5,148","2,162","2,050","5,665","3,852","2,330",.,.,"1,319",.,"7,219",.,"2,213","2,435"
HC27M,"Degenerative Spinal Conditions without Interventions, with CC Score 3-5","3,976","2,039","3,781","5,148","2,165","2,400","2,446","5,276","2,552","4,683","2,231","1,950","6,161","5,655",.,"2,459","2,986"
HC27N,"Degenerative Spinal Conditions without Interventions, with CC Score 0-2","1,379","1,151","1,795","1,640","1,923","1,043","1,030","2,207","1,184","1,511","1,013","1,115","1,760","2,160",.,"1,284","1,425"
HC28J,"Spinal Cord Conditions without Interventions, with CC Score 7+","1,050",.,.,.,.,.,.,.,.,.,.,"4,576",.,"6,563",.,.,"4,063"
HC28K,"Spinal Cord Conditions without Interventions, with CC Score 5-6",892,"2,600",.,.,752,.,.,.,.,"4,910",.,"3,814",.,"3,598",.,"1,381","2,436"
HC28L,"Spinal Cord Conditions without Interventions, with CC Score 3-4",.,"1,804","2,629",.,"1,879",.,.,.,.,"7,931",.,"3,004",.,.,.,"1,534","2,523"
HC28M,"Spinal Cord Conditions without Interventions, with CC Score 0-2",892,.,"6,662",.,"2,631","2,034",.,"1,155",.,.,.,"2,121",.,.,.,"1,093","2,453"
HC29A,Inflammatory Spinal Conditions with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,"2,318","6,161",.,.,.,"2,959"
HC29B,Inflammatory Spinal Conditions with CC Score 0-1,.,"1,217",.,.,"1,376","2,615",.,"3,313",.,.,.,"1,418",.,.,.,"2,069","1,576"
HC30D,Spinal Tumours with CC Score 2+,.,.,"22,161",.,.,.,.,.,.,.,.,"8,889",.,.,.,.,"13,313"
HC31H,"Spinal Infection with Interventions, with CC Score 6+",.,.,.,.,"6,766",.,.,.,.,.,.,"26,058",.,.,.,.,"16,412"
HC31J,"Spinal Infection with Interventions, with CC Score 0-5","16,959","4,919",.,.,.,"13,075",.,.,.,.,.,"19,123",.,.,.,"4,512","12,668"
HC31K,"Spinal Infection without Interventions, with CC Score 10+",.,.,.,"3,084","1,316",.,.,.,.,.,.,.,.,.,.,.,"1,669"
HC31L,"Spinal Infection without Interventions, with CC Score 6-9","12,931",.,.,.,.,.,.,.,.,.,.,"8,579",.,"26,216",.,.,"14,076"
HC31M,"Spinal Infection without Interventions, with CC Score 3-5",.,"8,100",.,"13,133","1,879",.,.,.,"3,329",.,.,"3,241",.,"7,667",.,"3,489","4,425"
HC31N,"Spinal Infection without Interventions, with CC Score 0-2",.,"4,887",.,"8,782","2,085",.,"1,030",.,.,.,.,"3,639",.,"1,028",.,.,"2,843"
HC32G,Low Back Pain with Interventions,.,"7,058",.,"2,040",.,.,.,.,.,.,.,"4,458",.,"11,823",.,"3,383","5,753"
HC32H,"Low Back Pain without Interventions, with CC Score 6+","1,576",.,.,.,"3,386","2,615",.,.,.,"3,399",.,"1,436",.,"5,907",.,"2,003","2,147"
HC32J,"Low Back Pain without Interventions, with CC Score 3-5","1,517","1,847","1,922",.,.,.,.,.,.,.,"1,604",911,"3,081","3,511",.,"1,548","1,880"
HC32K,"Low Back Pain without Interventions, with CC Score 0-2","1,366","1,847","2,233","1,098","2,143","1,532",.,"3,047","1,110",.,"1,290","1,473",.,"2,045",.,"1,345","1,689"
HC51C,"Complex Instrumented Correction of Spinal Deformity, 19 years and over, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,"13,356",.,.,.,.,"13,356"
HC51E,"Complex Instrumented Correction of Spinal Deformity, 18 years and under, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,"19,205",.,.,.,.,"19,205"
HC52B,Complex Spinal Reconstructive Procedures with CC Score 4-6,.,.,.,.,.,.,.,.,.,.,.,"15,443",.,.,.,.,"15,443"
HC52C,Complex Spinal Reconstructive Procedures with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,"17,939",.,.,.,.,"17,939"
HC52D,Complex Spinal Reconstructive Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,"15,600",.,.,.,.,"15,600"
HC53A,Very Major Spinal Reconstructive Procedures with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,"21,817",.,.,.,.,"21,817"
HC53B,Very Major Spinal Reconstructive Procedures with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,"15,680",.,.,.,.,"15,680"
HC53C,Very Major Spinal Reconstructive Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,"15,529",.,.,.,.,"15,529"
HC54A,Major Spinal Reconstructive Procedures with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,"16,153",.,.,.,.,"16,153"
HC54B,Major Spinal Reconstructive Procedures with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,"16,289",.,.,.,.,"16,289"
HC54C,Major Spinal Reconstructive Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,"11,119",.,.,.,.,"11,119"
HC60A,Very Complex Extradural Spinal Procedures with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,"28,740",.,.,.,.,"28,740"
HC60B,Very Complex Extradural Spinal Procedures with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,"16,081",.,.,.,.,"16,081"
HC60C,Very Complex Extradural Spinal Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,"9,657",.,.,.,.,"9,657"
HC61A,Complex Extradural Spinal Procedures with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,"23,080",.,.,.,.,"23,080"
HC61B,Complex Extradural Spinal Procedures with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,"13,041",.,.,.,.,"13,041"
HC61C,Complex Extradural Spinal Procedures with CC Score 0-1,.,.,.,.,.,.,.,"11,634",.,.,.,"10,812",.,.,.,.,"10,843"
HC62A,Very Major Extradural Spinal Procedures with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,"16,224",.,.,.,.,"16,224"
HC62B,Very Major Extradural Spinal Procedures with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,"8,643",.,.,.,.,"8,643"
HC62C,Very Major Extradural Spinal Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,"7,088",.,.,.,.,"7,088"
HC63A,Major Extradural Spinal Procedures with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,"11,671",.,.,.,.,"11,671"
HC63B,Major Extradural Spinal Procedures with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,"15,838",.,.,.,.,"15,838"
HC63C,Major Extradural Spinal Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,"5,679",.,.,.,.,"5,679"
HC64A,Intermediate Extradural Spinal Procedures with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,"12,332",.,.,.,.,"12,332"
HC64B,Intermediate Extradural Spinal Procedures with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,"6,616",.,.,.,.,"6,616"
