Quarter Ending ,HSC Trust,Specialty,Programme of Care,0 - 6 weeks,> 6 - 13 weeks,> 13 - 21 weeks,> 21 - 26 weeks,> 26 weeks,>26-52 weeks,>52 weeks,> 26-30 weeks,> 30 weeks,>30-36 weeks,> 26 - 36 weeks,> 36 weeks,Total,
30-Sep-2010,South Eastern,General Surgery,Acute Services,693,279,109,13,--,,,--,--,--,14,1,"1,109",
30-Sep-2010,South Eastern,Urology,Acute Services,260,61,1,0,--,,,--,--,--,0,0,322,
30-Sep-2010,South Eastern,T & O Surgery,Acute Services,22,6,2,0,--,,,--,--,--,0,0,30,
30-Sep-2010,South Eastern,ENT,Acute Services,77,72,3,0,--,,,--,--,--,0,0,152,
30-Sep-2010,South Eastern,Ophthalmology,Acute Services,53,26,22,0,--,,,--,--,--,0,0,101,
30-Sep-2010,South Eastern,Oral Surgery,Acute Services,44,23,6,0,--,,,--,--,--,0,0,73,
30-Sep-2010,South Eastern,Neurosurgery,Acute Services,2,3,0,0,--,,,--,--,--,0,0,5,
30-Sep-2010,South Eastern,Plastic Surgery,Acute Services,215,114,164,75,--,,,--,--,--,354,187,"1,109",
30-Sep-2010,South Eastern,Paediatric Surgery,Acute Services,41,27,0,0,--,,,--,--,--,0,0,68,
30-Sep-2010,South Eastern,Pain Management,Acute Services,48,18,1,0,--,,,--,--,--,0,0,67,
30-Sep-2010,South Eastern,General Medicine,Acute Services,381,249,137,31,--,,,--,--,--,6,1,805,
30-Sep-2010,South Eastern,Gastroenterology,Acute Services,25,15,0,0,--,,,--,--,--,0,0,40,
30-Sep-2010,South Eastern,Haematology (Clinical),Acute Services,3,0,0,0,--,,,--,--,--,0,0,3,
30-Sep-2010,South Eastern,Cardiology,Acute Services,70,43,31,8,--,,,--,--,--,9,0,161,
30-Sep-2010,South Eastern,Dermatology,Acute Services,70,45,65,4,--,,,--,--,--,0,0,184,
30-Sep-2010,South Eastern,Nephrology,Acute Services,3,0,0,0,--,,,--,--,--,0,0,3,
30-Sep-2010,South Eastern,Paediatrics,Acute Services,23,0,0,0,--,,,--,--,--,0,0,23,
30-Sep-2010,South Eastern,Gynaecology,Acute Services,281,216,45,15,--,,,--,--,--,12,1,570,
30-Sep-2010,South Eastern,GP Other,Acute Services,16,1,0,0,--,,,--,--,--,0,0,17,
30-Sep-2010,South Eastern,Clinical Oncology,Acute Services,6,0,0,0,--,,,--,--,--,0,0,6,
30-Sep-2010,South Eastern,Geriatric Medicine,Elderly Care,24,1,1,0,--,,,--,--,--,0,0,26,
30-Sep-2010,Southern,General Surgery,Acute Services,812,451,550,266,--,,,--,--,--,331,31,"2,441",
30-Sep-2010,Southern,Urology,Acute Services,178,187,123,68,--,,,--,--,--,111,52,719,
30-Sep-2010,Southern,T & O Surgery,Acute Services,141,119,69,13,--,,,--,--,--,3,0,345,
30-Sep-2010,Southern,ENT,Acute Services,278,229,6,0,--,,,--,--,--,0,0,513,
30-Sep-2010,Southern,Ophthalmology,Acute Services,86,79,11,4,--,,,--,--,--,0,0,180,
30-Sep-2010,Southern,Oral Surgery,Acute Services,16,15,0,0,--,,,--,--,--,0,0,31,
30-Sep-2010,Southern,Paediatric Dentistry,Acute Services,8,4,1,0,--,,,--,--,--,0,0,13,
30-Sep-2010,Southern,Pain Management,Acute Services,84,75,101,9,--,,,--,--,--,0,0,269,
30-Sep-2010,Southern,General Medicine,Acute Services,3,2,3,0,--,,,--,--,--,0,0,8,
30-Sep-2010,Southern,Gastroenterology,Acute Services,275,155,141,104,--,,,--,--,--,161,0,836,
30-Sep-2010,Southern,Haematology (Clinical),Acute Services,2,4,0,0,--,,,--,--,--,0,0,6,
30-Sep-2010,Southern,Cardiology,Acute Services,207,238,137,49,--,,,--,--,--,42,0,673,
30-Sep-2010,Southern,Dermatology,Acute Services,119,24,3,0,--,,,--,--,--,0,0,146,
30-Sep-2010,Southern,Thoracic Medicine,Acute Services,42,0,7,2,--,,,--,--,--,0,1,52,
30-Sep-2010,Southern,Neurology,Acute Services,4,0,0,0,--,,,--,--,--,0,0,4,
30-Sep-2010,Southern,Rheumatology,Acute Services,133,202,240,102,--,,,--,--,--,72,0,749,
30-Sep-2010,Southern,Paediatrics,Acute Services,3,1,2,0,--,,,--,--,--,0,0,6,
30-Sep-2010,Southern,Gynaecology,Acute Services,265,233,29,0,--,,,--,--,--,0,0,527,
30-Sep-2010,Southern,GP Other,Acute Services,83,14,1,0,--,,,--,--,--,0,0,98,
30-Sep-2010,Western,General Surgery,Acute Services,666,361,254,88,--,,,--,--,--,111,42,"1,522",
30-Sep-2010,Western,Urology,Acute Services,234,136,111,31,--,,,--,--,--,54,20,586,
30-Sep-2010,Western,T & O Surgery,Acute Services,256,221,240,127,--,,,--,--,--,280,301,"1,425",
30-Sep-2010,Western,ENT,Acute Services,236,149,104,25,--,,,--,--,--,26,16,556,
30-Sep-2010,Western,Ophthalmology,Acute Services,302,197,45,8,--,,,--,--,--,0,0,552,
30-Sep-2010,Western,Oral Surgery,Acute Services,266,50,20,9,--,,,--,--,--,5,0,350,
30-Sep-2010,Western,Pain Management,Acute Services,63,49,35,6,--,,,--,--,--,1,0,154,
30-Sep-2010,Western,General Medicine,Acute Services,740,640,428,95,--,,,--,--,--,8,0,"1,911",
30-Sep-2010,Western,Cardiology,Acute Services,56,39,4,0,--,,,--,--,--,0,0,99,
30-Sep-2010,Western,Paediatrics,Acute Services,2,1,3,3,--,,,--,--,--,1,0,10,
30-Sep-2010,Western,Gynaecology,Acute Services,223,200,128,26,--,,,--,--,--,14,4,595,
30-Sep-2010,Western,GP Other,Acute Services,66,5,0,0,--,,,--,--,--,0,0,71,
31-Dec-2010,Belfast,General Surgery,Acute Services,859,893,483,153,--,,,--,--,--,152,16,"2,556",
31-Dec-2010,Belfast,Urology,Acute Services,745,676,462,154,--,,,--,--,--,191,98,"2,326",
31-Dec-2010,Belfast,T & O Surgery,Acute Services,"1,270","1,720","1,010",260,--,,,--,--,--,363,138,"4,761",
31-Dec-2010,Belfast,ENT,Acute Services,437,467,267,90,--,,,--,--,--,89,5,"1,355",
31-Dec-2010,Belfast,Ophthalmology,Acute Services,821,"1,176",457,75,--,,,--,--,--,37,7,"2,573",
31-Dec-2010,Belfast,Oral Surgery,Acute Services,47,81,48,23,--,,,--,--,--,6,1,206,
31-Dec-2010,Belfast,Paediatric Dentistry,Acute Services,36,22,14,6,--,,,--,--,--,0,0,78,
31-Dec-2010,Belfast,Neurosurgery,Acute Services,68,54,36,9,--,,,--,--,--,16,12,195,
31-Dec-2010,Belfast,Plastic Surgery,Acute Services,72,144,87,28,--,,,--,--,--,78,77,486,
31-Dec-2010,Belfast,Cardiac Surgery,Acute Services,109,122,122,43,--,,,--,--,--,7,0,403,
31-Dec-2010,Belfast,Paediatric Surgery,Acute Services,55,83,60,22,--,,,--,--,--,36,1,257,
31-Dec-2010,Belfast,Thoracic Surgery,Acute Services,33,32,14,9,--,,,--,--,--,11,8,107,
31-Dec-2010,Belfast,Pain Management,Acute Services,129,192,229,94,--,,,--,--,--,87,50,781,
31-Dec-2010,Belfast,General Medicine,Acute Services,389,398,278,132,--,,,--,--,--,62,1,"1,260",
31-Dec-2010,Belfast,Gastroenterology,Acute Services,573,463,146,104,--,,,--,--,--,50,0,"1,336",
31-Dec-2010,Belfast,Endocrinology,Acute Services,21,5,2,0,--,,,--,--,--,0,0,28,
31-Dec-2010,Belfast,Cardiology,Acute Services,266,233,125,38,--,,,--,--,--,27,13,702,
31-Dec-2010,Belfast,Dermatology,Acute Services,31,22,18,1,--,,,--,--,--,0,0,72,
31-Dec-2010,Belfast,Thoracic Medicine,Acute Services,2,0,0,0,--,,,--,--,--,0,0,2,
31-Dec-2010,Belfast,Nephrology,Acute Services,55,34,0,0,--,,,--,--,--,1,0,90,
31-Dec-2010,Belfast,Neurology,Acute Services,26,28,22,10,--,,,--,--,--,41,51,178,
31-Dec-2010,Belfast,Rheumatology,Acute Services,48,2,0,0,--,,,--,--,--,1,3,54,
31-Dec-2010,Belfast,Paediatrics,Acute Services,9,21,17,1,--,,,--,--,--,0,0,48,
31-Dec-2010,Belfast,Gynaecology,Acute Services,315,382,203,62,--,,,--,--,--,53,13,"1,028",
31-Dec-2010,Belfast,Radiology,Acute Services,12,8,0,0,--,,,--,--,--,1,2,23,
31-Dec-2010,Belfast,Mental Illness,Mental Health,0,2,0,0,--,,,--,--,--,0,0,2,
31-Dec-2010,Belfast,Child & Adolescent Psychiatry,Mental Health,3,2,0,0,--,,,--,--,--,0,0,5,
31-Dec-2010,Northern,General Surgery,Acute Services,"1,068",736,292,124,--,,,--,--,--,267,205,"2,692",
31-Dec-2010,Northern,Urology,Acute Services,234,209,84,24,--,,,--,--,--,53,23,627,
31-Dec-2010,Northern,ENT,Acute Services,184,164,30,11,--,,,--,--,--,24,2,415,
31-Dec-2010,Northern,Ophthalmology,Acute Services,8,9,3,0,--,,,--,--,--,0,0,20,
31-Dec-2010,Northern,Oral Surgery,Acute Services,3,13,1,0,--,,,--,--,--,0,0,17,
31-Dec-2010,Northern,Pain Management,Acute Services,55,56,21,15,--,,,--,--,--,7,2,156,
31-Dec-2010,Northern,General Medicine,Acute Services,111,132,85,39,--,,,--,--,--,59,61,487,
31-Dec-2010,Northern,Gastroenterology,Acute Services,490,344,254,135,--,,,--,--,--,265,172,"1,660",
31-Dec-2010,Northern,Cardiology,Acute Services,1,0,0,0,--,,,--,--,--,0,0,1,
31-Dec-2010,Northern,Dermatology,Acute Services,28,29,19,12,--,,,--,--,--,5,0,93,
31-Dec-2010,Northern,Gynaecology,Acute Services,298,294,111,47,--,,,--,--,--,44,21,815,
31-Dec-2010,Northern,GP Other,Acute Services,96,18,1,2,--,,,--,--,--,0,0,117,
31-Dec-2010,South Eastern,General Surgery,Acute Services,709,459,139,29,--,,,--,--,--,28,6,"1,370",
31-Dec-2010,South Eastern,Urology,Acute Services,293,122,42,5,--,,,--,--,--,9,0,471,
31-Dec-2010,South Eastern,T & O Surgery,Acute Services,36,16,0,0,--,,,--,--,--,0,0,52,
31-Dec-2010,South Eastern,ENT,Acute Services,77,61,3,0,--,,,--,--,--,0,0,141,
31-Dec-2010,South Eastern,Ophthalmology,Acute Services,84,24,0,0,--,,,--,--,--,0,0,108,
31-Dec-2010,South Eastern,Oral Surgery,Acute Services,55,52,14,2,--,,,--,--,--,3,0,126,
31-Dec-2010,South Eastern,Plastic Surgery,Acute Services,208,216,92,53,--,,,--,--,--,142,372,"1,083",
31-Dec-2010,South Eastern,Paediatric Surgery,Acute Services,50,58,4,0,--,,,--,--,--,0,0,112,
31-Dec-2010,South Eastern,Pain Management,Acute Services,34,34,2,0,--,,,--,--,--,0,0,70,
31-Dec-2010,South Eastern,General Medicine,Acute Services,296,263,124,22,--,,,--,--,--,3,0,708,
31-Dec-2010,South Eastern,Gastroenterology,Acute Services,47,11,7,0,--,,,--,--,--,1,0,66,
31-Dec-2010,South Eastern,Haematology (Clinical),Acute Services,3,0,0,0,--,,,--,--,--,0,0,3,
31-Dec-2010,South Eastern,Cardiology,Acute Services,60,53,39,7,--,,,--,--,--,4,3,166,
31-Dec-2010,South Eastern,Dermatology,Acute Services,35,66,57,17,--,,,--,--,--,18,0,193,
31-Dec-2010,South Eastern,Paediatrics,Acute Services,39,2,0,0,--,,,--,--,--,0,0,41,
31-Dec-2010,South Eastern,Gynaecology,Acute Services,277,280,111,12,--,,,--,--,--,18,17,715,
31-Dec-2010,South Eastern,GP Other,Acute Services,27,1,0,0,--,,,--,--,--,0,0,28,
31-Dec-2010,South Eastern,Clinical Oncology,Acute Services,1,0,0,0,--,,,--,--,--,0,0,1,
31-Dec-2010,South Eastern,Geriatric Medicine,Elderly Care,46,1,1,0,--,,,--,--,--,0,0,48,
31-Dec-2010,Southern,General Surgery,Acute Services,942,857,410,119,--,,,--,--,--,351,228,"2,907",
31-Dec-2010,Southern,Urology,Acute Services,226,215,154,71,--,,,--,--,--,88,105,859,
31-Dec-2010,Southern,T & O Surgery,Acute Services,123,142,103,37,--,,,--,--,--,14,0,419,
31-Dec-2010,Southern,ENT,Acute Services,282,208,3,0,--,,,--,--,--,0,0,493,
31-Dec-2010,Southern,Ophthalmology,Acute Services,71,76,3,0,--,,,--,--,--,0,0,150,
31-Dec-2010,Southern,Oral Surgery,Acute Services,48,9,6,0,--,,,--,--,--,0,0,63,
31-Dec-2010,Southern,Paediatric Dentistry,Acute Services,4,2,0,0,--,,,--,--,--,0,0,6,
31-Dec-2010,Southern,Pain Management,Acute Services,77,102,79,45,--,,,--,--,--,36,0,339,
31-Dec-2010,Southern,General Medicine,Acute Services,3,0,0,0,--,,,--,--,--,2,1,6,
31-Dec-2010,Southern,Gastroenterology,Acute Services,250,207,192,82,--,,,--,--,--,166,55,952,
31-Dec-2010,Southern,Haematology (Clinical),Acute Services,8,0,0,0,--,,,--,--,--,0,0,8,
31-Dec-2010,Southern,Cardiology,Acute Services,215,255,147,95,--,,,--,--,--,96,34,842,
31-Dec-2010,Southern,Dermatology,Acute Services,52,61,0,0,--,,,--,--,--,0,0,113,
31-Dec-2010,Southern,Thoracic Medicine,Acute Services,12,0,0,0,--,,,--,--,--,0,0,12,
31-Dec-2010,Southern,Neurology,Acute Services,2,0,0,0,--,,,--,--,--,0,0,2,
31-Dec-2010,Southern,Rheumatology,Acute Services,120,197,195,90,--,,,--,--,--,194,34,830,
31-Dec-2010,Southern,Paediatrics,Acute Services,1,1,1,0,--,,,--,--,--,0,0,3,
31-Dec-2010,Southern,Gynaecology,Acute Services,266,177,27,1,--,,,--,--,--,0,0,471,
31-Dec-2010,Southern,GP Other,Acute Services,70,8,2,3,--,,,--,--,--,0,0,83,
31-Dec-2010,Southern,Clinical Oncology,Acute Services,2,0,0,0,--,,,--,--,--,0,0,2,
31-Dec-2010,Western,General Surgery,Acute Services,699,521,287,93,--,,,--,--,--,153,106,"1,859",
31-Dec-2010,Western,Urology,Acute Services,208,177,80,39,--,,,--,--,--,62,74,640,
31-Dec-2010,Western,T & O Surgery,Acute Services,285,509,255,111,--,,,--,--,--,162,210,"1,532",
31-Dec-2010,Western,ENT,Acute Services,205,160,85,28,--,,,--,--,--,29,28,535,
31-Dec-2010,Western,Ophthalmology,Acute Services,363,282,23,5,--,,,--,--,--,1,0,674,
31-Dec-2010,Western,Oral Surgery,Acute Services,246,95,15,4,--,,,--,--,--,6,1,367,
31-Dec-2010,Western,Pain Management,Acute Services,65,53,31,9,--,,,--,--,--,1,0,159,
31-Dec-2010,Western,General Medicine,Acute Services,790,711,533,135,--,,,--,--,--,10,4,"2,183",
31-Dec-2010,Western,Cardiology,Acute Services,49,48,8,0,--,,,--,--,--,0,0,105,
31-Dec-2010,Western,Nephrology,Acute Services,2,0,0,0,--,,,--,--,--,0,0,2,
31-Dec-2010,Western,Paediatrics,Acute Services,4,3,0,0,--,,,--,--,--,1,1,9,
31-Dec-2010,Western,Gynaecology,Acute Services,201,222,97,32,--,,,--,--,--,19,4,575,
31-Dec-2010,Western,GP Other,Acute Services,50,4,0,0,--,,,--,--,--,0,0,54,
31-Dec-2010,Western,Obstetrics,Maternity & Child Health,0,1,0,0,--,,,--,--,--,0,0,1,
31-Mar-2011,Belfast,General Surgery,Acute Services,931,728,510,262,--,,,--,--,--,237,0,"2,668",
31-Mar-2011,Belfast,Urology,Acute Services,711,644,493,272,--,,,--,--,--,287,46,"2,453",
31-Mar-2011,Belfast,T & O Surgery,Acute Services,905,"2,127","1,388",425,--,,,--,--,--,532,94,"5,471",
31-Mar-2011,Belfast,ENT,Acute Services,468,551,466,99,--,,,--,--,--,18,3,"1,605",
31-Mar-2011,Belfast,Ophthalmology,Acute Services,955,"1,300",527,58,--,,,--,--,--,33,3,"2,876",
31-Mar-2011,Belfast,Oral Surgery,Acute Services,46,21,51,33,--,,,--,--,--,15,0,166,
31-Mar-2011,Belfast,Paediatric Dentistry,Acute Services,28,30,18,4,--,,,--,--,--,0,0,80,
31-Mar-2011,Belfast,Neurosurgery,Acute Services,78,65,33,13,--,,,--,--,--,16,6,211,
31-Mar-2011,Belfast,Plastic Surgery,Acute Services,83,104,85,42,--,,,--,--,--,58,147,519,
31-Mar-2011,Belfast,Cardiac Surgery,Acute Services,92,92,89,44,--,,,--,--,--,0,0,317,
31-Mar-2011,Belfast,Paediatric Surgery,Acute Services,83,75,62,44,--,,,--,--,--,31,7,302,
31-Mar-2011,Belfast,Thoracic Surgery,Acute Services,38,14,19,8,--,,,--,--,--,6,0,85,
31-Mar-2011,Belfast,Pain Management,Acute Services,83,173,200,118,--,,,--,--,--,179,72,825,
31-Mar-2011,Belfast,General Medicine,Acute Services,392,348,257,122,--,,,--,--,--,93,0,"1,212",
31-Mar-2011,Belfast,Gastroenterology,Acute Services,493,396,206,144,--,,,--,--,--,66,0,"1,305",
31-Mar-2011,Belfast,Endocrinology,Acute Services,9,2,0,0,--,,,--,--,--,0,0,11,
31-Mar-2011,Belfast,Rehabilitation,Acute Services,1,0,0,0,--,,,--,--,--,0,0,1,
31-Mar-2011,Belfast,Cardiology,Acute Services,350,233,29,20,--,,,--,--,--,13,1,646,
31-Mar-2011,Belfast,Dermatology,Acute Services,27,14,9,1,--,,,--,--,--,0,0,51,
31-Mar-2011,Belfast,Thoracic Medicine,Acute Services,5,0,0,0,--,,,--,--,--,0,0,5,
31-Mar-2011,Belfast,Nephrology,Acute Services,17,21,0,3,--,,,--,--,--,0,1,42,
31-Mar-2011,Belfast,Neurology,Acute Services,36,32,19,7,--,,,--,--,--,23,78,195,
31-Mar-2011,Belfast,Rheumatology,Acute Services,4,55,13,0,--,,,--,--,--,0,2,74,
31-Mar-2011,Belfast,Paediatrics,Acute Services,14,9,0,1,--,,,--,--,--,0,0,24,
31-Mar-2011,Belfast,Gynaecology,Acute Services,340,309,233,51,--,,,--,--,--,44,0,977,
31-Mar-2011,Belfast,Mental Illness,Mental Health,0,1,0,0,--,,,--,--,--,0,0,1,
31-Mar-2011,Belfast,Radiology,Acute Services,12,8,0,0,--,,,--,--,--,0,0,20,
31-Mar-2011,Northern,General Surgery,Acute Services,"1,122",801,451,176,--,,,--,--,--,100,0,"2,650",
31-Mar-2011,Northern,Urology,Acute Services,221,184,116,43,--,,,--,--,--,58,0,622,
31-Mar-2011,Northern,ENT,Acute Services,223,143,67,0,--,,,--,--,--,0,0,433,
31-Mar-2011,Northern,Ophthalmology,Acute Services,5,17,3,1,--,,,--,--,--,0,0,26,
31-Mar-2011,Northern,Oral Surgery,Acute Services,1,10,5,1,--,,,--,--,--,0,0,17,
31-Mar-2011,Northern,Paediatric Dentistry,Acute Services,58,4,0,0,--,,,--,--,--,0,0,62,
31-Mar-2011,Northern,Anaesthetics,Acute Services,4,24,0,0,--,,,--,--,--,0,0,28,
31-Mar-2011,Northern,Pain Management,Acute Services,62,81,33,0,--,,,--,--,--,0,0,176,
31-Mar-2011,Northern,General Medicine,Acute Services,208,105,91,57,--,,,--,--,--,41,0,502,
31-Mar-2011,Northern,Gastroenterology,Acute Services,593,404,203,91,--,,,--,--,--,121,0,"1,412",
31-Mar-2011,Northern,Dermatology,Acute Services,40,17,0,0,--,,,--,--,--,0,0,57,
31-Mar-2011,Northern,Thoracic Medicine,Acute Services,1,0,0,0,--,,,--,--,--,0,0,1,
31-Mar-2011,Northern,Gynaecology,Acute Services,364,356,201,75,--,,,--,--,--,0,0,996,
31-Mar-2011,Northern,GP Other,Acute Services,69,7,0,1,--,,,--,--,--,1,0,78,
31-Mar-2011,South Eastern,General Surgery,Acute Services,607,331,142,46,--,,,--,--,--,43,24,"1,193",
31-Mar-2011,South Eastern,Urology,Acute Services,344,167,74,12,--,,,--,--,--,3,0,600,
31-Mar-2011,South Eastern,T & O Surgery,Acute Services,16,3,0,0,--,,,--,--,--,0,0,19,
31-Mar-2011,South Eastern,ENT,Acute Services,59,141,29,1,--,,,--,--,--,0,0,230,
31-Mar-2011,South Eastern,Ophthalmology,Acute Services,140,109,0,0,--,,,--,--,--,0,0,249,
31-Mar-2011,South Eastern,Oral Surgery,Acute Services,56,33,17,15,--,,,--,--,--,0,0,121,
31-Mar-2011,South Eastern,Neurosurgery,Acute Services,0,1,0,0,--,,,--,--,--,0,0,1,
31-Mar-2011,South Eastern,Plastic Surgery,Acute Services,215,157,110,105,--,,,--,--,--,102,504,"1,193",
31-Mar-2011,South Eastern,Paediatric Surgery,Acute Services,20,38,26,0,--,,,--,--,--,0,0,84,
31-Mar-2011,South Eastern,Pain Management,Acute Services,27,34,0,0,--,,,--,--,--,0,0,61,
31-Mar-2011,South Eastern,General Medicine,Acute Services,434,212,32,13,--,,,--,--,--,3,0,694,
31-Mar-2011,South Eastern,Gastroenterology,Acute Services,38,24,0,0,--,,,--,--,--,0,0,62,
31-Mar-2011,South Eastern,Haematology (Clinical),Acute Services,2,0,0,0,--,,,--,--,--,0,0,2,
31-Mar-2011,South Eastern,Cardiology,Acute Services,65,57,36,18,--,,,--,--,--,1,0,177,
31-Mar-2011,South Eastern,Dermatology,Acute Services,107,44,2,0,--,,,--,--,--,0,0,153,
31-Mar-2011,South Eastern,Paediatrics,Acute Services,17,2,0,0,--,,,--,--,--,0,0,19,
31-Mar-2011,South Eastern,Geriatric Medicine,Elderly Care,16,0,0,0,--,,,--,--,--,0,0,16,
31-Mar-2011,South Eastern,Gynaecology,Acute Services,266,205,146,53,--,,,--,--,--,33,28,731,
31-Mar-2011,South Eastern,GP Other,Acute Services,14,0,0,0,--,,,--,--,--,0,0,14,
31-Mar-2011,South Eastern,Clinical Oncology,Acute Services,7,0,0,0,--,,,--,--,--,0,0,7,
31-Mar-2011,Southern,General Surgery,Acute Services,"1,068","1,084",618,207,--,,,--,--,--,270,0,"3,247",
31-Mar-2011,Southern,Urology,Acute Services,207,212,221,93,--,,,--,--,--,109,3,845,
31-Mar-2011,Southern,T & O Surgery,Acute Services,161,189,111,42,--,,,--,--,--,40,0,543,
31-Mar-2011,Southern,ENT,Acute Services,263,223,0,0,--,,,--,--,--,0,0,486,
31-Mar-2011,Southern,Ophthalmology,Acute Services,139,67,0,0,--,,,--,--,--,0,0,206,
31-Mar-2011,Southern,Oral Surgery,Acute Services,29,16,0,0,--,,,--,--,--,0,0,45,
31-Mar-2011,Southern,Pain Management,Acute Services,69,100,93,55,--,,,--,--,--,60,0,377,
31-Mar-2011,Southern,General Medicine,Acute Services,7,3,0,0,--,,,--,--,--,0,0,10,
31-Mar-2011,Southern,Gastroenterology,Acute Services,245,179,166,98,--,,,--,--,--,172,0,860,
31-Mar-2011,Southern,Haematology (Clinical),Acute Services,21,1,0,0,--,,,--,--,--,0,0,22,
31-Mar-2011,Southern,Cardiology,Acute Services,297,223,128,54,--,,,--,--,--,6,0,708,
31-Mar-2011,Southern,Dermatology,Acute Services,72,26,0,0,--,,,--,--,--,0,0,98,
31-Mar-2011,Southern,Thoracic Medicine,Acute Services,2,0,0,0,--,,,--,--,--,0,0,2,
31-Mar-2011,Southern,Neurology,Acute Services,0,4,0,0,--,,,--,--,--,0,0,4,
31-Mar-2011,Southern,Rheumatology,Acute Services,247,208,154,55,--,,,--,--,--,6,0,670,
31-Mar-2011,Southern,Paediatrics,Acute Services,5,2,0,0,--,,,--,--,--,0,0,7,
31-Mar-2011,Southern,Gynaecology,Acute Services,318,191,0,0,--,,,--,--,--,1,0,510,
31-Mar-2011,Southern,GP Other,Acute Services,63,9,0,0,--,,,--,--,--,0,0,72,
31-Mar-2011,Southern,Clinical Oncology,Acute Services,6,0,0,0,--,,,--,--,--,0,0,6,
31-Mar-2011,Western,General Surgery,Acute Services,"1,103",642,463,139,--,,,--,--,--,58,37,"2,442",
31-Mar-2011,Western,Urology,Acute Services,250,151,136,45,--,,,--,--,--,58,80,720,
31-Mar-2011,Western,T & O Surgery,Acute Services,342,335,297,207,--,,,--,--,--,280,104,"1,565",
31-Mar-2011,Western,ENT,Acute Services,243,193,28,15,--,,,--,--,--,11,21,511,
31-Mar-2011,Western,Ophthalmology,Acute Services,427,304,15,1,--,,,--,--,--,0,0,747,
31-Mar-2011,Western,Oral Surgery,Acute Services,335,89,32,8,--,,,--,--,--,0,0,464,
31-Mar-2011,Western,Pain Management,Acute Services,68,57,0,0,--,,,--,--,--,0,0,125,
31-Mar-2011,Western,General Medicine,Acute Services,792,634,363,99,--,,,--,--,--,22,0,"1,910",
31-Mar-2011,Western,Cardiology,Acute Services,39,17,0,0,--,,,--,--,--,0,0,56,
31-Mar-2011,Western,Paediatrics,Acute Services,9,3,0,0,--,,,--,--,--,0,0,12,
31-Mar-2011,Western,Gynaecology,Acute Services,285,195,147,48,--,,,--,--,--,11,0,686,
31-Mar-2011,Western,GP Other,Acute Services,92,4,0,0,--,,,--,--,--,0,0,96,
30-Jun-2011,Belfast,General Surgery,Acute Services,934,644,589,219,--,,,--,--,--,315,137,"2,838",
30-Jun-2011,Belfast,Urology,Acute Services,719,433,437,254,--,,,--,--,--,395,241,"2,479",
30-Jun-2011,Belfast,T & O Surgery,Acute Services,"1,486","1,755","1,385",603,--,,,--,--,--,429,90,"5,748",
30-Jun-2011,Belfast,ENT,Acute Services,487,461,474,134,--,,,--,--,--,70,2,"1,628",
30-Jun-2011,Belfast,Ophthalmology,Acute Services,997,"1,182","1,114",171,--,,,--,--,--,60,2,"3,526",
30-Jun-2011,Belfast,Oral Surgery,Acute Services,51,28,36,11,--,,,--,--,--,42,8,176,
30-Jun-2011,Belfast,Paediatric Dentistry,Acute Services,23,11,23,8,--,,,--,--,--,0,0,65,
30-Jun-2011,Belfast,Neurosurgery,Acute Services,108,61,35,7,--,,,--,--,--,20,16,247,
30-Jun-2011,Belfast,Plastic Surgery,Acute Services,121,86,75,30,--,,,--,--,--,65,171,548,
30-Jun-2011,Belfast,Cardiac Surgery,Acute Services,112,129,71,21,--,,,--,--,--,5,0,338,
30-Jun-2011,Belfast,Paediatric Surgery,Acute Services,88,85,82,39,--,,,--,--,--,36,10,340,
30-Jun-2011,Belfast,Thoracic Surgery,Acute Services,44,15,18,10,--,,,--,--,--,16,1,104,
30-Jun-2011,Belfast,Pain Management,Acute Services,138,178,163,83,--,,,--,--,--,156,121,839,
30-Jun-2011,Belfast,General Medicine,Acute Services,326,309,352,167,--,,,--,--,--,208,118,"1,480",
30-Jun-2011,Belfast,Gastroenterology,Acute Services,621,321,261,105,--,,,--,--,--,121,20,"1,449",
30-Jun-2011,Belfast,Endocrinology,Acute Services,24,4,1,0,--,,,--,--,--,0,0,29,
30-Jun-2011,Belfast,Cardiology,Acute Services,372,231,134,39,--,,,--,--,--,26,2,804,
30-Jun-2011,Belfast,Dermatology,Acute Services,30,10,7,0,--,,,--,--,--,0,0,47,
30-Jun-2011,Belfast,Thoracic Medicine,Acute Services,2,1,2,0,--,,,--,--,--,0,0,5,
30-Jun-2011,Belfast,Nephrology,Acute Services,28,8,0,2,--,,,--,--,--,0,3,41,
30-Jun-2011,Belfast,Neurology,Acute Services,41,23,17,10,--,,,--,--,--,17,94,202,
30-Jun-2011,Belfast,Rheumatology,Acute Services,66,17,3,0,--,,,--,--,--,6,0,92,
30-Jun-2011,Belfast,Paediatrics,Acute Services,9,14,1,0,--,,,--,--,--,0,0,24,
30-Jun-2011,Belfast,Geriatric Medicine,Elderly Care,2,0,0,0,--,,,--,--,--,0,0,2,
