HRG,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Northern Ireland Total
LB16J,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 2-4",6,12,16,7,9,7,.,.,.,.,6,2,.,7,.,27,99
LB16K,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 0-1",3,12,16,6,18,6,.,.,.,.,1,3,.,3,.,13,81
LB19C,"Ureteric or Bladder Disorders, with Interventions, with CC Score 4+",2,.,1,1,2,.,.,.,.,.,.,1,.,2,.,.,9
LB19D,"Ureteric or Bladder Disorders, with Interventions, with CC Score 0-3",4,1,6,1,4,.,.,.,.,.,.,.,.,.,.,4,20
LB19E,"Ureteric or Bladder Disorders, without Interventions, with CC Score 5+",8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,9
LB19F,"Ureteric or Bladder Disorders, without Interventions, with CC Score 2-4",.,.,4,1,2,3,.,.,.,.,1,8,.,.,.,3,22
LB19G,"Ureteric or Bladder Disorders, without Interventions, with CC Score 0-1",2,2,2,.,1,.,.,.,.,.,.,2,.,.,.,3,12
LB20C,"Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, with Interventions, with CC Score 4+",4,3,.,2,3,1,.,.,.,.,.,.,.,.,.,6,19
LB20D,"Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, with Interventions, with CC Score 0-3",3,4,6,8,2,1,.,.,.,.,1,.,.,.,.,7,32
LB20E,"Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, without Interventions, with CC Score 7+",.,10,2,5,12,.,.,.,.,2,.,.,.,.,.,14,45
LB20F,"Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, without Interventions, with CC Score 2-6",4,30,4,21,17,16,.,.,1,2,1,2,.,.,.,27,125
LB20G,"Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, without Interventions, with CC Score 0-1",2,10,2,4,11,3,.,.,.,.,.,.,.,.,.,3,35
LB21A,"Major Open, Prostate or Bladder Neck Procedures (Male), with CC Score 2+",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LB25D,Transurethral Prostate Resection Procedures with CC Score 6+,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LB25E,Transurethral Prostate Resection Procedures with CC Score 3-5,.,.,.,1,1,.,.,.,.,.,.,.,.,.,.,.,2
LB25F,Transurethral Prostate Resection Procedures with CC Score 0-2,1,.,3,.,3,.,.,.,.,.,.,.,.,.,.,.,7
LB26A,"Intermediate Endoscopic, Prostate or Bladder Neck Procedures (Male and Female), with CC Score 2+",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LB26B,"Intermediate Endoscopic, Prostate or Bladder Neck Procedures (Male and Female), with CC Score 0-1",.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,1,3
LB28C,"Non-Malignant Prostate Disorders with Interventions, with CC Score 4+",2,.,1,.,1,.,.,.,.,.,.,.,.,.,.,1,5
LB28D,"Non-Malignant Prostate Disorders with Interventions, with CC Score 0-3",5,4,3,4,4,.,.,.,.,.,.,.,.,.,.,3,23
LB28E,"Non-Malignant Prostate Disorders without Interventions, with CC Score 6+",.,.,3,.,.,.,.,.,.,.,1,.,.,1,.,.,5
LB28F,"Non-Malignant Prostate Disorders without Interventions, with CC Score 3-5",1,3,2,.,1,.,.,.,.,.,1,.,.,.,.,.,8
LB28G,"Non-Malignant Prostate Disorders without Interventions, with CC Score 0-2",1,4,5,2,7,2,.,.,.,.,.,1,.,1,.,1,24
LB29A,"Major Open Urethra Procedures, 19 years and over",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,3,4
LB35C,"Scrotum, Testis or Vas Deferens Disorders, with Interventions, with CC Score 2+",.,2,5,.,2,.,.,.,2,.,.,.,.,.,.,1,12
LB35D,"Scrotum, Testis or Vas Deferens Disorders, with Interventions, with CC Score 0-1",1,4,2,2,3,2,.,.,.,.,1,.,.,2,.,7,24
LB35E,"Scrotum, Testis or Vas Deferens Disorders, without Interventions, with CC Score 6+",2,1,19,.,1,.,.,.,3,.,.,1,.,1,.,.,28
LB35F,"Scrotum, Testis or Vas Deferens Disorders, without Interventions, with CC Score 3-5",2,5,10,6,3,3,.,.,.,.,2,1,.,.,.,2,34
LB35G,"Scrotum, Testis or Vas Deferens Disorders, without Interventions, with CC Score 1-2",5,6,14,8,8,3,.,.,.,.,1,.,.,3,.,5,53
LB35H,"Scrotum, Testis or Vas Deferens Disorders, without Interventions, with CC Score 0",2,21,9,11,18,4,.,.,.,.,1,.,.,7,.,19,92
LB37C,Miscellaneous Urinary Tract Findings with CC Score 5+,3,.,1,.,1,.,.,.,.,.,.,.,.,.,.,3,8
LB37D,Miscellaneous Urinary Tract Findings with CC Score 2-4,2,3,3,1,3,.,.,.,.,.,.,.,.,.,.,2,14
LB37E,Miscellaneous Urinary Tract Findings with CC Score 0-1,2,2,3,2,1,.,.,.,.,.,1,1,.,.,.,5,17
LB38C,"Unspecified Haematuria with Interventions, with CC Score 7+",.,1,2,2,1,.,.,.,.,.,.,.,.,.,.,3,9
LB38D,"Unspecified Haematuria with Interventions, with CC Score 3-6",10,3,16,6,3,1,.,.,.,.,.,.,.,2,.,5,46
LB38E,"Unspecified Haematuria with Interventions, with CC Score 0-2",9,2,21,18,10,3,1,.,.,.,.,.,.,.,.,13,77
LB38F,"Unspecified Haematuria without Interventions, with CC Score 8+",1,2,4,1,1,.,.,.,.,.,.,.,.,.,.,3,12
LB38G,"Unspecified Haematuria without Interventions, with CC Score 4-7",6,6,16,3,9,.,.,.,.,.,1,2,.,9,.,10,62
LB38H,"Unspecified Haematuria without Interventions, with CC Score 0-3",10,13,28,14,25,8,1,.,.,.,1,1,.,11,.,41,153
LB40C,"Urinary Tract Stone Disease with Interventions, with CC Score 3+",4,.,8,1,.,1,.,.,.,.,.,.,.,.,.,2,16
LB40D,"Urinary Tract Stone Disease with Interventions, with CC Score 0-2",8,1,33,6,19,.,.,.,.,.,.,.,.,.,.,9,76
LB40E,"Urinary Tract Stone Disease without Interventions, with CC Score 6+",2,2,4,1,2,1,.,.,.,.,.,.,.,2,.,1,15
LB40F,"Urinary Tract Stone Disease without Interventions, with CC Score 3-5",3,.,9,2,10,3,.,.,.,.,2,2,.,8,.,4,43
LB40G,"Urinary Tract Stone Disease without Interventions, with CC Score 0-2",27,38,35,34,56,18,.,.,4,.,8,15,.,27,.,52,314
LB47Z,Major Open Penis Procedures,.,.,1,.,3,.,.,.,.,.,.,.,.,.,.,.,4
LB52A,"Major Open, Scrotum, Testis or Vas Deferens Procedures, with CC Score 2+",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,4,5
LB52B,"Major Open, Scrotum, Testis or Vas Deferens Procedures, with CC Score 0-1",.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,5,7
LB53B,"Intermediate Open, Scrotum, Testis or Vas Deferens Procedures, 18 years and under",.,.,2,.,3,.,.,.,.,.,.,2,.,.,.,1,8
LB53C,"Intermediate Open, Scrotum, Testis or Vas Deferens Procedures, 19 years and over, with CC Score 1+",.,.,3,1,2,.,.,.,.,.,1,.,.,1,.,3,11
LB53D,"Intermediate Open, Scrotum, Testis or Vas Deferens Procedures, 19 years and over, with CC Score 0",3,1,.,2,2,.,.,.,.,.,.,.,.,.,.,2,10
LB57C,Urethral Disorders with Interventions,1,.,2,1,4,1,.,.,.,.,.,.,.,.,.,1,10
LB57D,Urethral Disorders without Interventions,.,2,2,1,1,1,.,.,.,.,.,.,.,.,.,.,7
LB58C,Penile Disorders with Interventions,2,1,2,1,2,.,.,.,.,.,.,.,.,1,.,3,12
LB58D,Penile Disorders without Interventions,.,1,3,5,4,.,.,.,.,.,.,1,.,.,.,2,16
LB60C,"Complex, Open or Laparoscopic, Kidney or Ureter Procedures, with CC Score 7+",.,.,4,.,1,.,.,.,.,.,.,.,.,.,.,.,5
LB60D,"Complex, Open or Laparoscopic, Kidney or Ureter Procedures, with CC Score 4-6",1,.,10,.,.,.,.,.,.,.,.,.,.,.,.,3,14
LB60E,"Complex, Open or Laparoscopic, Kidney or Ureter Procedures, with CC Score 2-3",2,.,11,.,4,.,.,.,.,.,.,.,.,.,.,3,20
LB60F,"Complex, Open or Laparoscopic, Kidney or Ureter Procedures, with CC Score 0-1",1,.,7,2,.,.,.,.,.,.,.,.,.,.,.,2,12
LB61C,"Major, Open or Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 10+",.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,2,6
LB61D,"Major, Open or Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 7-9",1,.,5,1,2,.,.,.,.,.,.,.,.,.,.,3,12
LB61E,"Major, Open or Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 4-6",6,.,14,1,4,.,.,.,.,.,.,6,.,.,.,9,40
LB61F,"Major, Open or Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 2-3",2,.,12,2,8,.,.,.,.,.,.,1,.,.,.,3,28
LB61G,"Major, Open or Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 0-1",1,.,17,2,8,.,.,.,.,.,.,1,.,.,.,4,33
LB63C,"Major, Open or Laparoscopic, Kidney or Ureter Procedures, 18 years and under, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
LB63D,"Major, Open or Laparoscopic, Kidney or Ureter Procedures, 18 years and under, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,1,1,.,.,.,1,3
LB64C,"Complex Endoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 5+",1,.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,3
LB64D,"Complex Endoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 2-4",1,.,4,.,1,.,.,.,.,.,.,.,.,.,.,.,6
LB64E,"Complex Endoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 0-1",.,.,21,5,6,.,.,.,.,.,.,.,.,.,.,1,33
LB65C,"Major Endoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 5+",2,.,1,.,11,.,.,.,.,.,.,.,.,.,.,.,14
LB65D,"Major Endoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 3-4",2,.,3,2,9,.,.,.,.,.,.,.,.,.,.,.,16
LB65E,"Major Endoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 0-2",18,1,24,29,94,.,.,.,.,.,.,.,.,.,.,18,184
LB66Z,"Complex or Major, Endoscopic, Kidney or Ureter Procedures, 18 years and under",.,.,1,1,2,.,.,.,.,.,.,.,.,.,.,1,5
LB68A,Complex Endoscopic Bladder Procedures with CC Score 3+,.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,2
LB68B,Complex Endoscopic Bladder Procedures with CC Score 0-2,1,.,.,.,4,.,.,.,.,.,.,.,.,.,.,1,6
LB70D,"Complex Endoscopic, Prostate or Bladder Neck Procedures (Male and Female), with CC Score 0-1",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
MA01Z,"Complex Open, Upper or Lower Genital Tract Procedures",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
MA02A,"Very Major Open, Upper or Lower Genital Tract Procedures, with CC Score 4+",.,.,1,.,.,1,.,.,.,.,.,.,.,.,.,.,2
MA02B,"Very Major Open, Upper or Lower Genital Tract Procedures, with CC Score 2-3",2,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,3
MA02C,"Very Major Open, Upper or Lower Genital Tract Procedures, with CC Score 0-1",2,6,3,.,.,2,.,.,.,.,.,.,.,.,.,.,13
MA03D,Major Open Lower Genital Tract Procedures with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
MA04D,Intermediate Open Lower Genital Tract Procedures with CC Score 0-2,.,.,2,1,.,.,.,.,.,.,.,.,.,1,.,1,5
MA06A,"Major, Open or Laparoscopic, Upper or Lower Genital Tract Procedures for Malignancy, with CC Score 4+",.,.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,2
MA06B,"Major, Open or Laparoscopic, Upper or Lower Genital Tract Procedures for Malignancy, with CC Score 2-3",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
MA06C,"Major, Open or Laparoscopic, Upper or Lower Genital Tract Procedures for Malignancy, with CC Score 0-1",.,.,1,.,2,.,.,.,.,.,.,.,.,.,.,.,3
MA07F,Major Open Upper Genital Tract Procedures with CC Score 3-4,1,.,2,1,2,.,.,.,.,.,.,1,.,.,.,1,8
MA07G,Major Open Upper Genital Tract Procedures with CC Score 0-2,6,13,9,4,21,15,.,.,.,.,.,9,.,11,.,23,111
MA08A,"Major, Laparoscopic or Endoscopic, Upper Genital Tract Procedures, with CC Score 2+",.,.,1,.,.,1,.,.,.,.,1,.,.,.,.,1,4
MA08B,"Major, Laparoscopic or Endoscopic, Upper Genital Tract Procedures, with CC Score 0-1",5,9,23,9,20,3,.,.,.,.,.,.,.,3,.,8,80
MA09Z,"Intermediate, Laparoscopic or Endoscopic, Upper Genital Tract Procedures",2,.,3,2,6,.,.,.,.,.,.,.,.,1,.,1,15
MA11Z,Intermediate Open Upper Genital Tract Procedures,2,4,3,.,2,1,.,.,.,.,1,1,.,.,.,4,18
MA17C,"Dilation and Evacuation, less than 14 weeks gestation",2,3,.,1,3,1,.,.,.,.,.,4,.,7,.,5,26
MA17D,"Dilation and Evacuation, 14 to 20 weeks gestation",2,1,.,2,5,1,.,.,.,.,.,.,.,2,.,.,13
MA18C,"Medical Termination of Pregnancy, less than 14 weeks gestation",2,1,1,.,4,.,.,.,.,.,.,2,.,5,.,1,16
MA18D,"Medical Termination of Pregnancy, 14 to 20 weeks gestation",.,1,.,.,2,2,.,.,.,.,.,1,.,.,.,3,9
MA19A,"Vacuum Aspiration with Cannula, less than 14 weeks gestation",6,8,.,1,1,.,.,.,.,.,.,3,.,.,.,14,33
MA19B,"Vacuum Aspiration with Cannula, 14 to 20 weeks gestation",.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,2,5
MA20Z,"Medical or Surgical Termination of Pregnancy, over 20 weeks gestation",.,2,.,.,1,1,.,.,.,.,.,.,.,.,.,4,8
MA26A,"Complex, Open or Laparoscopic, Upper or Lower Genital Tract Procedures for Malignancy, with CC Score 5+",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
MA26B,"Complex, Open or Laparoscopic, Upper or Lower Genital Tract Procedures for Malignancy, with CC Score 2-4",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
MA26C,"Complex, Open or Laparoscopic, Upper or Lower Genital Tract Procedures for Malignancy, with CC Score 0-1",.,4,4,.,1,.,.,.,.,.,.,.,.,.,.,.,9
MA28Z,"Complex, Laparoscopic or Endoscopic, Upper Genital Tract Procedures",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
MA29Z,Major Female Pelvic Peritoneum Adhesion Procedures,3,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4
MB05C,"Malignant Gynaecological Disorders with Interventions, with CC Score 9+",.,1,2,.,1,.,.,.,.,.,.,.,.,.,.,.,4
MB05D,"Malignant Gynaecological Disorders with Interventions, with CC Score 6-8",1,5,3,1,2,.,.,.,.,.,1,.,.,.,.,.,13
MB05E,"Malignant Gynaecological Disorders with Interventions, with CC Score 3-5",2,.,10,1,.,1,.,.,1,.,.,1,.,.,.,2,18
MB05F,"Malignant Gynaecological Disorders with Interventions, with CC Score 0-2",3,2,11,.,3,.,.,.,.,.,.,.,.,2,.,7,28
MB05G,"Malignant Gynaecological Disorders without Interventions, with CC Score 10+",1,2,.,.,9,.,.,.,2,.,.,.,.,.,.,2,16
MB05H,"Malignant Gynaecological Disorders without Interventions, with CC Score 7-9",4,2,5,1,5,1,.,.,.,.,2,.,.,.,.,1,21
MB05J,"Malignant Gynaecological Disorders without Interventions, with CC Score 4-6",5,4,11,.,9,2,.,.,2,.,3,2,3,2,.,8,51
MB05K,"Malignant Gynaecological Disorders without Interventions, with CC Score 2-3",2,1,29,3,3,2,.,.,2,.,1,2,.,3,.,5,53
MB05L,"Malignant Gynaecological Disorders without Interventions, with CC Score 0-1",1,2,40,.,3,2,.,.,.,.,1,1,.,3,.,5,58
MB08A,"Threatened or Spontaneous Miscarriage, with Interventions",4,8,1,6,27,9,.,.,.,.,.,2,.,1,.,12,70
MB08B,"Threatened or Spontaneous Miscarriage, without Interventions",2,7,8,4,15,6,.,.,.,.,.,11,.,13,.,18,84
MB09A,"Non-Malignant Gynaecological Disorders with Interventions, with CC Score 6+",2,.,.,1,2,.,.,.,.,.,.,.,.,.,.,.,5
MB09B,"Non-Malignant Gynaecological Disorders with Interventions, with CC Score 3-5",3,1,3,.,2,1,.,.,.,.,.,2,.,2,.,1,15
MB09C,"Non-Malignant Gynaecological Disorders with Interventions, with CC Score 0-2",25,26,22,14,29,11,.,.,.,.,1,3,.,12,.,50,193
MB09D,"Non-Malignant Gynaecological Disorders without Interventions, with CC Score 6+",2,3,2,.,4,.,1,.,.,.,1,3,.,1,.,5,22
MB09E,"Non-Malignant Gynaecological Disorders without Interventions, with CC Score 3-5",5,2,6,3,3,2,.,.,.,.,1,1,.,.,.,4,27
MB09F,"Non-Malignant Gynaecological Disorders without Interventions, with CC Score 0-2",33,25,51,15,39,17,.,.,1,.,5,21,.,20,.,43,270
NZ16Z,Ante-Natal Routine Observation,31,.,.,1,5,1,.,.,.,.,.,26,.,.,.,27,91
NZ17A,"Ante-Natal False Labour, including Premature Rupture of Membranes, with CC Score 2+",1,4,.,1,16,2,.,.,.,.,.,11,.,1,.,1,37
NZ17B,"Ante-Natal False Labour, including Premature Rupture of Membranes, with CC Score 0-1",9,55,.,14,46,18,.,.,.,.,.,73,.,13,.,10,238
NZ18A,Ante-Natal Complex Disorders with CC Score 2+,2,2,.,.,4,2,.,.,.,.,.,7,.,.,.,5,22
NZ18B,Ante-Natal Complex Disorders with CC Score 0-1,53,23,.,13,30,41,.,.,.,.,2,55,.,4,.,102,323
NZ19A,Ante-Natal Major Disorders with CC Score 2+,6,9,.,9,32,5,.,.,.,.,.,52,.,1,.,12,126
NZ19B,Ante-Natal Major Disorders with CC Score 0-1,72,188,2,118,231,65,.,.,.,.,1,240,.,112,.,159,"1,188"
NZ20A,Ante-Natal Other Disorders with CC Score 2+,.,2,.,.,1,.,.,.,.,.,.,1,.,2,.,.,6
NZ20B,Ante-Natal Other Disorders with CC Score 0-1,1,5,.,.,1,2,.,.,.,.,.,19,.,34,.,1,63
NZ24A,"Ante-Natal Therapeutic Procedures, including Induction, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
NZ24B,"Ante-Natal Therapeutic Procedures, including Induction, with CC Score 0-1",5,2,.,.,2,1,.,.,.,.,.,1,.,.,.,1,12
NZ25Z,Labour without Specified Delivery,5,11,.,.,14,2,.,.,1,.,.,10,.,2,.,9,54
NZ26A,Post-Natal Disorders with CC Score 2+,.,1,.,1,4,.,.,.,.,.,.,3,.,.,.,2,11
NZ26B,Post-Natal Disorders with CC Score 0-1,9,23,2,18,27,21,.,.,1,.,2,56,.,8,.,44,211
NZ27Z,Post-Natal Therapeutic Procedures,4,19,.,6,8,5,.,.,1,.,.,15,.,9,.,20,87
NZ30A,Normal Delivery with CC Score 2+,3,18,.,.,21,4,.,.,.,.,1,74,.,11,.,23,155
NZ30B,Normal Delivery with CC Score 1,42,53,.,1,60,56,.,.,2,.,3,96,.,33,.,54,400
NZ30C,Normal Delivery with CC Score 0,133,189,.,3,143,120,1,.,40,.,3,246,.,84,.,182,"1,144"
NZ31A,"Normal Delivery with Epidural or Induction, with CC Score 2+",51,70,.,39,121,19,.,.,.,.,1,147,.,38,.,114,600
NZ31B,"Normal Delivery with Epidural or Induction, with CC Score 1",125,63,.,88,140,53,.,.,1,.,1,175,.,59,.,141,846
NZ31C,"Normal Delivery with Epidural or Induction, with CC Score 0",257,200,.,184,329,146,.,.,3,.,5,363,.,111,.,352,"1,950"
NZ32A,"Normal Delivery with Epidural and Induction, or with Post-Partum Surgical Intervention, with CC Score 2+",20,20,.,4,41,6,.,.,.,.,.,60,.,9,.,44,204
NZ32B,"Normal Delivery with Epidural and Induction, or with Post-Partum Surgical Intervention, with CC Score 1",31,9,.,8,33,16,.,.,.,.,1,72,.,13,.,43,226
NZ32C,"Normal Delivery with Epidural and Induction, or with Post-Partum Surgical Intervention, with CC Score 0",85,45,.,18,70,36,.,.,.,.,3,113,.,33,.,94,497
NZ33A,"Normal Delivery with Epidural or Induction, and with Post-Partum Surgical Intervention, with CC Score 2+",2,4,.,1,10,1,.,.,.,.,.,10,.,.,.,6,34
NZ33B,"Normal Delivery with Epidural or Induction, and with Post-Partum Surgical Intervention, with CC Score 1",14,12,.,1,20,6,.,.,.,.,.,24,.,3,.,9,89
NZ33C,"Normal Delivery with Epidural or Induction, and with Post-Partum Surgical Intervention, with CC Score 0",18,21,.,4,6,5,.,.,.,.,.,43,.,3,.,26,126
NZ34A,"Normal Delivery with Epidural, Induction and Post-Partum Surgical Intervention, with CC Score 2+",10,2,.,2,5,.,.,.,.,.,.,9,.,.,.,11,39
NZ34B,"Normal Delivery with Epidural, Induction and Post-Partum Surgical Intervention, with CC Score 1",9,4,.,.,8,3,.,.,.,.,.,4,.,1,.,14,43
NZ34C,"Normal Delivery with Epidural, Induction and Post-Partum Surgical Intervention, with CC Score 0",24,1,.,7,4,4,.,.,.,.,.,13,.,.,.,23,76
NZ40A,Assisted Delivery with CC Score 2+,4,4,.,.,6,1,.,.,.,.,.,5,.,4,.,2,26
NZ40B,Assisted Delivery with CC Score 1,6,7,.,1,7,4,.,.,.,.,.,18,.,7,.,8,58
NZ40C,Assisted Delivery with CC Score 0,20,46,.,3,16,19,.,.,.,.,1,65,.,11,.,21,202
NZ41A,"Assisted Delivery with Epidural or Induction, with CC Score 2+",7,23,.,11,27,3,.,.,.,.,.,35,.,3,.,18,127
NZ41B,"Assisted Delivery with Epidural or Induction, with CC Score 1",19,23,.,14,19,17,.,.,.,.,.,51,.,11,.,42,196
NZ41C,"Assisted Delivery with Epidural or Induction, with CC Score 0",84,61,.,55,67,53,.,.,.,.,2,139,.,24,.,95,580
NZ42A,"Assisted Delivery with Epidural and Induction, or with Post-Partum Surgical Intervention, with CC Score 2+",14,21,.,10,38,13,.,.,.,.,.,45,.,6,.,64,211
NZ42B,"Assisted Delivery with Epidural and Induction, or with Post-Partum Surgical Intervention, with CC Score 1",36,10,.,15,44,19,.,.,.,.,.,42,.,24,.,46,236
NZ42C,"Assisted Delivery with Epidural and Induction, or with Post-Partum Surgical Intervention, with CC Score 0",86,48,.,23,73,47,.,.,.,.,1,101,.,29,.,131,539
NZ43A,"Assisted Delivery with Epidural or Induction, and with Post-Partum Surgical Intervention, with CC Score 2+",4,1,.,1,.,1,.,.,.,.,.,6,.,.,.,5,18
NZ43B,"Assisted Delivery with Epidural or Induction, and with Post-Partum Surgical Intervention, with CC Score 1",3,6,.,2,8,5,.,.,.,.,.,3,.,.,.,4,31
NZ43C,"Assisted Delivery with Epidural or Induction, and with Post-Partum Surgical Intervention, with CC Score 0",7,9,.,1,5,7,.,.,.,.,.,20,.,.,.,13,62
NZ44A,"Assisted Delivery with Epidural, Induction and Post-Partum Surgical Intervention, with CC Score 2+",4,3,.,.,6,1,.,.,.,.,.,6,.,.,.,11,31
NZ44B,"Assisted Delivery with Epidural, Induction and Post-Partum Surgical Intervention, with CC Score 1",13,5,.,.,11,4,.,.,.,.,.,8,.,.,.,20,61
NZ44C,"Assisted Delivery with Epidural, Induction and Post-Partum Surgical Intervention, with CC Score 0",13,7,.,4,8,5,.,.,.,.,.,21,.,4,.,31,93
NZ50A,Planned Caesarean Section with CC Score 4+,13,18,.,3,70,6,.,.,.,.,.,42,.,13,.,38,203
NZ50B,Planned Caesarean Section with CC Score 2-3,113,147,.,50,300,130,.,.,.,.,5,271,.,90,.,151,"1,257"
NZ50C,Planned Caesarean Section with CC Score 0-1,252,209,.,124,277,131,.,.,.,.,2,472,.,81,.,307,"1,855"
NZ51A,Emergency Caesarean Section with CC Score 4+,4,19,.,2,45,9,.,.,.,.,.,35,.,5,.,22,141
NZ51B,Emergency Caesarean Section with CC Score 2-3,63,100,.,40,224,102,.,.,.,.,1,153,.,53,.,110,846
NZ51C,Emergency Caesarean Section with CC Score 0-1,226,286,.,160,389,226,.,.,.,.,4,502,.,142,.,357,"2,292"
PB01Z,Major Neonatal Diagnoses,.,1,.,1,1,3,.,.,.,.,.,7,.,.,.,3,16
PB02Z,Minor Neonatal Diagnoses,.,103,.,69,79,50,.,.,.,.,.,107,.,.,.,83,491
PC63A,"Paediatric Head, Neck or Ear Disorders, with CC Score 6+",.,.,.,.,2,.,.,.,.,.,.,4,.,.,.,1,7
PC63B,"Paediatric Head, Neck or Ear Disorders, with CC Score 3-5",6,2,.,.,7,4,1,.,.,.,.,3,.,.,.,3,26
PC63C,"Paediatric Head, Neck or Ear Disorders, with CC Score 1-2",22,13,3,3,17,16,.,.,.,.,1,24,.,4,.,20,123
PC63D,"Paediatric Head, Neck or Ear Disorders, with CC Score 0",49,27,.,2,31,28,3,.,.,.,1,55,.,9,.,52,257
PD11A,"Paediatric Acute Upper Respiratory Tract Infection or Common Cold, with CC Score 4+",3,2,.,.,4,1,.,.,.,.,.,9,.,1,.,5,25
PD11B,"Paediatric Acute Upper Respiratory Tract Infection or Common Cold, with CC Score 1-3",12,13,.,2,16,9,.,.,.,.,.,15,.,1,.,13,81
PD11C,"Paediatric Acute Upper Respiratory Tract Infection or Common Cold, with CC Score 0",19,6,.,4,8,13,.,.,.,.,1,11,.,11,.,31,104
PD12A,"Paediatric Asthma or Wheezing, with CC Score 4+",2,2,.,.,5,2,.,.,.,.,.,3,.,.,.,1,15
PD12B,"Paediatric Asthma or Wheezing, with CC Score 1-3",15,13,1,4,12,13,2,.,.,.,2,22,.,.,.,15,99
PD12C,"Paediatric Asthma or Wheezing, with CC Score 0",18,13,.,9,14,15,.,.,1,.,6,28,.,6,.,31,141
PD13A,Paediatric Cystic Fibrosis with CC Score 5+,.,.,1,.,.,.,.,.,.,.,.,3,.,.,.,.,4
PD13B,Paediatric Cystic Fibrosis with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4
PD13C,Paediatric Cystic Fibrosis with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PD13D,Paediatric Cystic Fibrosis with CC Score 0,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PD14A,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 11+",.,.,.,.,3,.,.,.,.,.,.,11,.,.,.,.,14
PD14B,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 8-10",2,.,.,2,2,.,.,.,.,.,.,12,.,1,.,2,21
PD14C,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 4-7",13,11,.,1,20,12,.,.,.,.,.,39,.,2,.,12,110
PD14D,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 2-3",22,14,.,5,17,14,.,.,.,.,.,25,.,4,.,19,120
PD14E,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 1",23,14,1,3,23,22,.,.,.,.,.,47,.,2,.,17,152
PD14F,"Paediatric Lower Respiratory Tract Disorders without Acute Bronchiolitis, with CC Score 0",65,54,.,9,21,32,1,.,.,.,.,50,.,20,.,66,318
