HRG Code,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,DaisyHill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Mid Ulster,Royal ,South Tyrone,South West Acute,Tyrone County,Ulster,N. Ireland Total Cost
EY11Z,300,Testing of Cardiac Pacemaker or Cardioverter Defibrillator,.,.,.,.,.,.,.,.,.,.,.,.,397,.,.,.,.,397
EY11Z,320,Testing of Cardiac Pacemaker or Cardioverter Defibrillator,580,.,617,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,197"
EY12B,320,Implantation of Electrocardiography Loop Recorder with CC Score 0-2,.,.,"3,027",.,.,.,.,.,.,.,.,.,.,.,.,.,802,"3,829"
EY20B,170,"Transcatheter Aortic Valve Implantation (TAVI) using Other Approach, with CC Score 0-7",.,.,.,.,.,.,.,.,.,.,.,.,"48,087",.,.,.,.,"48,087"
EY22B,320,Complex Other Percutaneous Transluminal Repair of Acquired Defect of Heart with CC Score 5-9,.,.,.,.,.,.,.,.,.,.,.,.,"15,244",.,.,.,.,"15,244"
EY22C,300,Complex Other Percutaneous Transluminal Repair of Acquired Defect of Heart with CC Score 0-4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,921,921
EY22C,320,Complex Other Percutaneous Transluminal Repair of Acquired Defect of Heart with CC Score 0-4,.,.,.,.,.,.,.,.,.,.,.,.,"29,120",.,.,.,.,"29,120"
EY23B,320,Standard Other Percutaneous Transluminal Repair of Acquired Defect of Heart with CC Score 5-9,.,.,.,.,.,.,.,.,.,.,.,.,"16,928",.,.,.,.,"16,928"
EY23C,320,Standard Other Percutaneous Transluminal Repair of Acquired Defect of Heart with CC Score 0-4,.,.,"4,435",.,"2,239",.,.,.,.,.,.,.,"16,316",.,.,.,.,"22,989"
EY30B,320,Complex Percutaneous Transluminal Ablation of Heart with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,"7,595",.,.,.,.,"7,595"
EY31A,320,Standard Percutaneous Transluminal Ablation of Heart with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,.,"31,057",.,.,.,.,"31,057"
EY31B,320,Standard Percutaneous Transluminal Ablation of Heart with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,"27,720",.,.,.,.,"27,720"
EY32A,320,Percutaneous Diagnostic Electrophysiology Studies with CC Score 2+,.,.,.,.,"3,149",.,.,.,.,.,.,.,"6,329",.,.,.,.,"9,477"
EY32B,320,Percutaneous Diagnostic Electrophysiology Studies with CC Score 0-1,.,.,"6,518",.,"3,149",.,.,.,.,.,.,.,"13,066",.,.,.,.,"22,733"
EY40A,320,Complex Percutaneous Transluminal Coronary Angioplasty with CC Score 12+,.,.,"3,134",.,.,.,.,.,.,.,.,.,"8,816",.,.,.,.,"11,950"
EY40A,340,Complex Percutaneous Transluminal Coronary Angioplasty with CC Score 12+,.,.,.,.,.,.,.,.,.,.,.,.,453,.,.,.,.,453
EY40B,320,Complex Percutaneous Transluminal Coronary Angioplasty with CC Score 8-11,"4,021",.,"7,099",.,"3,185",.,.,.,.,.,.,.,"25,570",.,.,.,.,"39,875"
EY40C,320,Complex Percutaneous Transluminal Coronary Angioplasty with CC Score 4-7,"12,533",.,"81,950",.,"15,295",.,.,.,.,.,.,.,"117,289",.,.,.,.,"227,067"
EY40D,100,Complex Percutaneous Transluminal Coronary Angioplasty with CC Score 0-3,.,.,.,.,.,.,.,.,.,.,.,.,"4,196",.,.,.,.,"4,196"
EY40D,320,Complex Percutaneous Transluminal Coronary Angioplasty with CC Score 0-3,"139,123",.,"174,251",.,"34,071",.,.,.,.,.,.,.,"332,373",.,.,.,.,"679,818"
EY41A,320,Standard Percutaneous Transluminal Coronary Angioplasty with CC Score 12+,"2,971",.,.,.,"2,530",.,.,.,.,.,.,.,.,.,.,.,.,"5,501"
EY41B,172,Standard Percutaneous Transluminal Coronary Angioplasty with CC Score 8-11,.,.,.,.,.,.,.,.,.,.,.,.,"3,806",.,.,.,.,"3,806"
EY41B,300,Standard Percutaneous Transluminal Coronary Angioplasty with CC Score 8-11,.,.,"2,507",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,507"
EY41B,320,Standard Percutaneous Transluminal Coronary Angioplasty with CC Score 8-11,"5,942",.,"17,245",.,"17,605",.,.,.,.,.,.,.,"31,705",.,.,.,.,"72,497"
EY41C,320,Standard Percutaneous Transluminal Coronary Angioplasty with CC Score 4-7,"97,862",.,"142,465",.,"98,921",.,.,.,.,.,.,.,"229,630",.,.,.,.,"568,878"
EY41D,100,Standard Percutaneous Transluminal Coronary Angioplasty with CC Score 0-3,.,.,.,.,.,.,.,.,.,.,.,.,"5,821",.,.,.,.,"5,821"
EY41D,300,Standard Percutaneous Transluminal Coronary Angioplasty with CC Score 0-3,796,.,.,.,.,291,.,.,.,.,.,.,"11,367",.,.,.,.,"12,453"
EY41D,320,Standard Percutaneous Transluminal Coronary Angioplasty with CC Score 0-3,"360,267",.,"526,846",.,"275,569",.,.,.,.,.,.,.,"1,232,006",.,.,.,.,"2,394,687"
EY42A,320,Complex Cardiac Catheterisation with CC Score 7+,"1,631",.,"3,835",.,"1,335",.,.,.,.,.,.,.,.,.,.,.,.,"6,802"
EY42B,320,Complex Cardiac Catheterisation with CC Score 4-6,"11,196",.,"17,814",.,"1,809",.,.,.,.,.,.,.,"15,053",.,.,.,.,"45,871"
EY42C,320,Complex Cardiac Catheterisation with CC Score 2-3,"29,360",.,"28,212",.,.,.,.,.,.,.,.,.,"35,846",.,.,.,.,"93,418"
EY42D,320,Complex Cardiac Catheterisation with CC Score 0-1,"9,787",.,"21,458",.,.,.,.,.,.,.,.,.,"21,407",.,.,.,802,"53,453"
EY43B,320,Standard Cardiac Catheterisation with CC Score 10-12,"3,079",.,"5,808",.,"9,348",.,.,.,.,.,.,.,"3,831",.,.,.,.,"22,066"
EY43C,320,Standard Cardiac Catheterisation with CC Score 7-9,"20,010",.,"20,732",.,"25,374",.,.,.,.,.,.,.,"18,903",.,.,.,"2,407","87,427"
EY43C,340,Standard Cardiac Catheterisation with CC Score 7-9,.,.,.,.,.,.,.,.,.,.,.,.,453,.,.,.,.,453
EY43D,320,Standard Cardiac Catheterisation with CC Score 4-6,"120,727",.,"131,792",.,"70,780",.,.,.,.,.,.,.,"78,224",.,.,.,"11,232","412,755"
EY43D,361,Standard Cardiac Catheterisation with CC Score 4-6,.,.,"2,111",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,111"
EY43E,100,Standard Cardiac Catheterisation with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,.,"1,749",.,.,.,.,"1,749"
EY43E,300,Standard Cardiac Catheterisation with CC Score 2-3,446,.,.,.,.,.,.,.,.,.,.,.,"1,426",.,514,.,.,"2,386"
EY43E,320,Standard Cardiac Catheterisation with CC Score 2-3,"139,656",.,"179,628",.,"105,503",.,.,.,.,.,.,.,"182,680",.,.,.,"26,474","633,940"
EY43F,300,Standard Cardiac Catheterisation with CC Score 0-1,892,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,892
EY43F,320,Standard Cardiac Catheterisation with CC Score 0-1,"117,441",.,"152,380",.,"94,819",.,.,.,.,.,.,.,"227,053",.,.,.,"11,232","602,924"
EY50Z,300,Complex Echocardiogram,446,.,.,.,"1,128",.,.,.,.,.,.,.,"1,111",.,"1,028",.,"1,843","5,555"
EY50Z,320,Complex Echocardiogram,580,.,"1,549",.,"10,249",.,.,.,.,.,"1,345",.,"9,154",.,808,.,"4,011","27,698"
EY50Z,361,Complex Echocardiogram,.,.,.,.,.,452,.,.,.,.,.,.,.,.,.,.,.,452
EY50Z,430,Complex Echocardiogram,.,.,.,.,.,.,.,.,.,.,529,.,.,.,.,.,.,529
EY51Z,300,Electrocardiogram Monitoring or Stress Testing,"1,338",.,.,.,.,.,.,.,.,.,.,.,442,.,.,.,.,"1,780"
EY51Z,320,Electrocardiogram Monitoring or Stress Testing,.,.,"6,550",.,.,.,.,.,.,.,.,.,"4,555",.,.,498,.,"11,603"
FZ12L,100,"Major General Abdominal Procedures, 19 years and over, with CC Score 10+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,113","4,113"
FZ12L,300,"Major General Abdominal Procedures, 19 years and over, with CC Score 10+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,788","1,788"
FZ12M,100,"Major General Abdominal Procedures, 19 years and over, with CC Score 6-9",.,.,.,.,"2,640",.,.,.,.,.,.,.,.,.,.,.,.,"2,640"
FZ12M,300,"Major General Abdominal Procedures, 19 years and over, with CC Score 6-9",.,401,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,401
FZ12M,361,"Major General Abdominal Procedures, 19 years and over, with CC Score 6-9",.,.,"3,481",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,481"
FZ12N,100,"Major General Abdominal Procedures, 19 years and over, with CC Score 3-5","2,375","2,346",.,.,"6,820",.,.,.,.,.,"4,301",.,"3,279",.,.,.,"2,262","21,384"
FZ12N,300,"Major General Abdominal Procedures, 19 years and over, with CC Score 3-5",.,.,.,.,.,291,.,.,.,.,.,.,.,.,.,.,.,291
FZ12P,100,"Major General Abdominal Procedures, 19 years and over, with CC Score 1-2","4,750","3,877",.,.,"2,879","2,413",.,.,.,.,"5,520",.,"13,981",.,.,.,"12,061","45,481"
FZ12P,300,"Major General Abdominal Procedures, 19 years and over, with CC Score 1-2",.,.,.,.,752,.,.,.,.,.,.,.,.,.,.,.,.,752
FZ12P,502,"Major General Abdominal Procedures, 19 years and over, with CC Score 1-2",.,827,.,.,"1,781",.,.,.,.,.,.,.,.,.,.,.,.,"2,609"
FZ12Q,100,"Major General Abdominal Procedures, 19 years and over, with CC Score 0","7,125",999,.,.,"11,166","2,498",.,.,.,.,.,.,"7,259",.,"5,779",.,"1,819","36,646"
FZ12Q,101,"Major General Abdominal Procedures, 19 years and over, with CC Score 0",.,.,"2,650",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,650"
FZ12Q,300,"Major General Abdominal Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,514,.,.,514
FZ12Q,303,"Major General Abdominal Procedures, 19 years and over, with CC Score 0",.,698,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,698
FZ12Q,501,"Major General Abdominal Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,"1,096",.,.,.,.,.,.,.,.,.,.,.,"1,096"
FZ12Q,502,"Major General Abdominal Procedures, 19 years and over, with CC Score 0",.,.,"9,744",.,"1,781",.,.,.,.,.,.,.,.,.,"5,762",.,"2,493","19,780"
FZ12T,171,"Major General Abdominal Procedures, 1 year and under, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,"3,838",.,.,.,.,"3,838"
FZ12U,171,"Major General Abdominal Procedures, 1 year and under, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"7,987",.,.,.,.,"7,987"
FZ13C,100,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 19 years and over",.,.,612,"1,335",.,"3,816",.,.,.,.,"1,415",.,"14,130",.,.,.,"3,567","24,875"
FZ13C,300,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 19 years and over","14,268","2,806","1,792",.,"4,511",581,"3,467",.,"1,115",.,956,.,"29,004",.,"4,746",.,"6,694","69,939"
FZ13C,320,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 19 years and over",.,.,.,.,.,.,.,.,721,.,.,.,.,.,.,.,.,721
FZ13C,370,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 19 years and over",.,.,"2,139",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,139"
FZ13C,430,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,949,.,.,.,656,.,.,"1,605"
FZ13C,502,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 19 years and over","1,470","1,629","2,170",.,"12,782","1,605",.,.,.,.,.,.,.,.,"4,785",.,"3,920","28,361"
FZ13C,800,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 19 years and over",.,.,594,.,.,.,.,.,.,.,.,.,.,.,.,.,.,594
FZ13D,100,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 18 years and under",.,"1,095",.,.,.,"3,680",.,.,.,.,.,.,.,.,.,.,.,"4,775"
FZ13D,420,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,062","2,062"
FZ17E,100,"Abdominal Hernia Procedures, 19 years and over, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,.,"1,934",.,.,.,.,"1,934"
FZ17E,300,"Abdominal Hernia Procedures, 19 years and over, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,.,"4,894",.,.,.,.,"4,894"
FZ17F,100,"Abdominal Hernia Procedures, 19 years and over, with CC Score 1-3","2,375","2,479",.,.,"1,650","3,916",.,.,.,.,.,.,"11,190",.,.,.,"1,360","22,970"
FZ17G,100,"Abdominal Hernia Procedures, 19 years and over, with CC Score 0",.,.,.,.,"2,017",.,.,.,.,.,.,.,"2,728",.,.,.,.,"4,745"
FZ18E,100,"Inguinal, Umbilical or Femoral Hernia Procedures, between 2 and 18 years",.,.,.,.,.,"1,637",.,.,.,.,.,.,.,.,.,.,.,"1,637"
FZ18E,171,"Inguinal, Umbilical or Femoral Hernia Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,"7,585",.,.,.,.,"7,585"
FZ18F,171,"Inguinal, Umbilical or Femoral Hernia Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,"20,192",.,.,.,.,"20,192"
FZ18G,100,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 6+",.,.,.,"1,742",.,.,.,.,.,.,.,.,.,.,.,.,"1,131","2,873"
FZ18H,100,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 3-5",.,"2,341",.,"1,158","1,870","1,722",.,.,.,.,.,.,"18,726",.,.,.,"3,393","29,211"
FZ18H,300,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 3-5",.,700,.,.,.,.,.,.,.,.,.,.,"3,361",.,.,.,.,"4,061"
FZ18J,100,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 1-2","10,606","1,058",.,"1,676","6,875","8,371",.,.,.,.,.,.,"16,273",.,"9,727",.,"6,266","60,852"
FZ18K,100,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 0","13,204","1,333",.,"4,137","9,679","18,044",.,.,.,.,.,.,"10,353",.,"5,884",.,"1,131","63,766"
FZ19A,100,"Herniotomy Procedures, 2 years and over",.,"1,168",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,381","2,550"
FZ19A,171,"Herniotomy Procedures, 2 years and over",.,.,.,.,.,.,.,.,.,.,.,.,"4,138",.,.,.,.,"4,138"
FZ19B,171,"Herniotomy Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,"8,628",.,.,.,.,"8,628"
FZ19B,420,"Herniotomy Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,"2,097",.,.,.,.,"2,097"
FZ20F,100,"Appendicectomy Procedures, 19 years and over, with CC Score 5+",.,.,.,.,.,.,.,.,.,.,.,.,"3,753",.,.,.,"2,568","6,321"
FZ20G,100,"Appendicectomy Procedures, 19 years and over, with CC Score 3-4",.,.,.,.,.,"2,228",.,.,.,.,.,.,"7,173",.,.,.,"1,360","10,761"
FZ20H,100,"Appendicectomy Procedures, 19 years and over, with CC Score 1-2","7,125",889,.,"3,030","25,757","4,204",.,.,.,.,.,.,"51,228",.,.,.,"6,955","99,186"
FZ20H,300,"Appendicectomy Procedures, 19 years and over, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,"2,319",.,.,.,.,"2,319"
FZ20J,100,"Appendicectomy Procedures, 19 years and over, with CC Score 0","54,628","16,439",.,"8,782","82,403","47,786",.,.,.,.,.,.,"158,824",.,"34,066",.,"44,983","447,912"
FZ20J,180,"Appendicectomy Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"2,060",.,.,.,.,"2,060"
FZ20J,300,"Appendicectomy Procedures, 19 years and over, with CC Score 0",.,.,.,.,376,291,.,.,.,.,.,.,"1,859",.,.,.,.,"2,526"
FZ20J,420,"Appendicectomy Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"4,723",.,.,.,.,"4,723"
FZ20J,501,"Appendicectomy Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,263","1,263"
FZ20K,100,"Appendicectomy Procedures, 18 years and under, with CC Score 3+",.,.,.,.,"1,650",.,.,.,.,.,.,.,.,.,.,.,.,"1,650"
FZ20L,100,"Appendicectomy Procedures, 18 years and under, with CC Score 1-2","4,750",.,.,.,"5,702","1,755",.,.,.,.,.,.,"5,149",.,.,.,.,"17,357"
FZ20L,171,"Appendicectomy Procedures, 18 years and under, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,"4,884",.,.,.,.,"4,884"
FZ20L,420,"Appendicectomy Procedures, 18 years and under, with CC Score 1-2",.,.,.,.,902,.,.,.,.,.,.,.,.,.,.,.,.,902
FZ20M,100,"Appendicectomy Procedures, 18 years and under, with CC Score 0","38,002","12,885",.,"5,489","73,515","38,235",.,.,.,.,.,.,"32,750",.,"34,066",.,"15,499","250,441"
FZ20M,171,"Appendicectomy Procedures, 18 years and under, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"21,979",.,.,.,.,"21,979"
FZ20M,300,"Appendicectomy Procedures, 18 years and under, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,313","1,313"
FZ20M,420,"Appendicectomy Procedures, 18 years and under, with CC Score 0",.,"1,674",.,.,.,"1,636",.,.,.,.,.,.,.,.,.,.,.,"3,310"
FZ21B,100,"Major Anal Procedures, 18 years and under",.,.,.,"1,093",.,.,.,.,.,.,.,.,"1,359",.,.,.,.,"2,452"
FZ21C,100,"Major Anal Procedures, 19 years and over, with CC Score 1+",.,861,.,.,"2,731",.,.,.,.,.,.,.,"3,311",.,.,.,"3,240","10,143"
FZ21D,100,"Major Anal Procedures, 19 years and over, with CC Score 0","1,411",.,.,.,"1,063","4,153",.,.,.,.,.,.,"14,270",.,.,.,"12,042","32,939"
FZ21D,420,"Major Anal Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"1,410",.,.,.,.,"1,410"
FZ22B,100,"Intermediate Anal Procedures, 18 years and under","12,696","5,109",.,"5,687","12,624","6,349",.,.,.,.,.,.,"11,904",.,"6,782",.,"6,037","67,187"
FZ22B,171,"Intermediate Anal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"4,031",.,.,.,.,"4,031"
FZ22C,100,"Intermediate Anal Procedures, 19 years and over, with CC Score 3+",.,"2,158",.,.,.,.,.,.,.,.,.,.,"1,463",.,.,.,902,"4,523"
FZ22D,100,"Intermediate Anal Procedures, 19 years and over, with CC Score 1-2","4,714","4,920",806,"6,890","5,701","3,343",.,.,.,.,.,.,"20,856",.,656,.,"8,436","56,323"
FZ22D,501,"Intermediate Anal Procedures, 19 years and over, with CC Score 1-2",.,.,.,.,906,.,.,.,.,.,.,.,.,.,.,.,.,906
FZ22E,100,"Intermediate Anal Procedures, 19 years and over, with CC Score 0","78,232","67,736",.,"38,468","75,179","51,652",.,.,.,.,.,.,"88,995",.,"40,690",.,"57,554","498,505"
FZ22E,101,"Intermediate Anal Procedures, 19 years and over, with CC Score 0",.,.,"1,741",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,741"
FZ23A,100,"Minor Anal Procedures, 19 years and over","2,821","2,254",.,.,"2,858",.,.,.,.,.,.,.,"1,117",.,"6,094",.,825,"15,970"
FZ24E,100,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, between 2 and 18 years",.,.,.,.,.,"2,093",.,.,.,.,.,.,.,.,.,.,.,"2,093"
FZ24E,120,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, between 2 and 18 years","1,810",464,.,.,"2,755",.,.,.,.,.,.,.,"6,872",.,.,.,"1,367","13,268"
FZ24E,171,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,"7,937",.,.,.,.,"7,937"
FZ24E,420,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, between 2 and 18 years",745,"1,648",.,.,.,.,.,.,.,.,.,.,"3,967",.,.,.,.,"6,361"
FZ24F,120,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,"5,581",.,.,.,.,"5,581"
FZ24F,171,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,365",.,.,.,.,"1,365"
FZ24G,300,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 3+",747,"1,442",.,.,.,.,.,.,.,.,794,.,"2,319",.,.,.,.,"5,301"
FZ24G,301,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 3+",.,"1,539",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,539"
FZ24H,100,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 1-2",.,444,.,.,861,"1,334",.,.,.,.,.,.,704,.,"2,031",.,.,"5,374"
FZ24H,120,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 1-2",.,"1,114",.,.,.,.,.,.,.,.,.,.,"1,659",.,.,.,"1,446","4,219"
FZ24H,300,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 1-2",747,.,"1,744",.,.,.,.,.,"1,541",.,.,.,"6,880",.,.,.,.,"10,912"
FZ24H,301,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 1-2",.,"2,459",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,459"
FZ24J,100,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 0",.,.,.,772,"2,217","2,246",.,.,.,.,.,.,"4,604",.,"4,063",.,.,"13,902"
FZ24J,120,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 0","3,620","1,319",.,.,"7,391",.,.,.,.,.,.,.,"11,717",.,.,.,.,"24,048"
FZ24J,300,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 0","2,241",736,"7,960",.,.,.,.,.,770,.,.,.,"6,096",.,.,.,.,"17,804"
FZ24J,301,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 0",.,"1,455",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,455"
FZ27D,171,"Intermediate Therapeutic General Abdominal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"5,070",.,.,.,.,"5,070"
FZ27F,100,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 1-2",.,.,.,"1,257","4,199",.,.,.,.,.,.,.,.,.,.,.,.,"5,456"
FZ27G,100,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 0",.,444,.,"1,067",.,895,.,.,.,.,.,.,.,.,"3,407",.,"4,123","9,936"
FZ36M,100,"Gastrointestinal Infections without Interventions, with CC Score 8+",.,.,.,.,439,.,.,.,.,.,.,.,.,.,.,.,.,439
FZ36M,300,"Gastrointestinal Infections without Interventions, with CC Score 8+","1,784","1,203",429,468,752,291,.,.,370,.,.,.,"5,572",.,514,.,"2,378","13,760"
FZ36M,340,"Gastrointestinal Infections without Interventions, with CC Score 8+",.,.,.,.,.,.,.,.,.,.,327,.,.,.,.,.,.,327
FZ36M,361,"Gastrointestinal Infections without Interventions, with CC Score 8+",.,.,.,.,.,452,.,.,.,.,.,.,.,.,.,.,.,452
FZ36M,430,"Gastrointestinal Infections without Interventions, with CC Score 8+",.,"2,067",.,.,376,.,.,.,.,.,.,.,.,.,656,.,.,"3,100"
FZ36N,100,"Gastrointestinal Infections without Interventions, with CC Score 5-7",446,.,.,.,439,"1,167",.,.,.,.,.,.,788,.,.,.,.,"2,840"
FZ36N,300,"Gastrointestinal Infections without Interventions, with CC Score 5-7","7,580","1,604","1,717",936,"3,007","1,162",.,.,740,.,"2,065",.,"18,330",.,"4,626",.,"11,291","53,058"
FZ36N,301,"Gastrointestinal Infections without Interventions, with CC Score 5-7",.,373,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,373
FZ36N,302,"Gastrointestinal Infections without Interventions, with CC Score 5-7",.,.,.,.,.,.,.,.,.,.,"1,051",.,.,.,.,.,.,"1,051"
FZ36N,320,"Gastrointestinal Infections without Interventions, with CC Score 5-7",.,.,.,.,.,.,.,.,.,.,603,.,613,.,.,.,.,"1,217"
FZ36N,340,"Gastrointestinal Infections without Interventions, with CC Score 5-7",.,351,.,.,.,.,.,.,.,.,"2,032",.,.,.,.,.,.,"2,383"
FZ36N,361,"Gastrointestinal Infections without Interventions, with CC Score 5-7",.,.,.,.,.,904,.,.,.,.,.,.,.,.,.,.,843,"1,747"
FZ36N,430,"Gastrointestinal Infections without Interventions, with CC Score 5-7","1,786",345,"4,641",.,376,.,.,.,.,.,"1,430",.,535,.,.,.,.,"9,112"
FZ36P,100,"Gastrointestinal Infections without Interventions, with CC Score 2-4","3,570","1,777",.,.,"5,707","1,945",.,.,.,.,629,.,"7,240",.,656,.,443,"21,967"
FZ36P,110,"Gastrointestinal Infections without Interventions, with CC Score 2-4",.,.,.,.,441,.,.,.,.,.,.,.,.,.,.,.,.,441
FZ36P,180,"Gastrointestinal Infections without Interventions, with CC Score 2-4",.,.,.,.,"1,000",.,.,.,.,.,.,.,.,.,.,.,.,"1,000"
FZ36P,300,"Gastrointestinal Infections without Interventions, with CC Score 2-4","19,619","8,820","4,435","2,340","14,660","3,196",515,.,"1,849",.,"12,621",.,"89,462",.,"14,393",.,"39,700","211,609"
FZ36P,301,"Gastrointestinal Infections without Interventions, with CC Score 2-4",.,"2,987",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,987"
FZ36P,302,"Gastrointestinal Infections without Interventions, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,"2,694",.,"1,969",.,.,.,.,"4,662"
FZ36P,340,"Gastrointestinal Infections without Interventions, with CC Score 2-4",.,"1,054",.,.,.,.,.,.,.,.,"4,183",.,.,.,.,.,.,"5,237"
FZ36P,361,"Gastrointestinal Infections without Interventions, with CC Score 2-4",546,.,"2,049",.,.,"3,164",.,.,.,.,.,.,.,.,.,.,.,"5,759"
FZ36P,430,"Gastrointestinal Infections without Interventions, with CC Score 2-4",357,"1,034","4,640",.,.,409,.,.,.,.,"4,770",.,"3,213",.,.,.,.,"14,424"
FZ36Q,100,"Gastrointestinal Infections without Interventions, with CC Score 0-1","8,925",.,.,"1,647","14,048","3,890",.,.,.,.,.,.,"35,400",.,"7,217",.,"6,199","77,325"
