HRG,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Northern Ireland Average
FZ87D,Complex Hernia Procedures with CC Score 5+,.,.,"18,670",.,.,.,.,.,.,.,.,"4,048",.,"24,877",.,"6,323","12,048"
FZ87E,Complex Hernia Procedures with CC Score 3-4,.,"5,156",.,"6,067","5,495",.,.,.,"4,455",.,"12,257","4,693",.,"9,937",.,"5,262","6,012"
FZ87F,Complex Hernia Procedures with CC Score 1-2,"5,023",.,.,"6,435",.,"6,422",.,.,.,.,.,"4,941",.,.,.,"3,448","4,738"
FZ87G,Complex Hernia Procedures with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,360",.,"1,348","4,022"
FZ89Z,"Complex Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures",.,.,"27,309",.,.,.,.,.,.,.,.,.,.,.,.,.,"27,309"
FZ90A,Abdominal Pain with Interventions,"2,864","2,918","2,940","2,482","2,312","1,337",.,.,.,.,"1,652","1,875",.,"3,522",.,"2,230","2,261"
FZ90B,Abdominal Pain without Interventions,"1,405","1,421","1,345","1,864","1,306","1,124","1,882","1,137","1,211",.,"1,259","1,002","1,629","1,794",.,"1,333","1,350"
FZ91A,"Non-Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 8+",.,.,"2,868","36,740","12,090",.,"6,347",.,.,.,.,"5,289",.,.,.,"10,085","10,571"
FZ91B,"Non-Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 5-7",.,"5,738","10,202","5,230",.,.,.,.,.,.,"3,132","2,963",.,.,.,"5,779","5,251"
FZ91C,"Non-Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 3-4","2,295","5,181","7,858","16,029","3,611","2,401",.,.,.,.,"4,883","3,941","13,843","8,034",.,"7,753","5,875"
FZ91D,"Non-Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 0-2",.,"2,609","4,797","3,932","2,380","2,621",.,.,.,"5,395","4,951","3,608",.,"5,729",.,"3,284","3,465"
FZ91E,"Non-Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 9+","3,945","2,346",.,"4,851","5,720",.,.,.,.,.,"8,024","2,628",.,.,.,"4,923","4,900"
FZ91F,"Non-Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 5-8","3,376","5,211","3,990","4,530","4,182","4,466","2,391",.,"5,222",.,"5,298","2,426",.,"5,950",.,"4,443","4,247"
FZ91G,"Non-Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 3-4","3,538","4,020","3,491","4,584","3,381","2,942","3,446",.,"3,709",.,"4,304","2,171",.,"3,740",.,"2,903","3,290"
FZ91H,"Non-Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 0-2","2,895","2,624","3,088","2,752","2,014","1,768","3,150",.,"2,921",.,"3,126","1,904","2,850","3,463",.,"2,648","2,455"
FZ91J,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 11+","2,457",.,.,"12,023","3,594","1,419",.,.,"3,006",.,.,.,.,"2,511",.,"2,557","3,502"
FZ91K,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 6-10","3,237","3,503","2,075","3,529","2,567","1,976","4,396",.,"2,572","4,136","3,492","2,652","3,359","5,366",.,"3,118","2,993"
FZ91L,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 3-5","2,470","2,468","2,548","3,388","2,116","1,822","2,743","5,899","1,909","3,288","2,415","1,559","4,343","3,035",.,"2,196","2,287"
FZ91M,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2","1,710","1,713","1,656","2,150","1,501","1,309","2,040",.,"1,301","2,158","1,490","1,202","2,443","2,181",.,"1,572","1,584"
FZ92A,"Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 7+",.,.,"3,480",.,.,.,"9,776",.,.,.,.,.,.,.,.,"9,984","7,747"
FZ92B,"Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 3-6",.,.,"3,419",.,"5,852",.,.,.,.,.,.,.,.,"3,880",.,"10,759","7,755"
FZ92C,"Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 0-2",.,"5,769","5,275","2,821","1,307","1,974",.,"4,132",.,.,.,"2,377",.,.,.,"3,138","3,608"
FZ92D,"Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 6+",.,"9,929","4,157",.,"2,287",.,.,.,.,.,"2,727","1,957",.,.,.,"5,432","4,551"
FZ92E,"Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 3-5","6,569","4,190","8,443","3,361","5,089","3,095",.,.,"2,929",.,"5,399","2,522",.,"2,007",.,"3,747","4,849"
FZ92F,"Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 0-2","5,972","3,608","4,087","4,212","4,500","2,251",.,.,"2,566",.,"3,020","2,381",.,"3,405",.,"3,719","3,671"
FZ92G,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 9+","6,921","3,195","2,042",.,"4,240","1,431",.,.,.,"12,228","5,988",.,.,"3,236",.,"5,045","4,104"
FZ92H,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 5-8","3,665","4,096","3,393","4,538","4,115","2,431","6,858",.,"1,691","4,855","5,384","2,164","10,586","3,821",.,"3,698","3,638"
FZ92J,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 3-4","3,187","3,119","3,597","4,882","2,703","1,741","3,165",.,.,.,"3,372","1,996",.,"3,023",.,"3,270","3,321"
FZ92K,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2","2,431","3,624","3,577","3,753","2,478","1,704",.,.,"1,879","5,035","2,843","2,001","6,514","5,332",.,"2,469","3,089"
GA03C,"Very Complex Open, Hepatobiliary or Pancreatic Procedures, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,"12,891",.,.,.,.,.,"12,891"
GA03D,"Very Complex Open, Hepatobiliary or Pancreatic Procedures, with CC Score 2-3","4,339",.,.,.,"2,720",.,.,.,.,.,"14,129",.,.,.,.,"6,755","9,367"
GA03E,"Very Complex Open, Hepatobiliary or Pancreatic Procedures, with CC Score 0-1",.,.,"11,714","9,427",.,.,.,.,.,.,"9,537","5,445",.,"7,860",.,.,"9,355"
GA04C,"Complex Open, Hepatobiliary or Pancreatic Procedures, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,"9,593",.,.,.,.,.,"9,593"
GA05C,"Very Major Open, Hepatobiliary or Pancreatic Procedures, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,"11,967",.,.,.,.,.,"11,967"
GA05D,"Very Major Open, Hepatobiliary or Pancreatic Procedures, with CC Score 0-2","10,962","11,637",.,.,"6,005",.,.,.,.,.,"11,224",.,.,.,.,"3,619","8,913"
GA06C,"Major Open, Hepatobiliary or Pancreatic Procedures, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,"7,257",.,.,.,.,.,"7,257"
GA06D,"Major Open, Hepatobiliary or Pancreatic Procedures, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,"8,274","3,723",.,.,.,.,"5,998"
GA07C,"Intermediate Open, Hepatobiliary or Pancreatic Procedures, with CC Score 3+",.,.,"13,485","8,876",.,.,.,.,.,.,"8,654",.,.,"25,333",.,"7,255","11,196"
GA07D,"Intermediate Open, Hepatobiliary or Pancreatic Procedures, with CC Score 1-2",.,"10,733","6,704","12,035","5,527","4,863",.,.,.,.,"8,324","4,351",.,.,.,"7,680","6,767"
GA07E,"Intermediate Open, Hepatobiliary or Pancreatic Procedures, with CC Score 0",.,"4,591","6,345","5,978","5,351","5,251",.,.,.,.,"7,904","4,814",.,"7,493",.,"7,225","5,840"
GA10G,"Open or Laparoscopic Cholecystectomy, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,"2,635",.,.,.,.,"2,635"
GA10H,"Laparoscopic Cholecystectomy, 19 years and over, with CC Score 4+","6,298",.,.,.,.,"6,336",.,.,.,.,.,.,.,.,.,"7,030","6,606"
GA10J,"Laparoscopic Cholecystectomy, 19 years and over, with CC Score 1-3","6,713",.,"5,229","5,241","4,145","4,749",.,.,.,.,"8,016","4,197",.,"8,374",.,"5,125","5,596"
GA10K,"Laparoscopic Cholecystectomy, 19 years and over, with CC Score 0","5,645","3,460","4,549","2,926","3,692","4,034",.,.,.,.,"4,101","3,575",.,"6,811",.,"3,962","4,371"
GA10L,"Open Cholecystectomy, 19 years and over, with CC Score 3+","9,724",.,.,.,"4,461","5,571",.,.,.,.,"4,123","4,818",.,"18,804",.,"8,394","6,809"
GA10M,"Open Cholecystectomy, 19 years and over, with CC Score 1-2","7,440","5,875",.,.,"4,809","4,926",.,.,.,.,"8,219","4,205",.,"11,686",.,"8,166","6,371"
GA10N,"Open Cholecystectomy, 19 years and over, with CC Score 0","7,211","5,600","6,660",.,"4,371","5,873",.,.,.,.,"7,572","4,369",.,"9,340",.,"4,796","5,810"
GA11Z,Pancreatic Necrosectomy,.,.,.,.,.,.,.,.,.,.,"19,258",.,.,.,.,"6,122","17,798"
GA13A,"Minor Open or Laparoscopic, Hepatobiliary or Pancreatic Procedures, with CC Score 1+",.,.,.,.,"4,003",.,.,.,.,.,.,"4,111",.,"2,009",.,.,"3,374"
GA13B,"Minor Open or Laparoscopic, Hepatobiliary or Pancreatic Procedures, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,"3,000",.,.,.,"6,346","4,673"
GB01C,"Very Major, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 7+",.,"7,726",.,.,"2,614",.,.,.,.,.,"18,447","16,628",.,"3,013",.,.,"11,146"
GB01D,"Very Major, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 4-6",.,.,.,.,.,.,.,.,.,.,"8,621","6,217",.,.,.,"8,164","7,667"
GB01E,"Very Major, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 2-3",.,"9,039","3,851",.,"2,900",.,.,.,.,.,"9,830","4,563",.,"1,506",.,"7,695","6,638"
GB01F,"Very Major, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 0-1","8,448",.,"4,824",.,"3,596",.,.,.,"5,755",.,"6,794","3,531",.,"6,026",.,"5,715","5,023"
GB02D,"Major, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,"13,752",.,.,.,.,"13,752"
GB02E,"Major, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,"6,163",.,.,.,"7,956","7,060"
GB02F,"Major, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 0-1","3,617",.,"2,049",.,"4,034",.,.,.,.,.,.,"3,520",.,.,.,.,"3,367"
GB03C,"Intermediate, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 8+",.,.,.,.,"8,169",.,.,.,.,.,.,"4,474",.,.,.,"4,331","4,940"
GB03D,"Intermediate, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 5-7",.,.,.,"5,897","1,496","2,661",.,.,.,.,.,"4,173",.,.,.,"3,231","3,633"
GB03E,"Intermediate, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 2-4","1,315","2,188",.,"2,466",.,"2,837",.,.,.,.,.,"2,668",.,.,.,"2,864","2,648"
GB03F,"Intermediate, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 0-1",.,"1,356",.,"1,814",.,"1,758",.,.,.,.,.,"2,198",.,.,.,"3,165","2,079"
GB05F,Major Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 5+,.,.,.,.,"11,436",.,.,.,.,.,"17,698","16,686",.,.,.,.,"15,273"
GB05G,Major Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 2-4,.,"2,704","5,744",.,.,.,.,.,.,.,.,"5,289",.,.,.,"6,543","5,806"
GB05H,Major Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 0-1,.,"4,677",.,"9,026","2,939",.,.,.,.,.,"5,573",.,.,.,.,"5,402","5,250"
GB06E,Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 6+,"15,645","10,492",.,.,"5,275",.,.,.,"7,115",.,.,"5,667",.,.,.,"8,066","7,478"
GB06F,Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 4-5,.,"5,047","3,778","12,253","3,123","3,858",.,.,"3,253",.,"6,583","4,743",.,.,.,"6,316","5,294"
GB06G,Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 2-3,"5,596","5,129",.,"7,855","4,062","4,719",.,.,"5,987",.,"4,603","3,971",.,.,.,"5,380","4,878"
GB06H,Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 0-1,"3,815","4,480","5,043","5,050","3,405","2,511",.,.,"4,748",.,"8,865","3,787",.,.,.,"4,129","4,065"
GB07Z,Minor Diagnostic Endoscopic Retrograde Cholangiopancreatography,.,.,.,.,"1,050",.,.,.,.,.,.,.,.,.,.,.,"1,050"
GB08C,"Complex, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 5+",.,.,.,.,.,.,.,.,.,.,"39,434","7,389",.,.,.,.,"15,400"
GB08D,"Complex, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 0-4","12,676",.,.,.,.,.,.,.,.,.,.,"7,082",.,.,.,"8,399","8,464"
GB09D,Complex Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 5+,.,.,"8,727",.,.,"3,858",.,.,.,.,.,.,.,.,.,"13,619","8,735"
GB09E,Complex Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 2-4,.,"5,609",.,.,"9,930",.,.,.,.,.,.,.,.,.,.,.,"6,689"
GB09F,Complex Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 0-1,.,"8,193","9,350","14,777",.,"3,463",.,.,.,.,.,.,.,.,.,.,"8,113"
GC01C,Liver Failure Disorders with Multiple Interventions,"15,340","8,550","3,132",907,"12,090","5,423",.,.,.,.,.,"10,551",.,.,.,"3,108","8,147"
GC01D,Liver Failure Disorders with Single Intervention,"2,636","3,153","2,425","3,931","3,268","3,239",.,.,"1,750",.,"2,423","3,683",.,"4,017",.,"5,770","3,535"
GC01E,"Liver Failure Disorders without Interventions, with CC Score 5+","3,260","3,994","1,407","5,443","4,198","2,712",.,.,"7,516",.,"2,817","1,726",.,.,.,"3,016","3,109"
GC01F,"Liver Failure Disorders without Interventions, with CC Score 0-4","2,025","2,506",.,"2,395","1,961","1,858","2,110",.,"1,503",.,"3,858","1,707",.,"1,632",.,"2,134","2,180"
GC12C,"Malignant, Hepatobiliary or Pancreatic Disorders, with Multiple Interventions",.,"7,901","5,788","7,435","3,684","2,910",.,.,"8,578",.,.,"2,242",.,.,.,"9,057","6,292"
GC12D,"Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 5+","1,315","4,879","4,582",.,"8,169",.,.,.,.,.,"8,741","4,185",.,.,.,.,"4,804"
GC12E,"Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 2-4","5,766","4,348","3,750","7,432","5,203","2,673",.,.,.,.,"2,844","3,027",.,"1,556",.,"4,987","4,075"
GC12F,"Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 0-1",.,"2,616",.,.,"3,815","3,858",.,.,.,.,"3,630","1,000",.,.,.,"5,438","3,453"
GC12G,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 6+","4,529","3,654","2,021","6,804","4,575","3,314",.,.,"4,134","9,710","2,661","3,289",.,"2,511",.,"5,513","4,181"
GC12H,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 3-5","4,526","3,472","2,890","3,797","2,134","2,109","2,901",.,"2,086","5,754","4,290","1,649",.,"6,080",.,"3,157","3,062"
GC12J,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 1-2","3,002","3,379","3,207","3,642","2,654","2,324",.,.,.,.,"2,523","1,940",.,"2,551",.,"1,593","2,717"
GC12K,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 0","2,361","2,846","2,284",.,"2,458","1,152",.,.,"3,382",.,"1,895","1,392",.,"2,823",.,"1,645","2,115"
GC17A,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Multiple Interventions, with CC Score 9+",.,"12,919",.,.,"3,268",.,"5,556",.,"16,405",.,.,"11,463",.,.,.,"28,924","12,584"
GC17B,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Multiple Interventions, with CC Score 4-8","5,698",.,.,.,"5,710","5,200",.,.,"10,601",.,"12,774","5,244",.,.,.,"6,253","6,428"
GC17C,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Multiple Interventions, with CC Score 0-3","2,131","8,278",.,.,"3,403","2,673",.,.,.,.,"5,674","3,247",.,.,.,"5,449","4,301"
GC17D,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 9+","5,439",.,.,"13,340","9,476",904,.,.,.,.,"7,613","6,219",.,"34,763",.,"8,862","9,016"
GC17E,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 4-8","4,232","3,161","4,559","6,570","3,295","4,028","3,833",.,"2,046",.,"6,798","3,089",.,.,.,"5,816","3,978"
GC17F,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 0-3","4,881","3,862","2,603","3,261","3,895","2,339",.,.,.,.,"4,467","2,450",.,"3,831",.,"3,582","3,265"
GC17G,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 8+","4,589","5,590","4,991","5,395","2,744","6,325",.,.,"7,516","2,517","4,828","3,009",.,"12,943",.,"3,213","3,906"
GC17H,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 5-7","2,942","2,775","2,585","5,209","2,624","1,806","3,376",.,"4,630","3,237","3,946","1,922","6,514","5,339",.,"3,494","2,951"
GC17J,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 2-4","2,475","2,862","2,106","3,706","2,138","1,913","2,567",.,"2,208","3,093","2,568","1,557","5,700","4,590",.,"2,437","2,412"
GC17K,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 0-1","2,137","2,221","2,044","3,034","1,808","1,494","1,978",.,"1,445",.,"2,233","1,229",.,"2,965",.,"2,166","2,024"
HA11A,"Major Hip Procedures for Trauma, Category 2, with Major CC",.,.,.,.,.,.,.,.,.,.,.,"10,449",.,.,.,.,"10,449"
HA11B,"Major Hip Procedures for Trauma, Category 2, with Intermediate CC","10,116",.,.,.,"5,780",.,.,.,.,.,.,"8,832",.,.,.,"3,896","8,056"
HA11C,"Major Hip Procedures for Trauma, Category 2, without CC","7,265",.,.,.,"5,231",.,.,.,.,.,.,"7,450",.,.,.,"5,097","7,211"
HA12B,"Major Hip Procedures for Trauma, Category 1, with CC","8,174",.,.,.,"5,874",.,.,"7,152",.,.,.,"7,282",.,.,.,"6,627","7,159"
HA12C,"Major Hip Procedures for Trauma, Category 1, without CC","6,913",.,.,.,"6,039",.,.,"5,388",.,.,.,"6,184",.,.,.,"5,251","6,142"
HA13A,"Intermediate Hip Procedures for Trauma, with Major CC","7,778",.,.,.,"5,294",.,.,.,.,.,.,"7,599",.,.,.,"7,643","7,465"
HA13B,"Intermediate Hip Procedures for Trauma, with Intermediate CC","6,806",.,.,.,"5,310",.,.,.,.,.,.,"6,561",.,.,.,"5,115","6,116"
HA13C,"Intermediate Hip Procedures for Trauma, without CC","5,708",.,.,.,"4,295",.,.,.,.,.,.,"6,063",.,.,.,"5,052","5,480"
HA14A,"Minor Hip Procedures for Trauma, with Major CC","2,898",.,.,.,"5,061",.,.,.,.,.,.,"3,046",.,.,.,.,"3,668"
HA14B,"Minor Hip Procedures for Trauma, with Intermediate CC",.,.,.,.,"2,241",.,.,.,.,.,.,"6,427",.,.,.,"3,646","4,337"
HA14C,"Minor Hip Procedures for Trauma, without CC","3,533",.,.,.,"4,413",.,.,"9,902",.,.,.,"4,567",.,.,.,"3,433","4,261"
HA21B,"Major Knee Procedures for Trauma, Category 2, with CC","16,256",.,.,.,"6,146",.,.,.,.,.,.,"5,831",.,.,.,.,"6,807"
HA21C,"Major Knee Procedures for Trauma, Category 2, without CC","4,715",.,.,.,"4,928",.,.,.,.,.,.,"5,825",.,.,.,"4,725","5,532"
HA22B,"Major Knee Procedures for Trauma, Category 1, with CC","7,041",.,.,.,"7,439",.,.,"7,160",.,.,.,"8,315",.,.,.,"6,488","7,398"
HA22C,"Major Knee Procedures for Trauma, Category 1, without CC","5,668",.,.,.,"4,622",.,.,.,.,.,.,"6,283",.,.,.,"5,525","5,881"
HA23B,"Intermediate Knee Procedures for Trauma, Category 2, with CC","5,792",.,.,.,"1,684",.,.,.,.,.,.,"7,302",.,.,.,"3,844","6,325"
HA23C,"Intermediate Knee Procedures for Trauma, Category 2, without CC","4,188",.,.,.,"4,063",.,.,.,.,.,.,"6,081",.,.,.,"3,766","5,096"
HA24Z,"Intermediate Knee Procedures for Trauma, Category 1","4,924",.,.,.,"11,068",.,.,"2,994",.,.,.,"3,938",.,.,.,"4,766","5,146"
HA25B,"Minor Knee Procedures for Trauma, Category 2, with CC",877,.,.,.,"4,002","2,862","10,831",.,"1,374",.,.,"14,124",.,.,.,"4,573","6,181"
HA25C,"Minor Knee Procedures for Trauma, Category 2, without CC","6,312",.,.,.,"3,630",.,.,"2,043",.,.,.,"6,324",.,.,.,"2,796","4,814"
HA26C,"Minor Knee Procedures for Trauma, Category 1, without CC",.,.,.,.,"2,417",.,.,.,.,.,.,.,.,.,.,.,"2,417"
HA31B,"Major Foot Procedures for Trauma, with CC","5,761",.,.,.,"3,097",.,.,.,"1,530",.,.,"6,790",.,.,.,"7,405","6,154"
HA31C,"Major Foot Procedures for Trauma, without CC","3,958",.,.,.,"4,548",.,.,.,.,.,.,"4,526",.,.,.,"3,581","4,163"
HA32Z,"Intermediate Foot Procedures for Trauma, Category 2","4,673",.,.,.,"4,524",.,.,.,.,.,.,"7,026",.,.,.,"5,913","5,714"
HA33Z,"Intermediate Foot Procedures for Trauma, Category 1","4,596",.,.,.,"5,034",.,.,"3,956",.,.,.,"5,310",.,.,.,"3,723","4,560"
HA34Z,"Minor Foot Procedures for Trauma, Category 2","3,482",.,.,.,"4,464",.,.,.,.,.,.,"4,421",.,.,.,"3,037","3,711"
HA35Z,"Minor Foot Procedures for Trauma, Category 1","2,800",.,.,.,"2,248",.,.,.,.,.,.,"3,387",.,.,.,"2,813","2,930"
HA51Z,"Major Hand Procedures for Trauma, Category 2","2,790",.,.,.,"5,518",.,.,.,.,.,.,"3,199",.,.,.,"2,718","2,804"
HA52Z,"Major Hand Procedures for Trauma, Category 1",.,.,.,.,"4,637",.,.,.,.,.,.,.,.,.,.,"2,804","2,979"
HA53Z,"Intermediate Hand Procedures for Trauma, Category 2","2,825",.,.,.,"2,793",.,.,.,.,.,.,"3,574",.,.,.,"2,169","2,462"
HA54Z,"Intermediate Hand Procedures for Trauma, Category 1","2,825",.,.,.,"6,983",.,.,.,.,.,.,.,.,.,.,"2,253","2,311"
HA55Z,"Minor Hand Procedures for Trauma, Category 2","2,305",.,.,.,"1,875",.,.,.,.,.,.,"3,574",.,.,.,"1,530","1,681"
HA56A,"Minor Hand Procedures for Trauma, Category 1, 19 years and over","1,149",.,.,.,"2,365",.,.,.,.,.,.,.,.,.,.,"1,617","1,671"
HA56B,"Minor Hand Procedures for Trauma, Category 1, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,"4,716",.,.,.,"1,656","2,093"
HA61B,"Major, Shoulder or Upper Arm Procedures for Trauma, with CC","8,235",.,.,.,"7,104",.,.,.,.,.,.,"8,083",.,.,.,"6,216","7,707"
