HRG,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Northern Ireland Average
FZ73E,Very Complex Large Intestine Procedures with CC Score 3-5,"23,594","18,620","22,540","17,056",.,"15,264",.,.,.,.,.,"24,350",.,.,.,"9,597","20,261"
FZ73F,Very Complex Large Intestine Procedures with CC Score 0-2,"17,427","8,210","13,053","14,825","7,528","15,614",.,.,.,.,.,"10,865",.,.,.,"4,800","10,721"
FZ74C,"Complex Large Intestine Procedures, 19 years and over, with CC Score 9+",.,.,.,"12,835",.,.,.,.,.,.,.,"16,392",.,.,.,"6,577","11,043"
FZ74D,"Complex Large Intestine Procedures, 19 years and over, with CC Score 6-8","12,413","8,220","14,893","12,849","10,964","12,346",.,.,.,"12,359",.,.,.,.,.,"4,396","10,195"
FZ74E,"Complex Large Intestine Procedures, 19 years and over, with CC Score 3-5","14,543","9,404","12,431","9,481","8,161","10,204",.,.,.,.,.,"8,510",.,"15,081",.,"6,549","10,172"
FZ74F,"Complex Large Intestine Procedures, 19 years and over, with CC Score 0-2","10,715","9,557","9,288","7,817","6,837","8,011",.,.,.,.,.,"7,861",.,"16,325",.,"5,928","8,319"
FZ75C,"Proximal Colon Procedures, 19 years and over, with CC Score 6+","10,598",.,"10,116","9,041",.,.,.,.,.,.,.,.,.,.,.,"5,467","8,805"
FZ75D,"Proximal Colon Procedures, 19 years and over, with CC Score 3-5","9,912","6,338","10,197","7,100","7,055","9,644",.,.,.,.,.,"4,357",.,"12,807",.,"3,800","8,182"
FZ75E,"Proximal Colon Procedures, 19 years and over, with CC Score 0-2","7,969","7,791","7,003","5,908","5,940","6,018",.,.,.,"5,549",.,"6,279",.,"10,945",.,"5,075","6,653"
FZ76C,"Distal Colon Procedures, 19 years and over, with CC Score 3+","14,666",.,"15,566","4,478","4,886",.,.,.,.,.,.,"7,275",.,"14,179",.,"5,486","11,761"
FZ76D,"Distal Colon Procedures, 19 years and over, with CC Score 0-2","7,123","6,108","7,555","6,310","6,137","6,971",.,.,.,"8,745",.,"6,085",.,"12,064",.,"4,851","7,077"
FZ77C,"Major Large Intestine Procedures, 19 years and over, with CC Score 3+","17,458",.,"4,006",.,"5,415",.,.,.,.,.,.,.,.,.,.,"6,081","7,409"
FZ77D,"Major Large Intestine Procedures, 19 years and over, with CC Score 1-2","7,924",.,"4,034",.,"6,733","6,626",.,.,.,.,.,"4,353",.,"8,748",.,"3,695","5,584"
FZ77E,"Major Large Intestine Procedures, 19 years and over, with CC Score 0","3,985","5,763","3,914","3,367","4,146","5,995",.,.,.,.,.,"1,243",.,.,.,"2,475","3,816"
FZ78A,"Complex or Major, Large Intestine Procedures, between 2 and 18 years, with CC Score 1+","7,171",.,.,.,.,.,.,.,.,.,.,"6,921",.,.,.,"4,703","6,398"
FZ78B,"Complex or Major, Large Intestine Procedures, between 2 and 18 years, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,"10,840",.,.,.,.,"10,840"
FZ78C,"Complex or Major, Large Intestine Procedures, 1 year and under, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,"5,891",.,.,.,.,"5,891"
FZ78D,"Complex or Major, Large Intestine Procedures, 1 year and under, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,"6,204",.,.,.,.,"6,204"
FZ79D,Complex General Abdominal Procedures with CC Score 3-5,"4,906",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,906"
FZ79E,Complex General Abdominal Procedures with CC Score 0-2,.,.,"4,967",.,.,.,.,.,.,.,.,.,.,.,.,"2,269","4,427"
FZ80C,"Very Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 6+",.,.,.,.,.,.,.,.,.,"10,591",.,.,.,.,.,"2,239","6,415"
FZ80D,"Very Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 3-5",.,.,"31,744",.,.,.,.,.,.,.,.,.,.,.,.,"16,237","23,990"
FZ80E,"Very Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 0-2",.,.,"11,340",.,.,.,.,.,.,"7,927",.,"7,827",.,.,.,"3,871","7,360"
FZ81C,"Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 4+",.,.,"14,444",.,"8,908",.,.,.,.,.,.,"5,566",.,.,.,"7,397","12,652"
FZ81D,"Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 2-3",.,.,"12,865",.,"5,151",.,.,.,.,"9,464",.,"9,221",.,.,.,"5,386","10,668"
FZ81E,"Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 0-1",.,.,"10,485","4,983","6,677",.,.,.,.,"7,372",.,"9,733",.,.,.,"5,479","8,662"
FZ82D,"Very Complex or Complex, Oesophageal, Stomach or Duodenum Procedures, 18 years and under, with CC Score 0-1",.,.,"4,632",.,.,.,.,.,.,.,.,"11,689",.,.,.,.,"10,277"
FZ83C,"Major, Oesophageal, Stomach or Duodenum Procedures, between 2 and 18 years, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,"4,300",.,.,.,.,"4,300"
FZ83F,"Major, Oesophageal, Stomach or Duodenum Procedures, 1 year and under, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,"6,669",.,.,.,.,"6,669"
FZ83G,"Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 7+",.,.,"6,814",.,.,.,.,.,.,.,.,.,.,.,.,.,"6,814"
FZ83H,"Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 4-6",.,.,.,.,.,.,.,.,.,"6,007",.,"6,952",.,.,.,"5,846","6,268"
FZ83J,"Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 2-3",.,.,"4,689",.,"4,581",.,.,.,.,"6,559",.,"8,151",.,"9,283",.,"3,236","5,470"
FZ83K,"Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 0-1","6,673",.,"5,217",.,"3,557",.,.,.,.,"4,416",.,"6,939",.,.,.,"5,204","5,324"
FZ87D,Complex Hernia Procedures with CC Score 5+,"8,326",.,"6,360",.,.,.,.,.,.,.,.,"7,634",.,.,.,"9,248","7,586"
FZ87E,Complex Hernia Procedures with CC Score 3-4,.,"2,282","5,341","5,479","6,227",.,.,.,.,"5,960",.,"4,329",.,"6,238",.,"2,131","4,631"
FZ87F,Complex Hernia Procedures with CC Score 1-2,"4,449","2,445","6,391","4,124","3,577","4,156",.,.,.,"2,272",.,"3,780",.,"4,583",.,"2,334","3,993"
FZ87G,Complex Hernia Procedures with CC Score 0,"3,019","3,104","4,604","1,878","3,302","3,656",.,.,.,"3,675",.,.,.,"3,360",.,"1,856","3,128"
FZ88A,"Insertion of Gastrostomy Tube, 19 years and over",438,675,435,.,.,.,.,.,.,.,.,"1,639",.,.,.,.,596
FZ88B,"Insertion of Gastrostomy Tube, 18 years and under",438,.,.,.,.,.,.,.,.,.,.,"2,584",.,.,.,893,"1,817"
FZ89Z,"Complex Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures",.,.,"2,285",.,.,.,.,.,"10,561",.,.,.,.,.,.,.,"6,423"
FZ90A,Abdominal Pain with Interventions,"2,139","1,798","1,257","2,416",.,.,.,.,.,.,.,"1,390",.,"3,043",.,"2,133","2,168"
FZ90B,Abdominal Pain without Interventions,637,859,947,646,688,635,.,.,939,.,.,951,.,736,.,702,776
FZ91B,"Non-Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 5-7",.,.,"11,239",.,"2,282",.,.,.,.,.,.,.,.,.,.,.,"6,760"
FZ91C,"Non-Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 3-4",.,"4,267","2,493","1,883","9,199","2,845",.,.,.,.,.,"1,370",.,.,.,"2,241","3,129"
FZ91D,"Non-Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 0-2","2,232","4,744","3,055","1,986","2,687","2,451",.,.,.,"1,021",.,"3,017",.,"1,853",.,"1,604","2,699"
FZ91F,"Non-Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 5-8",.,"1,342","4,923","1,610",.,.,.,.,.,.,.,"3,021",.,"8,801",.,"3,233","3,222"
FZ91G,"Non-Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 3-4","3,403","1,910","2,772","4,941","3,608","1,498",.,.,.,"2,310",.,"3,033",.,"2,248",.,"3,144","2,830"
FZ91H,"Non-Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 0-2","2,953","3,400","3,290","2,584","3,821","3,409",.,.,"1,329","2,741",.,"4,421",.,"5,241",.,"2,292","3,288"
FZ91K,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 6-10","1,495","1,377",950,"4,774",.,673,.,.,.,.,.,"3,192",.,"4,017",.,"1,398","1,613"
FZ91L,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 3-5","1,061","1,435","1,755","3,053","2,248",480,.,.,"2,863",.,.,"2,804",.,"1,199",.,"3,030","1,703"
FZ91M,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2","1,088",810,782,"1,401","1,510",560,.,.,867,581,.,"1,402",.,836,.,957,899
FZ92A,"Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 7+",.,.,"6,524",.,"9,163",.,.,.,.,.,.,.,.,.,.,.,"7,844"
FZ92B,"Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 3-6",.,.,"5,612",.,"2,057","4,102",.,.,.,.,.,"1,789",.,.,.,"7,335","4,917"
FZ92C,"Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 0-2",.,"4,240","2,610",.,"3,602","3,153",.,.,.,"1,790",.,"4,824",.,"1,004",.,"2,360","2,899"
FZ92D,"Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 6+",.,"6,588","3,481","2,092",.,.,.,.,.,.,.,.,.,.,.,.,"4,687"
FZ92E,"Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 3-5","1,315","3,017","3,371",.,"2,646",.,.,.,.,"1,784",.,"3,553",.,"3,002",.,"4,444","3,345"
FZ92F,"Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 0-2","3,093","2,911","2,923","4,317","5,070","3,665",.,.,.,711,.,"1,279",.,"2,876",.,"3,000","3,088"
FZ92G,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 9+",.,.,"13,520",.,.,"4,348",.,.,.,.,.,.,.,.,.,"11,136","10,035"
FZ92H,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 5-8","6,116",813,"2,197",547,"4,906",.,.,.,.,534,.,.,.,.,.,"4,832","3,696"
FZ92J,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 3-4","3,174","1,356","2,355",.,"5,403",791,.,.,.,.,.,"2,279",.,502,.,"4,838","2,928"
FZ92K,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2","1,055",772,"2,084",.,"3,170",653,528,.,.,"2,460",.,"3,173",.,"2,167",.,"3,531","2,294"
GA03C,"Very Complex Open, Hepatobiliary or Pancreatic Procedures, with CC Score 4+",.,.,.,.,.,.,.,.,.,"16,626",.,.,.,.,.,.,"16,626"
GA03D,"Very Complex Open, Hepatobiliary or Pancreatic Procedures, with CC Score 2-3",.,.,"4,500",.,.,.,.,.,.,"13,470",.,.,.,.,.,"6,300","12,125"
GA03E,"Very Complex Open, Hepatobiliary or Pancreatic Procedures, with CC Score 0-1",.,.,"3,953",.,"4,160",.,.,.,.,"10,892",.,.,.,.,.,"4,482","9,605"
GA04C,"Complex Open, Hepatobiliary or Pancreatic Procedures, with CC Score 3+",.,.,.,.,"17,386",.,.,.,.,"9,109",.,.,.,.,.,.,"11,178"
GA04D,"Complex Open, Hepatobiliary or Pancreatic Procedures, with CC Score 0-2",.,.,.,.,.,.,.,.,.,"8,037",.,.,.,.,.,"3,112","7,709"
GA05C,"Very Major Open, Hepatobiliary or Pancreatic Procedures, with CC Score 3+",.,.,.,.,.,.,.,.,.,"9,986",.,"45,266",.,.,.,"7,430","12,324"
GA05D,"Very Major Open, Hepatobiliary or Pancreatic Procedures, with CC Score 0-2",.,.,"8,358",.,.,.,.,.,.,"7,397",.,.,.,.,.,"4,440","7,080"
GA06C,"Major Open, Hepatobiliary or Pancreatic Procedures, with CC Score 2+",.,.,"9,424",.,"4,179",.,.,.,.,"7,069",.,.,.,.,.,"4,043","6,624"
GA06D,"Major Open, Hepatobiliary or Pancreatic Procedures, with CC Score 0-1",.,"4,014","7,264",.,.,"4,722",.,.,.,"8,133",.,.,.,.,.,"3,134","7,295"
GA07C,"Intermediate Open, Hepatobiliary or Pancreatic Procedures, with CC Score 3+",.,"3,750",.,"10,292",.,.,.,.,"1,260","5,989",.,.,.,.,.,"5,695","5,716"
GA07D,"Intermediate Open, Hepatobiliary or Pancreatic Procedures, with CC Score 1-2","6,216",.,"5,316",.,"5,783","4,630",.,.,.,"6,814",.,.,.,"5,357",.,"5,233","6,030"
GA07E,"Intermediate Open, Hepatobiliary or Pancreatic Procedures, with CC Score 0",438,"6,855","4,607","2,738","5,611","4,128",.,.,.,"5,592",.,"4,714",.,"6,435",.,"4,070","5,056"
GA10G,"Open or Laparoscopic Cholecystectomy, 18 years and under","3,609",.,"3,662","1,323","1,609",.,.,.,.,"2,799",.,"5,347",.,"4,652",.,"2,712","2,731"
GA10H,"Laparoscopic Cholecystectomy, 19 years and over, with CC Score 4+",.,.,"2,887","3,957","6,638",.,.,.,.,"4,775",.,.,.,"9,829",.,"3,318","4,759"
GA10J,"Laparoscopic Cholecystectomy, 19 years and over, with CC Score 1-3","4,313","2,569","3,170","2,350","2,556","3,681",.,.,.,"3,426",.,"2,819",.,"5,035",.,"3,407","3,498"
GA10K,"Laparoscopic Cholecystectomy, 19 years and over, with CC Score 0","3,930","2,812","3,171","2,438","2,275","2,900",.,.,.,"3,166",.,"2,953",.,"4,822",.,"3,173","3,159"
GA10L,"Open Cholecystectomy, 19 years and over, with CC Score 3+","6,578","13,759","8,829","4,458",.,"6,362",.,.,.,"4,460",.,"5,546",.,.,.,.,"6,549"
GA10M,"Open Cholecystectomy, 19 years and over, with CC Score 1-2","5,994","7,111","4,073","5,731","3,869","5,593",.,.,.,"5,388",.,.,.,"7,241",.,"5,348","5,629"
GA10N,"Open Cholecystectomy, 19 years and over, with CC Score 0","4,751","4,364","3,532","3,660","3,601","4,311",.,.,.,"4,509",.,.,.,"6,234",.,"3,870","4,139"
GA13A,"Minor Open or Laparoscopic, Hepatobiliary or Pancreatic Procedures, with CC Score 1+","3,475",.,"2,967",.,.,.,.,.,.,"9,198",.,.,.,.,.,"2,430","5,041"
GA13B,"Minor Open or Laparoscopic, Hepatobiliary or Pancreatic Procedures, with CC Score 0","3,932",.,"2,260",.,"2,683",.,.,.,.,"4,857",.,.,.,.,.,"2,543","3,601"
GB01C,"Very Major, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 7+",.,.,.,.,.,.,.,.,.,.,.,"5,595",.,.,.,.,"5,595"
GB01D,"Very Major, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 4-6",.,.,.,.,.,.,.,.,.,.,.,"4,463",.,.,.,"3,283","4,384"
GB01E,"Very Major, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,"4,714",.,.,.,.,"4,714"
GB01F,"Very Major, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 0-1",.,.,"1,870",.,.,.,.,.,.,"2,269",.,"4,154",.,.,.,.,"4,050"
GB02D,"Major, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 4+",.,.,.,.,"1,828",.,.,.,.,.,.,.,.,.,.,.,"1,828"
GB02F,"Major, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 0-1","3,506",.,"1,172",.,"1,078",.,.,.,.,.,.,"7,034",.,"2,678",.,.,"5,033"
GB03D,"Intermediate, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 5-7",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,786",.,"4,942","3,364"
GB03E,"Intermediate, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 2-4",.,"1,356",.,.,"1,828","1,532",.,.,.,.,.,"1,472",.,.,.,.,"1,505"
GB03F,"Intermediate, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 0-1",.,.,.,.,"3,158","3,735",.,.,.,.,.,"1,232",.,.,.,.,"2,118"
GB04D,"Minor, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, 19 years and over",570,389,559,573,"1,785",.,.,.,687,246,.,571,.,"4,062",.,845,838
GB04E,"Minor, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,"1,048",.,.,.,.,"1,048"
GB05F,Major Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 5+,"4,210",.,.,.,.,.,.,.,.,.,.,"11,811",.,.,.,.,"8,011"
GB05G,Major Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 2-4,438,.,"2,611",.,.,.,.,.,.,"1,887",.,.,.,.,.,"3,538","2,382"
GB05H,Major Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 0-1,"2,543","2,349","2,105","1,512","1,406",.,.,.,"4,484","2,240",.,"3,333",.,.,.,"1,048","2,206"
GB06E,Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 6+,438,"17,316","1,862",.,.,.,.,.,"3,461",.,.,.,.,.,.,.,"5,769"
GB06F,Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 4-5,.,"1,072","1,492",.,.,.,.,.,"2,035","1,354",.,"1,735",.,.,.,"2,670","1,822"
GB06G,Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 2-3,"1,105","1,307","1,555",454,"2,057","3,661",.,.,"1,273","1,396",.,"1,325",.,.,.,"2,922","1,766"
GB06H,Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 0-1,"1,023","1,691","1,466",454,"2,180","2,211",.,.,"1,659","1,272",.,"1,488",.,.,.,"1,581","1,463"
GB07Z,Minor Diagnostic Endoscopic Retrograde Cholangiopancreatography,438,.,"1,118",454,"1,625","2,014",.,.,"1,426",849,.,"1,090",.,.,.,"1,350","1,138"
GB08C,"Complex, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 5+",.,.,.,.,.,.,.,.,.,.,.,"8,585",.,.,.,.,"8,585"
GB08D,"Complex, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 0-4",.,.,.,.,.,.,.,.,.,.,.,"5,163",.,.,.,.,"5,163"
GB09D,Complex Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 5+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,615","3,615"
GB09E,Complex Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 2-4,"1,142",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,142"
GB09F,Complex Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 0-1,.,.,"2,332",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,332"
GC01C,Liver Failure Disorders with Multiple Interventions,"10,957",.,.,.,.,.,.,.,.,.,.,"2,353",.,.,.,.,"6,655"
GC01E,"Liver Failure Disorders without Interventions, with CC Score 5+","1,753",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,753"
GC01F,"Liver Failure Disorders without Interventions, with CC Score 0-4","1,315",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,315"
GC12D,"Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 5+",.,.,"5,973",.,"1,977",.,.,.,.,.,.,"9,775",.,.,.,.,"5,908"
GC12E,"Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 2-4",.,.,.,"1,314",.,.,.,.,.,.,.,.,.,"4,710",.,"1,348","2,457"
GC12F,"Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 0-1",.,.,"2,942",.,.,.,.,.,.,.,.,.,.,.,.,"1,895","2,418"
GC12G,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 6+",.,.,"2,573",.,.,.,.,"1,790",.,"3,274",.,.,.,.,.,.,"2,546"
GC12H,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 3-5",.,.,"1,281",.,"4,381",.,.,.,"1,098",.,.,"1,377",.,"4,341",.,734,"2,020"
GC12J,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 1-2",.,904,"1,452",.,"2,628",.,.,.,"5,122","1,143",.,914,.,"1,941",.,.,"1,416"
GC12K,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 0",438,.,955,.,.,.,.,.,.,"2,589",.,"1,204",.,"1,004",.,.,"1,247"
GC17B,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Multiple Interventions, with CC Score 4-8",.,.,.,.,.,.,.,.,.,.,.,"5,981",.,.,.,.,"5,981"
GC17C,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Multiple Interventions, with CC Score 0-3",.,.,.,"1,514",.,.,.,.,.,.,.,"2,725",.,.,.,"4,529","2,810"
GC17E,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 4-8","2,588",.,"1,688",.,.,.,.,.,.,.,.,"1,117",.,.,.,.,"1,740"
GC17F,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 0-3","1,843","1,869",.,.,"3,247",.,.,.,"1,802","4,363",.,"2,261",.,.,.,"6,142","2,686"
GC17G,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 8+",.,.,559,.,.,.,.,.,.,.,.,.,.,.,.,"3,301","1,930"
GC17H,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 5-7",737,"1,480",961,.,"1,531","1,186",.,.,.,.,.,"1,275",.,.,.,"1,167","1,146"
GC17J,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 2-4","1,157","1,038",679,"4,008","1,910",951,.,.,"1,503","5,679",.,"1,104",.,"2,819",.,"1,369","1,256"
GC17K,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 0-1",796,422,448,851,699,879,.,.,.,839,.,"1,249",.,"1,045",.,"1,637",753
HA11A,"Major Hip Procedures for Trauma, Category 2, with Major CC",.,.,.,.,.,.,.,.,.,.,.,"16,219",.,.,.,.,"16,219"
HA11C,"Major Hip Procedures for Trauma, Category 2, without CC",.,.,.,.,.,.,.,.,.,.,.,"6,607",.,.,.,.,"6,607"
HA12B,"Major Hip Procedures for Trauma, Category 1, with CC",.,.,.,.,"5,305",.,.,.,.,.,.,"6,104",.,.,.,.,"5,971"
HA12C,"Major Hip Procedures for Trauma, Category 1, without CC",.,.,.,.,.,.,.,"9,968",.,.,.,"5,315",.,.,.,"1,826","6,146"
HA13A,"Intermediate Hip Procedures for Trauma, with Major CC",.,.,.,.,"4,528",.,.,.,.,.,.,"8,246",.,.,.,.,"6,387"
HA13B,"Intermediate Hip Procedures for Trauma, with Intermediate CC",.,.,.,.,.,.,.,.,.,.,.,"7,788",.,.,.,"4,486","6,137"
HA13C,"Intermediate Hip Procedures for Trauma, without CC","5,055",.,.,.,"6,157",.,.,"3,996",.,.,.,"3,746",.,.,.,.,"4,388"
HA14A,"Minor Hip Procedures for Trauma, with Major CC",.,.,.,.,.,.,.,.,.,.,.,"4,398",.,.,.,"5,316","4,704"
HA14B,"Minor Hip Procedures for Trauma, with Intermediate CC",.,"3,253",.,.,.,.,.,"13,469",.,.,.,"4,019",.,.,.,"2,375","5,192"
HA14C,"Minor Hip Procedures for Trauma, without CC","1,868",.,.,.,"4,966",.,.,"2,777",.,.,.,"3,087",.,.,.,"3,850","3,340"
HA19Z,Minimal Hip Procedures for Trauma,.,.,.,.,.,.,.,"1,187",.,.,.,.,.,.,.,.,"1,187"
HA21C,"Major Knee Procedures for Trauma, Category 2, without CC","2,317",.,.,.,"2,850",.,.,"2,567",.,.,.,"3,495",.,.,.,"3,522","3,114"
HA22B,"Major Knee Procedures for Trauma, Category 1, with CC","5,953",.,.,.,"3,936",.,.,.,.,.,.,"6,472",.,.,.,"2,467","4,707"
HA22C,"Major Knee Procedures for Trauma, Category 1, without CC","3,265",.,.,.,"3,184",.,.,"3,581",.,.,.,"3,802",.,.,.,"2,959","3,489"
HA23B,"Intermediate Knee Procedures for Trauma, Category 2, with CC",.,.,.,.,.,.,.,"1,296",.,.,.,.,.,.,.,.,"1,296"
HA23C,"Intermediate Knee Procedures for Trauma, Category 2, without CC","2,577",.,.,.,.,.,.,"2,374",.,.,.,"3,291",.,.,.,"1,436","2,707"
HA24Z,"Intermediate Knee Procedures for Trauma, Category 1","4,817",.,.,.,.,.,.,"3,669",.,.,.,"3,723",.,.,.,.,"3,839"
HA25C,"Minor Knee Procedures for Trauma, Category 2, without CC","1,868",.,.,.,.,.,.,.,.,.,.,"5,588",.,.,.,.,"4,348"
HA26C,"Minor Knee Procedures for Trauma, Category 1, without CC",.,.,.,.,.,.,.,"2,868",.,.,.,"2,089",.,.,.,.,"2,478"
HA31B,"Major Foot Procedures for Trauma, with CC",.,.,.,.,.,.,.,.,.,.,.,"4,625",.,.,.,.,"4,625"
HA31C,"Major Foot Procedures for Trauma, without CC","3,515",.,.,.,"3,296",.,.,"2,771",.,.,.,"3,312",.,.,.,"2,350","3,091"
