HRG Code,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Mid Ulster,Royal,South Tryone,SouthWestAcute,Tyrone County,Ulster,N. Ireland Unit Cost,
FZ73E,361,Very Complex Large Intestine Procedures with CC Score 3-5,.,.,"21,255",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"21,255",
FZ73E,502,Very Complex Large Intestine Procedures with CC Score 3-5,.,.,"14,549",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"14,549",
FZ73F,100,Very Complex Large Intestine Procedures with CC Score 0-2,"12,361","11,287","11,613","14,013","7,776","7,035",.,.,.,.,.,.,.,.,.,.,"5,781","8,812",
FZ73F,502,Very Complex Large Intestine Procedures with CC Score 0-2,.,.,"12,276",.,.,.,.,.,.,.,.,.,.,.,.,.,"7,168","11,637",
FZ74C,100,"Complex Large Intestine Procedures, 19 years and over, with CC Score 9+",.,"15,268","3,072",.,"17,245",.,.,.,.,.,.,.,.,.,.,.,.,"11,862",
FZ74C,502,"Complex Large Intestine Procedures, 19 years and over, with CC Score 9+",.,"11,130",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"11,130",
FZ74D,100,"Complex Large Intestine Procedures, 19 years and over, with CC Score 6-8","19,242","14,665","10,506","3,701","8,076","12,751",.,.,.,.,.,.,.,.,.,.,"3,009","10,747",
FZ74E,100,"Complex Large Intestine Procedures, 19 years and over, with CC Score 3-5","11,859","10,408","13,804","13,183","8,124","7,520",.,.,.,.,.,.,.,.,"18,525",.,"5,460","10,811",
FZ74E,300,"Complex Large Intestine Procedures, 19 years and over, with CC Score 3-5",.,.,"2,879",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,879",
FZ74E,502,"Complex Large Intestine Procedures, 19 years and over, with CC Score 3-5",.,"9,100",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"9,100",
FZ74F,100,"Complex Large Intestine Procedures, 19 years and over, with CC Score 0-2","10,990","8,113","11,083","5,411","7,022","6,222",.,.,.,.,"10,067",.,"5,007",.,"13,662",.,"5,946","8,440",
FZ74F,101,"Complex Large Intestine Procedures, 19 years and over, with CC Score 0-2",.,.,.,"3,439",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,439",
FZ74F,502,"Complex Large Intestine Procedures, 19 years and over, with CC Score 0-2",.,.,"9,078",.,"8,474",.,.,.,.,.,.,.,.,.,.,.,"8,120","8,731",
FZ75C,100,"Proximal Colon Procedures, 19 years and over, with CC Score 6+","15,572","6,786","11,454","11,449","4,511","6,687",.,.,.,.,"13,014",.,.,.,.,.,"20,159","10,766",
FZ75D,100,"Proximal Colon Procedures, 19 years and over, with CC Score 3-5","11,060","10,705","9,086","5,153","5,183","5,742",.,.,.,.,"14,074",.,.,.,"10,807",.,"4,288","8,542",
FZ75E,100,"Proximal Colon Procedures, 19 years and over, with CC Score 0-2","7,925","6,324","8,199","5,153","5,581","5,192",.,.,.,.,"9,528",.,.,.,"11,502",.,"4,696","6,537",
FZ76C,100,"Distal Colon Procedures, 19 years and over, with CC Score 3+","10,361","6,486","9,780","10,040","6,018",.,.,.,.,.,.,.,.,.,"17,325",.,.,"9,266",
FZ76D,100,"Distal Colon Procedures, 19 years and over, with CC Score 0-2","9,109","5,562","8,286","5,010","5,339","5,413",.,.,.,.,.,.,.,.,"13,800",.,"5,426","6,631",
FZ76D,502,"Distal Colon Procedures, 19 years and over, with CC Score 0-2",.,.,"8,369",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"8,369",
FZ77C,100,"Major Large Intestine Procedures, 19 years and over, with CC Score 3+","8,018","4,872","13,157",.,"5,146",.,.,.,.,.,.,.,.,.,.,.,"4,613","6,371",
FZ77C,502,"Major Large Intestine Procedures, 19 years and over, with CC Score 3+",.,"15,240",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"15,240",
FZ77D,100,"Major Large Intestine Procedures, 19 years and over, with CC Score 1-2","7,125","3,684","7,185","1,466","4,739",.,.,.,.,.,.,.,.,.,.,.,"1,513","5,536",
FZ77D,502,"Major Large Intestine Procedures, 19 years and over, with CC Score 1-2",.,.,"7,906",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"7,906",
FZ77E,100,"Major Large Intestine Procedures, 19 years and over, with CC Score 0","3,404","3,662","5,916","2,622","4,854","2,997",.,.,.,.,.,.,.,.,.,.,"2,972","3,771",
FZ77E,502,"Major Large Intestine Procedures, 19 years and over, with CC Score 0","4,660",.,"5,227",.,"5,025",.,.,.,.,.,.,.,.,.,.,.,.,"4,910",
FZ78A,100,"Complex or Major, Large Intestine Procedures, between 2 and 18 years, with CC Score 1+","12,616",.,.,.,.,"5,149",.,.,.,.,.,.,.,.,.,.,.,"8,882",
FZ78A,171,"Complex or Major, Large Intestine Procedures, between 2 and 18 years, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,"5,003",.,.,.,.,"5,003",
FZ78A,361,"Complex or Major, Large Intestine Procedures, between 2 and 18 years, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,"8,947",.,.,.,.,"8,947",
FZ78B,100,"Complex or Major, Large Intestine Procedures, between 2 and 18 years, with CC Score 0","8,002",.,"5,835",.,.,.,.,.,.,.,.,.,.,.,.,.,"5,822","6,551",
FZ78B,171,"Complex or Major, Large Intestine Procedures, between 2 and 18 years, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"15,681",.,.,.,.,"15,681",
FZ78C,171,"Complex or Major, Large Intestine Procedures, 1 year and under, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,"8,910",.,.,.,.,"8,910",
FZ78D,171,"Complex or Major, Large Intestine Procedures, 1 year and under, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"3,759",.,.,.,.,"3,759",
FZ79D,502,Complex General Abdominal Procedures with CC Score 3-5,.,.,"2,768",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,768",
FZ79E,101,Complex General Abdominal Procedures with CC Score 0-2,.,.,"12,810",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"12,810",
FZ79E,502,Complex General Abdominal Procedures with CC Score 0-2,"6,730",.,"6,362",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"6,454",
FZ80D,100,"Very Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,"18,529",.,.,.,.,.,.,"18,529",
FZ80E,100,"Very Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 0-2",.,.,"11,186",.,"10,675",.,.,.,.,.,"14,582",.,.,.,.,.,"4,634","8,973",
FZ81C,100,"Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 4+",.,.,"15,285",.,"5,702",.,.,.,.,.,.,.,.,.,.,.,"7,492","13,998",
FZ81D,100,"Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 2-3",.,.,"14,612","12,823","5,386",.,.,.,.,.,"11,330",.,.,.,.,.,"4,835","13,073",
FZ81D,172,"Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 2-3",.,.,"5,398",.,.,.,.,.,.,.,.,.,"9,567",.,.,.,.,"7,483",
FZ81E,100,"Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 0-1",.,.,"13,649",.,"5,991",.,.,.,.,.,"9,567",.,.,.,.,.,"3,358","10,594",
FZ81E,172,"Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"14,722",.,.,.,.,"14,722",
FZ81E,800,"Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 0-1",.,.,"12,001",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"12,001",
FZ82D,100,"Very Complex or Complex, Oesophageal, Stomach or Duodenum Procedures, 18 years and under, with CC Score 0-1",.,.,.,.,"5,759",.,.,.,.,.,.,.,.,.,.,.,"3,384","4,571",
FZ82D,171,"Very Complex or Complex, Oesophageal, Stomach or Duodenum Procedures, 18 years and under, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"9,291",.,.,.,.,"9,291",
FZ82D,420,"Very Complex or Complex, Oesophageal, Stomach or Duodenum Procedures, 18 years and under, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"13,663",.,.,.,.,"13,663",
FZ83D,100,"Major, Oesophageal, Stomach or Duodenum Procedures, between 2 and 18 years, with CC Score 0","6,017",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"6,017",
FZ83F,171,"Major, Oesophageal, Stomach or Duodenum Procedures, 1 year and under, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"6,433",.,.,.,.,"6,433",
FZ83H,100,"Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 4-6",.,.,"7,329",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"7,329",
FZ83H,172,"Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 4-6",.,.,.,.,.,.,.,.,.,.,.,.,"11,280",.,.,.,.,"11,280",
FZ83J,100,"Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 2-3",.,.,"7,177",.,.,"2,329",.,.,.,.,"8,152",.,.,.,.,.,"5,082","6,493",
FZ83J,172,"Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,.,"5,581",.,.,.,.,"5,581",
FZ83K,100,"Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 0-1",.,.,"6,340",.,"4,037",.,.,.,.,.,"6,715",.,.,.,"3,407",.,"3,320","5,279",
FZ83K,101,"Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,"5,158",.,.,.,.,.,.,.,.,.,.,.,.,"5,158",
FZ83K,120,"Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,"2,387",.,.,.,.,.,.,.,"1,127",.,.,.,.,"1,757",
FZ83K,172,"Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 0-1",.,.,"4,821",.,.,.,.,.,.,.,.,.,"7,089",.,.,.,.,"6,837",
FZ87D,100,Complex Hernia Procedures with CC Score 5+,.,.,"9,671",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,033","5,852",
FZ87E,100,Complex Hernia Procedures with CC Score 3-4,"3,714",.,"7,076",.,.,"4,291",.,.,.,.,"6,664",.,.,.,.,.,"1,803","5,651",
FZ87F,100,Complex Hernia Procedures with CC Score 1-2,.,.,"6,251","3,653","4,800","3,689",.,.,.,.,.,.,.,.,.,.,"3,216","4,533",
FZ87G,100,Complex Hernia Procedures with CC Score 0,"2,821",.,"6,473","1,099",.,"2,295",.,.,.,.,"5,846",.,.,.,"3,771",.,"2,689","3,709",
FZ87G,502,Complex Hernia Procedures with CC Score 0,.,.,"4,459",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,459",
FZ89Z,300,"Complex Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures",.,.,"1,015",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,015",
FZ90A,100,Abdominal Pain with Interventions,.,.,"3,477",.,"3,884",.,.,.,.,.,.,.,.,.,.,.,.,"3,680",
FZ90A,101,Abdominal Pain with Interventions,"1,459",.,"1,544",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,501",
FZ90A,300,Abdominal Pain with Interventions,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,024","3,024",
FZ90A,502,Abdominal Pain with Interventions,"1,732","2,556","1,954",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,139","2,260",
FZ90B,100,Abdominal Pain without Interventions,490,"1,185","1,259",.,878,778,.,.,.,.,"1,964",.,419,.,902,.,"1,771",682,
FZ90B,101,Abdominal Pain without Interventions,.,.,841,.,"1,660",.,.,.,.,.,.,.,.,.,.,.,387,963,
FZ90B,150,Abdominal Pain without Interventions,.,.,.,.,.,.,.,.,.,.,.,.,"1,565",.,.,.,.,"1,565",
FZ90B,300,Abdominal Pain without Interventions,446,401,.,.,.,.,"1,030",.,.,.,.,.,698,.,.,.,"1,093",673,
FZ90B,301,Abdominal Pain without Interventions,.,448,.,.,349,.,.,.,.,.,.,.,.,.,.,.,.,432,
FZ90B,361,Abdominal Pain without Interventions,.,"1,350",867,.,.,.,.,.,.,.,.,.,.,.,.,.,.,987,
FZ90B,370,Abdominal Pain without Interventions,.,.,"1,495",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,495",
FZ90B,502,Abdominal Pain without Interventions,.,827,"1,593",.,797,387,.,.,.,.,.,.,.,.,708,.,"1,189","1,154",
FZ91B,100,"Non-Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 5-7",.,.,"9,941","2,694",.,.,.,.,.,.,"2,196",.,.,.,.,.,"1,803","3,866",
FZ91B,300,"Non-Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 5-7","1,193",.,.,.,.,.,.,.,.,.,.,.,"7,943",.,.,.,.,"4,568",
FZ91C,100,"Non-Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 3-4",.,.,"3,638","1,622",.,"1,318",.,.,.,.,.,.,.,.,"7,379",.,.,"4,162",
FZ91C,101,"Non-Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 3-4",.,.,.,.,"3,814",.,.,.,.,.,.,.,.,.,.,.,.,"3,814",
FZ91C,300,"Non-Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 3-4",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,073",.,.,"2,073",
FZ91D,100,"Non-Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 0-2",.,"5,563","3,831","1,547","2,144",.,.,.,.,.,"2,508",.,"1,731",.,"4,000",.,"1,729","2,851",
FZ91D,120,"Non-Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 0-2","2,387",.,.,.,.,.,.,.,.,.,.,.,"1,530",.,.,.,.,"1,816",
FZ91D,300,"Non-Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,"1,156",.,.,.,"3,134","2,145",
FZ91D,301,"Non-Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 0-2",.,"1,111",.,.,.,"1,763",.,.,.,.,.,.,.,.,.,.,.,"1,546",
FZ91F,100,"Non-Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 5-8","4,099","4,633","6,881",.,"2,512",.,.,.,.,.,.,.,.,.,.,.,"5,406","4,884",
FZ91F,300,"Non-Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 5-8","6,688",.,.,"1,464",.,.,.,.,.,.,.,.,"1,775",.,.,.,"3,863","3,051",
FZ91F,301,"Non-Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 5-8",.,922,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,922,
FZ91F,361,"Non-Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 5-8",.,.,"6,082",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"6,082",
FZ91G,100,"Non-Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 3-4","1,003","2,882","3,712","2,794","2,191",.,.,.,.,.,.,.,.,.,"4,245",.,"1,803","3,149",
FZ91G,172,"Non-Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 3-4",.,.,.,.,.,.,.,.,.,.,.,.,"2,463",.,.,.,.,"2,463",
FZ91G,300,"Non-Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 3-4","2,675",.,.,.,.,"1,453",.,.,.,.,"3,663",.,974,.,.,.,"1,440","1,979",
FZ91G,301,"Non-Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 3-4",.,904,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,904,
FZ91G,502,"Non-Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 3-4",.,.,"2,102",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,102",
FZ91H,100,"Non-Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 0-2","1,874","3,720","4,172","2,735","3,374","1,456",.,.,.,.,"4,299",.,"4,917",.,"4,359",.,"2,462","3,377",
FZ91H,101,"Non-Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 0-2","1,459",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,459",
FZ91H,120,"Non-Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 0-2","2,387",.,.,.,.,.,.,.,.,.,.,.,"4,044",.,.,.,.,"3,713",
FZ91H,172,"Non-Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,"2,688",.,.,.,.,"2,688",
FZ91H,300,"Non-Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 0-2","1,265",.,"1,213","1,510",.,"1,743",.,.,"2,223",.,"1,958",.,"2,409",.,"1,550",.,"3,753","1,993",
FZ91H,301,"Non-Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 0-2",.,"1,796",.,.,.,"1,550",.,.,.,.,.,.,.,.,.,.,.,"1,735",
FZ91H,340,"Non-Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 0-2",.,.,"2,214",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,214",
FZ91H,430,"Non-Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 0-2",.,.,.,.,.,"3,272",.,.,.,.,.,.,.,.,"5,907",.,.,"4,590",
FZ91H,502,"Non-Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 0-2","2,241","2,291","1,572",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,086",
FZ91J,100,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 11+",.,.,.,.,"7,024",.,.,.,.,.,.,.,.,.,.,.,.,"7,024",
FZ91K,100,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 6-10","6,248","1,698",610,.,"3,585",.,.,.,.,.,"4,374",.,"1,519",.,"2,788",.,"4,428","2,734",
FZ91K,300,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 6-10","4,905",401,"1,176",.,.,.,.,.,.,.,"2,281",.,.,.,.,.,728,"1,434",
FZ91K,301,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 6-10",.,747,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,747,
FZ91K,302,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 6-10",.,.,.,.,.,.,.,.,.,.,.,.,"1,192",.,.,.,.,"1,192",
FZ91K,361,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 6-10",546,"4,726",962,.,.,"2,260",.,.,.,.,.,.,.,.,.,.,"3,514","1,561",
FZ91K,370,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 6-10",.,.,"1,235",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,235",
FZ91K,430,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 6-10",.,.,.,.,.,.,.,.,"1,997",.,.,.,.,"3,961",.,.,.,"2,652",
FZ91L,100,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 3-5",988,733,944,549,"1,380","1,750",.,.,.,.,.,.,"1,636",.,656,.,"2,126","1,097",
FZ91L,101,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 3-5",.,.,"4,118",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,118",
FZ91L,300,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 3-5",973,668,"1,100",702,376,.,.,.,"2,219",.,.,.,845,.,"1,028",.,728,976,
FZ91L,301,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 3-5",.,443,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,443,
FZ91L,361,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 3-5",.,"1,435",868,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,192",
FZ91L,370,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 3-5",.,.,"3,320",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,320",
FZ91L,430,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 3-5",.,.,.,.,.,.,.,.,666,.,.,.,.,.,.,.,.,666,
FZ91L,800,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 3-5",.,.,"2,840",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,840",
FZ91M,100,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2",850,795,"1,495",549,801,632,.,.,.,.,"1,228",.,985,.,910,.,"1,578",933,
FZ91M,101,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2",.,.,"1,723",.,"1,245",.,.,.,.,.,.,.,.,.,.,.,.,"1,564",
FZ91M,120,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2",577,.,.,.,408,.,.,.,.,.,.,.,"2,454",.,.,.,.,"1,473",
FZ91M,150,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,"1,565",.,.,.,.,"1,565",
FZ91M,172,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2",.,.,540,.,.,.,.,.,.,.,.,.,"3,742",.,.,.,.,"1,340",
FZ91M,300,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2",892,401,709,.,"1,253",291,.,.,370,.,321,.,732,.,888,.,"1,041",755,
FZ91M,301,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2",.,460,.,.,349,.,.,.,.,.,.,.,.,.,.,.,.,457,
FZ91M,303,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2","3,387",.,"2,415",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,610",
FZ91M,320,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2",.,"1,176",.,.,.,.,.,.,.,.,481,.,.,.,.,498,.,719,
FZ91M,340,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2",.,.,"2,012",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,012",
FZ91M,361,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2",.,.,"1,059",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,530","1,427",
FZ91M,370,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2",.,.,"2,017",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,017",
FZ91M,430,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2",.,345,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,345,
FZ91M,502,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2",.,.,"1,360",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,189","1,303",
FZ91M,800,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2",.,.,"1,821",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,821",
FZ92A,100,"Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 7+",.,.,"7,288",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"7,288",
FZ92B,100,"Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 3-6",.,.,"5,463",.,.,"1,944",.,.,.,.,.,.,.,.,.,.,"1,803","4,438",
FZ92B,172,"Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 3-6",.,.,.,.,.,.,.,.,.,.,.,.,"3,639",.,.,.,.,"3,639",
FZ92B,301,"Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 3-6",.,"1,446",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,446",
FZ92B,502,"Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 3-6",.,.,.,.,"5,568",.,.,.,.,.,.,.,.,.,.,.,.,"5,568",
FZ92C,100,"Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 0-2",.,.,"4,566",.,"2,160",.,.,.,.,.,.,.,.,.,.,.,"2,091","3,508",
FZ92C,800,"Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 0-2",.,.,"2,147",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,147",
FZ92D,100,"Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 6+",.,.,"3,988",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,988",
FZ92D,340,"Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,"9,072",.,.,.,.,.,.,"9,072",
FZ92E,100,"Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 3-5",.,.,"3,341",.,.,"4,970",.,.,.,.,"3,360",.,.,.,.,.,"7,987","4,709",
FZ92E,300,"Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,.,"1,218",.,.,.,.,"1,218",
FZ92E,301,"Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 3-5",.,"3,435",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,435",
FZ92E,502,"Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 3-5","1,944",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,944",
FZ92F,100,"Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 0-2","2,359","5,222","3,882","5,623","3,193","3,208",.,.,.,.,.,.,.,.,"2,917",.,"2,691","3,444",
FZ92F,101,"Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 0-2",.,.,"3,714",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,714",
FZ92F,120,"Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,"10,624",.,.,.,.,"10,624",
FZ92F,172,"Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,"2,213",.,.,.,.,"2,213",
FZ92F,300,"Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 0-2","1,193","1,843","1,259","3,869",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,871",
FZ92F,502,"Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,059","2,059",
