HRG Code,Spec,HRG Label,Altnagelvin,Antrim,Banbridge,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,Royal ,South Tyrone,South West Acute,Tyrone County,Ulster,Whiteabbey,N. Ireland Total FCEs
EC14B,361,Intermediate Procedures for Congenital Heart Disease with CC Score 4-8,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
EC15B,320,Minor Procedures for Congenital Heart Disease with CC Score 0-3,.,.,.,7,.,.,.,.,.,.,.,.,9,.,.,.,.,.,16
EC20A,300,Diagnostic Percutaneous Intervention for Congenital Heart Disease with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
EC20A,320,Diagnostic Percutaneous Intervention for Congenital Heart Disease with CC Score 4+,1,.,.,1,.,2,.,.,.,.,.,.,6,.,.,.,.,.,10
EC20B,320,Diagnostic Percutaneous Intervention for Congenital Heart Disease with CC Score 0-3,6,.,.,1,.,.,.,.,.,.,.,.,13,.,.,.,.,.,20
EC21Z,300,Complex Echocardiogram for Congenital Heart Disease,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,2
EC21Z,320,Complex Echocardiogram for Congenital Heart Disease,5,.,.,3,.,.,.,.,.,.,4,.,51,.,.,.,.,.,63
EC22Z,320,"Electrocardiogram Monitoring or Stress Testing, for Congenital Heart Disease",.,.,.,5,.,3,.,.,.,.,.,.,9,.,.,.,.,.,17
ED25C,100,"Standard, Single Heart Valve Replacement or Repair, with CC Score 0-5",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,.,2
ED25C,300,"Standard, Single Heart Valve Replacement or Repair, with CC Score 0-5",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
ED25C,301,"Standard, Single Heart Valve Replacement or Repair, with CC Score 0-5",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
ED28C,100,Standard Coronary Artery Bypass Graft with CC Score 0-4,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
ED28C,301,Standard Coronary Artery Bypass Graft with CC Score 0-4,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
ED30C,100,"Complex, Other Operations on Heart or Pericardium, with CC Score 0-4",.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,1
ED30C,300,"Complex, Other Operations on Heart or Pericardium, with CC Score 0-4",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,1
ED31C,300,"Standard, Other Operations on Heart or Pericardium, with CC Score 0-4",.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,1
ED31C,320,"Standard, Other Operations on Heart or Pericardium, with CC Score 0-4",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,2
EY02B,320,Implantation of Cardioverter Defibrillator with CC Score 0-8,.,.,.,15,.,1,.,.,.,.,.,.,22,.,.,.,.,.,38
EY04B,320,Implantation of Biventricular Pacemaker with CC Score 0-5,.,.,.,.,.,.,.,.,.,.,.,.,6,.,.,.,.,.,6
EY06D,320,Implantation of Dual Chamber Pacemaker with CC Score 3-5,.,.,.,9,.,.,.,.,.,.,.,.,8,.,.,.,.,.,17
EY06E,320,Implantation of Dual Chamber Pacemaker with CC Score 0-2,.,.,.,19,.,8,.,.,.,.,.,.,48,.,.,.,.,.,75
EY07B,320,"Implantation of Single Chamber Pacemaker with Other Percutaneous Intervention, with CC Score 0-5",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
EY08C,320,Implantation of Single Chamber Pacemaker with CC Score 6-8,.,.,.,1,.,.,.,.,.,.,.,.,3,.,.,.,.,.,4
EY08D,320,Implantation of Single Chamber Pacemaker with CC Score 3-5,.,.,.,13,.,4,.,.,.,.,.,.,18,.,.,.,.,.,35
EY08E,300,Implantation of Single Chamber Pacemaker with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
EY08E,320,Implantation of Single Chamber Pacemaker with CC Score 0-2,.,.,.,67,.,47,.,.,.,.,.,.,54,.,.,.,.,.,168
EY09A,320,"Removal of Cardiac Pacemaker or Cardioverter Defibrillator, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
EY09B,320,"Removal of Cardiac Pacemaker or Cardioverter Defibrillator, with CC Score 0-5",.,.,.,5,.,.,.,.,.,.,.,.,1,.,.,.,.,.,6
EY10A,320,"Attention to Cardiac Pacemaker or Cardioverter Defibrillator, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
EY10B,320,"Attention to Cardiac Pacemaker or Cardioverter Defibrillator, with CC Score 0-5",.,.,.,1,.,2,.,.,.,.,.,.,2,.,.,.,.,.,5
EY11Z,320,Testing of Cardiac Pacemaker or Cardioverter Defibrillator,.,.,.,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8
EY12A,300,Implantation of Electrocardiography Loop Recorder with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,.,3
EY12A,320,Implantation of Electrocardiography Loop Recorder with CC Score 3+,.,.,.,14,.,1,.,.,.,.,.,.,3,.,.,.,.,.,18
EY12B,300,Implantation of Electrocardiography Loop Recorder with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,.,10
EY12B,320,Implantation of Electrocardiography Loop Recorder with CC Score 0-2,.,.,.,42,.,16,.,.,.,.,.,.,11,.,.,.,.,.,69
EY13Z,300,Removal of Electrocardiography Loop Recorder,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
EY13Z,320,Removal of Electrocardiography Loop Recorder,.,.,.,25,.,5,.,.,.,.,.,.,16,.,.,.,.,.,46
EY22C,300,Complex Other Percutaneous Transluminal Repair of Acquired Defect of Heart with CC Score 0-4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
EY23C,300,Standard Other Percutaneous Transluminal Repair of Acquired Defect of Heart with CC Score 0-4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
EY23C,301,Standard Other Percutaneous Transluminal Repair of Acquired Defect of Heart with CC Score 0-4,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EY23C,320,Standard Other Percutaneous Transluminal Repair of Acquired Defect of Heart with CC Score 0-4,.,.,.,1,.,1,.,.,.,.,.,.,.,.,1,.,.,.,3
EY30B,320,Complex Percutaneous Transluminal Ablation of Heart with CC Score 0-2,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
EY31A,320,Standard Percutaneous Transluminal Ablation of Heart with CC Score 3+,.,.,.,.,.,1,.,.,.,.,.,.,2,.,.,.,.,.,3
EY31B,320,Standard Percutaneous Transluminal Ablation of Heart with CC Score 0-2,.,.,.,.,.,3,.,.,.,.,.,.,7,.,.,.,.,.,10
EY32A,320,Percutaneous Diagnostic Electrophysiology Studies with CC Score 2+,.,.,.,6,.,10,.,.,.,.,.,.,3,.,.,.,.,.,19
EY32B,320,Percutaneous Diagnostic Electrophysiology Studies with CC Score 0-1,.,.,.,4,.,10,.,.,.,.,.,.,5,.,.,.,.,.,19
EY40B,320,Complex Percutaneous Transluminal Coronary Angioplasty with CC Score 8-11,.,.,.,1,.,2,.,.,.,.,.,.,.,.,.,.,.,.,3
EY40C,320,Complex Percutaneous Transluminal Coronary Angioplasty with CC Score 4-7,4,.,.,7,.,10,.,.,.,.,.,.,2,.,.,.,.,.,23
EY40D,320,Complex Percutaneous Transluminal Coronary Angioplasty with CC Score 0-3,15,.,.,39,.,49,.,.,.,.,.,.,15,.,.,.,.,.,118
EY41B,320,Standard Percutaneous Transluminal Coronary Angioplasty with CC Score 8-11,.,.,.,1,.,2,.,.,.,.,.,.,.,.,.,.,.,.,3
EY41C,320,Standard Percutaneous Transluminal Coronary Angioplasty with CC Score 4-7,6,.,.,28,.,40,.,.,.,.,.,.,3,.,.,.,.,.,77
EY41D,320,Standard Percutaneous Transluminal Coronary Angioplasty with CC Score 0-3,75,.,.,181,.,219,.,.,.,.,.,.,70,.,.,.,.,.,545
EY42B,300,Complex Cardiac Catheterisation with CC Score 4-6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,2
EY42B,320,Complex Cardiac Catheterisation with CC Score 4-6,9,.,.,10,.,6,.,.,.,.,.,.,7,.,.,.,.,.,32
EY42C,300,Complex Cardiac Catheterisation with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
EY42C,320,Complex Cardiac Catheterisation with CC Score 2-3,32,.,.,30,.,15,.,.,.,.,.,.,27,.,.,.,.,.,104
EY42D,300,Complex Cardiac Catheterisation with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
EY42D,320,Complex Cardiac Catheterisation with CC Score 0-1,26,.,.,34,.,24,.,.,.,.,.,.,42,.,.,.,.,.,126
EY43B,320,Standard Cardiac Catheterisation with CC Score 10-12,.,.,.,3,.,1,.,.,.,.,.,.,1,.,.,.,.,.,5
EY43C,300,Standard Cardiac Catheterisation with CC Score 7-9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,.,4
EY43C,320,Standard Cardiac Catheterisation with CC Score 7-9,4,.,.,8,.,4,.,.,.,.,.,.,5,.,.,.,.,.,21
EY43D,300,Standard Cardiac Catheterisation with CC Score 4-6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,80,.,80
EY43D,320,Standard Cardiac Catheterisation with CC Score 4-6,43,.,.,56,.,43,.,.,.,.,.,.,64,.,.,.,.,.,206
EY43E,100,Standard Cardiac Catheterisation with CC Score 2-3,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
EY43E,300,Standard Cardiac Catheterisation with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,275,.,275
EY43E,320,Standard Cardiac Catheterisation with CC Score 2-3,126,.,.,106,.,231,.,.,.,.,.,.,294,.,.,.,.,.,757
EY43F,100,Standard Cardiac Catheterisation with CC Score 0-1,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
EY43F,300,Standard Cardiac Catheterisation with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,385,.,385
EY43F,320,Standard Cardiac Catheterisation with CC Score 0-1,240,.,.,119,.,449,.,.,.,.,.,.,549,.,.,.,.,.,"1,357"
EY50Z,300,Complex Echocardiogram,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,1,69,.,73
EY50Z,320,Complex Echocardiogram,21,.,.,32,.,4,.,.,.,.,23,.,68,.,.,2,.,.,150
EY51Z,300,Electrocardiogram Monitoring or Stress Testing,.,.,.,.,.,.,2,.,.,4,.,.,.,.,.,.,.,.,6
EY51Z,320,Electrocardiogram Monitoring or Stress Testing,3,.,.,37,.,2,1,.,.,.,.,.,14,.,.,5,.,.,62
FZ12P,100,"Major General Abdominal Procedures, 19 years and over, with CC Score 1-2",.,1,.,.,4,.,1,.,.,.,.,.,.,.,4,1,2,.,13
FZ12P,502,"Major General Abdominal Procedures, 19 years and over, with CC Score 1-2",.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
FZ12Q,100,"Major General Abdominal Procedures, 19 years and over, with CC Score 0",2,6,.,2,4,1,1,.,.,1,3,1,.,1,5,3,2,.,32
FZ12Q,101,"Major General Abdominal Procedures, 19 years and over, with CC Score 0",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ12Q,300,"Major General Abdominal Procedures, 19 years and over, with CC Score 0",.,.,.,1,.,.,.,.,.,1,.,.,.,.,1,.,.,.,3
FZ12Q,502,"Major General Abdominal Procedures, 19 years and over, with CC Score 0",1,1,.,.,.,1,.,.,.,.,.,.,.,.,2,.,.,.,5
FZ12S,100,"Major General Abdominal Procedures, between 2 and 18 years, with CC Score 0",.,.,.,.,.,.,1,1,.,.,.,.,.,.,1,.,.,.,3
FZ13C,100,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 19 years and over",.,1,.,24,4,8,.,1,.,.,2,.,.,.,1,1,1,.,43
FZ13C,101,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 19 years and over",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ13C,300,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 19 years and over",.,.,.,3,.,5,35,.,.,.,.,.,49,.,1,.,90,.,183
FZ13C,301,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 19 years and over",.,.,.,.,.,7,.,.,.,.,.,.,.,.,.,.,.,.,7
FZ13C,303,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 19 years and over",.,.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4
FZ13C,361,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 19 years and over",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ13C,370,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 19 years and over",.,1,.,188,.,1,.,.,.,.,.,.,.,.,.,.,.,.,190
FZ13C,502,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 19 years and over",12,22,.,17,4,22,6,.,.,.,22,.,.,.,22,.,1,.,128
FZ13C,800,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 19 years and over",.,.,.,27,.,.,.,.,.,.,.,.,.,.,.,.,23,.,50
FZ13C,810,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 19 years and over",.,.,.,1,.,.,.,.,.,.,.,.,1,.,.,.,.,.,2
FZ13D,502,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 18 years and under",1,1,.,.,.,2,.,.,.,.,1,.,.,.,.,.,.,.,5
FZ17D,100,"Abdominal Hernia Procedures, 18 years and under",2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
FZ17D,171,"Abdominal Hernia Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,6,.,.,.,6,.,12
FZ17F,100,"Abdominal Hernia Procedures, 19 years and over, with CC Score 1-3",1,.,.,.,2,.,.,1,.,1,2,.,.,.,.,.,2,.,9
FZ17F,101,"Abdominal Hernia Procedures, 19 years and over, with CC Score 1-3",.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,1
FZ17G,100,"Abdominal Hernia Procedures, 19 years and over, with CC Score 0",3,2,.,1,1,4,2,.,.,14,3,3,.,7,.,2,10,.,52
FZ17G,101,"Abdominal Hernia Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,4,.,.,.,.,.,.,.,.,4
FZ18E,100,"Inguinal, Umbilical or Femoral Hernia Procedures, between 2 and 18 years",4,1,.,.,1,4,.,.,.,1,.,.,.,2,1,.,3,.,17
FZ18E,171,"Inguinal, Umbilical or Femoral Hernia Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,13,.,.,.,9,.,22
FZ18F,171,"Inguinal, Umbilical or Femoral Hernia Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,3
FZ18H,100,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 3-5",.,.,.,.,.,.,1,.,.,1,4,.,.,1,.,.,2,.,9
FZ18J,100,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 1-2",5,6,.,5,5,1,.,4,.,21,16,2,.,12,1,1,16,.,95
FZ18J,101,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 1-2",.,.,.,.,.,.,.,.,.,4,.,.,.,.,.,.,.,.,4
FZ18K,100,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 0",111,97,.,7,62,68,39,22,.,195,63,30,.,115,27,45,118,.,999
FZ18K,101,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,37,.,.,.,.,.,.,.,.,37
FZ19A,100,"Herniotomy Procedures, 2 years and over",9,.,.,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,12
FZ19A,171,"Herniotomy Procedures, 2 years and over",.,.,.,.,.,.,.,.,.,.,.,.,35,.,.,.,69,.,104
FZ19B,171,"Herniotomy Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,24,.,.,.,6,.,30
FZ20J,100,"Appendicectomy Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
FZ21B,100,"Major Anal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,1
FZ21B,171,"Major Anal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,2
FZ21C,100,"Major Anal Procedures, 19 years and over, with CC Score 1+",3,3,.,2,5,1,.,.,.,.,3,.,.,4,.,.,2,.,23
FZ21D,100,"Major Anal Procedures, 19 years and over, with CC Score 0",14,16,.,7,13,21,7,11,.,1,22,1,.,16,2,3,9,.,143
FZ21D,160,"Major Anal Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
FZ22B,100,"Intermediate Anal Procedures, 18 years and under",2,3,.,1,2,1,.,2,.,2,1,1,.,4,1,1,2,.,23
FZ22B,171,"Intermediate Anal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,15,.,.,.,3,.,18
FZ22B,420,"Intermediate Anal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
FZ22C,100,"Intermediate Anal Procedures, 19 years and over, with CC Score 3+",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,2
FZ22D,100,"Intermediate Anal Procedures, 19 years and over, with CC Score 1-2",3,2,.,3,5,1,2,3,.,7,6,.,.,5,.,1,15,.,53
FZ22E,100,"Intermediate Anal Procedures, 19 years and over, with CC Score 0",27,68,.,15,35,57,35,36,.,68,34,4,.,51,4,9,56,.,499
FZ22E,301,"Intermediate Anal Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
FZ22E,502,"Intermediate Anal Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,1
FZ23A,100,"Minor Anal Procedures, 19 years and over",59,91,.,6,139,63,42,9,.,48,13,6,4,54,62,146,54,22,818
FZ23A,300,"Minor Anal Procedures, 19 years and over",19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,22
FZ23A,301,"Minor Anal Procedures, 19 years and over",.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,2,3
FZ23A,502,"Minor Anal Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,1
FZ23B,100,"Minor Anal Procedures, 18 years and under",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,2
FZ24E,171,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,7,.,.,.,.,.,7
FZ24F,171,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
FZ24G,100,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 3+",.,3,.,1,.,1,.,.,.,1,.,.,1,1,.,.,.,3,11
FZ24G,172,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
FZ24G,300,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 3+",.,.,.,1,2,.,.,.,.,.,.,.,.,.,1,.,1,.,5
FZ24G,301,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 3+",.,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9,17
FZ24H,100,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 1-2",.,13,.,5,3,3,.,5,.,.,.,.,.,.,.,.,.,4,33
FZ24H,120,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 1-2",.,.,.,.,.,.,4,.,.,.,.,.,8,.,.,.,.,.,12
FZ24H,172,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,41,.,.,.,.,.,41
FZ24H,300,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 1-2",9,.,.,9,2,1,.,3,.,.,5,.,4,.,.,.,5,.,38
FZ24H,301,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 1-2",.,33,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,24,57
FZ24J,100,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 0",2,17,.,9,5,8,1,2,.,2,6,1,5,.,.,.,.,13,71
FZ24J,120,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 0",.,1,.,.,.,8,2,.,.,.,.,.,25,.,.,.,.,.,36
FZ24J,172,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,43,.,.,.,.,.,43
FZ24J,300,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 0",29,.,.,76,9,.,.,8,.,.,18,.,23,.,6,.,13,.,182
FZ24J,301,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 0",.,37,.,.,.,1,2,.,.,.,.,.,.,.,.,.,.,47,87
FZ27D,100,"Intermediate Therapeutic General Abdominal Procedures, 18 years and under",.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,2
FZ27D,160,"Intermediate Therapeutic General Abdominal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,3
FZ27D,171,"Intermediate Therapeutic General Abdominal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,6,.,7
FZ27D,420,"Intermediate Therapeutic General Abdominal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
FZ27F,100,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,2,.,.,1,.,.,.,.,3
FZ27F,191,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
FZ27F,502,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,1
FZ27G,100,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 0",.,3,.,.,4,.,3,.,.,1,2,.,1,1,.,2,5,.,22
FZ27G,101,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ27G,160,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,2
FZ27G,502,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 0",.,1,.,2,1,1,.,.,.,.,3,.,.,.,2,.,.,.,10
FZ36N,301,"Gastrointestinal Infections without Interventions, with CC Score 5-7",.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
FZ36N,361,"Gastrointestinal Infections without Interventions, with CC Score 5-7",.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
FZ36P,300,"Gastrointestinal Infections without Interventions, with CC Score 2-4",.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
FZ36P,361,"Gastrointestinal Infections without Interventions, with CC Score 2-4",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ36P,370,"Gastrointestinal Infections without Interventions, with CC Score 2-4",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ36Q,100,"Gastrointestinal Infections without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,2
FZ36Q,300,"Gastrointestinal Infections without Interventions, with CC Score 0-1",3,.,.,.,.,.,3,.,.,.,.,.,4,.,.,.,5,.,15
FZ36Q,301,"Gastrointestinal Infections without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
FZ36Q,303,"Gastrointestinal Infections without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
FZ36Q,400,"Gastrointestinal Infections without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
FZ37P,301,"Inflammatory Bowel Disease without Interventions, with CC Score 5+",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ37P,361,"Inflammatory Bowel Disease without Interventions, with CC Score 5+",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ37P,370,"Inflammatory Bowel Disease without Interventions, with CC Score 5+",.,2,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
FZ37Q,300,"Inflammatory Bowel Disease without Interventions, with CC Score 3-4",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
FZ37Q,370,"Inflammatory Bowel Disease without Interventions, with CC Score 3-4",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ37R,300,"Inflammatory Bowel Disease without Interventions, with CC Score 1-2",2,.,.,.,.,4,1,.,.,8,1,.,15,.,1,.,3,.,35
FZ37R,301,"Inflammatory Bowel Disease without Interventions, with CC Score 1-2",.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,2
FZ37S,100,"Inflammatory Bowel Disease without Interventions, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,76,.,76
FZ37S,300,"Inflammatory Bowel Disease without Interventions, with CC Score 0",320,.,.,.,.,55,90,.,.,44,.,.,"1,248",.,113,11,382,.,"2,263"
FZ37S,301,"Inflammatory Bowel Disease without Interventions, with CC Score 0",.,2,.,.,.,22,.,.,.,.,.,.,.,.,.,.,.,1,25
FZ37S,303,"Inflammatory Bowel Disease without Interventions, with CC Score 0",.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
FZ37S,320,"Inflammatory Bowel Disease without Interventions, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
FZ37S,370,"Inflammatory Bowel Disease without Interventions, with CC Score 0",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ37S,400,"Inflammatory Bowel Disease without Interventions, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
