HRG,HRG Label,Altnagelvin,Antrim,Banbridge,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Whiteabbey,Northern Ireland Total
SA30E,Plasma Cell Disorders with CC Score 0-1,216,33,.,584,34,98,.,.,.,.,.,.,.,.,.,.,213,.,"1,178"
SA31B,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 10-14",.,.,.,.,.,7,.,.,.,.,.,.,.,.,.,.,.,.,7
SA31C,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 6-9",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
SA31D,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 4-5",.,1,.,1,.,1,.,.,.,.,.,.,.,.,.,.,1,.,4
SA31E,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 2-3",.,3,.,5,.,16,1,.,.,.,.,.,.,.,.,.,7,.,32
SA31F,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 0-1",27,26,.,75,.,69,.,.,.,.,.,.,1,.,.,.,20,.,218
SA32C,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 3-4",.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,9,.,11
SA32D,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 0-2",60,16,.,54,.,44,.,.,.,.,.,.,.,.,.,.,47,.,221
SA33Z,Diagnostic Bone Marrow Extraction,1,94,.,471,16,92,1,.,.,.,.,.,40,.,.,.,6,.,721
SA34Z,Peripheral Blood Stem Cell Harvest,.,.,.,65,.,.,.,.,.,.,.,.,.,.,.,.,.,.,65
SA35C,Agranulocytosis with CC Score 5-8,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
SA35D,Agranulocytosis with CC Score 2-4,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1,.,2
SA35E,Agranulocytosis with CC Score 0-1,9,2,.,.,.,1,1,.,.,.,.,.,.,.,.,.,5,.,18
UZ01Z,Data Invalid for Grouping,157,6,4,861,7,62,10,.,109,.,680,.,358,14,29,9,5,.,"2,311"
VA10D,"Multiple Trauma with Diagnosis Score >=51, with No Interventions",.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
VA11C,"Multiple Trauma with Diagnosis Score 33-50, with Intervention Score 1-8",.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,1
WA02Z,Disorders of Immunity without HIV or AIDS,74,6,.,2,.,.,.,.,.,.,.,.,18,.,.,.,.,.,100
WA03B,Septicaemia with CC Score 2-3,.,.,.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,2
WA03C,Septicaemia with CC Score 0-1,.,14,.,11,.,3,.,.,.,.,.,.,.,.,.,.,1,.,29
WA04Z,Acute Febrile Illness with length of stay 4 days or less,.,2,.,10,.,1,.,.,.,.,.,.,.,.,.,.,1,.,14
WA06A,Other Viral Illness with CC Score 2+,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
WA06C,Other Viral Illness with CC Score 0,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
WA08Z,Malaria,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
WA09C,Other Non-Viral Infections with CC Score 0,.,1,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,2
WA11C,"Poisoning, Toxic, Environmental or Unspecified Effects, with CC Score 0-1",.,.,.,1,.,1,1,.,.,.,.,.,.,.,.,.,12,.,15
WA12C,"Complications of Procedures, with CC Score 1",.,.,.,11,.,.,.,.,.,.,1,.,.,.,.,.,1,.,13
WA12D,"Complications of Procedures, with CC Score 0",1,1,.,14,1,.,.,.,1,.,.,.,.,.,.,.,1,.,19
WA14A,Procedure Not Carried Out for Medical or Patient Reasons,169,564,48,533,78,145,57,33,41,74,138,28,150,56,149,105,434,79,"2,881"
WA14B,Procedure Not Carried Out for Other or Unspecified Reasons,286,172,136,347,260,621,90,37,86,123,192,10,443,149,110,124,587,51,"3,824"
WA17C,Neoplasm Related Admission with CC Score 1,.,.,.,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,3
WA17D,Neoplasm Related Admission with CC Score 0,8,2,.,50,2,7,3,.,.,.,.,.,3,1,1,.,11,.,88
WA18E,"Admission for Unexplained Symptoms without Interventions, with CC Score 1-2",.,1,.,.,.,.,.,.,.,.,.,.,.,2,.,.,2,.,5
WA18F,"Admission for Unexplained Symptoms without Interventions, with CC Score 0",.,1,.,2,2,2,9,.,.,.,.,.,.,5,.,.,3,.,24
WA19Z,Abnormal Findings without Diagnosis,.,.,.,6,2,2,8,.,.,.,.,.,.,.,2,.,12,.,32
WA20Z,"Examination, Follow-Up or Special Screening",9,9,1,96,6,19,56,.,.,6,.,.,110,1,9,11,153,12,498
WA21Z,Other Procedures or Health Care Problems,1,.,.,8,1,1,1,.,1,1,.,.,.,.,.,1,2,.,17
WA22C,"Other Specified Admissions or Counselling, with CC Score 0-1",1,.,.,42,.,2,1,.,.,1,.,.,1,.,.,.,9,.,57
WA24B,Procedures on the Lymphatic System with CC Score 0,.,1,.,7,2,10,1,.,.,1,.,.,4,.,1,1,1,.,29
YQ05B,"Single Open Procedure on Aorta or Abdominal Blood Vessel, with CC Score 0-3",1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
YQ12D,Single Open Procedure on Blood Vessel of Lower Limb with CC Score 0-3,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
YQ14Z,"Open Treatment of Primary or Recurrent, Bilateral Varicose Veins",1,.,.,.,16,18,.,13,.,29,.,.,12,3,2,3,1,.,98
YQ15Z,Open Treatment of Recurrent Unilateral Varicose Veins,.,.,.,.,2,1,.,5,.,3,.,.,2,.,3,.,.,.,16
YQ16Z,Open Treatment of Primary Unilateral Varicose Veins,2,29,.,.,56,90,3,27,.,33,.,.,26,18,10,26,24,.,344
YQ22B,Amputation of Single Limb with CC Score 0-9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,.,3
YQ26C,"Single Amputation Stump or Partial Foot Amputation Procedure, for Diabetes or Arterial Disease, with CC Score 0-4",.,.,.,.,.,.,.,.,1,.,.,.,1,.,.,.,1,.,3
YQ31B,Single Open Procedure on Carotid Artery with CC Score 0-4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
YQ40Z,Sympathectomy,.,.,1,.,.,.,.,.,.,.,.,1,.,2,.,.,.,.,4
YQ41Z,Open Operations on Other or Unspecified Blood Vessels,.,3,.,1,1,.,.,.,.,.,.,.,1,.,1,.,1,.,8
YQ42Z,"Open Arteriovenous Fistula, Graft or Shunt Procedures",12,.,.,116,.,36,2,.,.,.,.,.,.,.,2,29,.,.,197
YQ50C,Peripheral Vascular Disorders with CC Score 8-10,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
YQ50D,Peripheral Vascular Disorders with CC Score 5-7,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
YQ50E,Peripheral Vascular Disorders with CC Score 2-4,1,1,.,13,.,12,2,.,.,.,.,.,5,.,.,.,4,.,38
YQ50F,Peripheral Vascular Disorders with CC Score 0-1,85,.,1,15,.,74,24,.,.,.,.,.,32,.,.,.,74,.,305
YQ51E,Deep Vein Thrombosis with CC Score 0-2,.,.,.,1,.,.,2,.,.,.,.,.,1,.,.,.,1,.,5
YR10C,Percutaneous Transluminal Angioplasty of Multiple Blood Vessels with CC Score 0-2,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
YR11B,Percutaneous Transluminal Angioplasty of Single Blood Vessel with CC Score 6-8,.,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
YR11C,Percutaneous Transluminal Angioplasty of Single Blood Vessel with CC Score 3-5,.,.,.,28,.,1,.,.,.,.,.,.,1,.,.,.,.,.,30
YR11D,Percutaneous Transluminal Angioplasty of Single Blood Vessel with CC Score 0-2,.,.,.,34,.,1,.,.,.,.,.,.,29,.,.,.,1,.,65
YR12Z,Percutaneous Transluminal Angioplasty with Insertion of Stent Graft into Peripheral Blood Vessel,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
YR13Z,"Percutaneous Transluminal Angioplasty with Insertion of Drug-Eluting, Coated or Embolic Protection Stent, into Peripheral Blood Vessel",.,.,.,10,.,.,.,.,.,.,.,.,5,.,.,.,.,.,15
YR14A,"Percutaneous Transluminal Angioplasty with Insertion of Multiple Metal Stents into Peripheral Blood Vessels, with CC Score 3+",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
YR14B,"Percutaneous Transluminal Angioplasty with Insertion of Multiple Metal Stents into Peripheral Blood Vessels, with CC Score 0-2",.,.,.,2,.,.,.,.,.,.,.,.,2,.,.,.,.,.,4
YR15A,"Percutaneous Transluminal Angioplasty with Insertion of Single Metal Stent into Peripheral Blood Vessel, with CC Score 6+",.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
YR15B,"Percutaneous Transluminal Angioplasty with Insertion of Single Metal Stent into Peripheral Blood Vessel, with CC Score 3-5",.,.,.,20,.,.,.,.,.,.,.,.,2,.,.,.,.,.,22
YR15C,"Percutaneous Transluminal Angioplasty with Insertion of Single Metal Stent into Peripheral Blood Vessel, with CC Score 0-2",.,.,.,45,.,1,.,.,.,.,.,.,40,.,.,.,.,.,86
YR20Z,Percutaneous Transluminal Embolisation of Aneurysm of Blood Vessel,1,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,2
YR21B,Percutaneous Transluminal Embolisation of Blood Vessel with CC Score 0-2,.,.,.,3,.,.,.,.,.,.,.,.,6,.,.,.,.,.,9
YR22C,Inferior Vena Cava Filter Procedures with CC Score 0-2,.,.,.,3,.,.,.,.,.,.,.,.,2,.,.,.,.,.,5
YR23B,"Percutaneous Transluminal, Embolectomy or Thrombolysis, of Blood Vessel, with CC Score 0-4",.,.,.,1,.,.,.,.,.,.,.,.,1,.,.,.,.,.,2
YR24A,Percutaneous Transluminal Other Procedures on Blood Vessel with CC Score 2+,.,.,.,.,.,5,.,.,.,1,.,.,.,.,.,.,.,.,6
YR24B,Percutaneous Transluminal Other Procedures on Blood Vessel with CC Score 0-1,.,.,.,1,.,8,.,.,.,.,.,.,.,.,.,.,.,.,9
YR25Z,Arteriography,3,.,.,24,.,9,.,.,.,.,.,.,16,.,.,.,1,.,53
YR26Z,Venography,.,.,.,11,.,.,.,.,.,.,.,.,1,.,.,.,.,.,12
YR30Z,"Percutaneous Transluminal, Laser or Radiofrequency Ablation, of Bilateral Varicose Veins",5,.,.,.,.,16,.,.,.,.,.,.,24,.,.,18,.,.,63
YR31Z,"Percutaneous Transluminal, Laser or Radiofrequency Ablation, of Unilateral Varicose Veins",23,.,.,.,.,63,.,3,.,.,.,.,378,.,4,44,.,.,515
YR32Z,Sclerotherapy of Bilateral Varicose Veins,1,.,.,.,.,8,.,.,.,.,.,.,1,.,.,.,.,.,10
YR33Z,Sclerotherapy of Unilateral Varicose Veins,15,.,.,.,.,62,.,.,.,.,.,.,5,.,.,12,.,.,94
YR40A,"Insertion of Non-Tunnelled Central Venous Catheter, 19 years and over",1,.,.,19,2,7,7,.,.,1,.,.,.,.,.,.,3,.,40
YR40B,"Insertion of Non-Tunnelled Central Venous Catheter, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,5
YR41A,"Insertion of Tunnelled Central Venous Catheter, 19 years and over",.,.,.,41,.,5,3,.,.,.,.,.,.,.,.,.,2,.,51
YR42A,"Peripheral Insertion of Central Venous Catheter, 19 years and over",.,67,.,286,1,149,.,.,.,2,.,.,.,.,.,.,107,.,612
YR42B,"Peripheral Insertion of Central Venous Catheter, 18 years and under",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
YR43A,"Attention to Central Venous Catheter, 19 years and over",3,.,.,16,.,.,3,.,.,.,.,.,.,.,.,.,161,.,183
YR43B,"Attention to Central Venous Catheter, 18 years and under",.,.,.,.,.,.,2,.,.,.,.,.,68,.,.,.,4,.,74
YR44A,"Removal of Central Venous Catheter, 19 years and over",5,6,.,39,.,9,2,1,.,.,.,.,1,.,.,6,26,.,95
YR44B,"Removal of Central Venous Catheter, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,34,.,.,.,1,.,35
YR45Z,Insertion of Subcutaneous Port,.,.,.,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,3
YR46Z,Attention to Subcutaneous Port,.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,2
YR47Z,Removal of Subcutaneous Port,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
YR48Z,"Attention to Arteriovenous Fistula, Graft or Shunt",.,.,.,59,.,7,.,.,.,.,.,.,.,.,.,.,.,.,66
YZ01Z,Urological Imaging Interventions,.,1,.,27,.,5,11,.,.,.,.,.,.,.,.,.,.,.,44
YZ02Z,Hepatobiliary Imaging Interventions,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,.,3
YZ05Z,Lymphatic Imaging Interventions,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
YZ06Z,Neurological Imaging Interventions,.,.,.,.,.,.,.,.,.,.,.,.,116,.,.,.,.,.,116
YZ07Z,Obstetric or Gynaecological Imaging Interventions,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
YZ08Z,Uterine Fibroid Embolisation,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
Total,,"19,261","10,177","1,350","22,637","8,274","16,033","6,123","3,819","4,367","8,600","8,666","1,261","29,064","8,240","4,409","4,837","21,035","4,088","182,241"
