QuarterCode,QuarterName,FinancialYear,AreaCode,AreaName,WasteManagementGroup,DataStatus,"Local authority collected municipal waste arisings (tonnes), KPI(j)",Local authority collected municipal waste preparing for reuse (tonnes),Local authority collected municipal waste dry recycling (tonnes),Local authority collected municipal waste composting (tonnes),Local authority collected municipal waste dry recycling and composting (tonnes),"Local authority collected municipal waste preparing for reuse, dry recycling and composting (tonnes)","Local authority collected municipal waste dry recycling and composting rate (%), KPI(e)","Local authority collected municipal waste preparing for reuse, dry recycling and composting rate (%), KPI(e2)",Local authority collected municipal waste energy recovery for mixed residual (tonnes),Local authority collected municipal waste energy recovery for specific streams e.g. wood (tonnes),Local authority collected municipal waste energy recovery rate (%),Local authority collected municipal waste landfilled (tonnes),"Local authority collected municipal waste landfill rate (%), KPI(f)","Biodegradable local authority collected municipal waste to landfill (tonnes), KPI(g)",NILAS financial year allocation before transfers (tonnes),NILAS financial year allocation after transfers (tonnes),Household waste arisings (tonnes),Household waste preparing for reuse (tonnes),Household waste dry recycling (tonnes),Household waste composting (tonnes),Household waste dry recycling and composting (tonnes),"Household waste preparing for reuse, dry recycling and composting (tonnes)","Household waste dry recycling and composting rate (%), KPI(a)","Household waste preparing for reuse, dry recycling and composting rate (%), KPI(a2)",Household waste landfilled (tonnes),"Household waste landfill rate (%), KPI(b)",Number of households,"Household waste arisings per household (kilogrammes per household), KPI(h)",Population,"Household waste arisings per capita (kilogrammes per capita), KPI(p)",Waste from households recycling (including preparing for reuse and composting) (tonnes),Waste from households arisings (tonnes),Waste from households recycling rate (including preparing for reuse and composting) (%)
Q4,January to March,2008/09,95VV,Newry and Mourne,SWaMP2008,Finalised,"12,212",-,"2,424",628,"3,052",-,25.0,-,0,0,0.0,"9,160",75.0,-,-,-,"10,326",-,"2,424",628,"3,052",-,29.6,-,"7,274",70.4,"33,692",306,"96,869",107,-,-,-
Q4,January to March,2008/09,95WW,Newtownabbey,arc21 (pre April 2015),Finalised,"10,690",-,"2,126",694,"2,820",-,26.4,-,0,0,0.0,"7,871",73.6,-,-,-,"9,626",-,"2,085",681,"2,767",-,28.7,-,"6,859",71.3,"33,531",287,"83,406",115,-,-,-
Q4,January to March,2008/09,95XX,North Down,arc21 (pre April 2015),Finalised,"10,676",-,"2,251",823,"3,074",-,28.8,-,0,0,0.0,"7,202",67.5,-,-,-,"8,762",-,"2,251",823,"3,074",-,35.1,-,"5,688",64.9,"32,353",271,"78,166",112,-,-,-
Q4,January to March,2008/09,95YY,Omagh,SWaMP2008,Finalised,"8,719",-,"4,011",431,"4,442",-,50.9,-,0,0,0.0,"4,317",49.5,-,-,-,"5,647",-,"1,556",431,"1,988",-,35.2,-,"3,693",65.4,"18,639",303,"50,523",112,-,-,-
Q4,January to March,2008/09,95ZZ,Strabane,NWRWMG (pre April 2015),Finalised,"4,998",-,940,121,"1,061",-,21.2,-,0,0,0.0,"3,858",77.2,-,-,-,"4,455",-,940,121,"1,061",-,23.8,-,"3,315",74.4,"15,016",297,"39,450",113,-,-,-
Q4,January to March,2008/09,NI,Northern Ireland,-,Finalised,"233,186",-,"51,752","15,579","67,331",-,28.9,-,0,0,0.0,"165,684",71.1,-,-,-,"199,656",-,"45,642","15,475","61,117",-,30.6,-,"138,998",69.6,"695,654",287,"1,779,152",112,-,-,-
Q1,April to June,2009/10,95AA,Antrim,arc21 (pre April 2015),Finalised,"10,303",-,"3,174","2,307","5,481",-,53.2,-,0,0,0.0,"4,822",46.8,-,-,-,"8,350",-,"1,782","2,307","4,089",-,49.0,-,"4,261",51.0,-,-,"53,218",157,-,-,-
Q1,April to June,2009/10,95BB,Ards,arc21 (pre April 2015),Finalised,"12,648",-,"2,143","2,851","4,994",-,39.5,-,0,0,0.0,"7,654",60.5,-,-,-,"11,424",-,"2,062","2,851","4,913",-,43.0,-,"6,510",57.0,-,-,"77,698",147,-,-,-
Q1,April to June,2009/10,95CC,Armagh,SWaMP2008,Finalised,"7,957",-,"2,026","1,364","3,390",-,42.6,-,0,0,0.0,"4,567",57.4,-,-,-,"6,943",-,"1,582","1,350","2,932",-,42.2,-,"4,012",57.8,-,-,"58,638",118,-,-,-
Q1,April to June,2009/10,95DD,Ballymena,arc21 (pre April 2015),Finalised,"9,764",-,"1,735","2,058","3,793",-,38.8,-,0,0,0.0,"5,971",61.1,-,-,-,"9,120",-,"1,401","2,058","3,459",-,37.9,-,"5,660",62.1,-,-,"63,377",144,-,-,-
Q1,April to June,2009/10,95EE,Ballymoney,NWRWMG (pre April 2015),Finalised,"3,992",-,790,738,"1,528",-,38.3,-,0,0,0.0,"2,464",61.7,-,-,-,"3,714",-,775,738,"1,513",-,40.7,-,"2,201",59.3,-,-,"30,806",121,-,-,-
Q1,April to June,2009/10,95FF,Banbridge,SWaMP2008,Finalised,"8,113",-,"1,653","2,763","4,416",-,54.4,-,0,0,0.0,"3,697",45.6,-,-,-,"7,402",-,"1,171","2,739","3,910",-,52.8,-,"3,492",47.2,-,-,"47,459",156,-,-,-
Q1,April to June,2009/10,95GG,Belfast (pre April 2015),arc21 (pre April 2015),Finalised,"42,024",-,"6,178","4,144","10,322",-,24.6,-,0,0,0.0,"31,702",75.4,-,-,-,"35,181",-,"6,044","4,144","10,188",-,29.0,-,"24,991",71.0,-,-,"278,997",126,-,-,-
Q1,April to June,2009/10,95HH,Carrickfergus,arc21 (pre April 2015),Finalised,"6,093",-,953,"1,024","1,977",-,32.4,-,0,0,0.0,"4,116",67.6,-,-,-,"5,426",-,953,"1,024","1,977",-,36.4,-,"3,449",63.6,-,-,"39,271",138,-,-,-
Q1,April to June,2009/10,95II,Castlereagh,arc21 (pre April 2015),Finalised,"8,679",-,"1,711","1,995","3,706",-,42.7,-,0,0,0.0,"4,973",57.3,-,-,-,"8,241",-,"1,512","1,995","3,507",-,42.6,-,"4,734",57.4,-,-,"66,842",123,-,-,-
Q1,April to June,2009/10,95JJ,Coleraine,NWRWMG (pre April 2015),Finalised,"10,589",-,"2,319","1,408","3,727",-,35.2,-,0,0,0.0,"6,467",61.1,-,-,-,"9,040",-,"2,200","1,408","3,609",-,39.9,-,"5,431",60.1,-,-,"58,599",154,-,-,-
Q1,April to June,2009/10,95KK,Cookstown,SWaMP2008,Finalised,"5,401",-,"1,196","1,081","2,278",-,42.2,-,0,0,0.0,"3,123",57.8,-,-,-,"4,652",-,861,"1,081","1,942",-,41.8,-,"2,710",58.2,-,-,"36,247",128,-,-,-
Q1,April to June,2009/10,95LL,Craigavon,SWaMP2008,Finalised,"13,571",-,"2,459","2,422","4,880",-,36.0,-,0,0,0.0,"8,691",64.0,-,-,-,"11,911",-,"2,446","2,422","4,867",-,40.9,-,"7,044",59.1,-,-,"91,104",131,-,-,-
Q1,April to June,2009/10,95MM,Derry,NWRWMG (pre April 2015),Finalised,"15,642",-,"4,365",543,"4,908",-,31.4,-,0,0,0.0,"10,734",68.6,-,-,-,"12,810",-,"3,915",543,"4,458",-,34.8,-,"8,352",65.2,-,-,"108,377",118,-,-,-
Q1,April to June,2009/10,95NN,Down,arc21 (pre April 2015),Finalised,"9,699",-,"1,654","1,411","3,065",-,31.6,-,0,0,0.0,"6,634",68.4,-,-,-,"8,370",-,"1,654","1,397","3,052",-,36.5,-,"5,319",63.5,-,-,"69,273",121,-,-,-
Q1,April to June,2009/10,95OO,Dungannon,SWaMP2008,Finalised,"8,483",-,"1,801","1,150","2,952",-,34.8,-,0,0,0.0,"5,532",65.2,-,-,-,"7,973",-,"1,801","1,150","2,952",-,37.0,-,"5,021",63.0,-,-,"56,320",142,-,-,-
Q1,April to June,2009/10,95PP,Fermanagh,SWaMP2008,Finalised,"9,450",-,"2,273",631,"2,903",-,30.7,-,0,0,0.0,"6,514",68.9,-,-,-,"7,346",-,"1,556",631,"2,187",-,29.8,-,"5,126",69.8,-,-,"61,283",120,-,-,-
Q1,April to June,2009/10,95QQ,Larne,arc21 (pre April 2015),Finalised,"5,787",-,"1,055","1,067","2,122",-,36.7,-,0,0,0.0,"3,665",63.3,-,-,-,"4,725",-,971,"1,067","2,038",-,43.1,-,"2,687",56.9,-,-,"32,126",147,-,-,-
Q1,April to June,2009/10,95RR,Limavady,NWRWMG (pre April 2015),Finalised,"4,911",-,"1,295",667,"1,961",-,39.9,-,0,0,0.0,"2,900",59.1,-,-,-,"4,875",-,"1,259",667,"1,926",-,39.5,-,"2,899",59.5,-,-,"33,256",147,-,-,-
Q1,April to June,2009/10,95SS,Lisburn,arc21 (pre April 2015),Finalised,"16,961",-,"3,304","3,233","6,537",-,38.5,-,0,0,0.0,"10,424",61.5,-,-,-,"15,110",-,"2,623","3,233","5,855",-,38.8,-,"9,255",61.2,-,-,"117,979",128,-,-,-
Q1,April to June,2009/10,95TT,Magherafelt,NWRWMG (pre April 2015),Finalised,"6,725",-,"1,720","1,717","3,437",-,51.1,-,0,0,0.0,"3,288",48.9,-,-,-,"5,855",-,"1,386","1,717","3,103",-,53.0,-,"2,752",47.0,-,-,"44,107",133,-,-,-
Q1,April to June,2009/10,95UU,Moyle,NWRWMG (pre April 2015),Finalised,"2,677",-,664,203,867,-,32.4,-,0,0,0.0,"1,810",67.6,-,-,-,"2,376",-,616,203,819,-,34.5,-,"1,557",65.5,-,-,"16,955",140,-,-,-
Q1,April to June,2009/10,95VV,Newry and Mourne,SWaMP2008,Finalised,"14,057",-,"2,737","1,771","4,508",-,32.1,-,0,0,0.0,"9,549",67.9,-,-,-,"12,148",-,"2,737","1,771","4,508",-,37.1,-,"7,640",62.9,-,-,"98,115",124,-,-,-
Q1,April to June,2009/10,95WW,Newtownabbey,arc21 (pre April 2015),Finalised,"12,657",-,"2,042","2,376","4,418",-,34.9,-,0,0,0.0,"8,239",65.1,-,-,-,"11,413",-,"2,014","2,332","4,346",-,38.1,-,"7,068",61.9,-,-,"84,204",136,-,-,-
Q1,April to June,2009/10,95XX,North Down,arc21 (pre April 2015),Finalised,"13,440",-,"2,257","2,783","5,040",-,37.5,-,0,0,0.0,"7,511",55.9,-,-,-,"10,939",-,"2,257","2,783","5,040",-,46.1,-,"5,898",53.9,-,-,"78,691",139,-,-,-
Q1,April to June,2009/10,95YY,Omagh,SWaMP2008,Finalised,"6,941",-,"1,650","1,185","2,835",-,40.8,-,0,0,0.0,"3,990",57.5,-,-,-,"6,232",-,"1,528","1,184","2,713",-,43.5,-,"3,420",54.9,-,-,"50,715",123,-,-,-
Q1,April to June,2009/10,95ZZ,Strabane,NWRWMG (pre April 2015),Finalised,"5,258",-,937,334,"1,271",-,24.2,-,0,0,0.0,"3,910",74.4,-,-,-,"4,759",-,937,334,"1,271",-,26.7,-,"3,411",71.7,-,-,"39,676",120,-,-,-
Q1,April to June,2009/10,NI,Northern Ireland,-,Finalised,"271,823",-,"54,093","43,225","97,318",-,35.8,-,0,0,0.0,"172,947",63.6,-,-,-,"236,334",-,"48,046","43,129","91,175",-,38.6,-,"144,899",61.3,-,-,"1,793,333",132,-,-,-
Q2,July to September,2009/10,95AA,Antrim,arc21 (pre April 2015),Finalised,"10,107",-,"2,975","2,468","5,443",-,53.9,-,19,0,0.2,"4,601",45.5,-,-,-,"8,312",-,"1,744","2,468","4,212",-,50.7,-,"4,046",48.7,-,-,"53,218",156,-,-,-
Q2,July to September,2009/10,95BB,Ards,arc21 (pre April 2015),Finalised,"12,459",-,"2,259","2,970","5,229",-,42.0,-,0,0,0.0,"7,230",58.0,-,-,-,"11,399",-,"2,183","2,970","5,153",-,45.2,-,"6,246",54.8,-,-,"77,698",147,-,-,-
Q2,July to September,2009/10,95CC,Armagh,SWaMP2008,Finalised,"8,028",-,"2,053","1,405","3,458",-,43.1,-,0,0,0.0,"4,570",56.9,-,-,-,"7,031",-,"1,583","1,401","2,984",-,42.4,-,"4,045",57.5,-,-,"58,638",120,-,-,-
Q2,July to September,2009/10,95DD,Ballymena,arc21 (pre April 2015),Finalised,"9,314",-,"1,608","2,106","3,714",-,39.9,-,0,0,0.0,"5,599",60.1,-,-,-,"8,608",-,"1,326","2,106","3,432",-,39.9,-,"5,175",60.1,-,-,"63,377",136,-,-,-
Q2,July to September,2009/10,95EE,Ballymoney,NWRWMG (pre April 2015),Finalised,"4,157",-,772,809,"1,581",-,38.0,-,0,0,0.0,"2,576",62.0,-,-,-,"3,743",-,694,809,"1,503",-,40.2,-,"2,240",59.8,-,-,"30,806",121,-,-,-
Q2,July to September,2009/10,95FF,Banbridge,SWaMP2008,Finalised,"8,150",-,"1,725","2,851","4,576",-,56.1,-,0,0,0.0,"3,574",43.9,-,-,-,"7,337",-,"1,133","2,834","3,967",-,54.1,-,"3,370",45.9,-,-,"47,459",155,-,-,-
Q2,July to September,2009/10,95GG,Belfast (pre April 2015),arc21 (pre April 2015),Finalised,"40,266",-,"6,041","3,827","9,868",-,24.5,-,0,0,0.0,"30,398",75.5,-,-,-,"33,009",-,"5,887","3,827","9,714",-,29.4,-,"23,296",70.6,-,-,"278,997",118,-,-,-
Q2,July to September,2009/10,95HH,Carrickfergus,arc21 (pre April 2015),Finalised,"6,142",-,"1,061","1,130","2,191",-,35.7,-,0,0,0.0,"3,951",64.3,-,-,-,"5,439",-,991,"1,130","2,121",-,39.0,-,"3,318",61.0,-,-,"39,271",139,-,-,-
Q2,July to September,2009/10,95II,Castlereagh,arc21 (pre April 2015),Finalised,"8,448",-,"1,708","1,891","3,599",-,42.6,-,0,0,0.0,"4,849",57.4,-,-,-,"8,082",-,"1,497","1,891","3,388",-,41.9,-,"4,693",58.1,-,-,"66,842",121,-,-,-
Q2,July to September,2009/10,95JJ,Coleraine,NWRWMG (pre April 2015),Finalised,"13,213",-,"2,024","1,430","3,454",-,26.1,-,0,0,0.0,"9,646",73.0,-,-,-,"9,181",-,"1,827","1,430","3,258",-,35.5,-,"5,923",64.5,-,-,"58,599",157,-,-,-
Q2,July to September,2009/10,95KK,Cookstown,SWaMP2008,Finalised,"5,404",-,"1,156","1,163","2,318",-,42.9,-,42,0,0.8,"3,044",56.3,-,-,-,"4,742",-,854,"1,163","2,016",-,42.5,-,"2,686",56.6,-,-,"36,247",131,-,-,-
Q2,July to September,2009/10,95LL,Craigavon,SWaMP2008,Finalised,"13,361",-,"2,533","2,593","5,126",-,38.4,-,0,0,0.0,"8,235",61.6,-,-,-,"11,905",-,"2,497","2,593","5,090",-,42.8,-,"6,815",57.2,-,-,"91,104",131,-,-,-
Q2,July to September,2009/10,95MM,Derry,NWRWMG (pre April 2015),Finalised,"14,955",-,"4,085",695,"4,780",-,32.0,-,0,0,0.0,"10,175",68.0,-,-,-,"12,423",-,"3,702",695,"4,397",-,35.4,-,"8,027",64.6,-,-,"108,377",115,-,-,-
Q2,July to September,2009/10,95NN,Down,arc21 (pre April 2015),Finalised,"10,053",-,"1,693","1,442","3,135",-,31.2,-,0,0,0.0,"6,918",68.8,-,-,-,"8,598",-,"1,693","1,423","3,117",-,36.3,-,"5,481",63.7,-,-,"69,273",124,-,-,-
Q2,July to September,2009/10,95OO,Dungannon,SWaMP2008,Finalised,"8,065",-,"1,610","1,032","2,642",-,32.8,-,60,0,0.7,"5,363",66.5,-,-,-,"7,566",-,"1,610","1,032","2,642",-,34.9,-,"4,864",64.3,-,-,"56,320",134,-,-,-
Q2,July to September,2009/10,95PP,Fermanagh,SWaMP2008,Finalised,"9,263",-,"2,337",721,"3,059",-,33.0,-,0,0,0.0,"6,191",66.8,-,-,-,"7,733",-,"1,723",721,"2,444",-,31.6,-,"5,275",68.2,-,-,"61,283",126,-,-,-
Q2,July to September,2009/10,95QQ,Larne,arc21 (pre April 2015),Finalised,"6,037",-,"1,092","1,264","2,356",-,39.0,-,0,0,0.0,"3,680",61.0,-,-,-,"4,951",-,"1,015","1,264","2,278",-,46.0,-,"2,673",54.0,-,-,"32,126",154,-,-,-
Q2,July to September,2009/10,95RR,Limavady,NWRWMG (pre April 2015),Finalised,"4,753",-,"1,057",686,"1,743",-,36.7,-,0,0,0.0,"2,952",62.1,-,-,-,"4,715",-,"1,020",686,"1,706",-,36.2,-,"2,950",62.6,-,-,"33,256",142,-,-,-
Q2,July to September,2009/10,95SS,Lisburn,arc21 (pre April 2015),Finalised,"16,884",-,"3,304","3,342","6,646",-,39.4,-,0,0,0.0,"10,233",60.6,-,-,-,"15,120",-,"2,665","3,342","6,007",-,39.7,-,"9,107",60.2,-,-,"117,979",128,-,-,-
Q2,July to September,2009/10,95TT,Magherafelt,NWRWMG (pre April 2015),Finalised,"6,854",-,"1,601","1,891","3,493",-,51.0,-,0,0,0.0,"3,362",49.0,-,-,-,"6,042",-,"1,290","1,891","3,182",-,52.7,-,"2,860",47.3,-,-,"44,107",137,-,-,-
Q2,July to September,2009/10,95UU,Moyle,NWRWMG (pre April 2015),Finalised,"2,869",-,718,279,997,-,34.7,-,0,0,0.0,"1,873",65.3,-,-,-,"2,540",-,666,279,945,-,37.2,-,"1,595",62.8,-,-,"16,955",150,-,-,-
Q2,July to September,2009/10,95VV,Newry and Mourne,SWaMP2008,Finalised,"13,645",-,"2,302","1,925","4,227",-,31.0,-,0,0,0.0,"9,418",69.0,-,-,-,"11,698",-,"2,301","1,925","4,226",-,36.1,-,"7,472",63.9,-,-,"98,115",119,-,-,-
Q2,July to September,2009/10,95WW,Newtownabbey,arc21 (pre April 2015),Finalised,"13,034",-,"2,004","3,059","5,064",-,38.8,-,0,0,0.0,"7,933",60.9,-,-,-,"11,959",-,"1,971","3,053","5,024",-,42.0,-,"6,902",57.7,-,-,"84,204",142,-,-,-
Q2,July to September,2009/10,95XX,North Down,arc21 (pre April 2015),Finalised,"13,290",-,"2,307","2,867","5,174",-,38.9,-,0,0,0.0,"7,332",55.2,-,-,-,"10,963",-,"2,288","2,867","5,155",-,47.0,-,"5,806",53.0,-,-,"78,691",139,-,-,-
Q2,July to September,2009/10,95YY,Omagh,SWaMP2008,Finalised,"6,842",-,"1,635","1,137","2,772",-,40.5,-,57,0,0.8,"4,017",58.7,-,-,-,"6,211",-,"1,537","1,136","2,674",-,43.1,-,"3,483",56.1,-,-,"50,715",122,-,-,-
Q2,July to September,2009/10,95ZZ,Strabane,NWRWMG (pre April 2015),Finalised,"5,139",-,"1,045",397,"1,442",-,28.1,-,0,0,0.0,"3,697",71.9,-,-,-,"4,678",-,"1,045",397,"1,442",-,30.8,-,"3,236",69.2,-,-,"39,676",118,-,-,-
Q2,July to September,2009/10,NI,Northern Ireland,-,Finalised,"270,732",-,"52,706","45,381","98,087",-,36.2,-,178,0,0.1,"171,415",63.3,-,-,-,"233,985",-,"46,742","45,335","92,076",-,39.4,-,"141,586",60.5,-,-,"1,793,333",130,-,-,-
Q3,October to December,2009/10,95AA,Antrim,arc21 (pre April 2015),Finalised,"8,651",-,"2,595","1,688","4,282",-,49.5,-,17,0,0.2,"4,341",50.2,-,-,-,"7,002",-,"1,505","1,688","3,193",-,45.6,-,"3,785",54.0,-,-,"53,218",132,-,-,-
Q3,October to December,2009/10,95BB,Ards,arc21 (pre April 2015),Finalised,"10,417",-,"2,105","1,477","3,582",-,34.4,-,0,0,0.0,"6,835",65.6,-,-,-,"9,344",-,"2,016","1,477","3,493",-,37.4,-,"5,852",62.6,-,-,"77,698",120,-,-,-
Q3,October to December,2009/10,95CC,Armagh,SWaMP2008,Finalised,"6,831",-,"1,726",596,"2,322",-,34.0,-,0,0,0.0,"4,471",65.5,-,-,-,"6,008",-,"1,440",596,"2,035",-,33.9,-,"3,933",65.5,-,-,"58,638",102,-,-,-
Q3,October to December,2009/10,95DD,Ballymena,arc21 (pre April 2015),Finalised,"7,897",-,"1,420",778,"2,198",-,27.8,-,0,0,0.0,"5,698",72.2,-,-,-,"7,306",-,"1,129",778,"1,907",-,26.1,-,"5,398",73.9,-,-,"63,377",115,-,-,-
Q3,October to December,2009/10,95EE,Ballymoney,NWRWMG (pre April 2015),Finalised,"3,731",-,720,514,"1,234",-,33.1,-,54,0,1.4,"2,443",65.5,-,-,-,"3,324",-,592,514,"1,106",-,33.3,-,"2,170",65.3,-,-,"30,806",108,-,-,-
Q3,October to December,2009/10,95FF,Banbridge,SWaMP2008,Finalised,"6,467",-,"1,512","1,574","3,085",-,47.7,-,0,0,0.0,"3,381",52.3,-,-,-,"5,849",-,"1,122","1,535","2,657",-,45.4,-,"3,192",54.6,-,-,"47,459",123,-,-,-
Q3,October to December,2009/10,95GG,Belfast (pre April 2015),arc21 (pre April 2015),Finalised,"38,242",-,"5,965","1,483","7,448",-,19.5,-,0,0,0.0,"30,786",80.5,-,-,-,"30,846",-,"5,784","1,475","7,259",-,23.5,-,"23,578",76.4,-,-,"278,997",111,-,-,-
Q3,October to December,2009/10,95HH,Carrickfergus,arc21 (pre April 2015),Finalised,"5,116",-,943,495,"1,438",-,28.1,-,0,0,0.0,"3,679",71.9,-,-,-,"4,480",-,897,495,"1,392",-,31.1,-,"3,088",68.9,-,-,"39,271",114,-,-,-
Q3,October to December,2009/10,95II,Castlereagh,arc21 (pre April 2015),Finalised,"7,302",-,"1,574",819,"2,393",-,32.8,-,43,0,0.6,"4,866",66.6,-,-,-,"6,974",-,"1,439",819,"2,258",-,32.4,-,"4,674",67.0,-,-,"66,842",104,-,-,-
Q3,October to December,2009/10,95JJ,Coleraine,NWRWMG (pre April 2015),Finalised,"8,287",-,"1,788",684,"2,472",-,29.8,-,462,0,5.6,"5,303",64.0,-,-,-,"7,532",-,"1,737",684,"2,422",-,32.2,-,"4,702",62.4,-,-,"58,599",129,-,-,-
Q3,October to December,2009/10,95KK,Cookstown,SWaMP2008,Finalised,"4,840",-,972,682,"1,654",-,34.2,-,38,0,0.8,"3,147",65.0,-,-,-,"4,340",-,802,682,"1,484",-,34.2,-,"2,819",65.0,-,-,"36,247",120,-,-,-
Q3,October to December,2009/10,95LL,Craigavon,SWaMP2008,Finalised,"11,301",-,"2,260",770,"3,030",-,26.8,-,97,0,0.9,"8,356",73.9,-,-,-,"9,892",-,"2,222",770,"2,992",-,30.2,-,"6,971",70.5,-,-,"91,104",109,-,-,-
Q3,October to December,2009/10,95MM,Derry,NWRWMG (pre April 2015),Finalised,"13,721",-,"3,448",265,"3,713",-,27.1,-,0,0,0.0,"10,008",72.9,-,-,-,"12,682",-,"3,348",265,"3,613",-,28.5,-,"9,068",71.5,-,-,"108,377",117,-,-,-
Q3,October to December,2009/10,95NN,Down,arc21 (pre April 2015),Finalised,"8,916",-,"1,582",719,"2,302",-,25.8,-,0,0,0.0,"6,615",74.2,-,-,-,"7,836",-,"1,582",701,"2,283",-,29.1,-,"5,552",70.9,-,-,"69,273",113,-,-,-
Q3,October to December,2009/10,95OO,Dungannon,SWaMP2008,Finalised,"7,765",-,"1,599",605,"2,204",-,28.4,-,62,0,0.8,"5,500",70.8,-,-,-,"7,238",-,"1,599",605,"2,204",-,30.5,-,"4,972",68.7,-,-,"56,320",129,-,-,-
Q3,October to December,2009/10,95PP,Fermanagh,SWaMP2008,Finalised,"8,651",-,"2,039",680,"2,719",-,31.4,-,0,0,0.0,"5,900",68.2,-,-,-,"7,277",-,"1,505",680,"2,185",-,30.0,-,"5,060",69.5,-,-,"61,283",119,-,-,-
Q3,October to December,2009/10,95QQ,Larne,arc21 (pre April 2015),Finalised,"4,564",-,966,528,"1,495",-,32.7,-,0,0,0.0,"3,070",67.3,-,-,-,"3,840",-,901,528,"1,430",-,37.2,-,"2,410",62.8,-,-,"32,126",120,-,-,-
Q3,October to December,2009/10,95RR,Limavady,NWRWMG (pre April 2015),Finalised,"4,019",-,"1,041",276,"1,317",-,32.8,-,215,0,5.4,"2,423",60.3,-,-,-,"3,975",-,999,276,"1,275",-,32.1,-,"2,421",60.9,-,-,"33,256",120,-,-,-
Q3,October to December,2009/10,95SS,Lisburn,arc21 (pre April 2015),Finalised,"14,549",-,"2,936","2,080","5,016",-,34.5,-,0,0,0.0,"9,531",65.5,-,-,-,"13,021",-,"2,540","2,080","4,620",-,35.5,-,"8,400",64.5,-,-,"117,979",110,-,-,-
Q3,October to December,2009/10,95TT,Magherafelt,NWRWMG (pre April 2015),Finalised,"5,919",-,"1,410","1,211","2,621",-,44.3,-,175,0,3.0,"3,122",52.8,-,-,-,"5,225",-,"1,197","1,211","2,408",-,46.1,-,"2,668",51.1,-,-,"44,107",118,-,-,-
Q3,October to December,2009/10,95UU,Moyle,NWRWMG (pre April 2015),Finalised,"2,295",-,682,100,783,-,34.1,-,0,0,0.0,"1,513",65.9,-,-,-,"1,963",-,580,100,680,-,34.6,-,"1,282",65.3,-,-,"16,955",116,-,-,-
Q3,October to December,2009/10,95VV,Newry and Mourne,SWaMP2008,Finalised,"12,161",-,"2,381",813,"3,194",-,26.3,-,0,0,0.0,"8,967",73.7,-,-,-,"10,328",-,"2,380",813,"3,193",-,30.9,-,"7,136",69.1,-,-,"98,115",105,-,-,-
Q3,October to December,2009/10,95WW,Newtownabbey,arc21 (pre April 2015),Finalised,"10,580",-,"1,837","1,507","3,344",-,31.6,-,0,0,0.0,"7,204",68.1,-,-,-,"9,695",-,"1,800","1,498","3,298",-,34.0,-,"6,369",65.7,-,-,"84,204",115,-,-,-
Q3,October to December,2009/10,95XX,North Down,arc21 (pre April 2015),Finalised,"10,638",-,"2,166","1,138","3,303",-,31.1,-,0,0,0.0,"6,897",64.8,-,-,-,"8,727",-,"2,155","1,138","3,293",-,37.7,-,"5,433",62.2,-,-,"78,691",111,-,-,-
Q3,October to December,2009/10,95YY,Omagh,SWaMP2008,Finalised,"6,276",-,"1,427",775,"2,202",-,35.1,-,51,0,0.8,"3,994",63.6,-,-,-,"5,614",-,"1,337",773,"2,110",-,37.6,-,"3,428",61.1,-,-,"50,715",111,-,-,-
Q3,October to December,2009/10,95ZZ,Strabane,NWRWMG (pre April 2015),Finalised,"4,772",-,844,214,"1,058",-,22.2,-,0,0,0.0,"3,714",77.8,-,-,-,"4,330",-,844,214,"1,058",-,24.4,-,"3,272",75.6,-,-,"39,676",109,-,-,-
Q3,October to December,2009/10,NI,Northern Ireland,-,Finalised,"233,910",-,"47,937","22,472","70,410",-,30.1,-,"1,214",0,0.5,"161,763",69.2,-,-,-,"204,648",-,"43,451","22,396","65,848",-,32.2,-,"137,632",67.3,-,-,"1,793,333",114,-,-,-
Q4,January to March,2009/10,95AA,Antrim,arc21 (pre April 2015),Finalised,"8,317",-,"2,375","1,545","3,919",-,47.1,-,30,0,0.4,"4,260",51.2,-,-,-,"6,973",-,"1,511","1,545","3,055",-,43.8,-,"3,795",54.4,"19,555",357,"53,218",131,-,-,-
Q4,January to March,2009/10,95BB,Ards,arc21 (pre April 2015),Finalised,"10,158",-,"2,098","1,085","3,183",-,31.3,-,54,0,0.5,"6,921",68.1,-,-,-,"9,233",-,"2,019","1,085","3,104",-,33.6,-,"6,081",65.9,"31,455",294,"77,698",119,-,-,-
Q4,January to March,2009/10,95CC,Armagh,SWaMP2008,Finalised,"6,843",-,"1,799",509,"2,308",-,33.7,-,0,0,0.0,"4,509",65.9,-,-,-,"6,054",-,"1,520",509,"2,028",-,33.5,-,"3,999",66.1,"21,459",282,"58,638",103,-,-,-
Q4,January to March,2009/10,95DD,Ballymena,arc21 (pre April 2015),Finalised,"7,686",-,"1,544",590,"2,134",-,27.8,-,0,0,0.0,"5,550",72.2,-,-,-,"6,958",-,"1,278",590,"1,868",-,26.8,-,"5,088",73.1,"24,839",280,"63,377",110,-,-,-
Q4,January to March,2009/10,95EE,Ballymoney,NWRWMG (pre April 2015),Finalised,"3,429",-,761,114,875,-,25.5,-,43,0,1.3,"2,512",73.2,-,-,-,"3,073",-,678,114,792,-,25.8,-,"2,243",73.0,"11,540",266,"30,806",100,-,-,-
