HRG Code,HRG Label,Altnagelvin,Antrim,Banbridge,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Whiteabbey,Northern Ireland Total
PV31A,"Paediatric Major Injury without Intracranial Injury, with CC Score 1+",.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,1
PV32B,"Paediatric Minor Injury without Intracranial Injury, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,11,.,.,.,.,.,11
PV32C,"Paediatric Minor Injury without Intracranial Injury, with CC Score 0",.,.,.,.,.,1,.,.,.,.,.,.,5,.,.,.,2,.,8
PW01B,Paediatric Minor Infections with CC Score 1-3,.,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
PW01C,Paediatric Minor Infections with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4
PW16C,Paediatric Major Infections with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,.,6,.,.,.,.,.,6
PW16D,Paediatric Major Infections with CC Score 1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PW16E,Paediatric Major Infections with CC Score 0,.,.,.,.,.,.,.,.,2,.,.,.,.,1,.,.,.,.,3
PW17D,Paediatric Intermediate Infections with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,3,11,.,.,.,.,14
PW17F,Paediatric Intermediate Infections with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,.,1,1,.,.,.,.,2
PW17G,Paediatric Intermediate Infections with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
PW20A,Paediatric Fever of Unknown Origin with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,3
PW20B,Paediatric Fever of Unknown Origin with CC Score 1-2,.,.,.,.,.,.,.,.,.,.,.,.,13,2,.,.,.,.,15
PX01B,Paediatric Congenital Nervous System Conditions with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,1,.,2
PX01C,Paediatric Congenital Nervous System Conditions with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,1,.,2
PX01D,Paediatric Congenital Nervous System Conditions with CC Score 0,1,.,.,.,.,.,.,.,1,.,.,.,5,.,.,.,.,.,7
PX02C,"Paediatric Congenital, Ear, Nose, Mouth or Throat Conditions, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,2
PX03A,Paediatric Congenital Respiratory Tract Conditions with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
PX03B,Paediatric Congenital Respiratory Tract Conditions with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,8,.,.,.,.,.,8
PX04A,Paediatric Congenital Spinal Conditions with CC Score 1+,.,.,.,.,.,.,.,.,1,.,.,.,1,.,.,.,.,.,2
PX04B,Paediatric Congenital Spinal Conditions with CC Score 0,.,.,.,.,.,.,.,.,1,.,.,.,1,.,.,.,1,.,3
PX05A,Paediatric Congenital Other Musculoskeletal Conditions with CC Score 2+,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,2
PX05B,Paediatric Congenital Other Musculoskeletal Conditions with CC Score 1,.,.,.,.,.,.,.,.,3,.,.,.,.,.,.,.,.,.,3
PX05C,Paediatric Congenital Other Musculoskeletal Conditions with CC Score 0,12,.,.,.,.,3,.,.,24,.,.,.,4,2,.,.,.,.,45
PX06B,Paediatric Congenital Skin Conditions with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
PX07B,Paediatric Congenital Renal Conditions with CC Score 1,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
PX07C,Paediatric Congenital Renal Conditions with CC Score 0,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
PX08C,"Paediatric Congenital, Urological or Male Reproductive System Conditions, with CC Score 0",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
PX10A,Paediatric Congenital Other Conditions with CC Score 1+,.,.,.,.,.,.,.,.,1,.,.,.,1,.,.,.,.,.,2
PX10B,Paediatric Congenital Other Conditions with CC Score 0,.,.,.,1,.,.,.,.,2,.,.,.,4,.,.,.,.,.,7
PX22B,Paediatric Chest Pain with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,2
PX29A,Paediatric Abdominal Pain with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
PX29C,Paediatric Abdominal Pain with CC Score 0,1,.,.,.,.,1,1,.,.,.,.,.,.,1,.,.,.,.,4
PX30C,Paediatric Faltering Growth (Failure to Thrive) with CC Score 0,.,.,.,.,.,.,1,.,.,.,.,.,.,4,.,.,3,.,8
PX50B,"Paediatric, Ingestion Poisoning or Allergies, with CC Score 1-3",.,.,.,.,.,1,.,.,.,.,.,.,1,.,.,.,.,.,2
PX50C,"Paediatric, Ingestion Poisoning or Allergies, with CC Score 0",5,.,.,.,.,1,.,.,.,.,.,.,1,1,.,.,10,.,18
PX55Z,Paediatric Respite Care,17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17
PX56A,"Paediatric Admission for Unexplained Symptoms, with CC Score 1+",1,.,1,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,3
PX56B,"Paediatric Admission for Unexplained Symptoms, with CC Score 0",2,.,.,.,.,.,.,.,.,.,.,.,1,5,.,.,.,.,8
PX57A,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,10,.,15
PX57B,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",2,.,.,.,.,2,.,.,1,.,.,.,26,7,.,.,93,.,131
PX57C,"Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",69,.,.,8,.,9,3,.,1,.,.,.,36,25,.,.,143,.,294
SA01G,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 8+",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
SA01J,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 2-4",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
SA01K,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 0-1",.,.,.,14,.,.,.,.,.,.,.,.,.,.,.,.,1,.,15
SA02H,Coagulation Defect with CC Score 2-4,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
SA02J,Coagulation Defect with CC Score 0-1,28,.,.,98,.,.,.,.,.,.,.,.,21,.,.,.,.,.,147
SA03G,Haemolytic Anaemia with CC Score 3+,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,.,8
SA03H,Haemolytic Anaemia with CC Score 0-2,3,27,.,14,.,3,.,.,.,.,.,.,.,.,.,.,1,.,48
SA04H,Iron Deficiency Anaemia with CC Score 10-13,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,1,.,2
SA04J,Iron Deficiency Anaemia with CC Score 6-9,1,.,.,.,.,.,1,.,.,3,.,.,.,.,.,.,7,1,13
SA04K,Iron Deficiency Anaemia with CC Score 2-5,5,11,.,1,.,6,13,.,2,14,1,.,.,1,.,.,16,1,71
SA04L,Iron Deficiency Anaemia with CC Score 0-1,117,46,.,59,.,20,24,.,2,40,1,.,12,1,2,6,65,.,395
SA05J,Megaloblastic Anaemia with CC Score 0-3,5,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,1,.,7
SA06H,Myelodysplastic Syndrome with CC Score 5-7,.,.,.,.,.,6,.,.,.,.,.,.,.,.,.,.,3,.,9
SA06J,Myelodysplastic Syndrome with CC Score 2-4,.,8,.,55,.,3,.,.,.,.,.,.,.,.,.,.,22,.,88
SA06K,Myelodysplastic Syndrome with CC Score 0-1,62,177,.,100,.,3,.,.,.,.,.,.,.,.,.,.,24,.,366
SA07H,Myeloproliferative Disorder with CC Score 4-6,.,9,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,11
SA07J,Myeloproliferative Disorder with CC Score 0-3,59,169,.,77,.,124,.,.,.,.,.,.,.,.,.,.,101,.,530
SA08G,"Other Haematological or Splenic Disorders, with CC Score 6+",.,.,.,1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,2
SA08H,"Other Haematological or Splenic Disorders, with CC Score 3-5",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,1,.,2
SA08J,"Other Haematological or Splenic Disorders, with CC Score 0-2",10,8,.,33,.,.,.,.,.,.,.,.,.,.,.,.,1,.,52
SA09G,Other Red Blood Cell Disorders with CC Score 14+,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
SA09H,Other Red Blood Cell Disorders with CC Score 10-13,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
SA09J,Other Red Blood Cell Disorders with CC Score 6-9,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,9,2,13
SA09K,Other Red Blood Cell Disorders with CC Score 2-5,1,2,.,6,.,1,5,.,.,2,1,.,22,.,.,1,21,3,65
SA09L,Other Red Blood Cell Disorders with CC Score 0-1,42,7,.,11,.,10,16,.,.,6,.,.,8,.,2,2,131,.,235
SA11Z,Thalassaemia,.,.,.,.,.,.,6,.,.,.,.,.,.,.,.,.,1,.,7
SA12H,Thrombocytopenia with CC Score 5-7,.,.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4
SA12J,Thrombocytopenia with CC Score 2-4,.,10,.,1,.,1,.,.,.,.,.,.,.,.,1,.,.,.,13
SA12K,Thrombocytopenia with CC Score 0-1,89,121,.,66,.,32,1,.,.,.,.,.,.,.,.,.,8,.,317
SA13A,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 19 years and over",414,89,.,"2,001",.,608,268,.,.,18,1,.,"1,197",.,1,.,547,.,"5,144"
SA13B,"Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 18 years and under",1,.,.,48,.,.,.,.,.,.,.,.,249,.,.,.,.,.,298
SA14Z,"Plasma Exchanges, 2 to 9",.,.,.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,2
SA17G,"Malignant Disorders of Lymphatic or Haematological Systems, with CC Score 3+",.,.,.,10,.,.,1,.,.,.,.,.,.,.,.,.,.,.,11
SA17H,"Malignant Disorders of Lymphatic or Haematological Systems, with CC Score 0-2",.,10,.,39,.,17,.,.,.,.,.,.,.,.,.,6,.,.,72
SA24J,Acute Lymphoblastic Leukaemia with CC Score 0-1,1,.,.,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9
SA25K,Acute Myeloid Leukaemia with CC Score 4-5,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,2,.,3
SA25L,Acute Myeloid Leukaemia with CC Score 2-3,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,2,.,4
SA25M,Acute Myeloid Leukaemia with CC Score 0-1,2,.,.,67,.,.,1,.,.,.,.,.,.,.,.,.,.,.,70
SA30C,Plasma Cell Disorders with CC Score 5-7,.,4,.,.,.,2,.,.,.,.,.,.,.,.,.,.,2,.,8
SA30D,Plasma Cell Disorders with CC Score 2-4,.,10,.,7,.,35,.,.,.,.,.,.,.,.,.,.,107,.,159
SA30E,Plasma Cell Disorders with CC Score 0-1,176,81,.,746,.,177,.,.,.,.,.,.,.,.,.,10,219,.,"1,409"
SA31B,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 10-14",.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,5
SA31C,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 6-9",.,.,.,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,3
SA31D,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 4-5",.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,16,.,17
SA31E,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 2-3",.,3,.,3,.,8,.,.,.,.,.,.,.,.,.,.,27,.,41
SA31F,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 0-1",21,18,.,179,.,47,2,.,.,.,.,.,.,.,.,.,19,.,286
SA32B,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 5-6",.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
SA32C,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 3-4",2,.,.,7,.,.,.,.,.,.,.,.,.,.,.,.,2,.,11
SA32D,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 0-2",76,16,.,152,.,49,.,.,.,.,.,.,.,.,.,.,18,.,311
SA33Z,Diagnostic Bone Marrow Extraction,107,123,.,500,.,123,1,.,1,.,.,.,67,.,.,.,100,.,"1,022"
SA34Z,Peripheral Blood Stem Cell Harvest,.,.,.,104,.,.,.,.,.,.,.,.,3,.,.,.,.,.,107
SA35B,Agranulocytosis with CC Score 9-12,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
SA35D,Agranulocytosis with CC Score 2-4,.,1,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4
SA35E,Agranulocytosis with CC Score 0-1,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,4,.,5
SA37Z,Sickle Cell Anaemia without Crisis,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
UZ01Z,Data Invalid for Grouping,108,13,1,891,10,140,14,.,55,.,160,.,234,5,29,12,2,3,"1,677"
WH01D,"Transplant Failure and Rejection, without Interventions, with CC Score 0-1",.,.,.,9,.,.,2,.,.,.,.,.,.,.,.,.,.,.,11
WH03B,Toxic Effect of Other Substance with CC Score 0-1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,.,4
WH05Z,Allergy or Adverse Allergic Reaction,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,1,.,2
WH07G,"Infections or Other Complications of Procedures, without Interventions, with CC Score 0-1",1,.,.,7,.,1,1,.,.,.,.,.,1,.,1,.,.,.,12
WH08A,Unspecified Pain with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
WH08B,Unspecified Pain with CC Score 0,.,.,.,1,1,.,1,.,.,.,.,.,.,13,.,.,.,.,16
WH09F,"Tendency to Fall, Senility or Other Conditions Affecting Cognitive Functions, without Interventions, with CC Score 2-3",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,2,.,3
WH09G,"Tendency to Fall, Senility or Other Conditions Affecting Cognitive Functions, without Interventions, with CC Score 0-1",.,.,.,.,.,1,1,.,.,1,.,.,.,.,.,.,.,.,3
WH10B,Unspecified Oedema with CC Score 0-1,.,.,.,.,.,2,1,.,.,.,.,.,.,.,.,.,2,.,5
WH13B,"Abnormal Findings without Diagnosis, without Interventions, with CC Score 1+",.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
WH13C,"Abnormal Findings without Diagnosis, without Interventions, with CC Score 0",2,4,.,4,3,4,15,.,.,.,.,.,2,.,1,.,5,1,41
WH14D,"Other or Unspecified Neoplasm, without Interventions, with CC Score 0-1",4,.,.,49,.,1,.,.,.,.,1,.,4,.,.,.,.,.,59
WH15Z,"Special Screening, Examinations or Other Genetic Disorders",1,.,.,5,4,1,15,.,.,.,3,1,64,1,3,9,128,1,236
WH16A,"Observation or Counselling, with CC Score 1+",.,.,.,17,.,1,.,.,.,.,.,.,.,.,.,.,.,.,18
WH16B,"Observation or Counselling, with CC Score 0",5,2,.,210,9,5,6,1,.,.,.,.,12,1,.,.,11,.,262
WH17B,"Admission Related to Social Factors without Interventions, with CC Score 1+",.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
WH17C,"Admission Related to Social Factors without Interventions, with CC Score 0",.,.,.,.,.,2,6,.,.,1,.,.,.,.,.,.,1,.,10
WH18B,"Admission Related to the, Fitting, Adjustment or Management of Device, without Interventions",1,.,.,77,1,2,.,.,.,.,.,.,2,.,.,.,.,.,83
WH19Z,Potential Health Hazard Related to Communicable Diseases,3,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,4
WH50A,"Procedure Not Carried Out, for Medical or Patient Reasons",206,519,28,393,109,144,53,26,47,78,165,26,179,57,112,131,574,115,"2,962"
WH50B,"Procedure Not Carried Out, for Other or Unspecified Reasons",361,178,82,290,210,578,108,59,68,87,167,20,376,175,104,122,502,36,"3,523"
WH52B,"Follow-Up Examination for Malignant Neoplasm, without Interventions",.,.,.,25,2,2,8,.,.,2,1,.,9,.,.,3,6,.,58
WH53B,"Follow-Up Examination for Other Conditions, without Interventions",7,3,.,47,1,12,3,.,.,.,2,.,54,2,2,.,1,8,142
WH54A,Procedures on the Lymphatic System with CC Score 1+,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
WH54B,Procedures on the Lymphatic System with CC Score 0,1,1,.,7,.,4,.,.,.,.,.,.,5,.,1,.,.,.,19
WJ02E,"Major Infectious Diseases without Interventions, with CC Score 0-2",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1,.,2
WJ03E,"Standard Infectious Diseases without Interventions, with CC Score 4-6",.,.,.,4,.,1,.,.,.,.,.,.,.,.,.,.,.,.,5
WJ03F,"Standard Infectious Diseases without Interventions, with CC Score 2-3",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
WJ03G,"Standard Infectious Diseases without Interventions, with CC Score 0-1",.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,1,.,2
WJ04Z,Genito-Urinary Medicine (GUM) Infections,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
WJ06G,"Sepsis without Interventions, with CC Score 9+",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
WJ06H,"Sepsis without Interventions, with CC Score 5-8",.,6,.,7,.,1,.,.,.,.,.,.,.,.,.,.,3,.,17
WJ06J,"Sepsis without Interventions, with CC Score 0-4",.,9,.,1,.,.,.,.,.,.,.,.,.,.,.,.,4,.,14
WJ07D,"Fever of Unknown Origin without Interventions, with CC Score 0-3",.,5,.,7,.,.,.,.,.,.,.,.,.,.,.,.,3,.,15
WJ11Z,Other Disorders of Immunity,116,1,.,22,.,1,.,.,.,.,.,.,13,.,.,.,6,.,159
YA01Z,"Percutaneous Transluminal Embolisation of, Single Giant or Three or more Other, Intracranial or Extracranial Aneurysms",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
YA10Z,"Percutaneous Transluminal Angioplasty, including Stenting, of Intracranial or Extracranial Blood Vessel",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
YA11Z,"Percutaneous Transluminal Arteriography, of Intracranial or Extracranial Blood Vessel",.,.,.,1,.,.,.,.,.,.,.,.,142,.,.,.,.,.,143
YD01Z,Percutaneous Ablation of Lesion of Respiratory Tract,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
YD02Z,Percutaneous Biopsy of Lesion of Pleura,.,.,.,.,.,1,.,.,.,.,1,.,.,.,.,.,.,.,2
YD03Z,"Percutaneous Biopsy of Lesion of, Lung or Mediastinum",.,1,.,12,12,14,9,.,.,1,5,.,30,.,18,.,22,.,124
YD04Z,Percutaneous Drainage of Pleural Cavity,.,.,.,.,.,7,1,.,.,.,.,.,5,.,.,.,6,.,19
YD05Z,Percutaneous Aspiration of Pleural Cavity,1,.,.,7,1,4,13,.,.,4,.,.,10,.,.,.,21,.,61
YF01A,"Radiological Insertion of Gastrostomy Tube, 19 years and over",.,.,.,1,.,2,.,.,.,.,.,.,.,.,.,.,3,.,6
YF01B,"Radiological Insertion of Gastrostomy Tube, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
YF02Z,"Radiological Insertion of, Gastrojejunostomy or Jejunostomy Tube",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
YF04C,"Percutaneous Single Drainage of Abdominal Abscess, with CC Score 0-1",.,.,.,1,.,3,.,.,.,.,.,.,.,.,1,.,.,.,5
YG01B,"Percutaneous Ablation of Lesion of, Liver or Pancreas, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
YG02Z,"Percutaneous Insertion of Multiple Stents, into Hepatic or Bile Ducts",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
YG05B,"Percutaneous Insertion of Single Other Stent, into Hepatic or Bile Duct, With CC Score 0-3",.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
YG06Z,Percutaneous Drainage of Hepatobiliary System,.,.,.,.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,4
YG07B,"Other Percutaneous Therapeutic, Hepatobiliary or Pancreatic Procedures, with CC Score 0-2",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
YG10Z,Percutaneous Transvascular Biopsy of Lesion of Liver,.,.,.,.,.,1,.,.,.,.,.,.,1,.,.,.,.,.,2
YG11A,"Percutaneous Punch Biopsy of Lesion of Liver, 19 years and over",.,16,.,8,1,18,9,.,.,2,3,.,49,.,11,.,10,.,127
YG11B,"Percutaneous Punch Biopsy of Lesion of Liver, 18 years and under",.,.,.,.,.,1,.,.,.,.,.,.,4,.,.,.,.,.,5
YG12Z,"Other Percutaneous Diagnostic, Hepatobiliary or Pancreatic Procedures",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
YH03Z,Percutaneous Vertebroplasty of One Level of Spine,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
YH10Z,Image Guided Biopsy of Extradural Spinal Lesion,.,.,.,.,.,.,.,.,9,.,.,.,1,.,2,1,.,.,13
YH20Z,Percutaneous Ablation of Lesion of Bone,.,.,.,1,.,.,.,.,3,.,.,.,.,.,.,.,.,.,4
YH30Z,Image Guided Aspiration of Joint,5,1,87,.,.,96,5,1,40,.,.,.,.,8,1,2,2,.,248
YH31Z,Image Guided Biopsy of Lesion of Bone,.,3,.,4,.,2,.,.,19,.,.,.,2,.,.,.,5,.,35
YH32Z,"Image Guided Biopsy of, Lesion of Muscle or Connective Tissue",4,.,.,1,1,4,.,.,7,.,.,5,12,4,.,.,2,.,40
YJ02Z,Unilateral Core Needle Biopsy of Lesion of Breast,1,3,.,2,.,5,.,.,.,.,.,1,.,.,.,.,1,.,13
YJ04Z,Core Needle Biopsy of Axillary Lymph Nodes,6,5,.,9,1,6,1,.,.,1,2,.,1,.,2,1,1,.,36
YJ08Z,Fine Needle Aspiration Cytology of Axillary Lymph Nodes,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
YJ10Z,Wire Guided Biopsy of Lesion of Breast,.,2,.,4,.,3,.,.,.,.,.,.,.,.,.,.,2,.,11
YL02Z,"Percutaneous, Microwave or Radiofrequency Ablation, of Lesion of Kidney",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
YL10Z,"Bilateral or Multiple, Percutaneous Insertion of, Ureteric Stent or Nephrostomy",1,.,.,42,.,1,.,.,.,.,.,.,.,.,.,.,.,.,44
YL11Z,"Unilateral, Percutaneous Insertion of, Ureteric Stent or Nephrostomy",5,.,.,105,6,6,.,.,.,.,.,.,.,.,.,.,2,.,124
YL12Z,"Percutaneous, Attention to or Removal of, Ureteric Stent or Nephrostomy",.,.,.,87,1,.,.,.,.,.,.,.,.,.,.,.,.,.,88
YL20A,"Percutaneous Needle Biopsy of Lesion of Kidney, 19 years and over",.,.,.,63,1,9,16,.,.,.,.,.,.,.,.,.,.,.,89
YL20B,"Percutaneous Needle Biopsy of Lesion of Kidney, 18 years and under",.,.,.,1,.,1,1,.,.,.,.,.,.,.,.,.,.,.,3
YQ05B,"Single Open Procedure, on Aorta or Abdominal Blood Vessel, with CC Score 0-3",.,.,.,1,.,.,.,.,.,.,.,.,1,.,.,.,.,.,2
YQ14Z,"Open Treatment of, Primary or Recurrent, Bilateral Varicose Veins",3,1,.,.,22,10,1,13,.,16,.,.,10,1,2,1,1,.,81
YQ15Z,Open Treatment of Recurrent Unilateral Varicose Veins,4,.,.,.,4,.,.,.,.,5,.,.,1,.,.,.,.,.,14
YQ16Z,Open Treatment of Primary Unilateral Varicose Veins,8,5,.,.,63,88,.,8,.,40,.,.,26,14,30,21,3,.,306
YQ22B,Amputation of Single Limb with CC Score 0-9,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
YQ23B,"Multiple, Amputation Stump or Partial Foot Amputation Procedures, for Diabetes or Arterial Disease, with CC Score 0-7",.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,1
YQ26C,"Single, Amputation Stump or Partial Foot Amputation Procedure, for Diabetes or Arterial Disease, with CC Score 0-4",1,.,.,.,.,2,.,1,1,.,.,.,1,.,.,.,9,.,15
YQ31A,Single Open Procedure on Carotid Artery with CC Score 5+,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
YQ31B,Single Open Procedure on Carotid Artery with CC Score 0-4,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
YQ40Z,Sympathectomy,.,.,.,1,.,.,.,.,.,.,.,1,.,2,.,.,.,.,4
YQ41A,"Open Operations, on Other or Unspecified Blood Vessels, with CC Score 2+",.,.,.,.,1,1,1,.,.,.,.,.,.,.,.,.,.,.,3
YQ41B,"Open Operations, on Other or Unspecified Blood Vessels, with CC Score 0-1",2,1,.,.,.,3,.,.,1,.,1,.,2,1,.,.,1,.,12
YQ42Z,"Open Arteriovenous Fistula, Graft or Shunt Procedures",6,.,.,124,.,17,2,.,.,.,.,.,.,.,1,30,.,.,180
YQ50A,Peripheral Vascular Disorders with CC Score 15+,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
YQ50C,Peripheral Vascular Disorders with CC Score 8-10,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
YQ50D,Peripheral Vascular Disorders with CC Score 5-7,.,1,.,8,.,.,1,.,.,.,.,.,.,.,.,.,.,.,10
YQ50E,Peripheral Vascular Disorders with CC Score 2-4,.,.,.,17,.,22,2,.,.,.,.,.,1,.,.,1,1,.,44
YQ50F,Peripheral Vascular Disorders with CC Score 0-1,96,3,.,17,.,97,27,.,.,.,1,.,35,.,2,2,103,.,383
YQ51E,Deep Vein Thrombosis with CC Score 0-2,.,.,.,2,.,1,.,.,.,.,.,.,.,.,.,.,1,.,4
YR04Z,Endovascular Repair of Abdominal Aortic Aneurysm,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,2
YR10B,Percutaneous Transluminal Angioplasty of Multiple Blood Vessels with CC Score 3-5,.,.,.,1,.,.,.,.,.,.,.,.,1,.,.,.,.,.,2
YR10C,Percutaneous Transluminal Angioplasty of Multiple Blood Vessels with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
YR11A,Percutaneous Transluminal Angioplasty of Single Blood Vessel with CC Score 9+,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
YR11B,Percutaneous Transluminal Angioplasty of Single Blood Vessel with CC Score 6-8,.,.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4
YR11C,Percutaneous Transluminal Angioplasty of Single Blood Vessel with CC Score 3-5,.,.,.,27,.,.,.,.,.,.,.,.,1,.,.,.,.,.,28
