Area,Authority,ward,Type,Electoral system,Island,Region,Area type,TA Type,City Size,Progress results,Progress results date,Preliminary results announced,Other elections,Other elections were:,Poles,Poles were:,Voting papers order,Number of documents sent,Number of documents returned unopened,Number of documents returned late,Number of Special votes,Residential Special votes allowed,Ratepayer Special votes allowed,Contested wards,"Positions 
(N)","Elected unopposed 
(N)","Candidates 
(N)",Candidates per position,Electors per electable position,Voters per electable position,"Council candidates sitting members 
(N)","Council candidates sitting members 
(%)","Also candidates for Mayor 
(N)",Council member elected Mayor,Sitting Mayor,Council members re-elected (N),"Council members re-elected
(%)",Council members re-elected or Mayor (N),"Council members re-elected or Mayor
(%)","Candidates board members 
(N)","Candidates board members 
(%)","Board members elected 
(N)","Board members elected 
(%)","Residential electors 
(N)","Ratepayer electors 
(N)","Ratepayer electors 
(%)","Total electors 
(N)",Estimated population resident,Electors as % of total population,Residential electors (contested wards only),Ratepayer electors (contested wards only),Total electors (Contested wards only),"Residential voters 
(N)","Residential turnout 
(%)","Ratepayer voters 
(N)","Ratepayer turnout
(%)","Total voters 
(N)",Overall turnout (%),"Special votes cast 
(N)","Special votes cast 
(%)","Residential special votes allowed 
(N)","Ratepayer special votes allowed 
(N)","Total special votes allowed 
(N)","Total special votes allowed 
(%)","Informal votes
(N)","Informal votes
(%)","Blank votes 
(N)","Blank votes 
(%)","Blank and informal votes 
(N)","Blank and informal votes 
(%)","Women candidates
(N)","Women candidates
(%)","Women councillors
(N)","Women councillors
(%)"
PALMERSTON NORTH CITY,PALMERSTON NORTH CITY COUNCIL,PAPAIOEA,CC,FPP,n,Manawatu-Wanganui,Metro,City,s,,,,,,,,,,,,,,,,4,0,7,1.75,"3,697","1,684",2,28.6%,1,,,2,50.0%,2,,0,0.0%,0,0.0%,"14,763",24,0.16%,"14,787","22,100",66.9%,"14,763",24,"14,787","6,714",45.5%,23,95.8%,"6,737",45.6%,78,1.2%,76,2,78,100.0%,3,0.0%,153,2.3%,156,2.3%,1,14.3%,1,25.0%
PALMERSTON NORTH CITY,PALMERSTON NORTH CITY COUNCIL,TAKARO,CC,FPP,n,Manawatu-Wanganui,Metro,City,s,,,,,,,,,,,,,,,,3,0,9,3.00,"3,404","1,483",2,22.2%,0,,,1,33.3%,1,,0,0.0%,0,0.0%,"10,196",15,0.15%,"10,211","15,150",67.4%,"10,196",15,"10,211","4,432",43.5%,16,106.7%,"4,448",43.6%,53,1.2%,51,2,53,100.0%,26,0.6%,89,2.0%,115,2.6%,2,22.2%,0,0.0%
PAPAKURA DISTRICT,PAPAKURA DISTRICT COUNCIL,AT LARGE,MAYOR,FPP,n,Auckland,Metro,City,l,Yes,13/10/2007 @ 12.19,16:01:00,No,,Yes,ELECTORAL SYSTEMS,Alphabetical order,29813,388,N/A,89,55,7,,1,0,3,3.00,"29,813","10,332",1,33.3%,2,n,Defeated,0,0.0%,0,,,,,,"29,775",38,0.13%,"29,813","47,650",62.6%,"29,775",38,"29,813","10,296",34.6%,36,94.7%,"10,332",34.7%,89,0.9%,55,7,62,69.7%,6,0.1%,132,1.3%,138,1.3%,0,0.0%,0,0.0%
PAPAKURA DISTRICT,PAPAKURA DISTRICT COUNCIL,ARDMORE,DC,FPP,n,Auckland,Metro,City,l,,,,,,,,,,,,,,,,2,0,5,2.50,"3,646","1,053",1,20.0%,1,,,1,50.0%,1,,0,0.0%,0,0.0%,"7,283",8,0.11%,"7,291","12,200",59.8%,"7,283",8,"7,291","2,098",28.8%,8,100.0%,"2,106",28.9%,22,1.0%,15,1,16,72.7%,7,0.3%,104,4.9%,111,5.3%,2,40.0%,1,50.0%
PAPAKURA DISTRICT,PAPAKURA DISTRICT COUNCIL,DRURY,DC,FPP,n,Auckland,Metro,City,l,,,,,,,,,,,,,,,,2,0,4,2.00,"3,422","1,294",2,50.0%,0,,,2,100.0%,2,,0,0.0%,0,0.0%,"6,837",7,0.10%,"6,844","10,650",64.3%,"6,837",7,"6,844","2,580",37.7%,7,100.0%,"2,587",37.8%,19,0.7%,15,1,16,84.2%,3,0.1%,61,2.4%,64,2.5%,0,0.0%,0,0.0%
PAPAKURA DISTRICT,PAPAKURA DISTRICT COUNCIL,PAHUREHURE,DC,FPP,n,Auckland,Metro,City,l,,,,,,,,,,,,,,,,2,0,4,2.00,"4,338","1,749",0,0.0%,0,,,0,0.0%,0,,0,0.0%,0,0.0%,"8,660",16,0.18%,"8,676","12,650",68.6%,"8,660",16,"8,676","3,480",40.2%,17,106.3%,"3,497",40.3%,35,1.0%,17,4,21,60.0%,3,0.1%,137,3.9%,140,4.0%,2,50.0%,1,50.0%
PAPAKURA DISTRICT,PAPAKURA DISTRICT COUNCIL,RED HILL,DC,FPP,n,Auckland,Metro,City,l,,,,,,,,,,,,,,,,2,0,7,3.50,"3,501","1,071",1,14.3%,1,,,1,50.0%,1,,0,0.0%,0,0.0%,"6,995",7,0.10%,"7,002","12,150",57.6%,"6,995",7,"7,002","2,138",30.6%,4,57.1%,"2,142",30.6%,11,0.5%,8,1,9,81.8%,2,0.1%,35,1.6%,37,1.7%,2,28.6%,1,50.0%
PORIRUA CITY,HUTT MANA CHARITABLE TRUST,LOWER HUTT,OTHER,FPP,n,Waikato,Metro,City,s,,,,,,,,,,,,,,,,2,0,10,5.00,"34,168","14,023",,,,,,,,,,2,20.0%,1,50.0%,"68,336",,,"68,336",,,"68,336",,"68,336","28,046",41.0%,,,"28,046",41.0%,230,0.8%,215,,215,93.5%,296,1.1%,1387,4.9%,"1,683",6.0%,2,20.0%,0,0.0%
PORIRUA CITY,HUTT MANA CHARITABLE TRUST,PORIRUA,OTHER,FPP,n,Wellington,Metro,City,s,,,,,,,,,,,,,,,,1,0,3,3.00,"33,360","12,913",,,,,,,,,,1,33.3%,1,100.0%,"33,360",,,"33,360",,,"33,360",,"33,360","12,913",38.7%,,,"12,913",38.7%,189,1.5%,164,,164,86.8%,1005,7.8%,1051,8.1%,"2,056",15.9%,0,0.0%,0,0.0%
PORIRUA CITY,HUTT MANA CHARITABLE TRUST,UPPER HUTT,OTHER,FPP,n,Wellington,Metro,City,s,,,,,,,,,,,,,,,,1,0,2,2.00,"27,612","11,419",,,,,,,,,,1,50.0%,1,100.0%,"27,612",,,"27,612",,,"27,612",,"27,612","11,419",41.4%,,,"11,419",41.4%,75,0.7%,70,,70,93.3%,17,0.1%,1366,12.0%,"1,383",12.1%,0,0.0%,0,0.0%
PORIRUA CITY,HUTT MANA CHARITABLE TRUST,WELLINGTON,OTHER,FPP,n,Wellington,Metro,City,s,,,,,,,,,,,,,,,,1,0,3,3.00,"29,539","11,326",,,,,,,,,,1,33.3%,1,100.0%,"29,539",,,"29,539",,,"29,539",,"29,539","11,326",38.3%,,,"11,326",38.3%,44,0.4%,38,,38,86.4%,737,6.5%,1222,10.8%,"1,959",17.3%,1,33.3%,0,0.0%
PORIRUA CITY,PORIRUA COMMUNITY TRUST,WARD 1,OTHER,STV,n,Wellington,Metro,City,s,,,,,,,,,,,,,,,,4,0,9,2.25,"5,138","1,925",,,,,,,,,,4,44.4%,3,75.0%,"20,551",,,"20,551",,,"20,551",,"20,551","7,700",37.5%,,,"7,700",37.5%,152,2.0%,147,,147,96.7%,193,2.5%,237,3.1%,430,5.6%,3,33.3%,2,50.0%
PORIRUA CITY,PORIRUA COMMUNITY TRUST,WARD 2,OTHER,STV,n,Wellington,Metro,City,s,,,,,,,,,,,,,,,,2,0,4,2.00,"6,405","2,607",,,,,,,,,,2,50.0%,1,50.0%,"12,809",,,"12,809",,,"12,809",,"12,809","5,214",40.7%,,,"5,214",40.7%,20,0.4%,17,,17,85.0%,18,0.3%,204,3.9%,222,4.3%,2,50.0%,1,50.0%
PORIRUA CITY,PORIRUA CITY COUNCIL,AT LARGE,MAYOR,STV,n,Wellington,Metro,City,s,Yes,5pm on election day,6pm Sunday,No,,No,,Pseudo-random order,33389,475,189,189,164,0,,1,0,5,5.00,"33,389","12,936",4,80.0%,3,y,Re-elected,1,100.0%,1,,,,,,"33,360",29,0.09%,"33,389","50,750",65.8%,"33,360",29,"33,389","12,914",38.7%,22,75.9%,"12,936",38.7%,189,1.5%,164,0,164,86.8%,99,0.8%,179,1.4%,278,2.1%,2,40.0%,1,100.0%
PORIRUA CITY,PORIRUA CITY COUNCIL,EASTERN,CC,STV,n,Wellington,Metro,City,s,,,,,,,,,,,,,,,,5,0,8,1.60,"2,248",754,3,37.5%,0,,,2,40.0%,2,,0,0.0%,0,0.0%,"11,234",6,0.05%,"11,240","18,500",60.8%,"11,234",6,"11,240","3,765",33.5%,4,66.7%,"3,769",33.5%,90,2.4%,83,0,83,92.2%,133,3.5%,78,2.1%,211,5.6%,2,25.0%,2,40.0%
PORIRUA CITY,PORIRUA CITY COUNCIL,NORTHERN,CC,STV,n,Wellington,Metro,City,s,,,,,,,,,,,,,,,,5,0,9,1.80,"2,905","1,206",5,55.6%,2,,,3,60.0%,3,,0,0.0%,0,0.0%,"14,512",13,0.09%,"14,525","20,400",71.2%,"14,512",13,"14,525","6,022",41.5%,10,76.9%,"6,032",41.5%,40,0.7%,39,0,39,97.5%,33,0.5%,81,1.3%,114,1.9%,3,33.3%,1,20.0%
PORIRUA CITY,PORIRUA CITY COUNCIL,WESTERN,CC,STV,n,Wellington,Metro,City,s,,,,,,,,,,,,,,,,3,0,7,2.33,"2,541","1,045",3,42.9%,1,,,2,66.7%,2,,0,0.0%,0,0.0%,"7,614",10,0.13%,"7,624","11,850",64.3%,"7,614",10,"7,624","3,127",41.1%,8,80.0%,"3,135",41.1%,52,1.7%,42,0,42,80.8%,42,1.3%,44,1.4%,86,2.7%,3,42.9%,1,33.3%
QUEENSTOWN-LAKES DISTRICT,WANAKA COMMUNITY BOARD,AT LARGE,CB,FPP,s,Otago,Provincial,District,,,,,,,,,,,,,,,,At large,4,0,7,1.75,"1,442",741,,,,,,,,,,4,57.1%,3,75.0%,"5,523",246,4.26%,"5,769","8,010",72.0%,"5,523",246,"5,769","2,745",49.7%,218,88.6%,"2,963",51.4%,66,2.2%,27,19,46,69.7%,7,0.2%,29,1.0%,36,1.2%,3,42.9%,1,25.0%
QUEENSTOWN-LAKES DISTRICT,QUEENSTOWN-LAKES DISTRICT COUNCIL,AT LARGE,MAYOR,FPP,s,Otago,Provincial,District,,No,,15:30:00,No,,No,,Alphabetical order,16335,285,119,218,115,56,,1,0,3,3.00,"16,335","8,192",1,33.3%,0,y,Re-elected,1,100.0%,1,,,,,,"15,778",557,3.41%,"16,335","25,450",64.2%,"15,778",557,"16,335","7,697",48.8%,495,88.9%,"8,192",50.1%,218,2.7%,115,56,171,78.4%,5,0.1%,237,2.9%,242,3.0%,0,0.0%,0,0.0%
QUEENSTOWN-LAKES DISTRICT,QUEENSTOWN-LAKES DISTRICT COUNCIL,ARROWTOWN,DC,FPP,s,Otago,Provincial,District,,,,,,,,,,,,,,,,Unopposed,1,1,1,1.00,"1,687",,1,100.0%,0,,,1,100.0%,1,,0,0.0%,0,0.0%,"1,603",84,4.98%,"1,687","2,340",72.1%,,,,,,,,,,,,,,,,,,,,,,0,0.0%,0,0.0%
QUEENSTOWN-LAKES DISTRICT,QUEENSTOWN-LAKES DISTRICT COUNCIL,WAKATIPU,DC,FPP,s,Otago,Provincial,District,,,,,,,,,,,,,,,,,6,0,9,1.50,"1,480",708,3,33.3%,0,,,2,33.3%,2,,0,0.0%,0,0.0%,"8,652",227,2.56%,"8,879","15,100",58.8%,"8,652",227,"8,879","4,071",47.1%,174,76.7%,"4,245",47.8%,134,3.2%,78,35,113,84.3%,14,0.3%,50,1.2%,64,1.5%,4,44.4%,3,50.0%
QUEENSTOWN-LAKES DISTRICT,QUEENSTOWN-LAKES DISTRICT COUNCIL,WANAKA,DC,FPP,s,Otago,Provincial,District,,,,,,,,,,,,,,,,,3,0,7,2.33,"1,923",972,1,14.3%,0,,,1,33.3%,1,,1,14.3%,1,33.3%,"5,523",246,4.26%,"5,769","8,010",72.0%,"5,523",246,"5,769","2,718",49.2%,199,80.9%,"2,917",50.6%,66,2.3%,27,19,46,69.7%,20,0.7%,52,1.8%,72,2.5%,0,0.0%,0,0.0%
RANGITIKEI DISTRICT,RATANA COMMUNITY BOARD,AT LARGE,CB,FPP,n,Manawatu-Wanganui,Rural,District,,,,,,,,,,,,,,,,At large,4,1,1,0.25,65,,,,,,,,,,,1,100.0%,1,25.0%,258,0,0.00%,258,360,71.7%,,,,,,,,,,,,,,,,,,,,,,0,0.0%,0,0.0%
RANGITIKEI DISTRICT,TAIHAPE COMMUNITY BOARD,AT LARGE,CB,FPP,n,Manawatu-Wanganui,Rural,District,,,,,,,,,,,,,,,,At large,4,1,1,0.25,608,,,,,,,,,,,0,0.0%,0,0.0%,"2,428",2,0.08%,"2,430","3,890",62.5%,,,,,,,,,,,,,,,,,,,,,,0,0.0%,0,0.0%
RANGITIKEI DISTRICT,RANGITIKEI DISTRICT COUNCIL,AT LARGE,MAYOR,FPP,n,Manawatu-Wanganui,Rural,District,,Yes,13/10/2007 @ 2pm,14/10/2007 at 5pm,No,,No,,Alphabetical order,10145,127,72,29,25,0,,1,0,7,7.00,"10,145","5,368",4,57.1%,5,,Stood down,0,0.0%,1,,,,,,"10,129",16,0.16%,"10,145","15,040",67.5%,"10,129",16,"10,145","5,355",52.9%,13,81.3%,"5,368",52.9%,29,0.5%,25,0,25,86.2%,8,0.1%,67,1.2%,75,1.4%,2,28.6%,0,0.0%
RANGITIKEI DISTRICT,RANGITIKEI DISTRICT COUNCIL,BULLS,DC,FPP,n,Manawatu-Wanganui,Rural,District,,,,,,,,,,,,,,,,Unopposed,2,2,2,1.00,830,,1,50.0%,0,,,1,50.0%,1,,0,0.0%,0,0.0%,"1,658",1,0.06%,"1,659","2,490",66.6%,,,,,,,,,,,,,,,,,,,,,,2,100.0%,2,100.0%
RANGITIKEI DISTRICT,RANGITIKEI DISTRICT COUNCIL,HUNTERVILLE,DC,FPP,n,Manawatu-Wanganui,Rural,District,,,,,,,,,,,,,,,,,1,0,2,2.00,929,604,1,50.0%,1,y,,0,0.0%,0,,0,0.0%,0,0.0%,925,4,0.43%,929,"1,320",70.4%,925,4,929,601,65.0%,3,75.0%,604,65.0%,1,0.2%,1,0,1,100.0%,0,0.0%,18,3.0%,18,3.0%,0,0.0%,0,0.0%
RANGITIKEI DISTRICT,RANGITIKEI DISTRICT COUNCIL,MARTON,DC,FPP,n,Manawatu-Wanganui,Rural,District,,,,,,,,,,,,,,,,,4,0,7,1.75,"1,078",619,2,28.6%,4,,,2,50.0%,2,,0,0.0%,0,0.0%,"4,308",4,0.09%,"4,312","6,090",70.8%,"4,308",4,"4,312","2,473",57.4%,3,75.0%,"2,476",57.4%,18,0.7%,15,0,15,83.3%,2,0.1%,25,1.0%,27,1.1%,2,28.6%,2,50.0%
RANGITIKEI DISTRICT,RANGITIKEI DISTRICT COUNCIL,TAIHAPE,DC,FPP,n,Manawatu-Wanganui,Rural,District,,,,,,,,,,,,,,,,,3,0,5,1.67,810,397,2,40.0%,0,,,2,66.7%,2,,0,0.0%,0,0.0%,"2,428",2,0.08%,"2,430","3,890",62.5%,"2,428",2,"2,430","1,191",49.1%,1,50.0%,"1,192",49.1%,3,0.3%,2,0,2,66.7%,8,0.7%,25,2.1%,33,2.8%,1,20.0%,1,33.3%
RANGITIKEI DISTRICT,RANGITIKEI DISTRICT COUNCIL,TURAKINA,DC,FPP,n,Manawatu-Wanganui,Rural,District,,,,,,,,,,,,,,,,,1,0,3,3.00,815,446,1,33.3%,0,,,0,0.0%,0,,1,33.3%,1,100.0%,810,5,0.61%,815,"1,250",65.2%,810,5,815,441,54.4%,5,100.0%,446,54.7%,5,1.1%,5,0,5,100.0%,1,0.2%,10,2.2%,11,2.5%,1,33.3%,1,100.0%
RODNEY DISTRICT,WAITEMATA DISTRICT HEALTH BOARD,AT LARGE,DHB,STV,n,Auckland,DHB,DHB,,,,,,,,,Alphabetical order,,,,,,,,7,0,24,3.43,"48,442","18,469",,,,,,,,,,6,25.0%,5,71.4%,"339,092",,,"339,092","513,300",66.1%,"339,092",,"339,092","129,281",38.1%,,,"129,281",38.1%,1157,0.9%,808,,808,69.8%,13071,10.1%,15127,11.7%,"28,198",21.8%,7,29.2%,3,42.9%
RODNEY DISTRICT,PARAKAI LICENSING TRUST,AT LARGE,LT,FPP,n,Auckland,Provincial,District,,,,,,,,,,,,,,,,At large,6,5,5,0.83,821,,,,,,,,,,,4,80.0%,4,66.7%,"4,923",,,"4,923",,,,,,,,,,,,,,,,,,,,,,,,2,40.0%,2,33.3%
RODNEY DISTRICT,RODNEY DISTRICT COUNCIL,AT LARGE,MAYOR,FPP,n,Auckland,Provincial,District,,Yes,13/10/2007 @ 12.45,19:53:00,No,,No,,Alphabetical order,64903,568,N/A,283,215,4,,1,0,9,9.00,"64,903","29,330",2,22.2%,2,,Stood down,0,0.0%,1,,,,,,"64,436",467,0.72%,"64,903","94,660",68.6%,"64,436",467,"64,903","28,967",45.0%,363,77.7%,"29,330",45.2%,283,1.0%,275,8,283,100.0%,26,0.1%,553,1.9%,579,2.0%,3,33.3%,1,100.0%
RODNEY DISTRICT,RODNEY DISTRICT COUNCIL,CENTRAL,DC,FPP,n,Auckland,Provincial,District,,,,,,,,,,,,,,,,,1,0,4,4.00,"5,037","1,923",1,25.0%,0,,,0,0.0%,0,,0,0.0%,0,0.0%,"5,033",4,0.08%,"5,037","7,760",64.9%,"5,033",4,"5,037","1,920",38.1%,3,75.0%,"1,923",38.2%,9,0.5%,5,0,5,55.6%,0,0.0%,80,4.2%,80,4.2%,0,0.0%,0,0.0%
RODNEY DISTRICT,RODNEY DISTRICT COUNCIL,HIBISCUS COAST,DC,FPP,n,Auckland,Provincial,District,,,,,,,,,,,,,,,,,5,0,15,3.00,"5,770","2,753",4,26.7%,1,,,2,40.0%,2,,0,0.0%,0,0.0%,"28,710",139,0.48%,"28,849","41,100",70.2%,"28,710",139,"28,849","13,655",47.6%,112,80.6%,"13,767",47.7%,126,0.9%,90,2,92,73.0%,43,0.3%,144,1.0%,187,1.4%,3,20.0%,1,20.0%
RODNEY DISTRICT,RODNEY DISTRICT COUNCIL,NORTHERN,DC,FPP,n,Auckland,Provincial,District,,,,,,,,,,,,,,,,,3,0,12,4.00,"5,019","2,568",2,16.7%,1,y,,1,33.3%,1,,0,0.0%,0,0.0%,"14,766",291,1.93%,"15,057","21,300",70.7%,"14,766",291,"15,057","7,482",50.7%,223,76.6%,"7,705",51.2%,91,1.2%,46,4,50,54.9%,11,0.1%,67,0.9%,78,1.0%,3,25.0%,1,33.3%
RODNEY DISTRICT,RODNEY DISTRICT COUNCIL,WESTERN,DC,FPP,n,Auckland,Provincial,District,,,,,,,,,,,,,,,,,3,0,13,4.33,"5,320","1,978",4,30.8%,0,,,2,66.7%,2,,0,0.0%,0,0.0%,"15,927",33,0.21%,"15,960","24,500",65.1%,"15,927",33,"15,960","5,910",37.1%,25,75.8%,"5,935",37.2%,35,0.6%,21,2,23,65.7%,7,0.1%,80,1.3%,87,1.5%,3,23.1%,1,33.3%
ROTORUA DISTRICT,LAKES DISTRICT HEALTH BOARD,AT LARGE,DHB,STV,n,Bay of Plenty,DHB,DHB,,,,,,,,,Alphabetical order,,,,,,,,7,0,15,2.14,"9,431","4,308",,,,,,,,,,5,33.3%,4,57.1%,"66,019",,,"66,019","101,400",65.1%,"66,019",,"66,019","30,156",45.7%,,,"30,156",45.7%,321,1.1%,284,,284,88.5%,1370,4.5%,2128,7.1%,"3,498",11.6%,7,46.7%,4,57.1%
ROTORUA DISTRICT,ROTORUA LAKES COMMUNITY BOARD,AT LARGE,CB,FPP,n,Bay of Plenty,Provincial,District,,,,,,,,,,,,,,,,At large,4,4,4,1.00,559,,,,,,,,,,,0,0.0%,0,0.0%,"2,111",123,5.51%,"2,234","3,030",73.7%,,,,,,,,,,,,,,,,,,,,,,0,0.0%,0,0.0%
ROTORUA DISTRICT,ROTORUA DISTRICT COUNCIL,AT LARGE,MAYOR,FPP,n,Bay of Plenty,Provincial,District,,Yes,13/10/2007 3.20 PM,14/10/2007 12.40 PM,No,,No,,Alphabetical order,"44,152",808,30,231,216,15,,1,0,5,5.00,"44,152","19,424",3,60.0%,2,y,Re-elected,1,100.0%,1,,,,,,"43,983",169,0.38%,"44,152","67,950",65.0%,"43,983",169,"44,152","19,280",43.8%,144,85.2%,"19,424",44.0%,230,1.2%,216,14,230,100.0%,56,0.3%,211,1.1%,267,1.4%,1,20.0%,0,0.0%
ROTORUA DISTRICT,ROTORUA DISTRICT COUNCIL,EAST,DC,FPP,n,Bay of Plenty,Provincial,District,,,,,,,,,,,,,,,,,3,0,7,2.33,"3,516","1,726",4,57.1%,1,,,1,33.3%,1,,0,0.0%,0,0.0%,"10,485",64,0.61%,"10,549","15,500",68.1%,"10,485",64,"10,549","5,130",48.9%,48,75.0%,"5,178",49.1%,89,1.7%,87,2,89,100.0%,5,0.1%,88,1.7%,93,1.8%,3,42.9%,2,66.7%
ROTORUA DISTRICT,ROTORUA DISTRICT COUNCIL,NORTH,DC,FPP,n,Bay of Plenty,Provincial,District,,,,,,,,,,,,,,,,,3,0,9,3.00,"3,927","1,829",2,22.2%,0,,,2,66.7%,2,,0,0.0%,0,0.0%,"11,700",81,0.69%,"11,781","17,700",66.6%,"11,700",81,"11,781","5,418",46.3%,70,86.4%,"5,488",46.6%,54,1.0%,47,7,54,100.0%,12,0.2%,121,2.2%,133,2.4%,5,55.6%,1,33.3%
ROTORUA DISTRICT,ROTORUA DISTRICT COUNCIL,SOUTH,DC,FPP,n,Bay of Plenty,Provincial,District,,,,,,,,,,,,,,,,,3,0,8,2.67,"3,567","1,561",3,37.5%,0,,,2,66.7%,2,,0,0.0%,0,0.0%,"10,690",12,0.11%,"10,702","16,650",64.3%,"10,690",12,"10,702","4,669",43.7%,14,116.7%,"4,683",43.8%,28,0.6%,25,3,28,100.0%,9,0.2%,133,2.8%,142,3.0%,4,50.0%,2,66.7%
ROTORUA DISTRICT,ROTORUA DISTRICT COUNCIL,WEST,DC,FPP,n,Bay of Plenty,Provincial,District,,,,,,,,,,,,,,,,,3,0,5,1.67,"3,707","1,359",3,60.0%,1,,,3,100.0%,3,,0,0.0%,0,0.0%,"11,108",12,0.11%,"11,120","18,100",61.4%,"11,108",12,"11,120","4,063",36.6%,13,108.3%,"4,076",36.7%,60,1.5%,57,3,60,100.0%,0,0.0%,98,2.4%,98,2.4%,2,40.0%,1,33.3%
RUAPEHU DISTRICT,NATIONAL PARK COMMUNITY BOARD,AT LARGE,CB,FPP,n,Manawatu-Wanganui,Rural,District,,,,,,,,,,,,,,,,At large,4,0,5,1.25,187,94,,,,,,,,,,3,60.0%,3,75.0%,733,14,1.87%,747,"1,150",65.0%,733,14,747,364,49.7%,12,85.7%,376,50.3%,9,2.4%,7,0,7,77.8%,0,0.0%,16,4.3%,16,4.3%,1,20.0%,1,25.0%
RUAPEHU DISTRICT,WAIMARINO-WAIOURU COMMUNITY BOARD,AT LARGE,CB,FPP,n,Manawatu-Wanganui,Rural,District,,,,,,,,,,,,,,,,At large,6,5,5,0.83,459,,,,,,,,,,,3,60.0%,3,50.0%,"2,721",31,1.13%,"2,752","4,930",55.8%,,,,,,,,,,,,,,,,,,,,,,1,20.0%,1,16.7%
RUAPEHU DISTRICT,RUAPEHU DISTRICT COUNCIL,AT LARGE,MAYOR,FPP,n,Manawatu-Wanganui,Rural,District,,Yes,2pm Election Day,5pm Sunday,No,,No,,Alphabetical order,8209,96,35,55,48,0,,1,0,2,2.00,"8,209","3,882",1,50.0%,0,y,Re-elected,1,100.0%,1,,,,,,"8,157",52,0.63%,"8,209","13,780",59.6%,"8,157",52,"8,209","3,837",47.0%,45,86.5%,"3,882",47.3%,55,1.4%,48,0,48,87.3%,2,0.1%,98,2.5%,100,2.6%,1,50.0%,1,100.0%
RUAPEHU DISTRICT,RUAPEHU DISTRICT COUNCIL,NATIONAL PARK,DC,FPP,n,Manawatu-Wanganui,Rural,District,,,,,,,,,,,,,,,,,1,0,2,2.00,747,376,1,50.0%,0,,,1,100.0%,1,,0,0.0%,0,0.0%,733,14,1.87%,747,"1,150",65.0%,733,14,747,364,49.7%,12,85.7%,376,50.3%,7,1.9%,7,0,7,100.0%,0,0.0%,20,5.3%,20,5.3%,1,50.0%,0,0.0%
RUAPEHU DISTRICT,RUAPEHU DISTRICT COUNCIL,OHURA,DC,FPP,n,Manawatu-Wanganui,Rural,District,,,,,,,,,,,,,,,,Unopposed,1,1,1,1.00,789,,1,100.0%,0,,,1,100.0%,1,,0,0.0%,0,0.0%,785,4,0.51%,789,"1,220",64.7%,,,,,,,,,,,,,,,,,,,,,,0,0.0%,0,0.0%
RUAPEHU DISTRICT,RUAPEHU DISTRICT COUNCIL,TAUMARUNUI,DC,FPP,n,Manawatu-Wanganui,Rural,District,,,,,,,,,,,,,,,,,5,0,11,2.20,784,404,5,45.5%,0,,,4,80.0%,4,,0,0.0%,0,0.0%,"3,918",3,0.08%,"3,921","6,480",60.5%,"3,918",3,"3,921","2,018",51.5%,3,100.0%,"2,021",51.5%,37,1.8%,30,1,31,83.8%,8,0.4%,19,0.9%,27,1.3%,2,18.2%,2,40.0%
RUAPEHU DISTRICT,RUAPEHU DISTRICT COUNCIL,WAIMARINO-WAIOURU,DC,FPP,n,Manawatu-Wanganui,Rural,District,,,,,,,,,,,,,,,,Unopposed,4,4,4,1.00,688,,4,100.0%,0,,,4,100.0%,4,,0,0.0%,0,0.0%,"2,721",31,1.13%,"2,752","4,930",55.8%,,,,,,,,,,,,,,,,,,,,,,1,25.0%,1,25.0%
SELWYN DISTRICT,MALVERN COMMUNITY BOARD,HAWKINS,CB,FPP,s,Canterbury,Provincial,District,,,,,,,,,,,,,,,,Unopposed,3,3,3,1.00,"1,073",,,,,,,,,,,1,33.3%,1,33.3%,"3,215",3,0.09%,"3,218","4,530",71.0%,,,,,,,,,,,,,,,,,,,,,,2,66.7%,2,66.7%
SELWYN DISTRICT,MALVERN COMMUNITY BOARD,TAWERA,CB,FPP,s,Canterbury,Provincial,District,,,,,,,,,,,,,,,,,2,0,3,1.50,802,472,,,,,,,,,,1,33.3%,1,50.0%,"1,576",28,1.75%,"1,604","2,380",67.4%,"1,576",28,"1,604",909,57.7%,34,121.4%,943,58.8%,16,1.7%,8,8,16,100.0%,1,0.1%,44,4.7%,45,4.8%,0,0.0%,0,0.0%
SELWYN DISTRICT,SELWYN CENTRAL COMMUNITY BOARD,AT LARGE,CB,FPP,s,Canterbury,Provincial,District,,,,,,,,,,,,,,,,At large,4,4,4,1.00,"2,054",,,,,,,,,,,2,50.0%,2,50.0%,"8,210",5,0.06%,"8,215","12,550",65.5%,,,,,,,,,,,,,,,,,,,,,,1,25.0%,1,25.0%
SELWYN DISTRICT,SELWYN DISTRICT COUNCIL,AT LARGE,MAYOR,FPP,s,Canterbury,Provincial,District,,No,,14:00:00,Yes,"CANTERBURY DISTRICT HEALTH BOARD, CANTERBURY REGIONAL COUNCIL",No,,Random order,"24,122",225,10,88,63,25,,1,0,5,5.00,"24,125","10,803",5,100.0%,5,,Stood down,0,0.0%,1,,,,,,"24,074",51,0.21%,"24,125","36,360",66.4%,"24,074",51,"24,125","10,731",44.6%,72,141.2%,"10,803",44.8%,88,0.8%,63,25,88,100.0%,21,0.2%,196,1.8%,217,2.0%,1,20.0%,0,0.0%
