HRG,Spec,HRG Label,Altnagelvin,Antrim,Banbridge,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,Royal Victoria,South Tyrone,South West Acute,Tyrone County,Ulster,Whiteabbey,N. Ireland Total Cost
DZ64C,300,"Intermediate Thoracic Procedures, 19 years and over, with CC Score 0-2",.,.,.,"5,684",340,.,.,.,.,.,.,.,.,.,"60,053",.,.,.,"66,077"
DZ64C,340,"Intermediate Thoracic Procedures, 19 years and over, with CC Score 0-2",.,.,.,.,.,"3,005",.,.,.,.,.,.,.,.,.,.,.,.,"3,005"
DZ64C,810,"Intermediate Thoracic Procedures, 19 years and over, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,837,.,.,.,.,.,837
EA03B,320,"Pace 1: Single Chamber or Implantable Diagnostic Device, with CC Score 8-10",.,.,.,.,.,.,.,.,.,.,.,.,"3,361",.,.,.,.,.,"3,361"
EA03C,320,"Pace 1: Single Chamber or Implantable Diagnostic Device, with CC Score 5-7",.,.,.,"14,140",.,"2,803",.,.,.,.,.,.,"14,389",.,.,.,.,.,"31,332"
EA03D,320,"Pace 1: Single Chamber or Implantable Diagnostic Device, with CC Score 2-4",.,.,.,"152,069",.,"81,273",.,.,.,.,.,.,"118,130",.,.,.,.,.,"351,471"
EA03E,100,"Pace 1: Single Chamber or Implantable Diagnostic Device, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"2,812",.,.,.,.,.,"2,812"
EA03E,300,"Pace 1: Single Chamber or Implantable Diagnostic Device, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"9,091",.,"9,091"
EA03E,320,"Pace 1: Single Chamber or Implantable Diagnostic Device, with CC Score 0-1",.,.,.,"233,982",.,"193,373",.,.,.,.,.,.,"146,910",.,.,.,.,.,"574,264"
EA05B,320,"Pace 2: Dual Chamber, with CC Score 5-8",.,.,.,.,.,.,.,.,.,.,.,.,"10,028",.,.,.,.,.,"10,028"
EA05C,320,"Pace 2: Dual Chamber, with CC Score 2-4",.,.,.,"32,816",.,"11,490",.,.,.,.,.,.,"83,897",.,.,.,.,.,"128,203"
EA05D,320,"Pace 2: Dual Chamber, with CC Score 0-1",.,.,.,"45,871",.,"28,785",.,.,.,.,.,.,"134,289",.,.,.,.,.,"208,945"
EA07B,320,"Pace 3: Biventricular and all Congenital Pacemaker Procedures; Resynchronisation Therapy, with CC Score 4-7",.,.,.,"7,876",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"7,876"
EA07C,320,"Pace 3: Biventricular and all Congenital Pacemaker Procedures; Resynchronisation Therapy, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,"28,216",.,.,.,.,.,"28,216"
EA11B,100,"Percutaneous Interventions: Other including Septostomy, Embolisation, Non-Coronary Stents and Energy Moderated Perforation, with CC Score 0-2",.,.,.,"2,289",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,289"
EA11B,101,"Percutaneous Interventions: Other including Septostomy, Embolisation, Non-Coronary Stents and Energy Moderated Perforation, with CC Score 0-2",.,.,.,"2,847",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,847"
EA11B,320,"Percutaneous Interventions: Other including Septostomy, Embolisation, Non-Coronary Stents and Energy Moderated Perforation, with CC Score 0-2",.,.,.,.,.,"8,072",.,.,.,.,.,.,.,.,"1,219",.,.,.,"9,291"
EA12B,320,"Implantation of Cardioverter; Defibrillator only, with CC Score 6-8",.,.,.,"15,408",.,.,.,.,.,.,.,.,"14,121",.,.,.,.,.,"29,529"
EA12C,320,"Implantation of Cardioverter; Defibrillator only, with CC Score 3-5",.,.,.,"134,605",.,.,.,.,.,.,.,.,"41,300",.,.,.,.,.,"175,904"
EA12D,100,"Implantation of Cardioverter; Defibrillator only, with CC Score 0-2",.,.,.,"13,136",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"13,136"
EA12D,320,"Implantation of Cardioverter; Defibrillator only, with CC Score 0-2",.,.,.,"152,722",.,.,.,.,.,.,.,.,"55,421",.,.,.,.,.,"208,143"
EA17D,300,Single Cardiac Valve Procedures with CC Score 0-2,.,.,.,404,.,.,.,.,.,.,.,.,"2,961",.,.,.,.,.,"3,364"
EA17D,320,Single Cardiac Valve Procedures with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,"4,838",.,.,.,.,.,"4,838"
EA29C,320,"Percutaneous Complex Ablation, including for Atrial Fibrillation and Ventricular Tachycardia, with CC Score 0-1",.,.,.,.,.,"25,154",.,.,.,.,.,.,.,.,.,.,.,.,"25,154"
EA31B,320,"Percutaneous Coronary Intervention, 0 to 2 Stents, with CC Score 7-10",.,.,.,"1,574",.,"2,490",.,.,.,.,.,.,.,.,.,.,.,.,"4,064"
EA31C,320,"Percutaneous Coronary Intervention, 0 to 2 Stents, with CC Score 3-6",.,.,.,"80,194",.,"132,993",.,.,.,.,.,.,"34,963",.,.,.,.,.,"248,150"
EA31D,320,"Percutaneous Coronary Intervention, 0 to 2 Stents, with CC Score 0-2","8,926",.,.,"307,977",.,"844,586",.,.,.,.,.,.,"182,978",.,.,.,.,.,"1,344,467"
EA35A,320,Other Percutaneous Interventions with CC Score 8+,.,.,.,"1,490",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,490"
EA35B,320,Other Percutaneous Interventions with CC Score 5-7,.,.,.,"7,590",.,"1,973",.,.,.,.,.,.,"3,766",.,.,.,.,.,"13,329"
EA35C,300,Other Percutaneous Interventions with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,108",.,"2,108"
EA35C,320,Other Percutaneous Interventions with CC Score 2-4,"1,317",.,.,"43,848",.,"15,588",.,.,.,.,.,.,"43,208",.,.,.,.,.,"103,961"
EA35D,100,Other Percutaneous Interventions with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,618",.,.,.,.,"1,618"
EA35D,300,Other Percutaneous Interventions with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,696,.,696
EA35D,320,Other Percutaneous Interventions with CC Score 0-1,"10,533",.,.,"46,003",.,"64,700",.,.,.,.,.,.,"89,682",.,.,.,.,.,"210,918"
EA36D,320,Catheter with CC Score 10-12,.,.,.,"1,485",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,485"
EA36E,300,Catheter with CC Score 7-9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,481",.,"3,481"
EA36E,320,Catheter with CC Score 7-9,"1,209",.,.,"4,143",.,"4,939",.,.,.,.,.,.,"3,751",.,.,.,.,.,"14,042"
EA36F,300,Catheter with CC Score 4-6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"37,774",.,"37,774"
EA36F,320,Catheter with CC Score 4-6,"13,301",.,.,"27,807",.,"81,492",.,.,.,.,.,.,"54,629",.,.,.,.,.,"177,228"
EA36G,100,Catheter with CC Score 2-3,.,.,.,"1,033",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,033"
EA36G,300,Catheter with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"142,720",.,"142,720"
EA36G,320,Catheter with CC Score 2-3,"83,431",.,.,"82,580",.,"344,462",.,.,.,.,.,.,"321,084",.,.,.,.,.,"831,558"
EA36H,300,Catheter with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"352,614",.,"352,614"
EA36H,301,Catheter with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,473,473
EA36H,320,Catheter with CC Score 0-1,"346,140",.,.,"87,112",.,"977,906",.,.,.,.,.,.,"835,078",.,.,.,.,.,"2,246,236"
EA39A,320,"Pacemaker Procedure without Generator Implant, including Re-Siting and Removal of Cardiac Pacemaker System, with CC Score 5+",.,.,.,"1,730",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,730"
EA39B,320,"Pacemaker Procedure without Generator Implant, including Re-Siting and Removal of Cardiac Pacemaker System, with CC Score 2-4",.,.,.,"3,286",.,.,.,.,.,.,.,.,"1,529",.,.,.,.,.,"4,815"
EA39C,320,"Pacemaker Procedure without Generator Implant, including Re-Siting and Removal of Cardiac Pacemaker System, with CC Score 0-1",.,.,.,"1,730",.,.,.,.,.,.,.,.,"3,188",.,.,.,.,.,"4,918"
EA40Z,300,Other Non-Complex Cardiac Surgery,.,.,.,"2,279",.,.,.,.,.,.,.,.,.,.,"3,098",.,.,.,"5,377"
EA40Z,320,Other Non-Complex Cardiac Surgery,.,.,.,.,.,.,.,.,.,.,.,.,"3,258",.,817,.,.,.,"4,074"
EA44A,320,Minor Cardiac Procedures with CC Score 2+,.,.,.,"9,246",.,"1,396",.,.,.,.,.,.,.,.,.,.,.,.,"10,641"
EA44B,320,Minor Cardiac Procedures with CC Score 0-1,.,.,.,"5,236",.,"11,165",.,.,.,.,.,.,"6,331",.,.,.,.,.,"22,733"
EA45Z,120,"Complex Echocardiogram, including Transoesophageal and Fetal Echocardiography",.,.,.,.,.,275,.,.,.,.,.,.,.,.,.,.,.,.,275
EA45Z,300,"Complex Echocardiogram, including Transoesophageal and Fetal Echocardiography",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,228",602,"34,273",.,"38,103"
EA45Z,320,"Complex Echocardiogram, including Transoesophageal and Fetal Echocardiography","15,799",.,.,"19,115",.,"6,497",.,.,.,.,"26,411",.,"94,156",.,"1,929","24,160",.,.,"188,067"
EA47Z,300,Electrocardiogram Monitoring and Stress Testing,.,.,.,.,.,.,"3,380",.,.,"2,201",.,.,188,.,.,.,"2,108",.,"7,878"
EA47Z,320,Electrocardiogram Monitoring and Stress Testing,887,.,.,"49,444",.,232,.,.,.,.,.,.,"2,043",.,.,.,.,.,"52,606"
EA47Z,420,Electrocardiogram Monitoring and Stress Testing,545,.,.,.,.,.,.,.,.,.,.,.,"5,754",.,.,.,.,.,"6,299"
EA49B,320,"Percutaneous Coronary Interventions with 3 or more Stents, Rotablation, IVUS or Pressure Wire, with CC Score 6-8",.,.,.,"5,587",.,"2,490",.,.,.,.,.,.,.,.,.,.,.,.,"8,077"
EA49C,320,"Percutaneous Coronary Interventions with 3 or more Stents, Rotablation, IVUS or Pressure Wire, with CC Score 3-5","2,581",.,.,"34,665",.,"54,040",.,.,.,.,.,.,"2,848",.,.,.,.,.,"94,135"
EA49D,100,"Percutaneous Coronary Interventions with 3 or more Stents, Rotablation, IVUS or Pressure Wire, with CC Score 0-2",.,.,.,"3,970",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,970"
EA49D,320,"Percutaneous Coronary Interventions with 3 or more Stents, Rotablation, IVUS or Pressure Wire, with CC Score 0-2",.,.,.,"153,222",.,"194,277",.,.,.,.,.,.,"19,116",.,.,.,.,.,"366,615"
EA54A,320,Percutaneous Standard Ablation with CC Score 3+,.,.,.,.,.,"6,288",.,.,.,.,.,.,.,.,.,.,.,.,"6,288"
EA54B,320,Percutaneous Standard Ablation with CC Score 0-2,.,.,.,"1,733",.,"150,922",.,.,.,.,.,.,"5,629",.,.,.,.,.,"158,284"
EA55A,320,Percutaneous Diagnostic Electrophysiology Studies with CC Score 3+,.,.,.,"36,390",.,"32,092",.,.,.,.,.,.,"2,089",.,.,.,.,.,"70,572"
EA55B,320,Percutaneous Diagnostic Electrophysiology Studies with CC Score 0-2,.,.,.,"41,243",.,"150,834",.,.,.,.,.,.,"6,017",.,.,.,.,.,"198,094"
EA56C,320,"Implantation of Cardiac Resynchronization Therapy Defibrillator (CRT-D), with CC Score 0-2",.,.,.,.,.,"12,628",.,.,.,.,.,.,"29,755",.,.,.,.,.,"42,382"
EB02C,300,Endocarditis with CC Score 0-4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,267,.,267
EB02C,320,Endocarditis with CC Score 0-4,.,.,.,.,.,.,.,.,.,.,.,.,425,.,.,.,.,.,425
EB03C,320,"Heart Failure or Shock, with CC Score 8-10",.,.,.,257,.,.,.,.,.,.,.,.,.,.,.,.,.,.,257
EB03D,300,"Heart Failure or Shock, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,60,.,.,.,.,.,.,.,60
EB03D,361,"Heart Failure or Shock, with CC Score 4-7",.,.,.,"1,035",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,035"
EB03E,300,"Heart Failure or Shock, with CC Score 0-3",.,.,.,.,.,.,.,.,.,396,.,.,.,.,.,.,"1,496",.,"1,892"
EB04Z,300,Hypertension,.,309,.,.,.,.,.,.,.,.,.,.,.,.,998,.,696,.,"2,004"
EB04Z,302,Hypertension,.,.,.,.,.,.,.,.,.,.,.,.,720,.,.,.,.,.,720
EB04Z,361,Hypertension,.,240,.,"1,035",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,276"
EB05A,191,Cardiac Arrest with CC Score 9+,.,.,.,.,.,.,.,.,.,.,.,246,.,.,.,.,.,.,246
EB05A,361,Cardiac Arrest with CC Score 9+,.,.,.,518,.,.,.,.,.,.,.,.,.,.,.,.,.,.,518
EB06D,300,Cardiac Valve Disorders with CC Score 0-4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,133",.,"2,133"
EB06D,320,Cardiac Valve Disorders with CC Score 0-4,.,.,.,772,.,.,.,.,.,.,"1,217",.,850,.,.,.,.,.,"2,839"
EB07B,300,"Arrhythmia or Conduction Disorders, with CC Score 10-12",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,267,.,267
EB07C,320,"Arrhythmia or Conduction Disorders, with CC Score 7-9","2,096",.,.,"1,309",.,.,853,.,.,.,.,.,"1,249",.,.,.,.,.,"5,506"
EB07C,361,"Arrhythmia or Conduction Disorders, with CC Score 7-9",.,.,.,"1,553",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,553"
EB07D,300,"Arrhythmia or Conduction Disorders, with CC Score 4-6",.,.,.,.,340,.,.,.,.,"1,649",.,.,.,.,.,.,"2,089",.,"4,078"
EB07D,320,"Arrhythmia or Conduction Disorders, with CC Score 4-6","9,351",.,.,"10,726",.,"1,780","4,264",.,.,.,.,.,"1,674",.,"1,219",249,.,.,"29,261"
EB07D,370,"Arrhythmia or Conduction Disorders, with CC Score 4-6",.,.,.,116,.,.,.,.,.,.,.,.,.,.,.,.,.,.,116
EB07E,101,"Arrhythmia or Conduction Disorders, with CC Score 0-3",.,.,.,163,.,.,.,.,.,.,.,.,.,.,.,.,.,.,163
EB07E,300,"Arrhythmia or Conduction Disorders, with CC Score 0-3",.,.,.,.,"1,702",.,376,"1,355",.,"18,013",.,.,.,.,.,.,"35,236",.,"56,681"
EB07E,320,"Arrhythmia or Conduction Disorders, with CC Score 0-3","67,390",.,.,"47,339",.,"29,468","46,047",.,.,.,"38,372",.,"8,342",.,"26,988","14,428",.,.,"278,374"
EB08D,320,"Syncope or Collapse, with CC Score 4-6",.,.,.,257,.,.,.,.,.,.,.,.,.,.,.,.,.,.,257
EB08D,361,"Syncope or Collapse, with CC Score 4-6",.,.,.,518,.,.,.,.,.,.,.,.,.,.,.,.,.,.,518
EB08E,300,"Syncope or Collapse, with CC Score 0-3",.,.,.,.,.,.,751,.,.,.,.,.,.,.,.,.,.,.,751
EB08E,370,"Syncope or Collapse, with CC Score 0-3",.,233,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,233
EB08E,430,"Syncope or Collapse, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,475",.,"2,475"
EB10E,300,"Actual or Suspected Myocardial Infarction, with CC Score 0-3",.,.,.,.,.,.,376,.,.,.,.,.,.,.,.,.,.,.,376
EB12B,370,Unspecified Chest Pain with CC Score 5-10,.,.,.,116,.,.,.,.,.,.,.,.,.,.,.,.,.,.,116
EB12C,100,Unspecified Chest Pain with CC Score 0-4,.,.,.,.,.,.,.,.,.,.,.,.,.,106,.,.,.,.,106
EB12C,110,Unspecified Chest Pain with CC Score 0-4,.,.,.,.,.,.,.,.,639,.,.,.,.,.,.,.,.,.,639
EB12C,300,Unspecified Chest Pain with CC Score 0-4,.,.,.,.,.,.,751,.,.,.,.,.,272,.,.,239,"1,496",.,"2,758"
EB12C,320,Unspecified Chest Pain with CC Score 0-4,887,.,.,.,.,232,.,.,.,.,.,.,.,.,.,.,.,.,"1,119"
EB13C,300,Angina with CC Score 4-7,.,.,.,.,.,.,376,.,.,.,.,.,.,.,.,.,.,.,376
EB13D,300,Angina with CC Score 0-3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,800,.,800
EB13D,301,Angina with CC Score 0-3,.,.,.,.,.,.,.,.,.,.,.,.,.,191,.,.,.,.,191
EB13D,320,Angina with CC Score 0-3,.,.,.,257,.,.,.,.,.,.,.,.,.,.,.,.,.,.,257
EB13D,361,Angina with CC Score 0-3,.,240,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,240
EB14A,361,Other Acquired Cardiac Conditions with CC Score 13+,.,.,.,529,.,.,.,.,.,.,.,.,.,.,.,.,.,.,529
EB14B,300,Other Acquired Cardiac Conditions with CC Score 9-12,329,309,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,638
EB14B,320,Other Acquired Cardiac Conditions with CC Score 9-12,.,.,.,257,.,.,.,.,.,.,.,.,.,.,.,.,.,.,257
EB14B,361,Other Acquired Cardiac Conditions with CC Score 9-12,.,240,.,"1,553",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,793"
EB14C,320,Other Acquired Cardiac Conditions with CC Score 6-8,.,.,.,.,.,852,.,.,.,.,.,.,425,.,.,.,.,.,"1,277"
EB14C,361,Other Acquired Cardiac Conditions with CC Score 6-8,.,.,.,"1,035",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,035"
EB14C,370,Other Acquired Cardiac Conditions with CC Score 6-8,.,.,.,116,.,.,.,.,.,.,.,.,.,.,.,.,.,.,116
EB14D,100,Other Acquired Cardiac Conditions with CC Score 3-5,.,.,.,205,.,.,.,.,.,.,.,.,.,.,.,.,.,.,205
EB14D,300,Other Acquired Cardiac Conditions with CC Score 3-5,.,.,.,.,.,.,376,.,.,.,.,.,.,.,.,.,267,.,642
EB14D,320,Other Acquired Cardiac Conditions with CC Score 3-5,.,.,.,693,.,232,.,.,.,.,.,.,.,.,.,.,.,.,925
EB14D,361,Other Acquired Cardiac Conditions with CC Score 3-5,.,.,.,"3,701",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,701"
EB14D,370,Other Acquired Cardiac Conditions with CC Score 3-5,.,233,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,233
EB14D,800,Other Acquired Cardiac Conditions with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,636,.,636
EB14E,300,Other Acquired Cardiac Conditions with CC Score 0-2,.,.,.,.,.,614,.,.,.,396,.,.,.,.,.,.,"3,071",.,"4,082"
EB14E,320,Other Acquired Cardiac Conditions with CC Score 0-2,887,.,.,.,.,464,.,.,.,.,.,.,425,.,.,.,.,.,"1,776"
EB14E,370,Other Acquired Cardiac Conditions with CC Score 0-2,.,.,.,.,.,"1,009",.,.,.,.,.,.,.,.,.,.,.,.,"1,009"
EB15C,300,Primary Pulmonary Hypertension with CC Score 0-3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,267,.,267
EC01A,140,"Congenital Cardiac Surgery with Intervention Score 58 or less, with Diagnosis Score 64 or less",637,.,.,.,.,.,.,.,.,.,.,.,833,.,.,.,.,.,"1,470"
EC01A,300,"Congenital Cardiac Surgery with Intervention Score 58 or less, with Diagnosis Score 64 or less",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,304",.,"1,393",.,"5,696"
EC01A,320,"Congenital Cardiac Surgery with Intervention Score 58 or less, with Diagnosis Score 64 or less","3,842",.,.,889,.,"3,630",.,.,.,.,"2,297",.,"60,546",.,.,"9,292",.,.,"80,496"
EC01B,320,"Congenital Cardiac Surgery with Intervention Score 58 or less, with Diagnosis Score 65-117","1,209",.,.,528,.,.,.,.,.,.,.,.,"2,077",.,.,.,.,.,"3,814"
FZ12M,100,"Major General Abdominal Procedures, 19 years and over, with CC Score 6-9",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,933,.,933
FZ12N,101,"Major General Abdominal Procedures, 19 years and over, with CC Score 3-5",.,.,.,.,.,"3,449",.,.,.,.,.,.,.,.,.,.,.,.,"3,449"
FZ12P,100,"Major General Abdominal Procedures, 19 years and over, with CC Score 1-2",.,"1,332",.,.,"3,218",982,.,"1,689",.,"2,022",.,.,.,.,.,.,.,.,"9,244"
FZ12P,300,"Major General Abdominal Procedures, 19 years and over, with CC Score 1-2",.,.,.,"2,100",.,.,.,.,.,.,.,.,.,.,.,.,696,.,"2,796"
FZ12P,502,"Major General Abdominal Procedures, 19 years and over, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,228",.,"1,228"
FZ12Q,100,"Major General Abdominal Procedures, 19 years and over, with CC Score 0","2,104","3,634",.,597,"3,115","8,396","1,939",898,.,"1,875","3,630","2,685",615,817,"2,123","1,132","8,587",.,"42,145"
FZ12Q,101,"Major General Abdominal Procedures, 19 years and over, with CC Score 0",980,.,.,"2,927",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,907"
FZ12Q,160,"Major General Abdominal Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,786,.,.,.,.,.,786
FZ12Q,300,"Major General Abdominal Procedures, 19 years and over, with CC Score 0",.,.,.,"1,069",.,.,.,.,.,.,.,.,.,.,.,.,"1,939",.,"3,008"
FZ12Q,303,"Major General Abdominal Procedures, 19 years and over, with CC Score 0",.,.,.,"1,255",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,255"
FZ12Q,340,"Major General Abdominal Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,"1,768",.,.,.,.,.,.,.,.,.,.,.,.,"1,768"
FZ12Q,502,"Major General Abdominal Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,"1,362",.,.,.,.,"1,349",.,.,.,"1,691",.,.,.,"4,402"
FZ12Q,823,"Major General Abdominal Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,"1,915",.,.,.,.,.,.,.,.,.,.,.,.,"1,915"
FZ12S,100,"Major General Abdominal Procedures, between 2 and 18 years, with CC Score 0",.,.,.,.,.,"2,664",.,.,.,.,.,.,.,.,.,.,.,.,"2,664"
FZ12S,171,"Major General Abdominal Procedures, between 2 and 18 years, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"2,200",.,.,.,"1,158",.,"3,358"
FZ13C,100,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 19 years and over",295,846,.,"1,364","2,232","8,186","2,059",.,.,.,"4,866",.,"1,762",.,.,958,"2,800",.,"25,367"
FZ13C,300,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 19 years and over",.,.,.,640,.,"2,458","9,013",.,.,"8,225",.,.,"9,860",.,"1,024",.,"88,861",.,"120,082"
FZ13C,301,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 19 years and over",.,332,.,.,.,"3,111",.,.,.,.,.,.,.,.,.,.,.,.,"3,443"
FZ13C,303,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 19 years and over",.,.,.,579,.,.,.,.,.,.,.,.,.,.,.,.,.,.,579
FZ13C,370,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 19 years and over",.,"1,166",.,"69,087",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"70,253"
FZ13C,430,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,072",.,"1,072"
FZ13C,502,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 19 years and over","19,548","29,470",.,"5,560","14,209","13,368",.,.,.,"3,533","36,371",.,.,.,"36,932",.,"1,501",.,"160,491"
FZ13C,800,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 19 years and over",.,.,.,.,.,"2,350",.,.,.,.,.,.,.,.,.,.,"6,355",.,"8,706"
FZ13C,810,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,717,.,.,.,.,.,717
FZ13D,100,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,448",.,.,.,"1,448"
FZ13D,502,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 18 years and under",.,.,.,.,"3,819",.,.,.,.,.,.,.,.,.,"4,432",.,.,.,"8,251"
FZ17D,100,"Abdominal Hernia Procedures, 18 years and under",.,.,.,.,.,"1,087",.,.,.,.,.,.,.,.,.,.,.,.,"1,087"
FZ17D,171,"Abdominal Hernia Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"11,633",.,"11,633"
FZ17F,100,"Abdominal Hernia Procedures, 19 years and over, with CC Score 1-3",.,.,.,.,.,"1,262",.,.,.,.,"1,119",.,.,.,.,.,.,.,"2,381"
FZ17G,100,"Abdominal Hernia Procedures, 19 years and over, with CC Score 0",780,"7,295",.,"1,213","7,358","5,819",.,"1,074",.,"8,139","2,615",.,"1,699","8,801","3,120","3,886","4,657",.,"56,456"
FZ17G,101,"Abdominal Hernia Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,"1,954",.,.,.,.,.,.,.,.,"1,954"
FZ18E,100,"Inguinal, Umbilical or Femoral Hernia Procedures, between 2 and 18 years",780,"2,937",.,.,.,"3,629",844,.,.,"2,540",.,.,.,.,"1,448",.,"2,127",.,"14,306"
FZ18E,101,"Inguinal, Umbilical or Femoral Hernia Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,769,.,.,.,.,.,.,.,.,769
FZ18E,171,"Inguinal, Umbilical or Femoral Hernia Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,"11,917",.,.,.,"28,427",.,"40,344"
FZ18F,171,"Inguinal, Umbilical or Femoral Hernia Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,"8,075",.,.,.,"2,770",.,"10,845"
FZ18H,100,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 3-5",.,"2,547",.,.,.,.,"1,240",.,.,"1,628",.,"2,171",.,.,"1,884",.,.,.,"9,470"
FZ18J,100,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 1-2","1,561","9,586",.,.,"8,260","6,958","1,227","3,061",.,"13,220","12,553",.,.,"7,873","4,781","9,683","14,413",.,"93,176"
FZ18J,101,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 1-2",.,.,.,.,.,.,.,.,.,"2,816",.,.,.,.,.,.,.,.,"2,816"
FZ18K,100,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 0","81,806","141,079",.,"4,828","92,478","118,305","10,427","18,587",.,"181,553","96,286","47,952","13,174","81,558","63,361","69,215","110,741",880,"1,132,229"
FZ18K,101,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,"38,863","2,423",.,.,.,.,.,.,.,"41,286"
FZ19A,100,"Herniotomy Procedures, 2 years and over","1,115",.,.,.,.,"6,854",.,.,.,814,887,.,.,.,"1,448",.,.,.,"11,118"
FZ19A,171,"Herniotomy Procedures, 2 years and over",.,.,.,.,.,.,.,.,.,.,.,.,"47,386",.,.,.,"65,748",.,"113,134"
