HRG,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Royal Victoria,South Tyrone,South West Acute,Tyrone County,Ulster,N. Ireland Unit Cost
FZ36P,430,"Gastrointestinal Infections without Interventions, with CC Score 2-4","2,087","2,655","1,769",.,"1,767",.,.,.,"1,463","3,237","3,129","2,534",.,"4,292",.,"1,691","2,306"
FZ36Q,100,"Gastrointestinal Infections without Interventions, with CC Score 0-1","1,472","2,561","1,422","1,861","1,510","1,408",.,.,.,.,"1,614","1,213",.,"2,290",.,"1,503","1,550"
FZ36Q,101,"Gastrointestinal Infections without Interventions, with CC Score 0-1",.,.,"2,820",.,"2,518",.,.,.,.,.,.,.,.,.,.,.,"2,669"
FZ36Q,120,"Gastrointestinal Infections without Interventions, with CC Score 0-1",.,.,.,.,"2,268",.,.,.,.,.,.,.,.,.,.,.,"2,268"
FZ36Q,180,"Gastrointestinal Infections without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,600,.,.,.,.,600
FZ36Q,300,"Gastrointestinal Infections without Interventions, with CC Score 0-1","1,611","1,189","1,313","2,155","1,158","1,039","1,726",.,"1,387",.,"1,312","1,094",.,"1,919",.,"1,328","1,324"
FZ36Q,301,"Gastrointestinal Infections without Interventions, with CC Score 0-1",.,"1,236",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,236"
FZ36Q,302,"Gastrointestinal Infections without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,"1,141",.,.,.,.,"1,141"
FZ36Q,303,"Gastrointestinal Infections without Interventions, with CC Score 0-1","2,220","2,143","3,386",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,324"
FZ36Q,340,"Gastrointestinal Infections without Interventions, with CC Score 0-1",.,.,"1,206",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,206"
FZ36Q,350,"Gastrointestinal Infections without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,"3,973",.,.,.,.,"3,973"
FZ36Q,370,"Gastrointestinal Infections without Interventions, with CC Score 0-1",.,.,"2,358",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,358"
FZ36Q,430,"Gastrointestinal Infections without Interventions, with CC Score 0-1","2,026",741,"2,118",.,"1,305",.,.,.,"2,195","2,158",.,"1,997","2,443",.,.,"1,791","1,880"
FZ36Q,501,"Gastrointestinal Infections without Interventions, with CC Score 0-1","2,056",.,.,.,.,"2,633",.,.,.,.,.,.,.,.,.,"1,582","2,059"
FZ36Q,502,"Gastrointestinal Infections without Interventions, with CC Score 0-1","1,179","1,550",.,.,"1,459",726,.,.,.,.,.,.,.,"1,689",.,"1,632","1,444"
FZ37K,300,"Inflammatory Bowel Disease with Multiple Interventions, with CC Score 3+",.,.,.,.,.,.,.,.,"15,343",.,.,.,.,.,.,.,"15,343"
FZ37L,100,"Inflammatory Bowel Disease with Multiple Interventions, with CC Score 0-2",.,"3,089",.,.,"5,583","3,393",.,.,.,.,.,.,.,"12,837",.,.,"6,097"
FZ37L,300,"Inflammatory Bowel Disease with Multiple Interventions, with CC Score 0-2","5,364",.,.,.,.,"5,423",.,.,.,.,"3,949","1,591",.,.,.,.,"4,082"
FZ37M,100,"Inflammatory Bowel Disease with Single Intervention, with CC Score 4+",.,.,.,"8,367",.,"3,771",.,.,.,.,.,.,.,.,.,"3,317","4,418"
FZ37M,300,"Inflammatory Bowel Disease with Single Intervention, with CC Score 4+",.,.,.,"4,715","10,456",.,.,.,"8,514",.,.,.,.,.,.,.,"7,895"
FZ37M,301,"Inflammatory Bowel Disease with Single Intervention, with CC Score 4+",.,"2,659",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,659"
FZ37M,361,"Inflammatory Bowel Disease with Single Intervention, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"6,515","6,515"
FZ37N,100,"Inflammatory Bowel Disease with Single Intervention, with CC Score 0-3","3,150","2,343","2,978","4,208","2,968","2,315",.,.,.,.,.,"2,065",.,"2,330",.,"2,619","2,821"
FZ37N,101,"Inflammatory Bowel Disease with Single Intervention, with CC Score 0-3",.,.,"4,297",.,.,.,.,.,.,.,.,.,.,.,.,.,"4,297"
FZ37N,300,"Inflammatory Bowel Disease with Single Intervention, with CC Score 0-3","3,446","2,441","1,442","4,258",980,"2,009",.,.,.,.,"4,470","2,013",.,"4,417",.,"3,050","2,902"
FZ37N,301,"Inflammatory Bowel Disease with Single Intervention, with CC Score 0-3",.,"2,203",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,203"
FZ37N,320,"Inflammatory Bowel Disease with Single Intervention, with CC Score 0-3",.,.,.,"1,641",.,.,.,.,.,.,.,.,.,.,.,.,"1,641"
FZ37N,370,"Inflammatory Bowel Disease with Single Intervention, with CC Score 0-3",.,.,"2,871",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,871"
FZ37N,430,"Inflammatory Bowel Disease with Single Intervention, with CC Score 0-3",.,"4,445",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,445"
FZ37P,100,"Inflammatory Bowel Disease without Interventions, with CC Score 5+",.,"3,314","8,375","3,149",.,"2,372",.,.,.,.,.,"4,530",.,"9,060",.,.,"4,334"
FZ37P,300,"Inflammatory Bowel Disease without Interventions, with CC Score 5+","4,383","2,075",.,"2,721","3,921","5,724","10,023",.,"2,443",.,.,"6,332",.,"2,134",.,"2,176","2,618"
FZ37P,301,"Inflammatory Bowel Disease without Interventions, with CC Score 5+",.,934,.,.,.,.,.,.,.,.,.,.,.,.,.,.,934
FZ37P,320,"Inflammatory Bowel Disease without Interventions, with CC Score 5+",.,.,.,"2,735",.,.,.,.,.,.,.,.,.,"8,793",.,.,"5,764"
FZ37P,370,"Inflammatory Bowel Disease without Interventions, with CC Score 5+",.,.,"4,009",.,.,.,.,.,.,.,.,.,.,.,.,.,"4,009"
FZ37P,430,"Inflammatory Bowel Disease without Interventions, with CC Score 5+","5,157","2,741",.,.,"4,350",.,.,.,"2,561",.,.,.,.,"7,725",.,"2,089","3,559"
FZ37Q,100,"Inflammatory Bowel Disease without Interventions, with CC Score 3-4","1,713","1,582","2,509","1,718","2,409",.,.,.,.,.,.,715,.,.,.,"1,818","1,827"
FZ37Q,180,"Inflammatory Bowel Disease without Interventions, with CC Score 3-4",.,"1,827",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,827"
FZ37Q,300,"Inflammatory Bowel Disease without Interventions, with CC Score 3-4","2,301","1,685","1,387","2,495",.,"1,205","2,110",.,"1,503",.,"1,220",.,.,"3,682",.,"2,134","1,915"
FZ37Q,301,"Inflammatory Bowel Disease without Interventions, with CC Score 3-4",.,"1,402",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,402"
FZ37Q,303,"Inflammatory Bowel Disease without Interventions, with CC Score 3-4",.,714,.,.,.,.,.,.,.,.,.,.,.,.,.,.,714
FZ37Q,320,"Inflammatory Bowel Disease without Interventions, with CC Score 3-4",.,"1,689",.,"2,188",.,.,.,.,.,.,.,.,.,"1,599",.,.,"1,825"
FZ37Q,361,"Inflammatory Bowel Disease without Interventions, with CC Score 3-4",.,.,"1,775",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,775"
FZ37Q,430,"Inflammatory Bowel Disease without Interventions, with CC Score 3-4","1,105","1,482",.,.,.,.,.,.,.,"3,237",.,.,.,.,.,.,"1,711"
FZ37R,100,"Inflammatory Bowel Disease without Interventions, with CC Score 1-2","2,284","2,410","3,497","2,576","2,026","1,252",.,.,.,.,"1,895","1,696",.,.,.,"2,348","2,204"
FZ37R,300,"Inflammatory Bowel Disease without Interventions, with CC Score 1-2","2,254","1,877","1,270","1,856",850,829,"1,583",.,"2,443",.,"1,460","1,248",.,"2,648",.,"1,418","1,685"
FZ37R,301,"Inflammatory Bowel Disease without Interventions, with CC Score 1-2",.,"1,981",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,981"
FZ37R,303,"Inflammatory Bowel Disease without Interventions, with CC Score 1-2",.,.,"3,386",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,386"
FZ37R,320,"Inflammatory Bowel Disease without Interventions, with CC Score 1-2",.,.,.,"1,641",.,.,.,.,.,.,"2,034",.,.,.,.,.,"1,838"
FZ37R,370,"Inflammatory Bowel Disease without Interventions, with CC Score 1-2",.,.,"2,358",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,358"
FZ37R,430,"Inflammatory Bowel Disease without Interventions, with CC Score 1-2","1,105","2,017","2,658",.,"3,263",.,.,.,.,"3,237",.,.,.,.,.,.,"2,249"
FZ37R,501,"Inflammatory Bowel Disease without Interventions, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,949,.,.,.,.,949
FZ37S,100,"Inflammatory Bowel Disease without Interventions, with CC Score 0","1,757","2,139","2,453","1,861","1,855",791,.,.,.,.,"1,439","1,593",.,"2,776",.,"2,101","1,977"
FZ37S,300,"Inflammatory Bowel Disease without Interventions, with CC Score 0","2,148","1,417","1,400","1,603","1,396","1,640","1,055",.,"2,088",.,965,"1,355",.,"2,455",.,"1,624","1,599"
FZ37S,301,"Inflammatory Bowel Disease without Interventions, with CC Score 0",.,"1,730",.,.,"4,051",.,.,.,.,.,.,.,.,.,.,.,"1,795"
FZ37S,320,"Inflammatory Bowel Disease without Interventions, with CC Score 0",.,"1,267",.,"2,188",.,.,.,.,.,.,.,.,.,.,.,.,"1,574"
FZ37S,370,"Inflammatory Bowel Disease without Interventions, with CC Score 0",.,.,"2,594",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,594"
FZ37S,430,"Inflammatory Bowel Disease without Interventions, with CC Score 0",.,"1,605",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,605"
FZ37S,501,"Inflammatory Bowel Disease without Interventions, with CC Score 0",.,"2,627",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,190","2,540"
FZ37S,502,"Inflammatory Bowel Disease without Interventions, with CC Score 0",.,.,.,"3,177",.,.,.,.,.,.,.,.,.,.,.,"2,176","2,677"
FZ38G,100,"Gastrointestinal Bleed with Multiple Interventions, with CC Score 5+",.,.,"5,866",.,"4,325","1,666",.,.,.,.,.,.,.,.,.,"7,021","5,180"
FZ38G,300,"Gastrointestinal Bleed with Multiple Interventions, with CC Score 5+",.,"2,909",.,"13,607",.,.,.,.,.,.,.,"2,739",.,"10,545",.,"7,283","6,660"
FZ38H,100,"Gastrointestinal Bleed with Multiple Interventions, with CC Score 0-4",.,"4,002","12,417","4,608","2,894","3,679",.,.,.,.,"6,222","1,234",.,"2,483",.,"3,158","3,747"
FZ38H,120,"Gastrointestinal Bleed with Multiple Interventions, with CC Score 0-4",.,.,.,.,"3,604",.,.,.,.,.,.,.,.,.,.,.,"3,604"
FZ38H,300,"Gastrointestinal Bleed with Multiple Interventions, with CC Score 0-4",.,.,.,.,"1,961",.,.,.,.,.,.,"2,774",.,.,.,"4,942","2,968"
FZ38H,502,"Gastrointestinal Bleed with Multiple Interventions, with CC Score 0-4",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,175","3,175"
FZ38J,100,"Gastrointestinal Bleed with Single Intervention, with CC Score 8+",.,.,.,"6,583",.,.,.,.,.,.,"2,010",.,.,"4,919",.,"9,984","6,016"
FZ38J,300,"Gastrointestinal Bleed with Single Intervention, with CC Score 8+",.,"2,440",.,"5,443",980,.,.,.,.,.,"4,094","1,463",.,.,.,.,"2,351"
FZ38J,301,"Gastrointestinal Bleed with Single Intervention, with CC Score 8+",.,"2,275",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,275"
FZ38K,100,"Gastrointestinal Bleed with Single Intervention, with CC Score 5-7",.,"3,276",.,"4,020","2,104",987,.,.,.,.,"3,788",967,.,"8,370",.,"2,711","3,930"
FZ38K,300,"Gastrointestinal Bleed with Single Intervention, with CC Score 5-7",.,.,.,.,.,"1,055",.,.,.,.,.,"1,974",.,"2,374",.,"3,938","2,654"
FZ38K,430,"Gastrointestinal Bleed with Single Intervention, with CC Score 5-7",.,.,.,.,.,.,.,.,.,.,.,.,.,"14,163",.,"7,015","10,589"
FZ38L,100,"Gastrointestinal Bleed with Single Intervention, with CC Score 0-4","1,780","2,433",.,"2,664","1,920","2,426",.,.,.,.,"2,920","1,691",.,"3,079",.,"2,381","2,363"
FZ38L,300,"Gastrointestinal Bleed with Single Intervention, with CC Score 0-4","3,185","1,389","1,889","3,523","1,470",.,.,.,.,.,"2,147","1,598",.,"2,588",.,"2,807","2,156"
FZ38L,301,"Gastrointestinal Bleed with Single Intervention, with CC Score 0-4",.,"2,629",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,629"
FZ38L,370,"Gastrointestinal Bleed with Single Intervention, with CC Score 0-4",.,.,"2,807",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,807"
FZ38L,430,"Gastrointestinal Bleed with Single Intervention, with CC Score 0-4",.,.,.,.,"2,900","3,517",.,.,.,.,.,.,.,.,.,.,"3,208"
FZ38M,100,"Gastrointestinal Bleed without Interventions, with CC Score 9+",.,.,.,.,.,"1,186",.,.,.,.,.,.,.,.,.,"4,318","3,274"
FZ38M,300,"Gastrointestinal Bleed without Interventions, with CC Score 9+",.,"6,506","2,697",.,"1,634",.,"6,066",.,.,.,.,"1,377",.,.,.,"5,318","4,488"
FZ38M,320,"Gastrointestinal Bleed without Interventions, with CC Score 9+",.,.,.,"3,829",.,.,.,.,.,.,.,.,.,.,.,.,"3,829"
FZ38M,430,"Gastrointestinal Bleed without Interventions, with CC Score 9+","4,052","2,593",.,.,"7,975",.,.,.,.,"5,754",.,.,.,.,.,"2,387","4,191"
FZ38N,100,"Gastrointestinal Bleed without Interventions, with CC Score 5-8","3,067","3,278","2,509","1,718","2,253","1,186",.,.,.,.,"3,836","1,001",.,"1,294",.,"2,727","2,332"
FZ38N,300,"Gastrointestinal Bleed without Interventions, with CC Score 5-8","4,675","2,578","1,474","4,139","2,941",.,"1,583",.,.,.,734,"1,755",.,"3,917",.,"2,568","2,498"
FZ38N,301,"Gastrointestinal Bleed without Interventions, with CC Score 5-8",.,"2,990",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,990"
FZ38N,303,"Gastrointestinal Bleed without Interventions, with CC Score 5-8","1,110",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,110"
FZ38N,320,"Gastrointestinal Bleed without Interventions, with CC Score 5-8",.,"2,639",.,"3,282",.,.,.,.,.,.,.,.,.,.,.,.,"2,768"
FZ38N,340,"Gastrointestinal Bleed without Interventions, with CC Score 5-8",.,.,.,.,.,.,.,.,.,.,.,"5,504",.,.,.,.,"5,504"
FZ38N,361,"Gastrointestinal Bleed without Interventions, with CC Score 5-8",.,.,.,.,.,955,.,.,.,.,.,.,.,.,.,.,955
FZ38N,370,"Gastrointestinal Bleed without Interventions, with CC Score 5-8",.,.,"2,279",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,279"
FZ38N,430,"Gastrointestinal Bleed without Interventions, with CC Score 5-8","3,868","5,186",.,.,"3,263",.,.,.,.,.,"4,843",.,"1,629",.,.,"4,178","3,833"
FZ38P,100,"Gastrointestinal Bleed without Interventions, with CC Score 0-4","1,421","1,502","1,125","1,799","1,235","1,117",.,.,.,.,"1,358",962,.,"1,921",.,"1,263","1,362"
FZ38P,101,"Gastrointestinal Bleed without Interventions, with CC Score 0-4","1,130",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,130"
FZ38P,300,"Gastrointestinal Bleed without Interventions, with CC Score 0-4","1,284","1,198","1,237","1,326","1,062","1,055","2,110",.,752,.,"1,107","1,058",.,"1,758",.,"1,096","1,181"
FZ38P,301,"Gastrointestinal Bleed without Interventions, with CC Score 0-4",.,"1,217",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,217"
FZ38P,303,"Gastrointestinal Bleed without Interventions, with CC Score 0-4","2,220","1,429","2,138",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,013"
FZ38P,320,"Gastrointestinal Bleed without Interventions, with CC Score 0-4","2,067",.,.,.,.,.,.,.,.,.,.,.,.,.,.,912,"1,682"
FZ38P,361,"Gastrointestinal Bleed without Interventions, with CC Score 0-4",.,.,.,.,.,819,.,.,.,.,.,.,.,.,.,.,819
FZ38P,370,"Gastrointestinal Bleed without Interventions, with CC Score 0-4",.,.,"1,179",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,179"
FZ38P,430,"Gastrointestinal Bleed without Interventions, with CC Score 0-4","1,473",741,"1,451",.,725,"1,407",.,.,"1,098","1,439",.,"1,241",.,.,.,"1,074","1,195"
FZ38P,502,"Gastrointestinal Bleed without Interventions, with CC Score 0-4","1,768",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,088","1,428"
FZ38P,823,"Gastrointestinal Bleed without Interventions, with CC Score 0-4",.,.,.,.,"2,636",.,.,.,.,.,.,.,.,.,.,.,"2,636"
FZ49D,100,"Nutritional Disorders with Interventions, with CC Score 2+",.,.,.,.,"1,624",.,.,.,.,.,.,.,.,.,.,.,"1,624"
FZ49D,300,"Nutritional Disorders with Interventions, with CC Score 2+","6,846",.,.,.,"3,921",.,.,.,.,.,"1,337","1,884",.,.,.,"7,423","4,306"
FZ49D,430,"Nutritional Disorders with Interventions, with CC Score 2+",.,.,"6,549",.,.,.,.,.,.,.,.,.,.,.,.,"4,926","5,467"
FZ49E,100,"Nutritional Disorders with Interventions, with CC Score 0-1",.,.,.,.,.,"1,576",.,.,.,.,.,.,.,"4,272",.,.,"2,924"
FZ49E,300,"Nutritional Disorders with Interventions, with CC Score 0-1",.,.,.,.,"3,758",.,.,.,.,.,.,"3,351",.,.,.,.,"3,622"
FZ49F,100,"Nutritional Disorders without Interventions, with CC Score 6+",.,.,.,.,.,791,.,.,.,.,.,.,.,.,.,.,791
FZ49F,300,"Nutritional Disorders without Interventions, with CC Score 6+",.,"2,033","2,124","4,989","3,268","1,506",.,.,"1,315",.,.,.,.,.,.,"2,201","2,494"
FZ49F,430,"Nutritional Disorders without Interventions, with CC Score 6+",.,"2,223","5,453",.,.,.,.,.,.,"2,517",.,"1,829",.,.,.,"4,029","3,186"
FZ49F,823,"Nutritional Disorders without Interventions, with CC Score 6+",.,.,.,.,"3,295",.,.,.,.,.,.,.,.,.,.,.,"3,295"
FZ49G,100,"Nutritional Disorders without Interventions, with CC Score 2-5",.,"3,842","3,036",.,"1,314","1,186",.,.,.,.,.,.,.,.,.,.,"2,560"
FZ49G,300,"Nutritional Disorders without Interventions, with CC Score 2-5","2,849","3,027","2,479","4,422","1,438","1,205","2,110",.,"1,253",.,"2,470","3,414",.,"4,017",.,"2,463","2,556"
FZ49G,301,"Nutritional Disorders without Interventions, with CC Score 2-5",.,748,.,.,.,.,.,.,.,.,.,.,.,.,.,.,748
FZ49G,370,"Nutritional Disorders without Interventions, with CC Score 2-5",.,.,"5,188",.,.,.,.,.,.,.,.,.,.,.,.,.,"5,188"
FZ49G,410,"Nutritional Disorders without Interventions, with CC Score 2-5",.,.,.,.,.,.,.,"3,539",.,.,.,.,.,.,.,.,"3,539"
FZ49G,430,"Nutritional Disorders without Interventions, with CC Score 2-5",737,"1,235",.,.,"5,075",.,.,.,"5,122","2,517",730,.,"4,377",.,.,"3,133","2,717"
FZ49H,100,"Nutritional Disorders without Interventions, with CC Score 0-1",.,.,.,.,876,.,.,.,.,.,.,.,.,"2,589",.,.,"1,732"
FZ49H,120,"Nutritional Disorders without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,"3,434",.,.,.,.,"3,434"
FZ49H,300,"Nutritional Disorders without Interventions, with CC Score 0-1","1,910","1,922","1,997",907,"1,438","2,109","3,693",.,"1,127",.,"1,536","3,029",.,"3,264",.,"2,078","1,970"
FZ49H,302,"Nutritional Disorders without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,"3,101",.,.,.,.,"3,101"
FZ49H,370,"Nutritional Disorders without Interventions, with CC Score 0-1",.,.,"3,065",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,065"
FZ49H,430,"Nutritional Disorders without Interventions, with CC Score 0-1",737,"1,543","3,547",.,.,.,.,.,.,"3,237",.,.,"3,664",.,.,"1,791","2,149"
FZ66C,100,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 8+","14,385","11,438",.,.,.,"7,375",.,.,.,.,.,"4,221",.,"18,941",.,"5,927","10,955"
FZ66C,300,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 8+",.,"18,052",.,.,"12,253",.,.,.,.,.,.,"4,129",.,.,.,.,"11,672"
FZ66D,100,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 5-7","10,274","20,068","5,652",.,"5,902","8,095",.,.,.,.,"16,960","7,771",.,"23,131",.,"16,754","12,803"
FZ66D,120,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 5-7",.,.,.,.,"15,882",.,.,.,.,.,.,.,.,.,.,.,"15,882"
FZ66D,180,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 5-7",.,.,.,.,.,.,.,.,.,.,.,"1,348",.,.,.,.,"1,348"
FZ66D,300,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 5-7",.,.,"18,256",.,.,.,.,.,.,.,.,.,.,.,.,.,"18,256"
FZ66E,100,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 2-4","11,415","9,511","16,084","9,767","8,756","7,490",.,.,.,.,"18,008","12,364",.,"10,944",.,"10,482","10,866"
FZ66E,300,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 2-4","17,970",.,.,.,.,603,.,.,.,.,.,"11,583",.,.,.,.,"10,664"
FZ66E,301,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 2-4",.,"9,127",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"9,127"
FZ66E,502,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 2-4",.,"2,971",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,971"
FZ66F,100,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 0-1","11,644","5,899","7,638","5,551","5,574","5,245",.,.,.,.,"8,304","6,361",.,"12,855",.,"4,904","6,471"
FZ66F,101,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 0-1",.,.,"3,703",.,.,.,.,.,.,.,.,.,.,.,.,"7,827","5,765"
FZ66F,300,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 0-1",.,.,"10,910",.,.,.,.,.,.,.,.,"5,132",.,.,.,.,"8,021"
FZ66F,501,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 0-1",.,"8,574",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"8,574"
FZ66F,502,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 0-1",.,.,"12,283",.,.,.,.,.,.,.,.,.,.,.,.,.,"12,283"
FZ67C,100,"Major Small Intestine Procedures, 19 years and over, with CC Score 7+","11,386","16,696","11,844","11,875","6,802",.,.,.,.,.,.,.,.,.,.,"10,328","12,232"
FZ67C,101,"Major Small Intestine Procedures, 19 years and over, with CC Score 7+",.,.,.,.,"13,438",.,.,.,.,.,.,.,.,.,.,.,"13,438"
FZ67C,302,"Major Small Intestine Procedures, 19 years and over, with CC Score 7+",.,.,.,.,.,.,.,.,.,.,.,"6,286",.,.,.,.,"6,286"
FZ67C,361,"Major Small Intestine Procedures, 19 years and over, with CC Score 7+",.,.,.,.,.,"2,866",.,.,.,.,.,.,.,.,.,.,"2,866"
FZ67D,100,"Major Small Intestine Procedures, 19 years and over, with CC Score 4-6","11,583","8,068","17,885","15,814",.,"5,823",.,.,.,.,.,"6,492",.,.,.,"2,710","9,998"
FZ67D,300,"Major Small Intestine Procedures, 19 years and over, with CC Score 4-6",.,.,"10,443",.,.,.,.,.,.,.,.,.,.,.,.,.,"10,443"
FZ67D,302,"Major Small Intestine Procedures, 19 years and over, with CC Score 4-6",.,.,.,.,.,.,.,.,.,.,.,"4,736",.,.,.,.,"4,736"
FZ67E,100,"Major Small Intestine Procedures, 19 years and over, with CC Score 2-3","7,458","5,980","9,769",.,"9,788","7,125",.,.,.,.,.,"8,113",.,"11,420",.,"7,687","8,005"
FZ67E,300,"Major Small Intestine Procedures, 19 years and over, with CC Score 2-3","4,383",.,.,.,.,.,.,.,.,.,.,"7,965",.,.,.,.,"7,070"
FZ67E,370,"Major Small Intestine Procedures, 19 years and over, with CC Score 2-3",.,.,"10,175",.,.,.,.,.,.,.,.,.,.,.,.,.,"10,175"
FZ67F,100,"Major Small Intestine Procedures, 19 years and over, with CC Score 0-1","6,231","6,133","6,155","2,263","4,826","6,101",.,.,.,.,.,"4,856",.,"6,535",.,"4,864","5,277"
FZ67F,300,"Major Small Intestine Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,"1,634",.,.,.,.,.,.,"4,438",.,.,.,.,"3,503"
FZ67F,502,"Major Small Intestine Procedures, 19 years and over, with CC Score 0-1",.,"9,156",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"9,156"
FZ68G,100,"Very Major or Major, Small Intestine Procedures, between 2 and 18 years, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,114","5,114"
FZ68H,100,"Very Major or Major, Small Intestine Procedures, between 2 and 18 years, with CC Score 0-1",.,.,.,.,"3,704",.,.,.,.,.,.,.,.,"11,159",.,.,"6,189"
FZ68H,171,"Very Major or Major, Small Intestine Procedures, between 2 and 18 years, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,"8,206",.,.,.,.,"8,206"
FZ68H,420,"Very Major or Major, Small Intestine Procedures, between 2 and 18 years, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,"8,675",.,.,.,.,"8,675"
FZ68J,171,"Very Major or Major, Small Intestine Procedures, 1 year and under, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,.,"39,111",.,.,.,.,"39,111"
